  t  | i=0      IO:EXT|0    OQ:1|1    OQ:1|2    IS:1|1    IS:1|2    OS:EXT|0    IL:0    HC    SC    TC  | i=1      IO:0|1    IO:0|2    OQ:11|11    OQ:12|12    IS:11|11    IS:12|12    OS:0|1    OS:0|2    IL:1    IL:2    HC    SC    TC  | i=11      IO:1|11    OQ:EXT|-23    IS:EXT|-23    OS:1|11    IL:11    HC    SC    TC  | i=12      IO:1|12    OQ:EXT|-25    IS:EXT|-25    OS:1|12    IL:12    HC    SC    TC
---  -------  ----------  --------  --------  --------  --------  ----------  ------  ----  ----  ----  -------  --------  --------  ----------  ----------  ----------  ----------  --------  --------  ------  ------  ----  ----  ----  --------  ---------  ------------  ------------  ---------  -------  ----  ----  ----  --------  ---------  ------------  ------------  ---------  -------  ----  ----  ----
 10  |                 7         7         7         5         5           7       0     0     0     0  |               7         7           7           7           5           5         7         6       1      -1     1     0    14  |                 7             7             7          7      100     0     0     0  |                 7             7             7          7      100     0     0     0
 11  |                 6         6         6         7         6           6       0     1     0     1  |               6         6           6           6           5           5         6         5       0      -2     0     0    11  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 12  |                 3         3         3         6         5           3       2     6     0     6  |               3         3           3           3           7           7         3         5       4       2     6     0    14  |                 3             3             3          3      100     0     0     0  |                 3             3             3          3      100     0     0     0
 13  |                 5         5         5         3         5           5       2     4     0     4  |               5         5           5           5           6           6         5         5       5       3     8     0    18  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 14  |                 6         6         6         5         5           6       1     2     0     2  |               6         6           6           6           3           3         6         6       2       0     2     0    14  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 15  |                 3         3         3         6         6           3       4     8     0     8  |               3         3           3           3           5           5         3         3       4       2     6     0    12  |                 3             3             3          3      100     0     0     0  |                 3             3             3          3      100     0     0     0
 16  |                 6         6         6         3         3           6       1     2     0     2  |               6         6           6           6           6           6         6         6       4       2     6     0    18  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 17  |                 5         5         5         6         6           5       2     4     0     4  |               5         5           5           5           3           3         5         5       2       0     2     0    12  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 18  |                 4         4         4         5         5           4       3     6     0     6  |               4         4           4           4           6           6         4         4       4       2     6     0    14  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 19  |                 5         5         5         4         4           5       2     4     0     4  |               5         5           5           5           5           5         5         5       4       2     6     0    16  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 20  |                 4         4         4         5         5           4       3     6     0     6  |               4         4           4           4           4           4         4         4       4       2     6     0    14  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 21  |                 6         6         6         4         4           6       1     2     0     2  |               6         6           6           6           5           5         6         6       3       1     4     0    16  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 22  |                 5         5         5         6         6           5       2     4     0     4  |               5         5           5           5           4           4         5         5       2       0     2     0    12  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 23  |                 5         5         5         5         5           5       2     4     0     4  |               5         5           5           5           6           6         5         5       3       1     4     0    14  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 24  |                 4         4         4         5         5           4       3     6     0     6  |               4         4           4           4           5           5         4         4       4       2     6     0    14  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 25  |                 5         5         5         4         4           5       2     4     0     4  |               5         5           5           5           5           5         5         5       4       2     6     0    16  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 26  |                 4         4         4         5         5           4       3     6     0     6  |               4         4           4           4           4           4         4         4       4       2     6     0    14  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 27  |                 5         5         5         4         4           5       2     4     0     4  |               5         5           5           5           5           5         5         5       4       2     6     0    16  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 28  |                 4         4         4         5         5           4       3     6     0     6  |               4         4           4           4           4           4         4         4       4       2     6     0    14  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 29  |                 5         5         5         4         4           5       2     4     0     4  |               5         5           5           5           5           5         5         5       4       2     6     0    16  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 30  |                 6         6         6         5         5           6       1     2     0     2  |               6         6           6           6           4           4         6         6       2       0     2     0    14  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 31  |                 5         5         5         6         6           5       2     4     0     4  |               5         5           5           5           5           5         5         5       2       0     2     0    12  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 32  |                 5         5         5         5         5           5       2     4     0     4  |               5         5           5           5           6           6         5         5       3       1     4     0    14  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 33  |                 5         5         5         5         5           5       2     4     0     4  |               5         5           5           5           5           5         5         5       3       1     4     0    14  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 34  |                 6         6         6         5         5           6       1     2     0     2  |               6         6           6           6           5           5         6         6       2       0     2     0    14  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 35  |                 6         6         6         6         6           6       1     2     0     2  |               6         6           6           6           5           5         6         5       1      -1     1     0    12  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 36  |                 6         6         6         6         5           6       0     1     0     1  |               6         6           6           6           6           6         6         6       1      -1     1     0    13  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 37  |                 5         5         5         6         6           5       1     3     0     3  |               5         5           5           5           6           6         5         6       2       0     2     0    13  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 38  |                 4         4         4         5         6           4       3     6     0     6  |               4         4           4           4           6           6         4         4       4       2     6     0    14  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 39  |                 3         3         3         4         4           3       4     8     0     8  |               3         3           3           3           5           5         3         3       6       4    10     0    16  |                 3             3             3          3      100     0     0     0  |                 3             3             3          3      100     0     0     0
 40  |                 4         4         4         3         3           4       3     6     0     6  |               4         4           4           4           4           4         4         4       6       4    10     0    18  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 41  |                 8         8         8         4         4           7      -1     0    20    20  |               8         8           8           8           3           3         8         7       1      -1     1     0    16  |                 8             8             8          8      100     0     0     0  |                 8             8             8          8      100     0     0     0
 42  |                 5         5         5         8         7           6       1     3     0     3  |               5         5           5           5           4           4         5         4       0      -2     0     0     9  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 43  |                 4         4         4         5         4           4       1     4     0     4  |               4         4           4           4           8           8         4         6       4       2     6     0    16  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 44  |                 6         6         6         4         6           6       1     2     0     2  |               6         6           6           6           5           5         6         6       3       1     4     0    16  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 45  |                 5         5         5         6         6           5       2     4     0     4  |               5         5           5           5           4           4         5         5       2       0     2     0    12  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 46  |                 6         6         6         5         5           6       1     2     0     2  |               6         6           6           6           6           6         6         6       2       0     2     0    14  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 47  |                 6         6         6         6         6           6       1     2     0     2  |               6         6           6           6           5           5         6         5       1      -1     1     0    12  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 48  |                 4         4         4         6         5           4       2     5     0     5  |               4         4           4           4           6           6         4         5       3       1     4     0    13  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 49  |                 4         4         4         4         5           4       3     6     0     6  |               4         4           4           4           6           6         4         4       5       3     8     0    16  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 50  |                 6         6         6         4         4           6       1     2     0     2  |               6         6           6           6           4           4         6         6       3       1     4     0    16  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 51  |                 4         4         4         6         6           4       3     6     0     6  |               4         4           4           4           4           4         4         4       3       1     4     0    12  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 52  |                 5         5         5         4         4           5       2     4     0     4  |               5         5           5           5           6           6         5         5       4       2     6     0    16  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 53  |                 4         4         4         5         5           4       3     6     0     6  |               4         4           4           4           4           4         4         4       4       2     6     0    14  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 54  |                 5         5         5         4         4           5       2     4     0     4  |               5         5           5           5           5           5         5         5       4       2     6     0    16  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 55  |                 6         6         6         5         5           6       1     2     0     2  |               6         6           6           6           4           4         6         6       2       0     2     0    14  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 56  |                 4         4         4         6         6           4       3     6     0     6  |               4         4           4           4           5           5         4         4       3       1     4     0    12  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 57  |                 6         6         6         4         4           6       1     2     0     2  |               6         6           6           6           6           6         6         6       3       1     4     0    16  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 58  |                 4         4         4         6         6           4       3     6     0     6  |               4         4           4           4           4           4         4         4       3       1     4     0    12  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 59  |                 4         4         4         4         4           4       3     6     0     6  |               4         4           4           4           6           6         4         4       5       3     8     0    16  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 60  |                 5         5         5         4         4           5       2     4     0     4  |               5         5           5           5           4           4         5         5       4       2     6     0    16  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 61  |                 5         5         5         5         5           5       2     4     0     4  |               5         5           5           5           4           4         5         5       3       1     4     0    14  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 62  |                 4         4         4         5         5           4       3     6     0     6  |               4         4           4           4           5           5         4         4       4       2     6     0    14  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 63  |                 2         2         2         4         4           2       5    10     0    10  |               2         2           2           2           5           5         2         2       7       5    12     0    16  |                 2             2             2          2      100     0     0     0  |                 2             2             2          2      100     0     0     0
 64  |                 4         4         4         2         2           4       3     6     0     6  |               4         4           4           4           4           4         4         4       7       5    12     0    20  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 65  |                 5         5         5         4         4           5       2     4     0     4  |               5         5           5           5           2           2         5         5       4       2     6     0    16  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 66  |                 6         6         6         5         5           6       1     2     0     2  |               6         6           6           6           4           4         6         6       2       0     2     0    14  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 67  |                 5         5         5         6         6           5       2     4     0     4  |               5         5           5           5           5           5         5         5       2       0     2     0    12  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 68  |                 8         8         8         5         5           7      -1     0    20    20  |               8         8           8           8           6           6         8         6       0      -2     0     0    14  |                 8             8             8          8      100     0     0     0  |                 8             8             8          8      100     0     0     0
 69  |                 6         6         6         8         6           6      -1     2    20    22  |               6         6           6           6           5           5         5         5      -1      -3     0     0    10  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 70  |                 4         4         4         5         5           5       0     2     0     2  |               4         4           4           4           8           8         5         7       3       1     4     0    16  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 71  |                 5         5         5         5         7           5       2     4     0     4  |               5         5           5           5           6           6         5         5       4       2     6     0    16  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 72  |                 5         5         5         5         5           5       2     4     0     4  |               5         5           5           5           4           4         5         5       3       1     4     0    14  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 73  |                 6         6         6         5         5           6       1     2     0     2  |               6         6           6           6           5           5         6         6       2       0     2     0    14  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 74  |                 6         6         6         6         6           6       1     2     0     2  |               6         6           6           6           5           5         6         5       1      -1     1     0    12  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 75  |                 6         6         6         6         5           6       0     1     0     1  |               6         6           6           6           6           6         6         6       1      -1     1     0    13  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 76  |                 4         4         4         6         6           4       2     5     0     5  |               4         4           4           4           6           6         4         5       3       1     4     0    13  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 77  |                 7         7         7         4         5           7       0     0     0     0  |               7         7           7           7           6           6         7         7       2       0     2     0    16  |                 7             7             7          7      100     0     0     0  |                 7             7             7          7      100     0     0     0
 78  |                 6         6         6         7         7           6       1     2     0     2  |               6         6           6           6           4           4         6         4       0      -2     0     0    10  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 79  |                 5         5         5         6         4           5       0     2     0     2  |               5         5           5           5           7           7         5         7       2       0     2     0    14  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 80  |                 5         5         5         5         7           5       2     4     0     4  |               5         5           5           5           6           6         5         5       3       1     4     0    14  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 81  |                 6         6         6         5         5           6       1     2     0     2  |               6         6           6           6           5           5         6         6       2       0     2     0    14  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 82  |                 5         5         5         6         6           5       2     4     0     4  |               5         5           5           5           5           5         5         5       2       0     2     0    12  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 83  |                 4         4         4         5         5           4       3     6     0     6  |               4         4           4           4           6           6         4         4       4       2     6     0    14  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 84  |                 6         6         6         4         4           6       1     2     0     2  |               6         6           6           6           5           5         6         6       3       1     4     0    16  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 85  |                 5         5         5         6         6           5       2     4     0     4  |               5         5           5           5           4           4         5         5       2       0     2     0    12  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 86  |                 7         7         7         5         5           7       0     0     0     0  |               7         7           7           7           6           6         7         6       1      -1     1     0    14  |                 7             7             7          7      100     0     0     0  |                 7             7             7          7      100     0     0     0
 87  |                 2         2         2         7         6           2       4     9     0     9  |               2         2           2           2           5           5         2         3       4       2     6     0    11  |                 2             2             2          2      100     0     0     0  |                 2             2             2          2      100     0     0     0
 88  |                 6         6         6         2         3           6       1     2     0     2  |               6         6           6           6           7           7         6         6       5       3     8     0    20  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 89  |                 4         4         4         6         6           4       3     6     0     6  |               4         4           4           4           2           2         4         4       3       1     4     0    12  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 90  |                 4         4         4         4         4           4       3     6     0     6  |               4         4           4           4           6           6         4         4       5       3     8     0    16  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 91  |                 5         5         5         4         4           5       2     4     0     4  |               5         5           5           5           4           4         5         5       4       2     6     0    16  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 92  |                 8         8         8         5         5           7      -1     0    20    20  |               8         8           8           8           4           4         8         6       0      -2     0     0    14  |                 8             8             8          8      100     0     0     0  |                 8             8             8          8      100     0     0     0
 93  |                 4         4         4         8         6           5       1     4     0     4  |               4         4           4           4           5           5         4         5       1      -1     1     0    10  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 94  |                 6         6         6         4         5           6       0     1     0     1  |               6         6           6           6           8           8         6         7       3       1     4     0    17  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 95  |                 6         6         6         6         7           6       1     2     0     2  |               6         6           6           6           4           4         6         5       1      -1     1     0    12  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 96  |                 6         6         6         6         5           6       0     1     0     1  |               6         6           6           6           6           6         6         6       1      -1     1     0    13  |                 6             6             6          6      100     0     0     0  |                 6             6             6          6      100     0     0     0
 97  |                 4         4         4         6         6           4       2     5     0     5  |               4         4           4           4           6           6         4         5       3       1     4     0    13  |                 4             4             4          4      100     0     0     0  |                 4             4             4          4      100     0     0     0
 98  |                 5         5         5         4         5           5       2     4     0     4  |               5         5           5           5           6           6         5         5       4       2     6     0    16  |                 5             5             5          5      100     0     0     0  |                 5             5             5          5      100     0     0     0
 99  |                 7         7         7         5         5           7       0     0     0     0  |               7         7           7           7           4           4         7         6       1      -1     1     0    14  |                 7             7             7          7      100     0     0     0  |                 7             7             7          7      100     0     0     0
