t,|i=0,DISR,IO:1,IO:2,IOPL:1,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:1,OS:2,DMFS,FR,IL,BO:1,BO:2,DI:1,DI:2,HC,SC,ITHC,REV,TC,|i=1,DISR,IO:3,IO:4,IOPL:3,IOPL:4,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:3,OS:4,DMFS,FR,IL,BO:3,BO:4,DI:3,DI:4,HC,SC,ITHC,REV,TC,|i=2,DISR,IO:5,IO:6,IOPL:5,IOPL:6,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:5,OS:6,DMFS,FR,IL,BO:5,BO:6,DI:5,DI:6,HC,SC,ITHC,REV,TC,|i=3,DISR,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=4,DISR,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=5,DISR,IO:EXT,IOPL:EXT,OQ:2,OO:2,IS:2,ISPL:2,RM:2,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=6,DISR,IO:EXT,IOPL:EXT,OQ:2,OO:2,IS:2,ISPL:2,RM:2,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC
727,|,False,16.416690574104496,16.835611425760902,[0],[0],33.252301999865395,33.252301999865416,37.22315179529189,"[0.0, 33.252301999865395]",0.0,16.416690574104496,20.806461221187394,16.416690574104496,0.4955020985799592,-33.25230199986542,0.0,33.25230199986544,0.0,0.0,0.0,665.0460399973085,12.407717265097297,0.0,677.4537572624058,|,False,5.710725331400195,10.705965242704309,[0],[0],16.416690574104496,16.4166905741045,22.7901104460802,"[0.0, 16.416690574104496]",0.0,5.710725331400195,17.079385114680004,5.710725331400195,0.4842829504066678,-16.416690574104496,0.0,16.416690574104507,0.0,0.0,0.0,328.3338114820899,15.193406964053466,0.0,343.52721844614337,|,False,9.462145547185726,7.373465878575177,[0],[0],16.835611425760902,54.05876322105283,3.4460158020211225,"[0.0, 20.806461221187394]",0.0,3.4460158020211225,0.0,3.4460158020211225,0.4732722181715401,-54.05876322105283,6.016129745164603,48.04263347588842,0.0,0.0,0.0,1081.1752644210565,2.2973438680140816,0.0,1083.4726082890706,|,False,5.710725331400195,[0],5.710725331400195,5.71072533140017,12.521348556193857,"[0.0, 5.710725331400195]",0.0,12.521348556193857,2.4868995751603507e-14,2.8219137102818717e-15,-5.7107253314001705,5.7107253314001705,0,0.0,114.2145066280034,0.0,0.0,114.2145066280034,|,False,10.705965242704305,[0],10.705965242704309,33.496075688784614,0.6590473456417119,"[0.0, 17.079385114680004]",0.0,0.6590473456417119,0.0,0.0,-33.496075688784614,33.496075688784614,0,0.0,669.9215137756923,0.0,0.0,669.9215137756923,|,False,9.462145547185726,[0],9.462145547185726,9.46214554718572,62.989289569606065,"[0.0, 3.4460158020211225]",0.0,62.989289569606065,7.105427357601002e-15,8.458240102077453e-16,-9.462145547185719,9.462145547185719,0,0.0,189.24291094371438,0.0,0.0,189.24291094371438,|,False,7.373465878575177,[0],7.373465878575177,48.04263347588825,8.778177267615519,"[0.0, 0.0]",0.0,8.778177267615519,0.0,0.0,-48.04263347588825,48.04263347588825,0,0.0,960.852669517765,0.0,0.0,960.852669517765
728,|,False,18.745376476954835,12.27711362811587,[0],[0],31.022490105070712,31.02249010507073,33.252301999865395,"[0.0, 31.022490105070712]",0.0,18.745376476954835,14.50692552291056,18.745376476954835,0.4956455016551743,-31.022490105070734,0.0,31.022490105070748,0.0,0.0,0.0,620.4498021014147,11.084100666621797,0.0,631.5339027680365,|,False,8.579145577017922,10.166230899936915,[0],[0],18.745376476954835,18.745376476954842,16.416690574104496,"[0.0, 18.745376476954835]",0.0,8.579145577017922,7.8375449970865745,8.579145577017922,0.48424034967044005,-18.74537647695484,0.0,18.745376476954846,0.0,0.0,0.0,374.9075295390968,10.944460382736331,0.0,385.85198992183314,|,False,3.429581979969236,8.847531648146635,[0],[0],12.27711362811587,45.52941562798131,20.806461221187394,"[0.0, 14.50692552291056]",0.0,9.44571172513384,11.360749496053554,3.429581979969237,0.47307069533366874,-45.52941562798131,0.0,45.5294156279815,0.0,0.0,0.0,910.5883125596262,13.870974147458263,0.0,924.4592867070844,|,False,8.579145577017922,[0],8.579145577017922,8.579145577017897,5.710725331400195,"[0.0, 8.579145577017922]",0.0,5.710725331400195,2.4868995751603507e-14,2.8220279647887736e-15,-8.579145577017897,8.579145577017897,0,0.0,171.58291154035794,0.0,0.0,171.58291154035794,|,False,10.166230899936915,[0],10.166230899936915,26.582921474041523,17.079385114680004,"[0.0, 7.8375449970865745]",0.0,17.079385114680004,0.0,0.0,-26.582921474041527,26.582921474041527,0,0.0,531.6584294808306,0.0,0.0,531.6584294808306,|,False,3.429581979969238,[0],3.429581979969236,9.445711725133833,3.4460158020211225,"[0.0, 9.44571172513384]",0.0,3.4460158020211225,0.0,8.453350100906496e-16,-9.445711725133833,9.445711725133833,0,0.0,188.91423450267666,0.0,0.0,188.91423450267666,|,False,8.847531648146635,[0],8.847531648146635,56.89016512403489,0.0,"[0.0, 11.360749496053554]",0.0,0.0,0.0,0.0,-56.89016512403489,56.89016512403489,0,0.0,1137.8033024806978,0.0,0.0,1137.8033024806978
729,|,False,25.94292559518171,16.81731434263306,[0],[0],42.760239937814774,42.76023993781479,31.022490105070712,"[0.0, 42.760239937814774]",0.0,25.94292559518171,5.079564509889003,25.94292559518171,0.4958469993856862,-42.76023993781479,0.0,42.7602399378148,0.0,0.0,0.0,855.2047987562958,10.34083003502357,0.0,865.5456287913194,|,False,9.981880617648118,15.961044977533593,[0],[0],25.94292559518171,25.942925595181716,18.745376476954835,"[0.0, 25.94292559518171]",0.0,9.981880617648118,8.763495859306717,9.981880617648118,0.4840204789728359,-25.942925595181713,0.0,25.94292559518172,0.0,0.0,0.0,518.8585119036343,12.496917651303223,0.0,531.3554295549375,|,False,7.7048740140440986,9.112440328588963,[0],[0],16.81731434263306,47.83980444770381,14.50692552291056,"[0.0, 5.079564509889003]",0.0,7.7048740140440986,6.8020515088664615,7.7048740140440986,0.473049488012375,-47.83980444770381,0.0,47.839804447704,0.0,0.0,0.0,956.7960889540763,9.671283681940373,0.0,966.4673726360166,|,False,9.981880617648118,[0],9.981880617648118,9.981880617648091,8.579145577017922,"[0.0, 9.981880617648118]",0.0,8.579145577017922,2.4868995751603507e-14,2.821457122616461e-15,-9.981880617648093,9.981880617648093,0,0.0,199.63761235296187,0.0,0.0,199.63761235296187,|,False,15.96104497753359,[0],15.961044977533593,34.70642145448854,7.8375449970865745,"[0.0, 8.763495859306717]",0.0,7.8375449970865745,0.0,0.0,-34.70642145448854,34.70642145448854,0,0.0,694.1284290897709,0.0,0.0,694.1284290897709,|,False,7.7048740140440986,[0],7.7048740140440986,7.704874014044091,9.44571172513384,"[0.0, 7.7048740140440986]",0.0,9.44571172513384,7.105427357601002e-15,8.454347141182858e-16,-7.7048740140440914,7.7048740140440914,0,0.0,154.09748028088183,0.0,0.0,154.09748028088183,|,False,9.112440328588963,[0],9.112440328588963,54.641855956570296,11.360749496053554,"[0.0, 6.8020515088664615]",0.0,11.360749496053554,0.0,0.0,-54.641855956570296,54.641855956570296,0,0.0,1092.8371191314059,0.0,0.0,1092.8371191314059
730,|,False,17.85294210912004,13.699545330286309,[0],[0],31.55248743940635,31.552487439406363,42.760239937814774,"[0.0, 31.55248743940635]",0.0,17.85294210912004,24.907297828694734,17.85294210912004,0.4959405471952407,-31.552487439406363,0.0,31.552487439406377,0.0,0.0,0.0,631.0497487881273,14.253413312604923,0.0,645.3031621007323,|,False,9.301844748850955,8.551097360269086,[0],[0],17.85294210912004,17.852942109120047,25.94292559518171,"[0.0, 17.85294210912004]",0.0,9.301844748850955,16.641080846330752,9.301844748850955,0.4840766793746822,-17.852942109120043,0.0,17.852942109120054,0.0,0.0,0.0,357.0588421824009,17.295283730121135,0.0,374.354125912522,|,False,5.115866098758732,8.583679231527576,[0],[0],13.699545330286309,56.45978526810112,5.079564509889003,"[0.0, 24.907297828694734]",0.0,0,0.0,0.0,0.47250236198874856,-56.459785268101115,0.036301588869728896,56.42348367923157,5.079564509889003,0.0,3.3863763399260023,1129.1957053620222,0.0,0.0,1132.5820817019483,|,False,9.301844748850954,[0],9.301844748850955,9.30184474885093,9.981880617648118,"[0.0, 9.301844748850955]",0.0,9.981880617648118,2.4868995751603507e-14,2.821219533310412e-15,-9.301844748850929,9.301844748850929,0,0.0,186.03689497701856,0.0,0.0,186.03689497701856,|,False,8.551097360269086,[0],8.551097360269086,34.494022955450916,8.763495859306717,"[0.0, 16.641080846330752]",0.0,8.763495859306717,0.0,0.0,-34.494022955450916,34.494022955450916,0,0.0,689.8804591090184,0.0,0.0,689.8804591090184,|,True,5.115866098758731,[0],5.115866098758732,5.115866098758725,7.7048740140440986,"[0.0, 0]",0.0,7.7048740140440986,7.105427357601002e-15,8.45902386034549e-16,-5.115866098758724,5.115866098758724,0,0.0,102.31732197517448,0.0,0.0,102.31732197517448,|,False,8.583679231527576,[0],8.583679231527576,56.42348367923141,6.8020515088664615,"[0.0, 0.0]",0.0,6.8020515088664615,0.0,0.0,-56.42348367923141,56.42348367923141,0,0.0,1128.4696735846283,0.0,0.0,1128.4696735846283
731,|,False,18.050539574355884,18.910926906720526,[0],[0],36.961466481076414,36.96146648107643,31.55248743940635,"[0.0, 36.961466481076414]",0.0,18.050539574355884,13.501947865050465,18.050539574355884,0.49592869502139075,-36.96146648107643,0.0,36.96146648107644,0.0,0.0,0.0,739.2293296215286,10.517495813135449,0.0,749.7468254346641,|,False,10.720910659229135,7.329628915126753,[0],[0],18.050539574355884,18.05053957435589,17.85294210912004,"[0.0, 18.050539574355884]",0.0,10.720910659229135,7.1320314498909045,10.720910659229135,0.48424511551180016,-18.05053957435589,0.0,18.050539574355902,0.0,0.0,0.0,361.01079148711784,11.901961406080027,0.0,372.9127528931979,|,False,10.121038178039683,8.789888728680852,[0],[0],18.910926906720526,50.46341434612691,24.907297828694734,"[0.0, 13.501947865050465]",0.0,15.236904276798416,14.749958061785321,15.200602687928686,0.4730304580696369,-50.46341434612691,0.0,50.4634143461271,0.0,0.0,0.0,1009.2682869225382,19.991241559055823,0.0,1029.259528481594,|,False,10.720910659229137,[0],10.720910659229135,10.72091065922911,9.301844748850955,"[0.0, 10.720910659229135]",0.0,9.301844748850955,2.6645352591003757e-14,2.820598855118931e-15,-10.72091065922911,10.72091065922911,0,0.0,214.4182131845822,0.0,0.0,214.4182131845822,|,False,7.329628915126753,[0],7.329628915126753,25.18257102424692,16.641080846330752,"[0.0, 7.1320314498909045]",0.0,16.641080846330752,0.0,0.0,-25.18257102424692,25.18257102424692,0,0.0,503.6514204849384,0.0,0.0,503.6514204849384,|,False,10.121038178039685,[0],10.121038178039683,15.236904276798409,0.0,"[0.0, 15.236904276798416]",0.0,0.0,0.0,8.444647241999346e-16,-15.236904276798409,15.236904276798409,0,0.0,304.7380855359682,0.0,0.0,304.7380855359682,|,False,8.789888728680852,[0],8.789888728680852,65.21337240791226,0.0,"[0.0, 14.749958061785321]",0.0,0.0,0.0,0.0,-65.21337240791226,65.21337240791226,0,0.0,1304.2674481582453,0.0,0.0,1304.2674481582453
732,|,False,11.40500252140416,17.37623508533185,[0],[0],28.78123760673601,28.781237606736028,36.961466481076414,"[0.0, 28.78123760673601]",0.0,11.40500252140416,25.556463959672254,11.40500252140416,0.49580748905308225,-28.781237606736024,0.0,28.78123760673604,0.0,0.0,0.0,575.6247521347204,12.320488827025471,0.0,587.9452409617459,|,False,5.195058257605132,6.209944263799029,[0],[0],11.40500252140416,11.405002521404167,18.050539574355884,"[0.0, 11.40500252140416]",0.0,5.195058257605132,12.855481316750751,5.195058257605132,0.4842173035448343,-11.405002521404167,0.0,11.40500252140418,0.0,0.0,0.0,228.10005042808336,12.033693049570589,0.0,240.13374347765395,|,False,8.535501319828033,8.840733765503815,[0],[0],17.37623508533185,54.337701566408285,13.501947865050465,"[0.0, 25.556463959672254]",0.0,0,4.966446545222432,0.0,0.47233864147767957,-54.337701566408285,0.0,54.337701566408484,8.535501319828033,0.0,5.690334213218688,1086.7540313281656,3.310964363481621,0.0,1095.755329904866,|,False,5.195058257605132,[0],5.195058257605132,5.1950582576051065,10.720910659229135,"[0.0, 5.195058257605132]",0.0,10.720910659229135,2.4868995751603507e-14,2.8223582578547435e-15,-5.195058257605107,5.195058257605107,0,0.0,103.90116515210215,0.0,0.0,103.90116515210215,|,False,6.209944263799029,[0],6.209944263799029,24.260483838155046,7.1320314498909045,"[0.0, 12.855481316750751]",0.0,7.1320314498909045,0.0,0.0,-24.260483838155046,24.260483838155046,0,0.0,485.2096767631009,0.0,0.0,485.2096767631009,|,True,8.535501319828033,[0],8.535501319828033,8.535501319828025,15.236904276798416,"[0.0, 0]",0.0,15.236904276798416,7.105427357601002e-15,8.444475362739334e-16,-8.535501319828025,8.535501319828025,0,0.0,170.71002639656052,0.0,0.0,170.71002639656052,|,False,8.840733765503815,[0],8.840733765503815,59.30414811163075,14.749958061785321,"[0.0, 4.966446545222432]",0.0,14.749958061785321,0.0,0.0,-59.30414811163075,59.30414811163075,0,0.0,1186.082962232615,0.0,0.0,1186.082962232615
733,|,False,15.624605050208404,11.241201413151952,[0],[0],26.865806463360354,26.865806463360375,28.78123760673601,"[0.0, 26.865806463360354]",0.0,15.624605050208404,13.156632556527606,15.624605050208404,0.49590474846293825,-26.86580646336037,0.0,26.865806463360386,0.0,0.0,0.0,537.3161292672074,9.593745868912002,0.0,546.9098751361195,|,False,9.617878073070177,6.006726977138227,[0],[0],15.624605050208404,15.624605050208412,11.40500252140416,"[0.0, 15.624605050208404]",0.0,9.617878073070177,1.7871244483339837,9.617878073070177,0.48439121031353133,-15.62460505020841,0.0,15.624605050208423,0.0,0.0,0.0,312.4921010041682,7.60333501426944,0.0,320.0954360184376,|,False,3.651053455125803,7.59014795802615,[0],[0],11.241201413151952,40.02243901988798,25.556463959672254,"[0.0, 13.156632556527606]",0.0,0,21.905410504546452,0.0,0.4718921618190067,-40.02243901988798,0.0,40.02243901988818,12.186554774953835,0.0,8.124369849969224,800.4487803977597,14.603607003030968,0.0,823.1767572507599,|,False,9.617878073070175,[0],9.617878073070177,9.617878073070152,5.195058257605132,"[0.0, 9.617878073070177]",0.0,5.195058257605132,2.4868995751603507e-14,2.8219669082257912e-15,-9.61787807307015,9.61787807307015,0,0.0,192.357561461403,0.0,0.0,192.357561461403,|,False,6.006726977138227,[0],6.006726977138227,17.411729498542524,12.855481316750751,"[0.0, 1.7871244483339837]",0.0,12.855481316750751,0.0,0.0,-17.41172949854252,17.41172949854252,0,0.0,348.2345899708504,0.0,0.0,348.2345899708504,|,True,3.651053455125803,[0],3.651053455125803,12.186554774953828,0.0,"[0.0, 0]",0.0,0.0,0.0,8.439308648297545e-16,-12.186554774953828,12.186554774953828,0,0.0,243.73109549907656,0.0,0.0,243.73109549907656,|,False,7.59014795802615,[0],7.59014795802615,61.92784952443447,4.966446545222432,"[0.0, 21.905410504546452]",0.0,4.966446545222432,0.0,0.0,-61.92784952443447,61.92784952443447,0,0.0,1238.5569904886895,0.0,0.0,1238.5569904886895
734,|,False,9.295005549451295,14.037167602310433,[0],[0],23.332173151761726,23.332173151761747,26.865806463360354,"[0.0, 23.332173151761726]",0.0,9.295005549451295,17.57080091390906,9.295005549451295,0.4958087994065419,-23.332173151761744,0.0,23.332173151761758,0.0,0.0,0.0,466.64346303523484,8.955268821120118,0.0,475.59873185635496,|,False,6.972950986140322,2.3220545633109753,[0],[0],9.295005549451295,9.295005549451302,15.624605050208404,"[0.0, 9.295005549451295]",0.0,6.972950986140322,8.651654064068081,6.972950986140322,0.48460040509526053,-9.295005549451304,0.0,9.295005549451318,0.0,0.0,0.0,185.90011098902608,10.416403366805602,0.0,196.31651435583169,|,False,6.901588985896868,7.135578616413565,[0],[0],14.037167602310433,40.90297406567081,13.156632556527606,"[0.0, 17.57080091390906]",0.0,0,6.255043570630738,0.0,0.47133581526929774,-40.90297406567082,0.0,40.90297406567101,19.088143760850706,0.0,12.72542917390047,818.0594813134164,4.170029047087159,0.0,834.954939534404,|,False,6.972950986140324,[0],6.972950986140322,6.972950986140297,9.617878073070177,"[0.0, 6.972950986140322]",0.0,9.617878073070177,2.6645352591003757e-14,2.8231635268210527e-15,-6.972950986140297,6.972950986140297,0,0.0,139.45901972280595,0.0,0.0,139.45901972280595,|,False,2.322054563310979,[0],2.3220545633109753,17.946659613519515,1.7871244483339837,"[0.0, 8.651654064068081]",0.0,1.7871244483339837,0.0,0.0,-17.946659613519515,17.946659613519515,0,0.0,358.9331922703903,0.0,0.0,358.9331922703903,|,True,6.901588985896868,[0],6.901588985896868,19.0881437608507,0.0,"[0.0, 0]",0.0,0.0,0.0,8.429559255804887e-16,-19.0881437608507,19.0881437608507,0,0.0,381.76287521701397,0.0,0.0,381.76287521701397,|,False,7.135578616413565,[0],7.135578616413565,47.15801763630158,21.905410504546452,"[0.0, 6.255043570630738]",0.0,21.905410504546452,0.0,0.0,-47.15801763630159,47.15801763630159,0,0.0,943.1603527260318,0.0,0.0,943.1603527260318
735,|,False,15.341072993563246,19.074071854043765,[0],[0],34.41514484760701,34.41514484760704,23.332173151761726,"[0.0, 34.41514484760701]",0.0,15.341072993563246,7.9911001581984795,15.341072993563246,0.49573628458661256,-34.41514484760703,0.0,34.415144847607046,0.0,0.0,0.0,688.3028969521406,7.777391050587242,0.0,696.0802880027278,|,False,12.748008979791418,2.5930640137718264,[0],[0],15.341072993563246,15.341072993563253,9.295005549451295,"[0.0, 15.341072993563246]",0.0,9.295005549451295,0.0,9.295005549451295,0.4847577586344841,-15.341072993563253,3.4530034303401234,11.888069563223144,0.0,0.0,0.0,306.82145987126506,6.196670366300863,0.0,313.0181302375659,|,False,11.708541715870535,7.3655301381732246,[0],[0],19.074071854043765,42.406245005805516,17.57080091390906,"[0.0, 7.9911001581984795]",0.0,30.79668547672124,5.862259198038526,30.79668547672124,0.4731643860703872,-42.406245005805516,0.0,42.406245005805715,0.0,0.0,0.0,848.1249001161103,24.439296449839844,0.0,872.5641965659502,|,False,12.748008979791418,[0],12.748008979791418,12.748008979791393,6.972950986140322,"[0.0, 9.295005549451295]",0.0,6.972950986140322,2.4868995751603507e-14,2.8212579083220956e-15,-12.748008979791393,12.748008979791393,0,0.0,254.96017959582787,0.0,0.0,254.96017959582787,|,False,2.5930640137718264,[0],2.5930640137718264,11.88806956322326,8.651654064068081,"[0.0, 0.0]",0.0,8.651654064068081,0.0,0.0,-11.88806956322326,11.88806956322326,0,0.0,237.7613912644652,0.0,0.0,237.7613912644652,|,False,11.708541715870535,[0],11.708541715870535,30.796685476721233,0.0,"[0.0, 30.79668547672124]",0.0,0.0,0.0,8.413070839444944e-16,-30.796685476721233,30.796685476721233,0,0.0,615.9337095344247,0.0,0.0,615.9337095344247,|,False,7.3655301381732174,[0],7.3655301381732246,48.26850420384407,6.255043570630738,"[0.0, 5.862259198038526]",0.0,6.255043570630738,0.0,0.0,-48.26850420384407,48.26850420384407,0,0.0,965.3700840768813,0.0,0.0,965.3700840768813
736,|,False,18.656985851064725,18.127524700612977,[0],[0],36.78451055167769,36.78451055167771,34.41514484760701,"[0.0, 36.78451055167769]",0.0,18.656985851064725,15.758158996542285,18.656985851064725,0.49575400709621725,-36.78451055167773,0.0,36.78451055167774,0.0,0.0,0.0,735.6902110335545,11.471714949202337,0.0,747.1619259827569,|,False,10.431273168958006,8.225712682106721,[0],[0],18.656985851064725,18.656985851064732,15.341072993563246,"[0.0, 18.656985851064725]",0.0,13.88427659929813,1.4567963942651172,10.431273168958006,0.4848748801672479,-18.656985851064732,0.0,18.656985851064746,0.0,0.0,0.0,373.13971702129464,10.22738199570883,0.0,383.36709901700345,|,False,11.22314978824912,6.904374912363856,[0],[0],18.127524700612977,52.54266954822002,7.9911001581984795,"[0.0, 15.758158996542285]",0.0,0,0.0,0.0,0.47244622997039376,-52.54266954822001,3.232049630050641,49.31061991816957,7.9911001581984795,0.0,5.327400105465653,1050.8533909644002,0.0,0.0,1056.1807910698658,|,False,10.431273168958006,[0],10.431273168958006,13.884276599298106,9.295005549451295,"[0.0, 13.88427659929813]",0.0,9.295005549451295,0.0,2.816223972986281e-15,-13.884276599298104,13.884276599298104,0,0.0,277.6855319859621,0.0,0.0,277.6855319859621,|,False,8.225712682106721,[0],8.225712682106721,20.11378224532998,0.0,"[0.0, 1.4567963942651172]",0.0,0.0,0.0,0.0,-20.11378224532998,20.11378224532998,0,0.0,402.2756449065996,0.0,0.0,402.2756449065996,|,True,11.22314978824912,[0],11.22314978824912,11.223149788249113,30.79668547672124,"[0.0, 0]",0.0,30.79668547672124,7.105427357601002e-15,8.40917448462423e-16,-11.223149788249113,11.223149788249113,0,0.0,224.46299576498228,0.0,0.0,224.46299576498228,|,False,6.904374912363856,[0],6.904374912363856,49.310619918169394,5.862259198038526,"[0.0, 0.0]",0.0,5.862259198038526,0.0,0.0,-49.3106199181694,49.3106199181694,0,0.0,986.212398363388,0.0,0.0,986.212398363388
737,|,False,16.91042504656261,16.305690259569317,[0],[0],33.21611530613194,33.21611530613196,36.78451055167769,"[0.0, 33.21611530613194]",0.0,16.91042504656261,19.87408550511508,16.91042504656261,0.4957726214807337,-33.21611530613197,0.0,33.21611530613198,0.0,0.0,0.0,664.3223061226394,12.261503517225897,0.0,676.5838096398653,|,False,4.892632189626882,12.01779285693573,[0],[0],16.91042504656261,16.910425046562615,18.656985851064725,"[0.0, 16.91042504656261]",0.0,4.892632189626882,13.764353661437843,4.892632189626882,0.48459607471729277,-16.91042504656262,0.0,16.910425046562633,0.0,0.0,0.0,338.2085009312524,12.437990567376483,0.0,350.64649149862885,|,False,7.679028263053235,8.626661996516088,[0],[0],16.305690259569317,53.09020081124705,15.758158996542285,"[0.0, 19.87408550511508]",0.0,18.902178051302357,4.847081103438407,15.670128421251716,0.4731123415399325,-53.090200811247044,0.0,53.09020081124726,0.0,0.0,0.0,1061.8040162249408,15.832839436493842,0.0,1077.6368556614348,|,False,4.892632189626884,[0],4.892632189626882,4.892632189626859,13.88427659929813,"[0.0, 4.892632189626882]",0.0,13.88427659929813,2.4868995751603507e-14,2.8181193930083702e-15,-4.892632189626859,4.892632189626859,0,0.0,97.85264379253718,0.0,0.0,97.85264379253718,|,False,12.01779285693573,[0],12.01779285693573,30.674778708000588,1.4567963942651172,"[0.0, 13.764353661437843]",0.0,1.4567963942651172,0.0,0.0,-30.674778708000588,30.674778708000588,0,0.0,613.4955741600118,0.0,0.0,613.4955741600118,|,False,7.679028263053235,[0],7.679028263053235,18.90217805130235,0.0,"[0.0, 18.902178051302357]",0.0,0.0,0.0,8.398420692171428e-16,-18.90217805130235,18.90217805130235,0,0.0,378.043561026047,0.0,0.0,378.043561026047,|,False,8.62666199651608,[0],8.626661996516088,57.937281914685485,0.0,"[0.0, 4.847081103438407]",0.0,0.0,0.0,0.0,-57.937281914685485,57.937281914685485,0,0.0,1158.7456382937098,0.0,0.0,1158.7456382937098
738,|,False,16.015828277497146,15.830604395676739,[0],[0],31.846432673173894,31.846432673173922,33.21611530613194,"[0.0, 31.846432673173894]",0.0,16.015828277497146,17.200287028634794,16.015828277497146,0.4957821484034697,-31.846432673173915,0.0,31.84643267317393,0.0,0.0,0.0,636.9286534634783,11.072038435377312,0.0,648.0006918988556,|,False,9.684302607422332,6.331525670074811,[0],[0],16.015828277497146,16.015828277497146,16.91042504656261,"[0.0, 16.015828277497146]",0.0,9.684302607422332,7.22612243914028,9.684302607422332,0.48475799713283974,-16.01582827749715,0.0,16.015828277497164,0.0,0.0,0.0,320.316565549943,11.273616697708407,0.0,331.5901822476514,|,False,7.626168609435233,8.204435786241513,[0],[0],15.830604395676739,49.04671970180871,19.87408550511508,"[0.0, 17.200287028634794]",0.0,7.626168609435233,12.247916895679847,7.626168609435233,0.4731237408731464,-49.04671970180871,0.0,49.04671970180892,0.0,0.0,0.0,980.9343940361742,13.249390336743385,0.0,994.1837843729177,|,False,9.684302607422332,[0],9.684302607422332,9.684302607422309,4.892632189626882,"[0.0, 9.684302607422332]",0.0,4.892632189626882,2.3092638912203256e-14,2.8174029532555286e-15,-9.684302607422309,9.684302607422309,0,0.0,193.68605214844618,0.0,0.0,193.68605214844618,|,False,6.331525670074811,[0],6.331525670074811,23.241950716637554,13.764353661437843,"[0.0, 7.22612243914028]",0.0,13.764353661437843,0.0,0.0,-23.241950716637554,23.241950716637554,0,0.0,464.83901433275105,0.0,0.0,464.83901433275105,|,False,7.626168609435233,[0],7.626168609435233,7.626168609435226,18.902178051302357,"[0.0, 7.626168609435233]",0.0,18.902178051302357,7.105427357601002e-15,8.399586030467879e-16,-7.626168609435226,7.626168609435226,0,0.0,152.5233721887045,0.0,0.0,152.5233721887045,|,False,8.204435786241513,[0],8.204435786241513,61.2946365974886,4.847081103438407,"[0.0, 12.247916895679847]",0.0,4.847081103438407,0.0,0.0,-61.29463659748859,61.29463659748859,0,0.0,1225.8927319497718,0.0,0.0,1225.8927319497718
739,|,False,22.327938411914918,16.510485505124976,[0],[0],38.83842391703988,38.838423917039904,31.846432673173894,"[0.0, 38.83842391703988]",0.0,22.327938411914918,9.518494261258976,22.327938411914918,0.49591075438158544,-38.83842391703992,0.0,38.83842391703993,0.0,0.0,0.0,776.7684783407983,10.615477557724631,0.0,787.3839558985229,|,False,11.821411216410613,10.506527195504303,[0],[0],22.327938411914918,22.327938411914918,16.015828277497146,"[0.0, 22.327938411914918]",0.0,11.821411216410613,4.194417061086533,11.821411216410613,0.48484185012538145,-22.32793841191492,0.0,22.327938411914936,0.0,0.0,0.0,446.5587682382984,10.677218851664763,0.0,457.23598708996315,|,False,7.822828520405013,8.687656984719965,[0],[0],16.510485505124976,48.3569181782989,17.200287028634794,"[0.0, 9.518494261258976]",0.0,7.822828520405013,9.37745850822978,7.822828520405013,0.47312468531224805,-48.3569181782989,0.0,48.356918178299104,0.0,0.0,0.0,967.1383635659779,11.466858019089862,0.0,978.6052215850677,|,False,11.821411216410613,[0],11.821411216410613,11.821411216410588,9.684302607422332,"[0.0, 11.821411216410613]",0.0,9.684302607422332,2.3092638912203256e-14,2.8156638477886507e-15,-11.82141121641059,11.82141121641059,0,0.0,236.4282243282118,0.0,0.0,236.4282243282118,|,False,10.506527195504303,[0],10.506527195504303,26.52235547300158,7.22612243914028,"[0.0, 4.194417061086533]",0.0,7.22612243914028,0.0,0.0,-26.522355473001575,26.522355473001575,0,0.0,530.4471094600315,0.0,0.0,530.4471094600315,|,False,7.822828520405013,[0],7.822828520405013,7.822828520405006,7.626168609435233,"[0.0, 7.822828520405013]",0.0,7.626168609435233,7.105427357601002e-15,8.400473993638107e-16,-7.822828520405006,7.822828520405006,0,0.0,156.4565704081001,0.0,0.0,156.4565704081001,|,False,8.687656984719972,[0],8.687656984719965,57.73437668652872,12.247916895679847,"[0.0, 9.37745850822978]",0.0,12.247916895679847,0.0,0.0,-57.73437668652871,57.73437668652871,0,0.0,1154.6875337305742,0.0,0.0,1154.6875337305742
