t,|i=0,DISR,IO:1,IO:2,IOPL:1,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:1,OS:2,DMFS,FR,IL,BO:1,BO:2,DI:1,DI:2,HC,SC,ITHC,REV,TC,|i=1,DISR,IO:3,IO:4,IOPL:3,IOPL:4,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:3,OS:4,DMFS,FR,IL,BO:3,BO:4,DI:3,DI:4,HC,SC,ITHC,REV,TC,|i=2,DISR,IO:5,IO:6,IOPL:5,IOPL:6,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:5,OS:6,DMFS,FR,IL,BO:5,BO:6,DI:5,DI:6,HC,SC,ITHC,REV,TC,|i=3,DISR,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=4,DISR,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=5,DISR,IO:EXT,IOPL:EXT,OQ:2,OO:2,IS:2,ISPL:2,RM:2,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=6,DISR,IO:EXT,IOPL:EXT,OQ:2,OO:2,IS:2,ISPL:2,RM:2,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC
59,|,False,13.427542293381562,14.299105115894118,[0],[0],27.726647409275675,27.726647409275675,31.235101588558845,"[0.0, 27.726647409275675]",0.0,13.427542293381562,17.807559295177285,13.427542293381562,0.4903151110724552,-27.72664740927567,0.0,27.726647409275685,0.0,0.0,0.0,554.5329481855134,10.411700529519615,0.0,564.944648715033,|,False,7.965360895489182,5.46218139789238,[0],[0],13.427542293381562,13.427542293381588,9.720309143233333,"[0.0, 13.427542293381562]",0.0,7.965360895489182,1.7549482477441511,7.965360895489182,0.4651055901284704,-13.42754229338159,0.0,13.42754229338159,0.0,0.0,0.0,268.5508458676318,6.480206095488889,0.0,275.03105196312066,|,False,8.214407668574538,6.084697447319589,[0],[0],14.299105115894118,45.534206704453,24.78617590860949,"[0.0, 17.807559295177285]",0.0,27.764385895021967,16.571768240034952,27.764385895021967,0.49726148962415195,-45.534206704453005,0.0,45.534206704453005,0.0,0.0,0.0,910.6841340890601,29.557436090037942,0.0,940.2415701790981,|,False,7.965360895489182,[0],7.965360895489182,7.965360895489178,5.1545531502001065,"[0.0, 7.965360895489182]",0.0,5.1545531502001065,3.552713678800501e-15,3.009790675764813e-16,-7.965360895489178,7.965360895489178,0,0.0,159.30721790978356,0.0,0.0,159.30721790978356,|,False,5.46218139789238,[0],5.46218139789238,15.182490541125722,11.394227609037367,"[0.0, 1.7549482477441511]",0.0,11.394227609037367,0.0,0.0,-15.182490541125722,15.182490541125722,0,0.0,303.64981082251444,0.0,0.0,303.64981082251444,|,False,8.214407668574538,[0],8.214407668574538,27.76438589502196,0.0,"[0.0, 27.764385895021967]",0.0,0.0,0.0,3.021931912613751e-16,-27.76438589502196,27.76438589502196,0,0.0,555.2877179004392,0.0,0.0,555.2877179004392,|,False,6.084697447319589,[0],6.084697447319589,62.105974944487905,8.97873390858198,"[0.0, 16.571768240034952]",0.0,8.97873390858198,0.0,0.0,-62.10597494448791,62.10597494448791,0,0.0,1242.1194988897582,0.0,0.0,1242.1194988897582
60,|,False,12.756124905149408,15.573492709897902,[0],[0],28.329617615047308,28.329617615047308,27.726647409275675,"[0.0, 28.329617615047308]",0.0,12.756124905149408,14.970522504126267,12.756124905149408,0.48974134406962283,-28.329617615047304,0.0,28.32961761504732,0.0,0.0,0.0,566.5923523009461,9.242215803091892,0.0,575.834568104038,|,False,5.665141337190116,7.090983567959289,[0],[0],12.756124905149408,12.756124905149436,13.427542293381562,"[0.0, 12.756124905149408]",0.0,5.665141337190116,7.7624009561914455,5.665141337190116,0.4648373306532921,-12.756124905149434,0.0,12.756124905149434,0.0,0.0,0.0,255.1224981029887,8.951694862254374,0.0,264.07419296524307,|,False,9.167946525934067,6.405546183963829,[0],[0],15.573492709897902,43.30014011917362,17.807559295177285,"[0.0, 14.970522504126267]",0.0,9.167946525934067,8.639612769243218,9.167946525934067,0.498716385973186,-43.30014011917361,0.0,43.30014011917361,0.0,0.0,0.0,866.0028023834723,11.871706196784857,0.0,877.8745085802572,|,False,5.665141337190116,[0],5.665141337190116,5.6651413371901125,7.965360895489182,"[0.0, 5.665141337190116]",0.0,7.965360895489182,3.552713678800501e-15,3.047755128808986e-16,-5.6651413371901125,5.6651413371901125,0,0.0,113.30282674380226,0.0,0.0,113.30282674380226,|,False,7.090983567959289,[0],7.090983567959289,20.518525861340862,1.7549482477441511,"[0.0, 7.7624009561914455]",0.0,1.7549482477441511,0.0,0.0,-20.51852586134086,20.51852586134086,0,0.0,410.3705172268172,0.0,0.0,410.3705172268172,|,False,9.167946525934067,[0],9.167946525934067,9.167946525934063,27.764385895021967,"[0.0, 9.167946525934067]",0.0,27.764385895021967,7.105427357601002e-15,3.1071284032553327e-16,-9.16794652593406,9.16794652593406,0,0.0,183.35893051868118,0.0,0.0,183.35893051868118,|,False,6.405546183963822,[0],6.405546183963829,51.93975288841678,16.571768240034952,"[0.0, 8.639612769243218]",0.0,16.571768240034952,0.0,0.0,-51.93975288841678,51.93975288841678,0,0.0,1038.7950577683355,0.0,0.0,1038.7950577683355
61,|,False,15.259018266455305,15.324038816712633,[0],[0],30.583057083167933,30.583057083167933,28.329617615047308,"[0.0, 30.583057083167933]",0.0,15.259018266455305,13.070599348592003,15.259018266455305,0.4898814310846225,-30.583057083167937,0.0,30.58305708316795,0.0,0.0,0.0,611.6611416633588,9.443205871682435,0.0,621.1043475350411,|,False,8.692870094379979,6.566148172075328,[0],[0],15.259018266455305,15.259018266455334,12.756124905149408,"[0.0, 15.259018266455305]",0.0,8.692870094379979,4.063254810769429,8.692870094379979,0.4664158351013323,-15.259018266455334,0.0,15.259018266455334,0.0,0.0,0.0,305.1803653291067,8.504083270099605,0.0,313.6844485992063,|,False,6.667702479594647,8.656336337117994,[0],[0],15.324038816712633,43.653656431759984,14.970522504126267,"[0.0, 13.070599348592003]",0.0,0,8.30282002453162,0.0,0.49102777961807337,-43.653656431759984,0.0,43.653656431759984,6.667702479594647,0.0,4.445134986396431,873.0731286351997,5.535213349687746,0.0,883.0534769712839,|,False,8.692870094379979,[0],8.692870094379979,8.692870094379975,5.665141337190116,"[0.0, 8.692870094379979]",0.0,5.665141337190116,3.552713678800501e-15,3.065990963993551e-16,-8.692870094379975,8.692870094379975,0,0.0,173.8574018875995,0.0,0.0,173.8574018875995,|,False,6.566148172075332,[0],6.566148172075328,19.322273077224747,7.7624009561914455,"[0.0, 4.063254810769429]",0.0,7.7624009561914455,0.0,0.0,-19.322273077224743,19.322273077224743,0,0.0,386.44546154449483,0.0,0.0,386.44546154449483,|,True,6.6677024795946505,[0],6.667702479594647,6.667702479594643,9.167946525934067,"[0.0, 0]",0.0,9.167946525934067,7.105427357601002e-15,3.2047781174712795e-16,-6.667702479594643,6.667702479594643,0,0.0,133.35404959189287,0.0,0.0,133.35404959189287,|,False,8.656336337117994,[0],8.656336337117994,51.956476456291554,8.639612769243218,"[0.0, 8.30282002453162]",0.0,8.639612769243218,0.0,0.0,-51.956476456291554,51.956476456291554,0,0.0,1039.1295291258311,0.0,0.0,1039.1295291258311
62,|,False,7.923290253044439,13.364213163390852,[0],[0],21.287503416435296,21.287503416435296,30.583057083167933,"[0.0, 21.287503416435296]",0.0,7.923290253044439,22.659766830123495,7.923290253044439,0.4886466992086542,-21.287503416435296,0.0,21.287503416435307,0.0,0.0,0.0,425.75006832870594,10.194352361055977,0.0,435.9444206897619,|,False,3.9041989695887436,4.019091283455696,[0],[0],7.923290253044439,7.923290253044469,15.259018266455305,"[0.0, 7.923290253044439]",0.0,3.9041989695887436,11.354819296866562,3.9041989695887436,0.4666200978205319,-7.923290253044468,0.0,7.923290253044467,0.0,0.0,0.0,158.46580506088935,10.172678844303537,0.0,168.63848390519289,|,False,5.967932876992457,7.396280286398396,[0],[0],13.364213163390852,43.94727024655883,13.070599348592003,"[0.0, 22.659766830123495]",0.0,12.635635356587104,7.102666471599546,12.635635356587104,0.49705691361192655,-43.94727024655883,0.0,43.94727024655883,0.0,0.0,0.0,878.9454049311767,13.158867885457767,0.0,892.1042728166344,|,False,3.9041989695887436,[0],3.9041989695887436,3.904198969588739,8.692870094379979,"[0.0, 3.9041989695887436]",0.0,8.692870094379979,3.552713678800501e-15,3.113173707549268e-16,-3.90419896958874,3.90419896958874,0,0.0,78.0839793917748,0.0,0.0,78.0839793917748,|,False,4.019091283455699,[0],4.019091283455696,19.278109549911015,4.063254810769429,"[0.0, 11.354819296866562]",0.0,4.063254810769429,0.0,0.0,-19.278109549911015,19.278109549911015,0,0.0,385.56219099822033,0.0,0.0,385.56219099822033,|,False,5.967932876992457,[0],5.967932876992457,12.6356353565871,0.0,"[0.0, 12.635635356587104]",0.0,0.0,0.0,3.1680999515960334e-16,-12.6356353565871,12.6356353565871,0,0.0,252.712707131742,0.0,0.0,252.712707131742,|,False,7.396280286398396,[0],7.396280286398396,51.04993671815833,8.30282002453162,"[0.0, 7.102666471599546]",0.0,8.30282002453162,0.0,0.0,-51.04993671815833,51.04993671815833,0,0.0,1020.9987343631666,0.0,0.0,1020.9987343631666
63,|,False,17.9734532656236,13.11063279346208,[0],[0],31.08408605908568,31.08408605908568,21.287503416435296,"[0.0, 31.08408605908568]",0.0,17.9734532656236,3.3140501508116955,17.9734532656236,0.48999836518178563,-31.08408605908568,0.0,31.084086059085692,0.0,0.0,0.0,621.6817211817137,7.095834472145098,0.0,628.7775556538587,|,False,10.42582774206419,7.547625523559412,[0],[0],17.9734532656236,17.97345326562363,7.923290253044439,"[0.0, 17.9734532656236]",0.0,7.923290253044439,0.0,7.923290253044439,0.4661742069016082,-17.97345326562363,2.5025374890197503,15.470915776603878,0.0,0.0,0.0,359.4690653124726,5.282193502029626,0.0,364.7512588145022,|,False,7.946214041758222,5.164418751703858,[0],[0],13.11063279346208,34.398136209897416,22.659766830123495,"[0.0, 3.3140501508116955]",0.0,7.946214041758222,14.713552788365273,7.946214041758222,0.4984577381728991,-34.398136209897416,0.0,34.398136209897416,0.0,0.0,0.0,687.9627241979483,15.106511220082329,0.0,703.0692354180306,|,False,10.42582774206419,[0],10.42582774206419,10.425827742064186,3.9041989695887436,"[0.0, 7.923290253044439]",0.0,3.9041989695887436,3.552713678800501e-15,3.119196373792277e-16,-10.425827742064186,10.425827742064186,0,0.0,208.51655484128372,0.0,0.0,208.51655484128372,|,False,7.547625523559412,[0],7.547625523559412,15.470915776603864,11.354819296866562,"[0.0, 0.0]",0.0,11.354819296866562,0.0,0.0,-15.470915776603864,15.470915776603864,0,0.0,309.41831553207726,0.0,0.0,309.41831553207726,|,False,7.946214041758222,[0],7.946214041758222,7.946214041758219,12.635635356587104,"[0.0, 7.946214041758222]",0.0,12.635635356587104,3.552713678800501e-15,3.1876556232964195e-16,-7.9462140417582185,7.9462140417582185,0,0.0,158.92428083516438,0.0,0.0,158.92428083516438,|,False,5.164418751703858,[0],5.164418751703858,49.111688998262636,7.102666471599546,"[0.0, 14.713552788365273]",0.0,7.102666471599546,0.0,0.0,-49.111688998262636,49.111688998262636,0,0.0,982.2337799652528,0.0,0.0,982.2337799652528
64,|,True,14.573023490546518,21.804174084712596,[0],[0],36.37719757525912,36.37719757525912,31.08408605908568,"[0.0, 36.37719757525912]",0.0,14.573023490546518,16.511062568539163,14.573023490546518,0.4884471770300126,-36.37719757525912,0.0,36.377197575259125,0.0,0.0,0.0,727.5439515051823,10.361362019695227,0.0,737.9053135248776,|,False,8.912785929719293,5.660237560827225,[0],[0],14.573023490546518,14.57302349054655,17.9734532656236,"[0.0, 14.573023490546518]",0.0,11.415323418739042,6.558129846884558,8.912785929719291,0.46818479386457135,-14.573023490546547,1.7763568394002505e-15,14.573023490546545,0.0,0.0,0.0,291.46046981093093,11.9823021770824,0.0,303.4427719880133,|,False,9.468933768022115,12.33524031669048,[0],[0],21.804174084712596,52.88826014379832,3.3140501508116955,"[0.0, 16.511062568539163]",0.0,3.3140501508116955,0.0,3.3140501508116955,0.4912096527058957,-52.88826014379831,6.1548836172104195,46.7333765265879,0.0,0.0,0.0,1057.7652028759662,2.209366767207797,0.0,1059.974569643174,|,False,8.912785929719293,[0],8.912785929719293,11.415323418739039,7.923290253044439,"[0.0, 11.415323418739042]",0.0,7.923290253044439,0.0,3.0655899289688556e-16,-11.415323418739039,11.415323418739039,0,0.0,228.30646837478076,0.0,0.0,228.30646837478076,|,False,5.660237560827225,[0],5.660237560827225,21.131153337431087,0.0,"[0.0, 6.558129846884558]",0.0,0.0,0.0,0.0,-21.131153337431087,21.131153337431087,0,0.0,422.62306674862174,0.0,0.0,422.62306674862174,|,False,9.468933768022115,[0],9.468933768022115,9.468933768022115,7.946214041758222,"[0.0, 3.3140501508116955]",0.0,7.946214041758222,3.552713678800501e-15,3.1975716804337006e-16,-9.468933768022112,9.468933768022112,0,0.0,189.37867536044223,0.0,0.0,189.37867536044223,|,False,12.33524031669048,[0],12.33524031669048,46.73337652658785,14.713552788365273,"[0.0, 0.0]",0.0,14.713552788365273,0.0,0.0,-46.73337652658784,46.73337652658784,0,0.0,934.6675305317568,0.0,0.0,934.6675305317568
65,|,False,16.81719912045095,16.669445941941163,[0],[0],33.486645062392114,33.486645062392114,36.37719757525912,"[0.0, 33.486645062392114]",0.0,16.81719912045095,19.559998454808166,16.81719912045095,0.488663510214465,-33.486645062392114,0.0,33.48664506239212,0.0,0.0,0.0,669.7329012478423,12.125732525086372,0.0,681.8586337729287,|,False,9.952021986136321,6.865177134314634,[0],[0],16.81719912045095,16.817199120450983,14.573023490546518,"[0.0, 16.81719912045095]",0.0,9.952021986136323,4.621001504410195,9.952021986136321,0.4701257484416761,-16.817199120450983,0.0,16.817199120450983,0.0,0.0,0.0,336.34398240901965,9.715348993697678,0.0,346.0593314027173,|,False,8.633829254004272,8.035616687936896,[0],[0],16.669445941941163,53.04664351720032,16.511062568539163,"[0.0, 19.559998454808166]",0.0,14.788712871214692,1.7223496973244714,8.633829254004272,0.49163048845326124,-53.04664351720031,0.0,53.04664351720032,0.0,0.0,0.0,1060.9328703440062,11.007375045692775,0.0,1071.940245389699,|,False,9.952021986136321,[0],9.952021986136321,9.952021986136316,11.415323418739042,"[0.0, 9.952021986136323]",0.0,11.415323418739042,3.552713678800501e-15,3.0750842503067163e-16,-9.952021986136318,9.952021986136318,0,0.0,199.04043972272635,0.0,0.0,199.04043972272635,|,False,6.865177134314634,[0],6.865177134314634,21.438200624861164,6.558129846884558,"[0.0, 4.621001504410195]",0.0,6.558129846884558,0.0,0.0,-21.438200624861164,21.438200624861164,0,0.0,428.7640124972233,0.0,0.0,428.7640124972233,|,False,8.633829254004276,[0],8.633829254004272,14.788712871214692,3.3140501508116955,"[0.0, 14.788712871214692]",0.0,3.3140501508116955,0.0,3.1471474945754835e-16,-14.788712871214692,14.788712871214692,0,0.0,295.77425742429386,0.0,0.0,295.77425742429386,|,False,8.035616687936903,[0],8.035616687936896,54.76899321452474,0.0,"[0.0, 1.7223496973244714]",0.0,0.0,0.0,0.0,-54.76899321452474,54.76899321452474,0,0.0,1095.3798642904949,0.0,0.0,1095.3798642904949
66,|,False,17.477877116742135,22.817681566666614,[0],[0],40.29555868340875,40.29555868340876,33.486645062392114,"[0.0, 40.29555868340875]",0.0,17.477877116742135,16.00876794564998,17.477877116742135,0.4876436871697468,-40.29555868340875,0.0,40.29555868340876,0.0,0.0,0.0,805.911173668175,11.16221502079737,0.0,817.0733886889724,|,False,8.06932524170625,9.408551875035883,[0],[0],17.477877116742135,17.477877116742164,16.81719912045095,"[0.0, 17.477877116742135]",0.0,8.06932524170625,8.7478738787447,8.06932524170625,0.46999024217579727,-17.477877116742164,0.0,17.477877116742164,0.0,0.0,0.0,349.5575423348433,11.211466080300633,0.0,360.7690084151439,|,False,12.104453942189544,10.713227624477085,[0],[0],22.817681566666614,56.304326629058764,19.559998454808166,"[0.0, 16.00876794564998]",0.0,12.104453942189544,7.455544512618623,12.104453942189544,0.4924500735215205,-56.30432662905877,0.0,56.304326629058785,0.0,0.0,0.0,1126.0865325811753,13.03999896987211,0.0,1139.1265315510475,|,False,8.069325241706249,[0],8.06932524170625,8.069325241706245,9.952021986136323,"[0.0, 8.06932524170625]",0.0,9.952021986136323,5.329070518200751e-15,3.128150397241072e-16,-8.069325241706244,8.069325241706244,0,0.0,161.38650483412488,0.0,0.0,161.38650483412488,|,False,9.408551875035883,[0],9.408551875035883,26.22575099548685,4.621001504410195,"[0.0, 8.7478738787447]",0.0,4.621001504410195,0.0,0.0,-26.22575099548685,26.22575099548685,0,0.0,524.515019909737,0.0,0.0,524.515019909737,|,False,12.104453942189544,[0],12.104453942189544,12.104453942189544,14.788712871214692,"[0.0, 12.104453942189544]",0.0,14.788712871214692,0.0,3.079073626840271e-16,-12.104453942189544,12.104453942189544,0,0.0,242.08907884379087,0.0,0.0,242.08907884379087,|,False,10.713227624477085,[0],10.713227624477085,63.75987114167735,1.7223496973244714,"[0.0, 7.455544512618623]",0.0,1.7223496973244714,0.0,0.0,-63.75987114167735,63.75987114167735,0,0.0,1275.197422833547,0.0,0.0,1275.197422833547
67,|,False,18.985864852512357,19.907485218977296,[0],[0],38.89335007148964,38.89335007148964,40.29555868340875,"[0.0, 38.89335007148964]",0.0,18.985864852512357,21.309693830896393,18.985864852512357,0.4876526362437739,-38.89335007148965,0.0,38.893350071489664,0.0,0.0,0.0,777.8670014297929,13.431852894469582,0.0,791.2988543242625,|,False,10.467295350376633,8.518569502135726,[0],[0],18.985864852512357,18.985864852512385,17.477877116742135,"[0.0, 18.985864852512357]",0.0,10.467295350376633,7.010581766365503,10.467295350376633,0.47138472367944195,-18.985864852512385,0.0,18.985864852512385,0.0,0.0,0.0,379.7172970502477,11.651918077828089,0.0,391.3692151280758,|,False,14.193698014161635,5.713787204815653,[0],[0],19.907485218977296,60.203043902386085,16.00876794564998,"[0.0, 21.309693830896393]",0.0,14.193698014161635,1.8150699314883436,14.193698014161635,0.4964352106363908,-60.20304390238608,0.0,60.20304390238609,0.0,0.0,0.0,1204.0608780477216,10.672511963766652,0.0,1214.7333900114884,|,False,10.467295350376634,[0],10.467295350376633,10.467295350376626,8.06932524170625,"[0.0, 10.467295350376633]",0.0,8.06932524170625,7.105427357601002e-15,3.198176419256361e-16,-10.467295350376627,10.467295350376627,0,0.0,209.34590700753256,0.0,0.0,209.34590700753256,|,False,8.518569502135726,[0],8.518569502135726,25.996446618877883,8.7478738787447,"[0.0, 7.010581766365503]",0.0,8.7478738787447,0.0,0.0,-25.996446618877876,25.996446618877876,0,0.0,519.9289323775575,0.0,0.0,519.9289323775575,|,False,14.193698014161635,[0],14.193698014161635,14.193698014161633,12.104453942189544,"[0.0, 14.193698014161635]",0.0,12.104453942189544,0.0,3.0029085653961287e-16,-14.193698014161635,14.193698014161635,0,0.0,283.8739602832327,0.0,0.0,283.8739602832327,|,False,5.713787204815653,[0],5.713787204815653,62.01811383387439,7.455544512618623,"[0.0, 1.8150699314883436]",0.0,7.455544512618623,0.0,0.0,-62.01811383387438,62.01811383387438,0,0.0,1240.3622766774877,0.0,0.0,1240.3622766774877
68,|,False,8.505655958936295,14.278226453843331,[0],[0],22.783882412779633,22.783882412779633,38.89335007148964,"[0.0, 22.783882412779633]",0.0,8.505655958936295,30.387694112553348,8.505655958936295,0.4864854077091454,-22.783882412779633,0.0,22.783882412779647,0.0,0.0,0.0,455.67764825559266,12.96445002382988,0.0,468.64209827942256,|,False,1.9927157232296873,6.512940235706607,[0],[0],8.505655958936295,8.505655958936323,18.985864852512357,"[0.0, 8.505655958936295]",0.0,1.9927157232296873,16.99314912928267,1.9927157232296873,0.46957732880065384,-8.505655958936323,0.0,8.505655958936321,0.0,0.0,0.0,170.11311917872646,12.657243235008238,0.0,182.7703624137347,|,False,5.852848588780753,8.425377865062586,[0],[0],14.278226453843331,53.17157652533302,21.309693830896393,"[0.0, 30.387694112553348]",0.0,0,15.45684524211564,0.0,0.4900833972090847,-53.17157652533302,0.0,53.17157652533304,5.852848588780753,0.0,3.9018990591871683,1063.4315305066605,10.30456349474376,0.0,1077.6379930605913,|,False,1.9927157232296855,[0],1.9927157232296873,1.992715723229681,10.467295350376633,"[0.0, 1.9927157232296873]",0.0,10.467295350376633,5.329070518200751e-15,3.283622714221242e-16,-1.9927157232296802,1.9927157232296802,0,0.0,39.8543144645936,0.0,0.0,39.8543144645936,|,False,6.512940235706614,[0],6.512940235706607,25.498805088218987,7.010581766365503,"[0.0, 16.99314912928267]",0.0,7.010581766365503,0.0,0.0,-25.498805088218987,25.498805088218987,0,0.0,509.97610176437973,0.0,0.0,509.97610176437973,|,True,5.852848588780751,[0],5.852848588780753,5.85284858878075,14.193698014161635,"[0.0, 0]",0.0,14.193698014161635,0.0,2.972587663014257e-16,-5.852848588780751,5.852848588780751,0,0.0,117.05697177561503,0.0,0.0,117.05697177561503,|,False,8.425377865062593,[0],8.425377865062586,68.62842176744864,1.8150699314883436,"[0.0, 15.45684524211564]",0.0,1.8150699314883436,0.0,0.0,-68.62842176744863,68.62842176744863,0,0.0,1372.5684353489726,0.0,0.0,1372.5684353489726
69,|,False,22.273244364228255,17.056474615890018,[0],[0],39.32971898011827,39.32971898011827,22.783882412779633,"[0.0, 39.32971898011827]",0.0,22.273244364228255,0.5106380485513782,22.273244364228255,0.4878679692720515,-39.32971898011827,0.0,39.32971898011829,0.0,0.0,0.0,786.5943796023655,7.594627470926544,0.0,794.189007073292,|,False,8.966631871932218,13.306612492296036,[0],[0],22.273244364228255,22.273244364228283,8.505655958936295,"[0.0, 22.273244364228255]",0.0,8.505655958936295,0.0,8.505655958936295,0.4678609834187832,-22.273244364228283,0.46097591299592366,21.812268451232356,0.0,0.0,0.0,445.46488728456563,5.670437305957529,0.0,451.13532459052317,|,False,10.68820456393081,6.368270051959209,[0],[0],17.056474615890018,39.840357028669686,30.387694112553348,"[0.0, 0.5106380485513782]",0.0,16.541053152711562,19.699489548622537,16.541053152711562,0.4973049468859219,-39.84035702866969,0.0,39.84035702866971,0.0,0.0,0.0,796.8071405733939,24.160361800889397,0.0,820.9675023742833,|,False,8.96663187193222,[0],8.966631871932218,8.966631871932211,1.9927157232296873,"[0.0, 8.505655958936295]",0.0,1.9927157232296873,7.105427357601002e-15,3.358187346494951e-16,-8.966631871932213,8.966631871932213,0,0.0,179.33263743864427,0.0,0.0,179.33263743864427,|,False,13.306612492296036,[0],13.306612492296036,21.812268451232356,16.99314912928267,"[0.0, 0.0]",0.0,16.99314912928267,0.0,0.0,-21.812268451232352,21.812268451232352,0,0.0,436.24536902464706,0.0,0.0,436.24536902464706,|,False,10.688204563930809,[0],10.68820456393081,16.541053152711562,0.0,"[0.0, 16.541053152711562]",0.0,0.0,0.0,2.918768476545204e-16,-16.54105315271156,16.54105315271156,0,0.0,330.82106305423116,0.0,0.0,330.82106305423116,|,False,6.3682700519592235,[0],6.368270051959209,59.53984657729222,15.45684524211564,"[0.0, 19.699489548622537]",0.0,15.45684524211564,0.0,0.0,-59.53984657729221,59.53984657729221,0,0.0,1190.7969315458442,0.0,0.0,1190.7969315458442
70,|,False,17.445964237468797,18.008931288778577,[0],[0],35.45489552624737,35.45489552624737,39.32971898011827,"[0.0, 35.45489552624737]",0.0,17.445964237468797,21.883754742649476,17.445964237468797,0.48793241930911824,-35.45489552624737,0.0,35.454895526247384,0.0,0.0,0.0,709.0979105249473,13.10990632670609,0.0,722.2078168516534,|,False,4.265816586272165,13.180147651196632,[0],[0],17.445964237468797,17.44596423746882,22.273244364228255,"[0.0, 17.445964237468797]",0.0,4.726792499268089,17.546451864960165,4.265816586272165,0.46448898007784434,-17.445964237468825,0.0,17.44596423746882,0.0,0.0,0.0,348.9192847493765,14.84882957615217,0.0,363.7681143255287,|,False,11.335960429462006,6.672970859316564,[0],[0],18.008931288778577,57.338650268896885,0.5106380485513782,"[0.0, 21.883754742649476]",0.0,0,0.0,0.0,0.48952395362308143,-57.338650268896885,10.825322380910627,46.51332788798627,0.5106380485513782,0.0,0.34042536570091875,1146.7730053779378,0.0,0.0,1147.1134307436387,|,False,4.265816586272163,[0],4.265816586272165,4.7267924992680825,8.505655958936295,"[0.0, 4.726792499268089]",0.0,8.505655958936295,0.0,3.3327118769980503e-16,-4.726792499268082,4.726792499268082,0,0.0,94.53584998536164,0.0,0.0,94.53584998536164,|,False,13.180147651196636,[0],13.180147651196632,34.99241610242899,0.0,"[0.0, 17.546451864960165]",0.0,0.0,0.0,0.0,-34.99241610242899,34.99241610242899,0,0.0,699.8483220485798,0.0,0.0,699.8483220485798,|,True,11.335960429462009,[0],11.335960429462006,11.335960429462006,16.541053152711562,"[0.0, 0]",0.0,16.541053152711562,3.552713678800501e-15,2.9228239690475327e-16,-11.335960429462006,11.335960429462006,0,0.0,226.7192085892401,0.0,0.0,226.7192085892401,|,False,6.672970859316571,[0],6.672970859316564,46.51332788798625,19.699489548622537,"[0.0, 0.0]",0.0,19.699489548622537,0.0,0.0,-46.51332788798624,46.51332788798624,0,0.0,930.2665577597248,0.0,0.0,930.2665577597248
71,|,False,14.983853176114051,19.17710562706229,[0],[0],34.16095880317634,34.16095880317634,35.45489552624737,"[0.0, 34.16095880317634]",0.0,14.983853176114051,20.471042350133317,14.983853176114051,0.48721281064464206,-34.16095880317634,0.0,34.16095880317636,0.0,0.0,0.0,683.2191760635269,11.818298508749123,0.0,695.037474572276,|,False,3.1545238295800697,11.829329346533978,[0],[0],14.983853176114051,14.983853176114078,17.445964237468797,"[0.0, 14.983853176114051]",0.0,3.1545238295800697,14.291440407888727,3.1545238295800697,0.4612380205772711,-14.983853176114076,0.0,14.983853176114073,0.0,0.0,0.0,299.6770635222815,11.630642824979198,0.0,311.3077063472607,|,False,7.676032394823264,11.501073232239024,[0],[0],19.17710562706229,54.6320011533097,21.883754742649476,"[0.0, 20.471042350133317]",0.0,0,3.3823999669155853,0.0,0.48150153981989813,-54.6320011533097,8.881784197001252e-16,54.63200115330971,19.01199282428527,0.0,12.674661882856846,1092.640023066194,2.254933311277057,0.0,1107.5696182603278,|,False,3.1545238295800706,[0],3.1545238295800697,3.1545238295800635,4.726792499268089,"[0.0, 3.1545238295800697]",0.0,4.726792499268089,7.105427357601002e-15,3.439774108311237e-16,-3.1545238295800635,3.1545238295800635,0,0.0,63.09047659160127,0.0,0.0,63.09047659160127,|,False,11.829329346533978,[0],11.829329346533978,29.275293584002807,17.546451864960165,"[0.0, 14.291440407888727]",0.0,17.546451864960165,0.0,0.0,-29.275293584002803,29.275293584002803,0,0.0,585.5058716800561,0.0,0.0,585.5058716800561,|,True,7.676032394823264,[0],7.676032394823264,19.01199282428527,0.0,"[0.0, 0]",0.0,0.0,0.0,2.886005041239793e-16,-19.01199282428527,19.01199282428527,0,0.0,380.2398564857054,0.0,0.0,380.2398564857054,|,False,11.501073232239031,[0],11.501073232239024,58.01440112022527,0.0,"[0.0, 3.3823999669155853]",0.0,0.0,0.0,0.0,-58.01440112022527,58.01440112022527,0,0.0,1160.2880224045055,0.0,0.0,1160.2880224045055
