t,i=1,DISR,IO:EXT,IOPL:EXT,OQ:2,OO:2,IS:2,ISPL:2,RM:2,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,i=2,DISR,IO:1,IOPL:EXT,IOPL:1,OQ:3,OO:3,IS:3,ISPL:3,RM:3,OS:1,DMFS,FR,IL,BO:1,DI:1,HC,SC,ITHC,REV,TC,i=3,DISR,IO:2,IOPL:EXT,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:2,DMFS,FR,IL,BO:2,DI:2,HC,SC,ITHC,REV,TC
10,,False,4.3705250390757495,[],4.370525039075748,25.501401443288646,0.0,[0.0],0.0,0.0,0.0,0.55427483668633,-19.011401443288648,19.011401443288648,0,0.0,705.7032215748745,0.0,0.0,705.7032215748745,,True,4.370525039075748,[],[],4.370525039075747,31.031401443288647,0.0,[0],0.0,0.0,0.0,0.3861785646241459,-25.501401443288646,25.501401443288646,0.0,0.0,0.0,0.0,0.0,0.0,,False,4.370525039075747,[],[],4.370525039075749,8.628118201956577,4.571953935823766,"[4.257593162880827, 4.370525039075749]",0.0,0,0.0,0.39068599998510695,2.061881798043422,0.0,31.03140144328864,66.18656648266412,0,0.0,0,66.18656648266412
11,,False,5.597720466912608,[],5.59772046691261,31.099121910201255,0.0,[0.0],0.0,0.0,0.0,0.49938562296453887,-24.609121910201257,24.609121910201257,0,0.0,913.4906053066705,0.0,0.0,913.4906053066705,,True,5.59772046691261,[],[],5.597720466912609,36.629121910201256,0.0,[0],0.0,0.0,0.0,0.3479357356782147,-31.099121910201255,31.099121910201255,0.0,0.0,0.0,0.0,0.0,0.0,,False,5.597720466912609,[],[],5.597720466912611,9.96824550598836,4.257593162880827,"[4.370525039075749, 5.597720466912611]",0.0,0,0.0,0.3519968047845861,0.7217544940116403,0.0,36.62912191020125,74.70175280842578,0,0.0,0,74.70175280842578
12,,False,5.122219165222679,[],5.122219165222681,36.221341075423936,0.0,[0.0],0.0,0.0,0.0,0.4578928325900256,-29.731341075423934,29.731341075423934,0,0.0,1103.6273807197363,0.0,0.0,1103.6273807197363,,True,5.122219165222681,[],[],5.12221916522268,41.75134107542394,0.0,[0],0.0,0.0,0.0,0.3190265643276342,-36.221341075423936,36.221341075423936,0.0,0.0,0.0,0.0,0.0,0.0,,False,5.12221916522268,[],[],5.1222191652226785,10.71993963213529,4.370525039075749,"[5.597720466912611, 5.1222191652226785]",0.0,0,0.0,0.32275020864366677,-0.029939632135291383,0.029939632135291383,41.72140144328864,83.44280288657728,0.0,0.0,0,83.44280288657728
13,,False,4.484564337907547,[],4.484564337907545,40.70590541333148,0.0,[0.0],0.0,0.0,0.0,0.4268424928294197,-34.215905413331484,34.215905413331484,0,0.0,1270.0944089428647,0.0,0.0,1270.0944089428647,,True,4.484564337907545,[],[],4.484564337907544,46.23590541333148,0.0,[0],0.0,0.0,0.0,0.2973929363038013,-40.70590541333148,40.70590541333148,0.0,0.0,0.0,0.0,0.0,0.0,,False,4.484564337907544,[],[],4.484564337907546,9.606783503130226,5.597720466912611,"[5.1222191652226785, 4.484564337907546]",0.0,0,0.0,0.30086407520168507,1.0832164968697748,0.0,46.23590541333148,94.63824382040251,0,0.0,0,94.63824382040251
14,,False,4.399746149894089,[],4.399746149894094,45.10565156322557,0.0,[0.0],0.0,0.0,0.0,0.40021655455445027,-38.61565156322557,38.61565156322557,0,0.0,1433.412986026933,0.0,0.0,1433.412986026933,,True,4.399746149894094,[],[],4.399746149894093,50.63565156322557,0.0,[0],0.0,0.0,0.0,0.27884191081206,-45.10565156322557,45.10565156322557,0.0,0.0,0.0,0.0,0.0,0.0,,False,4.399746149894093,[],[],4.399746149894091,8.884310487801638,5.1222191652226785,"[4.484564337907546, 4.399746149894091]",0.0,0,0.0,0.2820965241025089,1.8056895121983603,0.0,50.63565156322557,104.88268215084787,0,0.0,0,104.88268215084787
15,,False,5.947439821046639,[],5.947439821046637,51.05309138427221,0.0,[0.0],0.0,0.0,0.0,0.369093903629947,-44.563091384272205,44.563091384272205,0,0.0,1654.1819521841842,0.0,0.0,1654.1819521841842,,True,5.947439821046637,[],[],5.947439821046636,56.58309138427221,0.0,[0],0.0,0.0,0.0,0.25715790160612767,-51.05309138427221,51.05309138427221,0.0,0.0,0.0,0.0,0.0,0.0,,False,5.947439821046636,[],[],5.947439821046638,10.34718597094073,4.484564337907546,"[4.399746149894091, 5.947439821046638]",0.0,0,0.0,0.26015942143459914,0.3428140290592703,0.0,56.58309138427221,113.85181082666296,0,0.0,0,113.85181082666296
16,,False,3.978447805324402,[],3.9784478053244,55.03153918959661,0.0,[0.0],0.0,0.0,0.0,0.3508432562416765,-48.541539189596605,48.541539189596605,0,0.0,1801.8619347178258,0.0,0.0,1801.8619347178258,,True,3.9784478053244,[],[],3.9784478053243992,60.56153918959661,0.0,[0],0.0,0.0,0.0,0.24444217225063428,-55.03153918959661,55.03153918959661,0.0,0.0,0.0,0.0,0.0,0.0,,False,3.9784478053243992,[],[],3.9784478053243975,9.925887626371036,4.399746149894091,"[5.947439821046638, 3.9784478053243975]",0.0,0,0.0,0.24729527543098556,0.7641123736289623,0.0,60.56153918959661,122.65130312645114,0,0.0,0,122.65130312645114
17,,False,4.838244613602479,[],4.838244613602477,59.869783803199084,0.0,[0.0],0.0,0.0,0.0,0.330942563860296,-53.37978380319908,53.37978380319908,0,0.0,1981.45757477475,0.0,0.0,1981.45757477475,,True,4.838244613602477,[],[],4.838244613602476,65.39978380319909,0.0,[0],0.0,0.0,0.0,0.23057681104316285,-59.869783803199084,59.869783803199084,0.0,0.0,0.0,0.0,0.0,0.0,,False,4.838244613602476,[],[],4.838244613602478,8.816692418926875,5.947439821046638,"[3.9784478053243975, 4.838244613602478]",0.0,0,0.0,0.23326807919401202,1.8733075810731243,0.0,65.39978380319909,134.5461827685444,0,0.0,0,134.5461827685444
18,,False,4.770549546168043,[],4.770549546168041,64.64033334936713,0.0,[0.0],0.0,0.0,0.0,0.3134137057014298,-58.15033334936712,58.15033334936712,0,0.0,2158.5403739285075,0.0,0.0,2158.5403739285075,,True,4.770549546168041,[],[],4.7705495461680405,70.17033334936713,0.0,[0],0.0,0.0,0.0,0.2183639721494463,-64.64033334936713,64.64033334936713,0.0,0.0,0.0,0.0,0.0,0.0,,False,4.7705495461680405,[],[],4.7705495461680405,9.608794159770518,3.9784478053243975,"[4.838244613602478, 4.7705495461680405]",0.0,0,0.0,0.22091269333645547,1.0812058402294813,0.0,70.17033334936713,142.50307837919323,0,0.0,0,142.50307837919323
19,,False,5.389348913256123,[],5.389348913256121,70.02968226262325,0.0,[0.0],0.0,0.0,0.0,0.2957188164205758,-63.539682262623245,63.539682262623245,0,0.0,2358.5930055885747,0.0,0.0,2358.5930055885747,,True,5.389348913256121,[],[],5.3893489132561205,75.55968226262324,0.0,[0],0.0,0.0,0.0,0.2060354547942006,-70.02968226262325,70.02968226262325,0.0,0.0,0.0,0.0,0.0,0.0,,False,5.3893489132561205,[],[],5.3893489132561205,10.159898459424163,4.838244613602478,"[4.7705495461680405, 5.3893489132561205]",0.0,0,0.0,0.2084402788306019,0.5301015405758385,0.0,75.55968226262324,152.17956760639817,0,0.0,0,152.17956760639817
20,,False,7.77831304155244,[],7.7783130415524315,77.80799530417569,0.0,[0.0],0.0,0.0,0.0,0.27343767979680433,-71.31799530417568,71.31799530417568,0,0.0,2647.3239856910013,0.0,0.0,2647.3239856910013,,True,7.7783130415524315,[],[],7.778313041552445,83.33799530417569,0.0,[0],0.0,0.0,0.0,0.19051157243467737,-77.80799530417569,77.80799530417569,0.0,0.0,0.0,0.0,0.0,0.0,,False,7.778313041552445,[],[],7.778313041552443,13.167661954808565,4.7705495461680405,"[5.3893489132561205, 7.778313041552443]",0.0,0,0.0,0.19273520335810818,-2.477661954808566,2.477661954808566,80.86033334936712,161.72066669873425,0.0,0.0,0,161.72066669873425
21,,False,6.193639724282317,[],6.193639724282308,84.001635028458,0.0,[0.0],0.0,0.0,0.0,0.25796116276129644,-77.511635028458,77.511635028458,0,0.0,2877.231892256361,0.0,0.0,2877.231892256361,,True,6.193639724282308,[],[],6.193639724282307,89.531635028458,0.0,[0],0.0,0.0,0.0,0.1797286562014877,-84.001635028458,84.001635028458,0.0,0.0,0.0,0.0,0.0,0.0,,False,6.193639724282307,[],[],6.193639724282307,13.97195276583475,5.3893489132561205,"[7.778313041552443, 6.193639724282307]",0.0,0,0.0,0.18182643006713212,-3.2819527658347525,3.2819527658347525,86.24968226262324,172.49936452524648,0.0,0.0,0,172.49936452524648
22,,False,5.2186383160538625,[],5.218638316053868,89.22027334451187,0.0,[0.0],0.0,0.0,0.0,0.24621901042170508,-82.73027334451186,82.73027334451186,0,0.0,3070.94774654828,0.0,0.0,3070.94774654828,,False,5.218638316053868,[],[],5.218638316053867,94.75027334451187,0.0,[94.02799530417568],0.0,0.0,0.0,0.17154757483901623,-89.22027334451187,89.22027334451187,0.0,0.0,0.0,0.0,0.0,0.0,,False,5.218638316053867,[],[],5.218638316053869,11.412278040336176,7.778313041552443,"[6.193639724282307, 5.218638316053869]",0.0,94.02799530417568,90.74604253834093,0.9650734821801881,-0.7222780403361764,0.7222780403361755,0.0,0.0,0.0,188.05599060835135,0.0,188.05599060835135
23,,False,5.881761038948611,[],5.881761038948602,95.10203438346046,0.0,[94.02799530417568],0.0,0.0,0.0,0.23420363898181998,-88.61203438346047,88.61203438346047,0,0.0,3289.2787163140524,0.0,0.0,3289.2787163140524,,False,5.881761038948602,[],[],5.881761038948601,6.604039079284789,94.02799530417568,[6.193639724282307],0.0,94.02799530417568,4.807721959663809,0.2030646233377919,-1.074039079284793,1.074039079284793,0.0,0.0,0.0,376.1119812167027,0.0,376.1119812167027,,False,5.881761038948601,[],[],5.881761038948601,11.10039935500247,6.193639724282307,"[5.218638316053869, 5.881761038948601]",0.0,6.193639724282307,5.471361683946132,0.9633728970325012,-0.41039935500247005,0.41039935500246916,0.0,0.0,0.0,12.387279448564614,0.0,12.387279448564614
24,,False,3.9909146571348924,[],3.9909146571348977,5.064953736419682,94.02799530417568,[5.064953736419691],0.0,92.60294904059536,3.990914657134894,0.2587477172882305,1.425046263580315,0.0,0,9.975323845062205,0.0,0.0,0.0,9.975323845062205,,True,3.9909146571348977,[],[],3.990914657134902,4.401314012137383,6.193639724282307,[0],0.0,5.064953736419691,3.9909146571348977,0.22860671949497338,1.1286859878626165,0.0,0.0,4.514743951450466,0,20.259814945678762,0.0,24.77455889712923,,False,3.990914657134902,[],[],3.990914657134902,9.872675696083501,5.218638316053869,"[5.881761038948601, 3.990914657134902]",0.0,0,0.0,0.932496412072973,0.8173243039164966,0.0,4.401314012137371,10.437276632107736,0,0.0,0,10.437276632107736
25,,False,3.4167057864631127,[],3.4167057864631163,3.4167057864631065,5.064953736419691,[1.1286859878626165],0.0,3.4167057864631127,3.4167057864631127,0.27854376815544657,3.073294213536893,0.0,0,21.51305949475825,0.0,0.0,0.0,21.51305949475825,,True,3.4167057864631163,[],[],3.416705786463117,7.8180197986005,0.0,[0],0.0,1.1286859878626165,1.1286859878626165,0.2313237205534627,-2.2880197986004998,2.2880197986004998,0.0,0.0,0.0,4.514743951450466,0.0,4.514743951450466,,False,3.416705786463117,[],[],3.416705786463119,7.407620443598019,5.881761038948601,"[3.990914657134902, 3.416705786463119]",0.0,0,0.0,0.9075929522962818,3.28237955640198,0.0,7.8180197986004885,22.20079871000494,0,0.0,0,22.20079871000494
26,,False,3.6533219026386536,[],3.6533219026386545,5.9413417012391445,1.1286859878626165,[0.0],0.0,3.6533219026386536,3.6533219026386536,0.29857349592884763,0.5486582987608557,0.0,0,3.84060809132599,0.0,0.0,0.0,3.84060809132599,,False,3.6533219026386545,[],[],3.6533219026386545,11.471341701239155,0.0,[11.471341701239144],0.0,0.0,0.0,0.22490149984802912,-5.941341701239154,5.941341701239154,0.0,0.0,0.0,0.0,0.0,0.0,,False,3.6533219026386545,[],[],3.6533219026386545,7.070027689101772,3.990914657134902,"[3.416705786463119, 3.6533219026386545]",0.0,11.471341701239144,11.471341701239144,0.9695704016809953,3.619972310898228,0.0,0.0,7.239944621796456,0,22.942683402478288,0.0,30.18262802427474
