t,|i=1,DISR,IO:EXT,IOPL:EXT,OQ:2,OQ:3,OO:2,OO:3,IS:2,IS:3,ISPL:2,ISPL:3,RM:2,RM:3,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=2,DISR,IO:1,IOPL:1,OQ:5,OO:5,IS:5,ISPL:5,RM:5,OS:1,DMFS,FR,IL,BO:1,DI:1,HC,SC,ITHC,REV,TC,|i=3,DISR,IO:1,IOPL:1,OQ:4,OO:4,IS:4,ISPL:4,RM:4,OS:1,DMFS,FR,IL,BO:1,DI:1,HC,SC,ITHC,REV,TC,|i=4,DISR,IO:3,IOPL:3,OQ:6,OQ:7,OO:6,OO:7,IS:6,IS:7,ISPL:6,ISPL:7,RM:6,RM:7,OS:3,DMFS,FR,IL,BO:3,DI:3,HC,SC,ITHC,REV,TC,|i=5,DISR,IO:2,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:2,DMFS,FR,IL,BO:2,DI:2,HC,SC,ITHC,REV,TC,|i=6,DISR,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,BO:4,DI:4,HC,SC,ITHC,REV,TC,|i=7,DISR,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,BO:4,DI:4,HC,SC,ITHC,REV,TC
713,|,False,4,[0],4.0,4.0,4.0,4.0,5.0,5.0,"[0.0, 4.0]","[0.0, 4.0]",0.0,0.0,4.0,4.0,0.9101482989241059,4.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,4.0,5.0,"[0.0, 4.0]",0.0,4.0,4.0,0.9947659203256761,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,13.0,4.0,"[0.0, 4.0, 5.0, 4.0]",0.0,4.0,4.0,0.9776097702820588,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],5.0,5.0,6.0,6.0,0.0,0.0,"[0.0, 1.0, 5.0]","[0.0, 1.0, 5.0]",0.0,0.0,4.0,4.0,0.9602552944589499,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,17.0,7.0,"[0.0, 4.0, 4.0, 5.0, 4.0]",0.0,4.0,4.0,0.9997098926602843,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],10.0,10.0,0.0,"[0.0, 10.0]",0.0,5.0,5.0,0.9831884057971014,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],7.0,7.0,0.0,"[0.0, 0.0, 7.0]",0.0,5.0,5.0,0.9918840579710145,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0
714,|,False,0,[0],0.0,0.0,0.0,0.0,4.0,4.0,"[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,0.0,0.0,0.9101482989241059,8.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,4.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9947659203256761,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,9.0,4.0,"[0.0, 5.0, 4.0, 0.0]",0.0,0.0,0.0,0.9776097702820588,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,5.0,5.0,1.0,1.0,"[0.0, 5.0, 0.0]","[0.0, 5.0, 0.0]",0.0,0.0,0.0,0.0,0.9602552944589499,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,13.0,4.0,"[0.0, 4.0, 5.0, 4.0, 0.0]",0.0,0.0,0.0,0.9997098926602843,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,10.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9831884057971014,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,7.0,0.0,"[0.0, 7.0, 0.0]",0.0,0.0,0.0,0.9918840579710145,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0
715,|,False,5,[0],5.0,5.0,5.0,5.0,0.0,0.0,"[0.0, 5.0]","[0.0, 5.0]",0.0,0.0,5.0,5.0,0.9102787456445993,3.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,5.0,0.0,"[0.0, 5.0]",0.0,5.0,5.0,0.9947735191637631,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,9.0,5.0,"[0.0, 4.0, 0.0, 5.0]",0.0,5.0,5.0,0.9776422764227642,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],9.0,9.0,9.0,9.0,5.0,5.0,"[0.0, 0.0, 9.0]","[0.0, 0.0, 9.0]",0.0,0.0,5.0,5.0,0.9603128621089224,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,14.0,4.0,"[0.0, 5.0, 4.0, 0.0, 5.0]",0.0,5.0,5.0,0.9997103128621089,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],8.0,8.0,0.0,"[0.0, 8.0]",0.0,9.0,9.0,0.9832321480196589,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],8.0,8.0,7.0,"[0.0, 0.0, 8.0]",0.0,9.0,9.0,0.9919051749060422,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0
716,|,False,2,[0],2.0,2.0,2.0,2.0,5.0,5.0,"[0.0, 2.0]","[0.0, 2.0]",0.0,0.0,2.0,2.0,0.9103308183401044,6.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,2.0,5.0,"[0.0, 2.0]",0.0,2.0,2.0,0.9947765525246662,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,7.0,4.0,"[0.0, 0.0, 5.0, 2.0]",0.0,2.0,2.0,0.977655252466628,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],0.0,0.0,9.0,9.0,0.0,0.0,"[0.0, 9.0, 0.0]","[0.0, 9.0, 0.0]",0.0,0.0,2.0,2.0,0.9603358425014475,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,11.0,5.0,"[0.0, 4.0, 0.0, 5.0, 2.0]",0.0,2.0,2.0,0.9997104806022004,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,8.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9832321480196589,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,8.0,0.0,"[0.0, 8.0, 0.0]",0.0,0.0,0.0,0.9919051749060422,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0
717,|,False,8,[0],8.0,8.0,8.0,8.0,2.0,2.0,"[0.0, 8.0]","[0.0, 8.0]",0.0,0.0,8.0,8.0,0.9105385060799074,0.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,2.0,"[0.0, 8.0]",0.0,8.0,8.0,0.9947886508396062,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,15.0,0.0,"[0.0, 5.0, 2.0, 8.0]",0.0,8.0,8.0,0.9777070063694268,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,8.0,[0],13.0,13.0,13.0,13.0,9.0,9.0,"[0.0, 0.0, 0]","[0.0, 0.0, 0]",0.0,0.0,8.0,8.0,0.9604274985557482,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,15.0,4.0,"[0.0, 0.0, 5.0, 2.0, 8.0]",0.0,8.0,8.0,0.9997111496244945,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,13.0,[0],11.0,11.0,0.0,"[0.0, 11.0]",0.0,0,0.0,0.9795506912442397,12.0,0.0,13.0,0.0,0,0.0,0,0.0,|,False,13.0,[0],11.0,11.0,8.0,"[0.0, 0.0, 11.0]",0.0,0,0.0,0.9881912442396313,20.0,0.0,13.0,0.0,0,0.0,0,0.0
718,|,False,1,[0],1.0,1.0,1.0,1.0,8.0,8.0,"[0.0, 1.0]","[0.0, 1.0]",0.0,0.0,1.0,1.0,0.9105643994211288,7.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,1.0,8.0,"[0.0, 1.0]",0.0,1.0,1.0,0.9947901591895804,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,11.0,5.0,"[0.0, 2.0, 8.0, 1.0]",0.0,1.0,1.0,0.9777134587554269,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,1.0,[0],0.0,0.0,13.0,13.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,1.0,1.0,0.9604389257868899,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,16.0,0.0,"[0.0, 5.0, 2.0, 8.0, 1.0]",0.0,1.0,1.0,0.9997112330349408,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],8.0,8.0,11.0,"[0.0, 8.0]",0.0,0,0.0,0.9795506912442397,23.0,0.0,13.0,0.0,0,0.0,0,0.0,|,False,0.0,[0],8.0,19.0,0.0,"[0.0, 11.0, 8.0]",0.0,0,0.0,0.9881912442396313,20.0,0.0,13.0,0.0,0,0.0,0,0.0
719,|,False,10,[0],10.0,10.0,10.0,10.0,1.0,1.0,"[0.0, 10.0]","[0.0, 10.0]",0.0,0.0,8.0,8.0,0.9102453102453102,-2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,|,False,10.0,[0],10.0,10.0,1.0,"[0.0, 10.0]",0.0,10.0,10.0,0.9948051948051948,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],10.0,19.0,2.0,"[0.0, 8.0, 1.0, 10.0]",0.0,10.0,10.0,0.9777777777777777,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],12.0,12.0,25.0,25.0,0.0,0.0,"[0.0, 0, 25.0]","[0.0, 0, 25.0]",0.0,0.0,10.0,10.0,0.9605528361646991,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],10.0,21.0,5.0,"[0.0, 2.0, 8.0, 1.0, 10.0]",0.0,10.0,10.0,0.9997120644975526,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,12.0,[0],9.0,9.0,8.0,"[0.0, 9.0]",0.0,25.0,25.0,0.9833524684270953,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,12.0,[0],13.0,21.0,11.0,"[0.0, 8.0, 13.0]",0.0,25.0,25.0,0.9919632606199771,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0
720,|,False,8,[0],8.0,8.0,8.0,8.0,10.0,10.0,"[0.0, 8.0]","[0.0, 8.0]",0.0,0.0,10.0,8.0,0.9104520587388425,0.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],6.0,6.0,10.0,"[0.0, 6.0]",0.0,8.0,8.0,0.9948171609559459,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,19.0,8.0,"[0.0, 1.0, 10.0, 2.0]",0.0,8.0,8.0,0.9778289663115463,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],7.0,7.0,32.0,32.0,0.0,0.0,"[0.0, 25.0, 7.0]","[0.0, 25.0, 7.0]",0.0,0.0,2.0,2.0,0.9589198506176386,-6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,|,False,6.0,[0],6.0,25.0,2.0,"[0.0, 8.0, 1.0, 10.0, 6.0]",0.0,6.0,6.0,0.9997125610807703,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],0.0,0.0,9.0,"[0.0, 0.0]",0.0,7.0,7.0,0.9833858493268405,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],0.0,13.0,8.0,"[0.0, 13.0, 0.0]",0.0,7.0,7.0,0.9919793755370954,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0
721,|,False,4,[0],4.0,4.0,4.0,4.0,8.0,8.0,"[0.0, 4.0]","[0.0, 4.0]",0.0,0.0,4.0,4.0,0.910555076215128,4.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],6.0,6.0,6.0,"[0.0, 6.0]",0.0,4.0,4.0,0.994823123382226,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],0.0,18.0,1.0,"[0.0, 10.0, 2.0, 6.0]",0.0,4.0,4.0,0.9778544722461893,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,7.0,7.0,25.0,25.0,"[0.0, 7.0, 0.0]","[0.0, 7.0, 0.0]",0.0,0.0,6.0,0.0,0.9589198506176386,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],8.0,25.0,8.0,"[0.0, 1.0, 10.0, 6.0, 8.0]",0.0,6.0,6.0,0.999713055954089,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9833858493268405,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,13.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.9919793755370954,33.0,0.0,0.0,0.0,0,0.0,0.0,0.0
722,|,False,10,[0],10.0,10.0,10.0,10.0,4.0,4.0,"[0.0, 10.0]","[0.0, 10.0]",0.0,0.0,8.0,8.0,0.9102380269572699,-2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,|,False,10.0,[0],10.0,10.0,6.0,"[0.0, 10.0]",0.0,10.0,10.0,0.9948379696013765,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],14.0,22.0,10.0,"[0.0, 2.0, 6.0, 14.0]",0.0,10.0,10.0,0.9779179810725552,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,14.0,[0],23.0,23.0,23.0,23.0,7.0,7.0,"[0.0, 0.0, 21.0]","[0.0, 0.0, 23.0]",0.0,0.0,14.0,14.0,0.9590844062947067,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],8.0,32.0,1.0,"[0.0, 10.0, 6.0, 8.0, 8.0]",0.0,10.0,10.0,0.9997138769670959,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,23.0,[0],24.0,24.0,0.0,"[0.0, 24.0]",0.0,21.0,21.0,0.9829254410927718,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,|,False,23.0,[0],20.0,20.0,0.0,"[0.0, 0.0, 20.0]",0.0,23.0,23.0,0.9920318725099602,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0
723,|,False,3,[0],3.0,3.0,3.0,3.0,10.0,10.0,"[0.0, 3.0]","[0.0, 3.0]",0.0,0.0,5.0,3.0,0.9103151862464184,5.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],0.0,0.0,10.0,"[0.0, 0.0]",0.0,3.0,3.0,0.9948424068767908,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,23.0,2.0,"[0.0, 6.0, 14.0, 3.0]",0.0,3.0,3.0,0.9779369627507163,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],0.0,0.0,23.0,23.0,0.0,0.0,"[0.0, 21.0, 2.0]","[0.0, 23.0, 0.0]",0.0,0.0,3.0,3.0,0.9591194968553459,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,22.0,10.0,"[0.0, 6.0, 8.0, 8.0, 0.0]",0.0,0.0,0.0,0.9997138769670959,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,24.0,"[0.0, 0.0]",0.0,2.0,0.0,0.9829254410927718,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,20.0,0.0,"[0.0, 20.0, 0.0]",0.0,0.0,0.0,0.9920318725099602,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0
724,|,False,4,[0],4.0,4.0,4.0,4.0,3.0,3.0,"[0.0, 4.0]","[0.0, 4.0]",0.0,0.0,4.0,4.0,0.910417859187178,4.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],7.0,7.0,0.0,"[0.0, 7.0]",0.0,4.0,4.0,0.994848311390956,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,21.0,6.0,"[0.0, 14.0, 3.0, 4.0]",0.0,4.0,4.0,0.9779622209502004,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,4.0,[0],0.0,0.0,2.0,0.0,21.0,23.0,"[0.0, 2.0, 0]","[0.0, 0.0, 0]",0.0,2.0,4.0,4.0,0.9591661907481439,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],10.0,26.0,6.0,"[0.0, 8.0, 8.0, 0.0, 10.0]",0.0,7.0,7.0,0.9997144488863506,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0,0.0,0.9829254410927718,22.0,0.0,0.0,0.0,0,0.0,0,0.0,|,False,0.0,[0],0.0,0.0,20.0,"[0.0, 0.0, 0.0]",0.0,0,0.0,0.9920318725099602,30.0,0.0,0.0,0.0,0,0.0,0,0.0
725,|,False,9,[0],9.0,9.0,9.0,9.0,4.0,4.0,"[0.0, 9.0]","[0.0, 9.0]",0.0,0.0,8.0,8.0,0.9103625463888096,-1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,|,False,9.0,[0],7.0,7.0,7.0,"[0.0, 7.0]",0.0,9.0,9.0,0.9948615472452184,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],9.0,16.0,14.0,"[0.0, 3.0, 4.0, 9.0]",0.0,9.0,9.0,0.9780188409934342,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],2.0,2.0,2.0,2.0,2.0,0.0,"[0.0, 0, 2.0]","[0.0, 0, 2.0]",0.0,0.0,9.0,9.0,0.9592708630019937,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],4.0,22.0,8.0,"[0.0, 8.0, 0.0, 10.0, 4.0]",0.0,7.0,7.0,0.999715018523796,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,2.0,2.0,0.9829351535836177,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,2.0,2.0,0.9920364050056882,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0
726,|,False,8,[0],8.0,8.0,8.0,8.0,9.0,9.0,"[0.0, 8.0]","[0.0, 8.0]",0.0,0.0,9.0,8.0,0.9105667900882939,0.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],10.0,10.0,7.0,"[0.0, 10.0]",0.0,8.0,8.0,0.9948732554827684,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,21.0,3.0,"[0.0, 4.0, 9.0, 8.0]",0.0,8.0,8.0,0.9780689262318428,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],11.0,11.0,13.0,13.0,0.0,0.0,"[0.0, 2.0, 11.0]","[0.0, 2.0, 11.0]",0.0,0.0,8.0,8.0,0.9593634555271384,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],12.0,26.0,8.0,"[0.0, 0.0, 10.0, 4.0, 12.0]",0.0,10.0,10.0,0.9997158283603297,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,11.0,[0],14.0,14.0,0.0,"[0.0, 14.0]",0.0,11.0,11.0,0.9829883753898497,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,11.0,[0],14.0,14.0,0.0,"[0.0, 0.0, 14.0]",0.0,11.0,11.0,0.9920612418485966,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0
727,|,False,6,[0],6.0,6.0,6.0,6.0,8.0,8.0,"[0.0, 6.0]","[0.0, 6.0]",0.0,0.0,6.0,6.0,0.9107193630935456,2.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],6.0,6.0,10.0,"[0.0, 6.0]",0.0,6.0,6.0,0.9948820017059994,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],6.0,23.0,4.0,"[0.0, 9.0, 8.0, 6.0]",0.0,6.0,6.0,0.9781063406312198,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,6.0,[0],10.0,10.0,21.0,21.0,2.0,2.0,"[0.0, 11.0, 0]","[0.0, 11.0, 0]",0.0,0.0,6.0,6.0,0.9594326241134752,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],4.0,30.0,0.0,"[0.0, 10.0, 4.0, 12.0, 4.0]",0.0,6.0,6.0,0.9997163120567376,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],7.0,7.0,14.0,"[0.0, 7.0]",0.0,0,0.0,0.9802092168504383,13.0,0.0,10.0,0.0,0,0.0,0,0.0,|,False,10.0,[0],7.0,21.0,0.0,"[0.0, 14.0, 7.0]",0.0,0,0.0,0.9892564320045236,7.0,0.0,10.0,0.0,0,0.0,0,0.0
728,|,False,3,[0],3.0,3.0,3.0,3.0,6.0,6.0,"[0.0, 3.0]","[0.0, 3.0]",0.0,0.0,3.0,3.0,0.9107954545454545,5.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,3.0,6.0,"[0.0, 3.0]",0.0,3.0,3.0,0.9948863636363636,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,17.0,9.0,"[0.0, 8.0, 6.0, 3.0]",0.0,3.0,3.0,0.978125,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,3.0,[0],0.0,0.0,10.0,10.0,11.0,11.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,3.0,3.0,0.9594671201814059,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,23.0,10.0,"[0.0, 4.0, 12.0, 4.0, 3.0]",0.0,3.0,3.0,0.9997165532879818,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,7.0,"[0.0, 0.0]",0.0,0,0.0,0.9802092168504383,20.0,0.0,10.0,0.0,0,0.0,0,0.0,|,False,0.0,[0],6.0,13.0,14.0,"[0.0, 7.0, 6.0]",0.0,0,0.0,0.9892564320045236,21.0,0.0,10.0,0.0,0,0.0,0,0.0
729,|,False,5,[0],5.0,5.0,5.0,5.0,3.0,3.0,"[0.0, 5.0]","[0.0, 5.0]",0.0,0.0,5.0,5.0,0.9109219858156028,3.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,5.0,3.0,"[0.0, 5.0]",0.0,5.0,5.0,0.9948936170212765,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,14.0,8.0,"[0.0, 6.0, 3.0, 5.0]",0.0,5.0,5.0,0.9781560283687943,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,5.0,[0],3.0,3.0,13.0,13.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,5.0,5.0,0.9595244834418342,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,24.0,4.0,"[0.0, 12.0, 4.0, 3.0, 5.0]",0.0,5.0,5.0,0.9997169544296631,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],10.0,10.0,0.0,"[0.0, 10.0]",0.0,0,0.0,0.9793785310734463,17.0,0.0,13.0,0.0,0,0.0,0,0.0,|,False,3.0,[0],6.0,12.0,7.0,"[0.0, 6.0, 6.0]",0.0,0,0.0,0.9884180790960452,25.0,0.0,13.0,0.0,0,0.0,0,0.0
730,|,False,5,[0],5.0,5.0,5.0,5.0,5.0,5.0,"[0.0, 5.0]","[0.0, 5.0]",0.0,0.0,5.0,5.0,0.9110481586402266,3.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,5.0,5.0,"[0.0, 5.0]",0.0,5.0,5.0,0.9949008498583569,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,13.0,6.0,"[0.0, 3.0, 5.0, 5.0]",0.0,5.0,5.0,0.978186968838527,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,5.0,[0],0.0,0.0,13.0,13.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,5.0,5.0,0.9595816845675523,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,17.0,12.0,"[0.0, 4.0, 3.0, 5.0, 5.0]",0.0,5.0,5.0,0.9997173544375353,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],4.0,4.0,10.0,"[0.0, 4.0]",0.0,0,0.0,0.9793785310734463,27.0,0.0,13.0,0.0,0,0.0,0,0.0,|,False,0.0,[0],5.0,11.0,6.0,"[0.0, 6.0, 5.0]",0.0,0,0.0,0.9884180790960452,31.0,0.0,13.0,0.0,0,0.0,0,0.0
731,|,False,4,[0],4.0,4.0,4.0,4.0,5.0,5.0,"[0.0, 4.0]","[0.0, 4.0]",0.0,0.0,4.0,4.0,0.9111488398415394,4.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,4.0,5.0,"[0.0, 4.0]",0.0,4.0,4.0,0.9949066213921901,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,14.0,3.0,"[0.0, 5.0, 5.0, 4.0]",0.0,4.0,4.0,0.9782116581777023,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,True,4.0,[0],8.0,8.0,21.0,21.0,0.0,0.0,"[0.0, 0, 0]","[0.0, 0, 0]",0.0,0.0,4.0,4.0,0.9596273291925466,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,17.0,4.0,"[0.0, 3.0, 5.0, 5.0, 4.0]",0.0,4.0,4.0,0.9997176736307171,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],13.0,13.0,4.0,"[0.0, 13.0]",0.0,0,0.0,0.9771702367531003,23.0,0.0,21.0,0.0,0,0.0,0,0.0,|,False,8.0,[0],13.0,18.0,6.0,"[0.0, 5.0, 13.0]",0.0,0,0.0,0.9861894024802705,29.0,0.0,21.0,0.0,0,0.0,0,0.0
