t,|i=1,DISR,IO:EXT,IOPL:EXT,OQ:2,OQ:3,OO:2,OO:3,IS:2,IS:3,ISPL:2,ISPL:3,RM:2,RM:3,OS:EXT,DMFS,FR,IL,BO:EXT,DI:EXT,HC,SC,ITHC,REV,TC,|i=2,DISR,IO:1,IOPL:1,OQ:5,OO:5,IS:5,ISPL:5,RM:5,OS:1,DMFS,FR,IL,BO:1,DI:1,HC,SC,ITHC,REV,TC,|i=3,DISR,IO:1,IOPL:1,OQ:4,OO:4,IS:4,ISPL:4,RM:4,OS:1,DMFS,FR,IL,BO:1,DI:1,HC,SC,ITHC,REV,TC,|i=4,DISR,IO:3,IOPL:3,OQ:6,OQ:7,OO:6,OO:7,IS:6,IS:7,ISPL:6,ISPL:7,RM:6,RM:7,OS:3,DMFS,FR,IL,BO:3,DI:3,HC,SC,ITHC,REV,TC,|i=5,DISR,IO:2,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:2,DMFS,FR,IL,BO:2,DI:2,HC,SC,ITHC,REV,TC,|i=6,DISR,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,BO:4,DI:4,HC,SC,ITHC,REV,TC,|i=7,DISR,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,BO:4,DI:4,HC,SC,ITHC,REV,TC
118,|,False,8,[0],8.0,8.0,8.0,8.0,2.0,2.0,"[0.0, 8.0]","[0.0, 8.0]",0.0,0.0,8.0,8.0,0.8719611021069692,0.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,2.0,"[0.0, 8.0]",0.0,8.0,8.0,0.9854132901134521,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,15.0,0.0,"[0.0, 5.0, 2.0, 8.0]",0.0,8.0,8.0,0.9594813614262561,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,8.0,8.0,11.0,11.0,"[0.0, 0.0, 8.0]","[0.0, 0.0, 8.0]",0.0,0.0,8.0,8.0,0.9552,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,15.0,7.0,"[0.0, 0.0, 5.0, 2.0, 8.0]",0.0,8.0,8.0,1.0,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],4.0,4.0,0.0,"[0.0, 4.0]",0.0,8.0,8.0,0.9367088607594937,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],4.0,4.0,11.0,"[0.0, 0.0, 4.0]",0.0,8.0,8.0,0.9556962025316456,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0
119,|,False,1,[0],1.0,1.0,1.0,1.0,8.0,8.0,"[0.0, 1.0]","[0.0, 1.0]",0.0,0.0,1.0,1.0,0.872168284789644,7.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,1.0,8.0,"[0.0, 1.0]",0.0,1.0,1.0,0.9854368932038835,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,11.0,5.0,"[0.0, 2.0, 8.0, 1.0]",0.0,1.0,1.0,0.959546925566343,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,1.0,9.0,9.0,0.0,0.0,"[0.0, 8.0, 1.0]","[0.0, 8.0, 1.0]",0.0,0.0,1.0,1.0,0.9552715654952076,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,16.0,0.0,"[0.0, 5.0, 2.0, 8.0, 1.0]",0.0,1.0,1.0,1.0,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,1.0,4.0,"[0.0, 1.0]",0.0,1.0,1.0,0.9368088467614534,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,5.0,0.0,"[0.0, 4.0, 1.0]",0.0,1.0,1.0,0.9557661927330173,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0
120,|,False,1,[0],1.0,1.0,1.0,1.0,1.0,1.0,"[0.0, 1.0]","[0.0, 1.0]",0.0,0.0,1.0,1.0,0.8723747980613893,7.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,1.0,1.0,"[0.0, 1.0]",0.0,1.0,1.0,0.9854604200323102,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,10.0,2.0,"[0.0, 8.0, 1.0, 1.0]",0.0,1.0,1.0,0.9596122778675282,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],0.0,0.0,1.0,1.0,8.0,8.0,"[0.0, 1.0, 0.0]","[0.0, 1.0, 0.0]",0.0,0.0,1.0,1.0,0.9553429027113237,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,1.0,[0],1.0,12.0,5.0,"[0.0, 2.0, 8.0, 1.0, 1.0]",0.0,1.0,1.0,1.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,1.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9368088467614534,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,1.0,4.0,"[0.0, 1.0, 0.0]",0.0,0.0,0.0,0.9557661927330173,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0
121,|,False,2,[0],2.0,2.0,2.0,2.0,1.0,1.0,"[0.0, 2.0]","[0.0, 2.0]",0.0,0.0,2.0,2.0,0.8727858293075684,6.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,2.0,1.0,"[0.0, 2.0]",0.0,2.0,2.0,0.9855072463768116,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,4.0,8.0,"[0.0, 1.0, 1.0, 2.0]",0.0,2.0,2.0,0.9597423510466989,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,2.0,2.0,2.0,1.0,1.0,"[0.0, 0.0, 2.0]","[0.0, 0.0, 2.0]",0.0,0.0,2.0,2.0,0.9554848966613673,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,12.0,2.0,"[0.0, 8.0, 1.0, 1.0, 2.0]",0.0,2.0,2.0,1.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],3.0,3.0,0.0,"[0.0, 3.0]",0.0,2.0,2.0,0.937007874015748,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],3.0,3.0,1.0,"[0.0, 0.0, 3.0]",0.0,2.0,2.0,0.9559055118110236,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0
122,|,False,8,[0],8.0,8.0,8.0,8.0,2.0,2.0,"[0.0, 8.0]","[0.0, 8.0]",0.0,0.0,8.0,8.0,0.8744038155802861,0.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,2.0,"[0.0, 8.0]",0.0,8.0,8.0,0.985691573926868,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,11.0,1.0,"[0.0, 1.0, 2.0, 8.0]",0.0,8.0,8.0,0.9602543720190779,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,10.0,10.0,0.0,0.0,"[0.0, 2.0, 8.0]","[0.0, 2.0, 8.0]",0.0,0.0,8.0,8.0,0.9560439560439561,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,12.0,8.0,"[0.0, 1.0, 1.0, 2.0, 8.0]",0.0,8.0,8.0,1.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,8.0,3.0,"[0.0, 8.0]",0.0,8.0,8.0,0.937791601866252,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],8.0,11.0,0.0,"[0.0, 3.0, 8.0]",0.0,8.0,8.0,0.9564541213063764,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0
123,|,False,3,[0],3.0,3.0,3.0,3.0,8.0,8.0,"[0.0, 3.0]","[0.0, 3.0]",0.0,0.0,3.0,3.0,0.875,5.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,3.0,8.0,"[0.0, 3.0]",0.0,3.0,3.0,0.9857594936708861,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,13.0,1.0,"[0.0, 2.0, 8.0, 3.0]",0.0,3.0,3.0,0.9604430379746836,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],5.0,5.0,13.0,13.0,2.0,2.0,"[0.0, 8.0, 5.0]","[0.0, 8.0, 5.0]",0.0,0.0,3.0,3.0,0.95625,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,3.0,[0],3.0,14.0,1.0,"[0.0, 1.0, 2.0, 8.0, 3.0]",0.0,3.0,3.0,1.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,5.0,8.0,"[0.0, 5.0]",0.0,5.0,5.0,0.9382716049382716,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,13.0,3.0,"[0.0, 8.0, 5.0]",0.0,5.0,5.0,0.9567901234567902,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0
124,|,False,4,[0],4.0,4.0,4.0,4.0,3.0,3.0,"[0.0, 4.0]","[0.0, 4.0]",0.0,0.0,4.0,4.0,0.8757861635220126,4.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,4.0,3.0,"[0.0, 4.0]",0.0,4.0,4.0,0.9858490566037735,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,15.0,2.0,"[0.0, 8.0, 3.0, 4.0]",0.0,4.0,4.0,0.960691823899371,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],5.0,5.0,10.0,10.0,8.0,8.0,"[0.0, 5.0, 5.0]","[0.0, 5.0, 5.0]",0.0,0.0,4.0,4.0,0.9565217391304348,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,17.0,1.0,"[0.0, 2.0, 8.0, 3.0, 4.0]",0.0,4.0,4.0,1.0,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],3.0,3.0,5.0,"[0.0, 3.0]",0.0,5.0,5.0,0.9387442572741195,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],3.0,8.0,8.0,"[0.0, 5.0, 3.0]",0.0,5.0,5.0,0.9571209800918836,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0
125,|,False,7,[0],7.0,7.0,7.0,7.0,4.0,4.0,"[0.0, 7.0]","[0.0, 7.0]",0.0,0.0,7.0,7.0,0.8771384136858476,1.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,7.0,4.0,"[0.0, 7.0]",0.0,7.0,7.0,0.9860031104199067,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,14.0,8.0,"[0.0, 3.0, 4.0, 7.0]",0.0,7.0,7.0,0.9611197511664075,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],9.0,9.0,14.0,14.0,5.0,5.0,"[0.0, 5.0, 9.0]","[0.0, 5.0, 9.0]",0.0,0.0,7.0,7.0,0.956989247311828,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,7.0,[0],7.0,22.0,2.0,"[0.0, 8.0, 3.0, 4.0, 7.0]",0.0,7.0,7.0,1.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],8.0,8.0,3.0,"[0.0, 8.0]",0.0,9.0,9.0,0.9395770392749244,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,9.0,[0],8.0,11.0,5.0,"[0.0, 3.0, 8.0]",0.0,9.0,9.0,0.9577039274924471,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0
126,|,False,6,[0],6.0,6.0,6.0,6.0,7.0,7.0,"[0.0, 6.0]","[0.0, 6.0]",0.0,0.0,6.0,6.0,0.8782742681047766,2.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],6.0,6.0,7.0,"[0.0, 6.0]",0.0,6.0,6.0,0.9861325115562404,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],6.0,17.0,3.0,"[0.0, 4.0, 7.0, 6.0]",0.0,6.0,6.0,0.9614791987673343,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],0.0,0.0,9.0,9.0,5.0,5.0,"[0.0, 9.0, 0.0]","[0.0, 9.0, 0.0]",0.0,0.0,6.0,6.0,0.9573820395738204,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],6.0,20.0,8.0,"[0.0, 3.0, 4.0, 7.0, 6.0]",0.0,6.0,6.0,1.0,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,8.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9395770392749244,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,8.0,3.0,"[0.0, 8.0, 0.0]",0.0,0.0,0.0,0.9577039274924471,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0
127,|,False,0,[0],0.0,0.0,0.0,0.0,6.0,6.0,"[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,0.0,0.0,0.8782742681047766,8.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,6.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9861325115562404,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,13.0,4.0,"[0.0, 7.0, 6.0, 0.0]",0.0,0.0,0.0,0.9614791987673343,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,0.0,9.0,9.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.9573820395738204,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,17.0,3.0,"[0.0, 4.0, 7.0, 6.0, 0.0]",0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9395770392749244,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],4.0,4.0,8.0,"[0.0, 0.0, 4.0]",0.0,0.0,0.0,0.9577039274924471,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0
128,|,False,10,[0],10.0,10.0,10.0,10.0,0.0,0.0,"[0.0, 10.0]","[0.0, 10.0]",0.0,0.0,8.0,8.0,0.8770864946889226,-2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,|,False,10.0,[0],10.0,10.0,0.0,"[0.0, 10.0]",0.0,10.0,10.0,0.9863429438543247,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],10.0,16.0,7.0,"[0.0, 6.0, 0.0, 10.0]",0.0,10.0,10.0,0.9620637329286799,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],17.0,17.0,17.0,17.0,0.0,0.0,"[0.0, 0.0, 17.0]","[0.0, 0.0, 17.0]",0.0,0.0,10.0,10.0,0.9580209895052474,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],10.0,23.0,4.0,"[0.0, 7.0, 6.0, 0.0, 10.0]",0.0,10.0,10.0,1.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,17.0,[0],21.0,21.0,0.0,"[0.0, 21.0]",0.0,17.0,17.0,0.9410898379970545,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,17.0,[0],17.0,21.0,0.0,"[0.0, 4.0, 17.0]",0.0,17.0,17.0,0.9587628865979382,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0
129,|,False,6,[0],6.0,6.0,6.0,6.0,10.0,10.0,"[0.0, 6.0]","[0.0, 6.0]",0.0,0.0,8.0,6.0,0.8781954887218045,2.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],6.0,6.0,10.0,"[0.0, 6.0]",0.0,6.0,6.0,0.9864661654135338,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],6.0,16.0,6.0,"[0.0, 0.0, 10.0, 6.0]",0.0,6.0,6.0,0.9624060150375939,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],0.0,0.0,17.0,17.0,0.0,0.0,"[0.0, 17.0, 0.0]","[0.0, 17.0, 0.0]",0.0,0.0,6.0,6.0,0.9583952451708767,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,6.0,[0],6.0,22.0,7.0,"[0.0, 6.0, 0.0, 10.0, 6.0]",0.0,6.0,6.0,1.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,21.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9410898379970545,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,17.0,4.0,"[0.0, 17.0, 0.0]",0.0,0.0,0.0,0.9587628865979382,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0
130,|,False,5,[0],5.0,5.0,5.0,5.0,6.0,6.0,"[0.0, 5.0]","[0.0, 5.0]",0.0,0.0,5.0,5.0,0.8791044776119403,3.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,5.0,6.0,"[0.0, 5.0]",0.0,5.0,5.0,0.9865671641791045,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,21.0,0.0,"[0.0, 10.0, 6.0, 5.0]",0.0,5.0,5.0,0.9626865671641791,11.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],4.0,4.0,4.0,4.0,17.0,17.0,"[0.0, 0.0, 4.0]","[0.0, 0.0, 4.0]",0.0,0.0,5.0,5.0,0.9587020648967551,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],5.0,21.0,6.0,"[0.0, 0.0, 10.0, 6.0, 5.0]",0.0,5.0,5.0,1.0,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],0.0,0.0,0.0,"[0.0, 0.0]",0.0,4.0,4.0,0.9414348462664714,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],3.0,3.0,17.0,"[0.0, 0.0, 3.0]",0.0,4.0,4.0,0.95900439238653,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0
131,|,False,2,[0],2.0,2.0,2.0,2.0,5.0,5.0,"[0.0, 2.0]","[0.0, 2.0]",0.0,0.0,2.0,2.0,0.8794642857142857,6.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,2.0,5.0,"[0.0, 2.0]",0.0,2.0,2.0,0.9866071428571429,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,13.0,10.0,"[0.0, 6.0, 5.0, 2.0]",0.0,2.0,2.0,0.9627976190476191,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],5.0,5.0,9.0,9.0,0.0,0.0,"[0.0, 4.0, 5.0]","[0.0, 4.0, 5.0]",0.0,0.0,2.0,2.0,0.9588235294117647,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,23.0,0.0,"[0.0, 10.0, 6.0, 5.0, 2.0]",0.0,2.0,2.0,1.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],9.0,9.0,0.0,"[0.0, 9.0]",0.0,5.0,5.0,0.9418604651162791,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,5.0,[0],6.0,9.0,0.0,"[0.0, 3.0, 6.0]",0.0,5.0,5.0,0.9593023255813954,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0
132,|,False,10,[0],10.0,10.0,10.0,10.0,2.0,2.0,"[0.0, 10.0]","[0.0, 10.0]",0.0,0.0,8.0,8.0,0.8782991202346041,-2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,|,False,10.0,[0],10.0,10.0,2.0,"[0.0, 10.0]",0.0,10.0,10.0,0.9868035190615836,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],10.0,17.0,6.0,"[0.0, 5.0, 2.0, 10.0]",0.0,10.0,10.0,0.9633431085043989,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],8.0,8.0,13.0,13.0,4.0,4.0,"[0.0, 5.0, 8.0]","[0.0, 5.0, 8.0]",0.0,0.0,10.0,10.0,0.9594202898550724,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,10.0,[0],10.0,23.0,10.0,"[0.0, 6.0, 5.0, 2.0, 10.0]",0.0,10.0,10.0,1.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],5.0,5.0,9.0,"[0.0, 5.0]",0.0,8.0,8.0,0.9425287356321839,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,8.0,[0],5.0,11.0,3.0,"[0.0, 6.0, 5.0]",0.0,8.0,8.0,0.9597701149425287,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0
133,|,False,4,[0],4.0,4.0,4.0,4.0,10.0,10.0,"[0.0, 4.0]","[0.0, 4.0]",0.0,0.0,6.0,4.0,0.8790087463556852,4.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,4.0,10.0,"[0.0, 4.0]",0.0,4.0,4.0,0.9868804664723032,12.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,16.0,5.0,"[0.0, 2.0, 10.0, 4.0]",0.0,4.0,4.0,0.9635568513119533,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],2.0,2.0,10.0,10.0,5.0,5.0,"[0.0, 8.0, 2.0]","[0.0, 8.0, 2.0]",0.0,0.0,4.0,4.0,0.9596541786743515,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,21.0,6.0,"[0.0, 5.0, 2.0, 10.0, 4.0]",0.0,4.0,4.0,1.0,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],4.0,4.0,5.0,"[0.0, 4.0]",0.0,2.0,2.0,0.9426934097421203,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],4.0,9.0,6.0,"[0.0, 5.0, 4.0]",0.0,2.0,2.0,0.9598853868194842,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0
134,|,False,0,[0],0.0,0.0,0.0,0.0,4.0,4.0,"[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,0.0,0.0,0.8790087463556852,8.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,4.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9868804664723032,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,14.0,2.0,"[0.0, 10.0, 4.0, 0.0]",0.0,0.0,0.0,0.9635568513119533,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,2.0,2.0,8.0,8.0,"[0.0, 2.0, 0.0]","[0.0, 2.0, 0.0]",0.0,0.0,0.0,0.0,0.9596541786743515,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,16.0,5.0,"[0.0, 2.0, 10.0, 4.0, 0.0]",0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],2.0,2.0,4.0,"[0.0, 2.0]",0.0,0.0,0.0,0.9426934097421203,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],2.0,6.0,5.0,"[0.0, 4.0, 2.0]",0.0,0.0,0.0,0.9598853868194842,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0
135,|,False,2,[0],2.0,2.0,2.0,2.0,0.0,0.0,"[0.0, 2.0]","[0.0, 2.0]",0.0,0.0,2.0,2.0,0.8793604651162791,6.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,2.0,0.0,"[0.0, 2.0]",0.0,2.0,2.0,0.9869186046511628,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,6.0,10.0,"[0.0, 4.0, 0.0, 2.0]",0.0,2.0,2.0,0.9636627906976745,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],4.0,4.0,4.0,4.0,2.0,2.0,"[0.0, 0.0, 4.0]","[0.0, 0.0, 4.0]",0.0,0.0,2.0,2.0,0.9597701149425287,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,2.0,[0],2.0,16.0,2.0,"[0.0, 10.0, 4.0, 0.0, 2.0]",0.0,2.0,2.0,1.0,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,4.0,2.0,"[0.0, 4.0]",0.0,4.0,4.0,0.9430199430199431,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,4.0,[0],4.0,6.0,4.0,"[0.0, 2.0, 4.0]",0.0,4.0,4.0,0.9601139601139601,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0
136,|,False,0,[0],0.0,0.0,0.0,0.0,2.0,2.0,"[0.0, 0.0]","[0.0, 0.0]",0.0,0.0,0.0,0.0,0.8793604651162791,8.0,0.0,0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,2.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9869186046511628,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,2.0,4.0,"[0.0, 0.0, 2.0, 0.0]",0.0,0.0,0.0,0.9636627906976745,30.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,4.0,4.0,0.0,0.0,"[0.0, 4.0, 0.0]","[0.0, 4.0, 0.0]",0.0,0.0,0.0,0.0,0.9597701149425287,18.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,6.0,10.0,"[0.0, 4.0, 0.0, 2.0, 0.0]",0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,0.0,4.0,"[0.0, 0.0]",0.0,0.0,0.0,0.9430199430199431,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,|,False,0.0,[0],0.0,4.0,2.0,"[0.0, 4.0, 0.0]",0.0,0.0,0.0,0.9601139601139601,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0
