t,|i=1,IO:EXT,IOPL:EXT,OQ:2,OQ:3,OO:2,OO:3,IS:2,IS:3,ISPL:2,ISPL:3,RM:2,RM:3,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:1,IOPL:1,OQ:5,OO:5,IS:5,ISPL:5,RM:5,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=3,IO:1,IOPL:1,OQ:4,OO:4,IS:4,ISPL:4,RM:4,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=4,IO:3,IOPL:3,OQ:6,OQ:7,OO:6,OO:7,IS:6,IS:7,ISPL:6,ISPL:7,RM:6,RM:7,OS:3,DMFS,FR,IL,HC,SC,ITHC,TC,|i=5,IO:2,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=6,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC,|i=7,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC
63,|,9,[0],9.0,9.0,9.0,9.0,1.0,1.0,"[0, 9.0, 0]","[0, 9.0, 0]",0.0,0.0,6.0,6.0,0.8096676737160121,-3.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,1.0,"[0, 9.0, 0]",0.0,9.0,9.0,0.9848024316109423,5.0,0.0,0,0.0,0.0,|,9.0,[0],9.0,21.0,2.0,"[0, 6.0, 6.0, 9.0, 0, 0, 0]",0.0,9.0,9.0,1.0,8.0,0.0,0,0.0,0.0,|,9.0,[0],8.0,8.0,12.0,12.0,0.0,0.0,"[0, 4.0, 8.0, 0, 0]","[0, 4.0, 8.0, 0, 0]",0.0,0.0,9.0,9.0,0.8383233532934131,0.0,0.0,0,0.0,0.0,|,9.0,[0],9.0,23.0,7.0,"[0, 8.0, 5.0, 1.0, 9.0, 0, 0, 0, 0]",0.0,9.0,9.0,0.9044776119402985,2.0,0.0,0,0.0,0.0,|,8.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,8.0,8.0,0.9787878787878788,12.0,0.0,0,0.0,0.0,|,8.0,[0],5.0,12.0,0.0,"[0, 7.0, 5.0, 0, 0]",0.0,8.0,8.0,1.0,15.0,0.0,0,0.0,0.0
64,|,4,[0],4.0,4.0,4.0,4.0,9.0,9.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,7.0,4.0,0.8119402985074626,2.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,4.0,9.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.984984984984985,10.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,19.0,6.0,"[0, 6.0, 9.0, 4.0, 0, 0, 0]",0.0,4.0,4.0,1.0,10.0,0.0,0,0.0,0.0,|,4.0,[0],0.0,0.0,8.0,8.0,4.0,4.0,"[0, 8.0, 0.0, 0, 0]","[0, 8.0, 0.0, 0, 0]",0.0,0.0,4.0,4.0,0.8402366863905325,0.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,19.0,8.0,"[0, 5.0, 1.0, 9.0, 4.0, 0, 0, 0, 0]",0.0,4.0,4.0,0.9056047197640118,6.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,1.0,5.0,"[0, 1.0, 0]",0.0,0.0,0.0,0.9787878787878788,17.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,6.0,7.0,"[0, 5.0, 1.0, 0, 0]",0.0,0.0,0.0,1.0,22.0,0.0,0,0.0,0.0
65,|,9,[0],9.0,9.0,9.0,9.0,4.0,4.0,"[0, 9.0, 0]","[0, 9.0, 0]",0.0,0.0,6.0,6.0,0.8081395348837209,-3.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,4.0,"[0, 9.0, 0]",0.0,9.0,9.0,0.9853801169590644,5.0,0.0,0,0.0,0.0,|,9.0,[0],9.0,22.0,6.0,"[0, 9.0, 4.0, 8.0, 0, 0, 0]",0.0,9.0,9.0,1.0,7.0,0.0,0,0.0,0.0,|,9.0,[0],15.0,15.0,15.0,15.0,8.0,8.0,"[0, 0.0, 15.0, 0, 0]","[0, 0.0, 15.0, 0, 0]",0.0,0.0,8.0,8.0,0.8414985590778098,-1.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,23.0,5.0,"[0, 1.0, 9.0, 4.0, 9.0, 0, 0, 0, 0]",0.0,9.0,9.0,0.9080459770114943,2.0,0.0,0,0.0,0.0,|,15.0,[0],19.0,19.0,1.0,"[0, 19.0, 0]",0.0,15.0,15.0,0.9797101449275363,3.0,0.0,0,0.0,0.0,|,15.0,[0],19.0,20.0,5.0,"[0, 1.0, 19.0, 0, 0]",0.0,15.0,15.0,1.0,12.0,0.0,0,0.0,0.0
66,|,7,[0],7.0,7.0,7.0,7.0,9.0,9.0,"[0, 7.0, 0]","[0, 7.0, 0]",0.0,0.0,9.0,6.0,0.8091168091168092,-1.0,0.0,0.0,0.0,0.0,|,7.0,[0],4.0,4.0,9.0,"[0, 3.0, 0]",0.0,7.0,7.0,0.9856733524355301,7.0,0.0,0,0.0,0.0,|,7.0,[0],6.0,19.0,9.0,"[0, 4.0, 8.0, 0.0, 0, 0, 0]",0.0,7.0,7.0,1.0,9.0,0.0,0,0.0,0.0,|,6.0,[0],5.0,5.0,20.0,20.0,0.0,0.0,"[0, 15.0, 5.0, 0, 0]","[0, 15.0, 5.0, 0, 0]",0.0,0.0,0.0,0.0,0.8271954674220963,-7.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,26.0,1.0,"[0, 9.0, 4.0, 9.0, 4.0, 0, 0, 0, 0]",0.0,3.0,3.0,0.90625,-1.0,0,0.0,0.0,0.0,|,5.0,[0],0.0,0.0,19.0,"[0, 0.0, 0]",0.0,5.0,5.0,0.98,17.0,0.0,0,0.0,0.0,|,5.0,[0],0.0,19.0,1.0,"[0, 19.0, 0.0, 0, 0]",0.0,5.0,5.0,1.0,8.0,0.0,0,0.0,0.0
67,|,3,[0],3.0,3.0,3.0,3.0,7.0,7.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,4.0,3.0,0.8107344632768362,3.0,0.0,0,0.0,0.0,|,3.0,[0],6.0,7.0,3.0,"[0, 7.0, 0]",0.0,3.0,3.0,0.9857954545454546,7.0,0.0,0,0.0,0.0,|,3.0,[0],0.0,15.0,4.0,"[0, 8.0, 0.0, 7.0, 0, 0, 0]",0.0,3.0,3.0,1.0,10.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,5.0,5.0,15.0,15.0,"[0, 5.0, 0.0, 0, 0]","[0, 5.0, 0.0, 0, 0]",0.0,0.0,7.0,0.0,0.8271954674220963,8.0,0.0,0,0.0,0.0,|,6.0,[0],9.0,26.0,9.0,"[0, 4.0, 9.0, 4.0, 9.0, 0, 0, 0, 0]",0.0,7.0,6.0,0.9078212290502793,2.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.98,17.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,1.0,19.0,"[0, 0.0, 1.0, 0, 0]",0.0,0.0,0.0,1.0,27.0,0.0,0,0.0,0.0
68,|,10,[0],10.0,10.0,10.0,10.0,3.0,3.0,"[0, 10.0, 0]","[0, 10.0, 0]",0.0,0.0,6.0,6.0,0.804945054945055,-4.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,10.0,7.0,"[0, 6.0, 0]",0.0,10.0,10.0,0.9861878453038674,4.0,0.0,0,0.0,0.0,|,10.0,[0],14.0,21.0,8.0,"[0, 0.0, 7.0, 13.0, 0, 0, 0]",0.0,10.0,10.0,1.0,8.0,0.0,0,0.0,0.0,|,14.0,[0],21.0,21.0,21.0,21.0,5.0,5.0,"[0, 0.0, 17.0, 0, 0]","[0, 0.0, 21.0, 0, 0]",0.0,0.0,13.0,13.0,0.8310626702997275,-1.0,0.0,0.0,0.0,0.0,|,10.0,[0],7.0,29.0,4.0,"[0, 9.0, 4.0, 9.0, 7.0, 0, 0, 0, 0]",0.0,6.0,6.0,0.8994565217391305,-4.0,0,0.0,0.0,0.0,|,21.0,[0],25.0,25.0,0.0,"[0, 25.0, 0]",0.0,17.0,17.0,0.9703504043126685,-4.0,0,0.0,0.0,0.0,|,21.0,[0],24.0,25.0,0.0,"[0, 1.0, 24.0, 0, 0]",0.0,21.0,21.0,1.0,6.0,0.0,0,0.0,0.0
69,|,3,[0],3.0,3.0,3.0,3.0,10.0,10.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,7.0,3.0,0.8065395095367848,3.0,0.0,0,0.0,0.0,|,3.0,[0],0.0,4.0,6.0,"[0, 4.0, 0]",0.0,3.0,3.0,0.9863013698630136,7.0,0.0,0,0.0,0.0,|,3.0,[0],2.0,23.0,0.0,"[0, 7.0, 13.0, 0.0, 0, 0, 0]",0.0,3.0,3.0,1.0,5.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,0.0,21.0,21.0,0.0,0.0,"[0, 17.0, 4.0, 0, 0]","[0, 21.0, 0.0, 0, 0]",0.0,0.0,0.0,0.0,0.8265582655826558,-3.0,0.0,0.0,0.0,0.0,|,0.0,[0],0.0,20.0,9.0,"[0, 4.0, 9.0, 7.0, 0.0, 0, 0, 0, 0]",0.0,4.0,0.0,0.8994565217391305,5.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,25.0,"[0, 0.0, 0]",0.0,4.0,0.0,0.9703504043126685,21.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,24.0,1.0,"[0, 24.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,7.0,0.0,0,0.0,0.0
70,|,1,[0],1.0,1.0,1.0,1.0,3.0,3.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,1.0,1.0,0.8070652173913043,5.0,0.0,0,0.0,0.0,|,1.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,1.0,1.0,0.9863387978142076,10.0,0.0,0,0.0,0.0,|,1.0,[0],0.0,16.0,7.0,"[0, 13.0, 0.0, 3.0, 0, 0, 0]",0.0,1.0,1.0,1.0,11.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,4.0,0.0,17.0,21.0,"[0, 4.0, 0.0, 0, 0]","[0, 0.0, 0.0, 0, 0]",0.0,4.0,3.0,0.0,0.8265582655826558,14.0,0.0,0,0.0,0.0,|,4.0,[0],7.0,23.0,4.0,"[0, 9.0, 7.0, 0.0, 7.0, 0, 0, 0, 0]",0.0,4.0,4.0,0.9005376344086021,5.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9703504043126685,21.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,24.0,"[0, 0.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,31.0,0.0,0,0.0,0.0
71,|,6,[0],6.0,6.0,6.0,6.0,1.0,1.0,"[0, 6.0, 0]","[0, 6.0, 0]",0.0,0.0,6.0,6.0,0.8101604278074866,0.0,0.0,0,0.0,0.0,|,6.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,6.0,6.0,0.9865591397849462,8.0,0.0,0,0.0,0.0,|,6.0,[0],8.0,11.0,13.0,"[0, 0.0, 3.0, 8.0, 0, 0, 0]",0.0,6.0,6.0,1.0,18.0,0.0,0,0.0,0.0,|,8.0,[0],0.0,0.0,0.0,0.0,4.0,0.0,"[0, 0.0, 0.0, 0, 0]","[0, 0.0, 0.0, 0, 0]",0.0,0.0,8.0,8.0,0.830238726790451,10.0,0.0,0,0.0,0.0,|,5.0,[0],2.0,16.0,9.0,"[0, 7.0, 0.0, 7.0, 2.0, 0, 0, 0, 0]",0.0,5.0,5.0,0.9018567639257294,9.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9703504043126685,21.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,31.0,0.0,0,0.0,0.0
72,|,1,[0],1.0,1.0,1.0,1.0,6.0,6.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,1.0,1.0,0.8106666666666666,5.0,0.0,0,0.0,0.0,|,1.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,1.0,1.0,0.9865951742627346,12.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,12.0,0.0,"[0, 3.0, 8.0, 1.0, 0, 0, 0]",0.0,1.0,1.0,1.0,17.0,0.0,0,0.0,0.0,|,1.0,[0],0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0.0, 0.0, 0, 0]","[0, 0.0, 0.0, 0, 0]",0.0,0.0,1.0,1.0,0.8306878306878307,9.0,0.0,0,0.0,0.0,|,2.0,[0],3.0,12.0,7.0,"[0, 0.0, 7.0, 2.0, 3.0, 0, 0, 0, 0]",0.0,2.0,2.0,0.9023746701846965,14.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9703504043126685,21.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,31.0,0.0,0,0.0,0.0
73,|,3,[0],3.0,3.0,3.0,3.0,1.0,1.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,3.0,3.0,0.8121693121693122,3.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,2.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9867021276595744,11.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,12.0,3.0,"[0, 8.0, 1.0, 3.0, 0, 0, 0]",0.0,3.0,3.0,1.0,17.0,0.0,0,0.0,0.0,|,3.0,[0],7.0,7.0,7.0,7.0,0.0,0.0,"[0, 0.0, 7.0, 0, 0]","[0, 0.0, 7.0, 0, 0]",0.0,0.0,3.0,3.0,0.8320209973753281,6.0,0.0,0,0.0,0.0,|,3.0,[0],2.0,14.0,0.0,"[0, 7.0, 2.0, 3.0, 2.0, 0, 0, 0, 0]",0.0,3.0,3.0,0.9031413612565445,11.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,0.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9708994708994709,14.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,0.0,"[0, 0.0, 7.0, 0, 0]",0.0,7.0,7.0,1.0,24.0,0.0,0,0.0,0.0
74,|,8,[0],8.0,8.0,8.0,8.0,3.0,3.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,6.0,6.0,0.810880829015544,-2.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,3.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.9869791666666666,6.0,0.0,0,0.0,0.0,|,8.0,[0],8.0,12.0,8.0,"[0, 1.0, 3.0, 6.0, 0, 0, 0]",0.0,8.0,8.0,1.0,17.0,0.0,0,0.0,0.0,|,8.0,[0],6.0,6.0,13.0,13.0,0.0,0.0,"[0, 7.0, 6.0, 0, 0]","[0, 7.0, 6.0, 0, 0]",0.0,0.0,6.0,6.0,0.8303341902313625,-2.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,15.0,7.0,"[0, 2.0, 3.0, 2.0, 8.0, 0, 0, 0, 0]",0.0,8.0,8.0,0.9051282051282051,10.0,0.0,0,0.0,0.0,|,6.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,6.0,6.0,0.9713541666666666,15.0,0.0,0,0.0,0.0,|,6.0,[0],2.0,9.0,0.0,"[0, 7.0, 2.0, 0, 0]",0.0,6.0,6.0,1.0,18.0,0.0,0,0.0,0.0
75,|,3,[0],3.0,3.0,3.0,3.0,8.0,8.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,5.0,3.0,0.8123393316195373,3.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,8.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9870801033591732,11.0,0.0,0,0.0,0.0,|,3.0,[0],1.0,12.0,1.0,"[0, 3.0, 6.0, 3.0, 0, 0, 0]",0.0,3.0,3.0,1.0,15.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,1.0,7.0,7.0,7.0,7.0,"[0, 6.0, 1.0, 0, 0]","[0, 6.0, 1.0, 0, 0]",0.0,0.0,3.0,1.0,0.8307692307692308,4.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,16.0,2.0,"[0, 3.0, 2.0, 8.0, 3.0, 0, 0, 0, 0]",0.0,3.0,3.0,0.905852417302799,9.0,0.0,0,0.0,0.0,|,1.0,[0],3.0,3.0,2.0,"[0, 3.0, 0]",0.0,1.0,1.0,0.9714285714285714,16.0,0.0,0,0.0,0.0,|,1.0,[0],3.0,5.0,7.0,"[0, 2.0, 3.0, 0, 0]",0.0,1.0,1.0,1.0,24.0,0.0,0,0.0,0.0
76,|,10,[0],10.0,10.0,10.0,10.0,3.0,3.0,"[0, 10.0, 0]","[0, 10.0, 0]",0.0,0.0,6.0,6.0,0.8070175438596491,-4.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,10.0,3.0,"[0, 10.0, 0]",0.0,10.0,10.0,0.9874055415617129,4.0,0.0,0,0.0,0.0,|,10.0,[0],12.0,21.0,3.0,"[0, 6.0, 3.0, 10.0, 0, 0, 0]",0.0,10.0,10.0,1.0,8.0,0.0,0,0.0,0.0,|,12.0,[0],20.0,20.0,21.0,21.0,6.0,6.0,"[0, 1.0, 19.0, 0, 0]","[0, 1.0, 20.0, 0, 0]",0.0,0.0,10.0,10.0,0.8308457711442786,-2.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,23.0,3.0,"[0, 2.0, 8.0, 3.0, 10.0, 0, 0, 0, 0]",0.0,10.0,10.0,0.9081885856079405,2.0,0.0,0,0.0,0.0,|,20.0,[0],22.0,22.0,3.0,"[0, 22.0, 0]",0.0,19.0,19.0,0.9703703703703703,-1.0,0,0.0,0.0,0.0,|,20.0,[0],22.0,25.0,2.0,"[0, 3.0, 22.0, 0, 0]",0.0,20.0,20.0,1.0,6.0,0.0,0,0.0,0.0
77,|,2,[0],2.0,2.0,2.0,2.0,10.0,10.0,"[0, 2.0, 0]","[0, 2.0, 0]",0.0,0.0,6.0,2.0,0.8079800498753117,4.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,0.0,10.0,"[0, 0.0, 0]",0.0,2.0,2.0,0.9874686716791979,12.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,15.0,6.0,"[0, 3.0, 10.0, 1.0, 0, 0, 0]",0.0,2.0,2.0,1.0,12.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,20.0,20.0,1.0,1.0,"[0, 19.0, 1.0, 0, 0]","[0, 20.0, 0.0, 0, 0]",0.0,0.0,1.0,0.0,0.8308457711442786,-1.0,0.0,0.0,0.0,0.0,|,0.0,[0],0.0,21.0,2.0,"[0, 8.0, 3.0, 10.0, 0.0, 0, 0, 0, 0]",0.0,0.0,0.0,0.9081885856079405,4.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,22.0,"[0, 0.0, 0]",0.0,1.0,0.0,0.9703703703703703,21.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,22.0,3.0,"[0, 22.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,9.0,0.0,0,0.0,0.0
78,|,8,[0],8.0,8.0,8.0,8.0,2.0,2.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,6.0,6.0,0.8068459657701712,-2.0,0.0,0.0,0.0,0.0,|,8.0,[0],10.0,10.0,0.0,"[0, 10.0, 0]",0.0,8.0,8.0,0.9877149877149877,4.0,0.0,0,0.0,0.0,|,8.0,[0],7.0,19.0,3.0,"[0, 10.0, 1.0, 8.0, 0, 0, 0]",0.0,8.0,8.0,1.0,7.0,0.0,0,0.0,0.0,|,7.0,[0],2.0,2.0,3.0,2.0,19.0,20.0,"[0, 1.0, 2.0, 0, 0]","[0, 0.0, 2.0, 0, 0]",0.0,1.0,8.0,7.0,0.8337408312958435,11.0,0.0,0,0.0,0.0,|,10.0,[0],12.0,25.0,8.0,"[0, 3.0, 10.0, 0.0, 12.0, 0, 0, 0, 0]",0.0,10.0,10.0,0.910411622276029,2.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,0.0,0.0,"[0, 0.0, 0]",0.0,2.0,2.0,0.9705159705159705,19.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,0.0,22.0,"[0, 0.0, 0.0, 0, 0]",0.0,2.0,2.0,1.0,29.0,0.0,0,0.0,0.0
79,|,2,[0],2.0,2.0,2.0,2.0,8.0,8.0,"[0, 2.0, 0]","[0, 2.0, 0]",0.0,0.0,4.0,2.0,0.8077858880778589,4.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,0.0,10.0,"[0, 0.0, 0]",0.0,2.0,2.0,0.9877750611246944,12.0,0.0,0,0.0,0.0,|,2.0,[0],5.0,14.0,10.0,"[0, 1.0, 8.0, 5.0, 0, 0, 0]",0.0,2.0,2.0,1.0,15.0,0.0,0,0.0,0.0,|,5.0,[0],3.0,3.0,5.0,5.0,1.0,0.0,"[0, 2.0, 3.0, 0, 0]","[0, 2.0, 3.0, 0, 0]",0.0,0.0,5.0,5.0,0.8357487922705314,7.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,22.0,3.0,"[0, 10.0, 0.0, 12.0, 0.0, 0, 0, 0, 0]",0.0,0.0,0.0,0.910411622276029,5.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,0.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9707317073170731,16.0,0.0,0,0.0,0.0,|,3.0,[0],4.0,4.0,0.0,"[0, 0.0, 4.0, 0, 0]",0.0,3.0,3.0,1.0,26.0,0.0,0,0.0,0.0
80,|,1,[0],1.0,1.0,1.0,1.0,2.0,2.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,1.0,1.0,0.808252427184466,5.0,0.0,0,0.0,0.0,|,1.0,[0],3.0,3.0,0.0,"[0, 3.0, 0]",0.0,1.0,1.0,0.9878048780487805,11.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,14.0,1.0,"[0, 8.0, 5.0, 1.0, 0, 0, 0]",0.0,1.0,1.0,1.0,15.0,0.0,0,0.0,0.0,|,1.0,[0],0.0,0.0,3.0,3.0,2.0,2.0,"[0, 3.0, 0.0, 0, 0]","[0, 3.0, 0.0, 0, 0]",0.0,0.0,1.0,1.0,0.8361445783132531,8.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,15.0,10.0,"[0, 0.0, 12.0, 0.0, 3.0, 0, 0, 0, 0]",0.0,3.0,3.0,0.9110576923076923,12.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,3.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9707317073170731,19.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,4.0,0.0,"[0, 4.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,26.0,0.0,0,0.0,0.0
81,|,0,[0],0.0,0.0,0.0,0.0,1.0,1.0,"[0, 0.0, 0]","[0, 0.0, 0]",0.0,0.0,0.0,0.0,0.808252427184466,6.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,3.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9878048780487805,14.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,6.0,8.0,"[0, 5.0, 1.0, 0.0, 0, 0, 0]",0.0,0.0,0.0,1.0,23.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,1.0,1.0,1.0,3.0,3.0,"[0, 0.0, 1.0, 0, 0]","[0, 0.0, 1.0, 0, 0]",0.0,0.0,0.0,0.0,0.8361445783132531,11.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,15.0,0.0,"[0, 12.0, 0.0, 3.0, 0.0, 0, 0, 0, 0]",0.0,0.0,0.0,0.9110576923076923,12.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,1.0,0.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9708029197080292,18.0,0.0,0,0.0,0.0,|,1.0,[0],0.0,0.0,4.0,"[0, 0.0, 0.0, 0, 0]",0.0,1.0,1.0,1.0,29.0,0.0,0,0.0,0.0
82,|,4,[0],4.0,4.0,4.0,4.0,0.0,0.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,4.0,4.0,0.8100961538461539,2.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,4.0,0.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9879227053140096,10.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,5.0,5.0,"[0, 1.0, 0.0, 4.0, 0, 0, 0]",0.0,4.0,4.0,1.0,24.0,0.0,0,0.0,0.0,|,4.0,[0],0.0,0.0,1.0,1.0,0.0,0.0,"[0, 1.0, 0.0, 0, 0]","[0, 1.0, 0.0, 0, 0]",0.0,0.0,4.0,4.0,0.837708830548926,7.0,0.0,0,0.0,0.0,|,4.0,[0],2.0,5.0,12.0,"[0, 0.0, 3.0, 0.0, 2.0, 0, 0, 0, 0]",0.0,4.0,4.0,0.9119047619047619,20.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,1.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9708029197080292,19.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,0.0,"[0, 0.0, 0.0, 0, 0]",0.0,0.0,0.0,1.0,29.0,0.0,0,0.0,0.0
83,|,8,[0],8.0,8.0,8.0,8.0,4.0,4.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,6.0,6.0,0.8089622641509434,-2.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.9881516587677726,6.0,0.0,0,0.0,0.0,|,8.0,[0],8.0,12.0,1.0,"[0, 0.0, 4.0, 8.0, 0, 0, 0]",0.0,8.0,8.0,1.0,17.0,0.0,0,0.0,0.0,|,8.0,[0],18.0,18.0,18.0,18.0,1.0,1.0,"[0, 0.0, 18.0, 0, 0]","[0, 0.0, 18.0, 0, 0]",0.0,0.0,8.0,8.0,0.8407494145199064,0.0,0.0,0,0.0,0.0,|,8.0,[0],8.0,13.0,0.0,"[0, 3.0, 0.0, 2.0, 8.0, 0, 0, 0, 0]",0.0,8.0,8.0,0.9135514018691588,12.0,0.0,0,0.0,0.0,|,18.0,[0],21.0,21.0,0.0,"[0, 21.0, 0]",0.0,18.0,18.0,0.972027972027972,1.0,0.0,0,0.0,0.0,|,18.0,[0],21.0,21.0,0.0,"[0, 0.0, 21.0, 0, 0]",0.0,18.0,18.0,1.0,11.0,0.0,0,0.0,0.0
