t,|i=2,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:2,IOPL:2,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=0,IO:1,IOPL:1,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC
203,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9033175355450237,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9184834123222749,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9469194312796209,0.0,0,0,0.0,0.0
204,|,8.0,[0],8.0,8.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.90310442144873,-1.0,0.0,100.0,0.0,100.0,|,8.0,[0],8.0,8.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9181561618062088,-1.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,7.0,"[0, 8.0, 0]",0.0,7.0,7.0,0.9463781749764817,-1.0,0,0.0,0.0,0.0
205,|,6.0,[0],6.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,6.0,0.9036482694106641,0.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,6.0,0.9186155285313377,0.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,6.0,8.0,"[0, 6.0, 0]",0.0,7.0,6.0,0.9466791393826005,1.0,1.0,0,0.0,1.0
206,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9040074557315937,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.918918918918919,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9468779123951537,3.0,3.0,0,0.0,3.0
207,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.904363974001857,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9192200557103064,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.947075208913649,3.0,3.0,0,0.0,3.0
208,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9048938134810711,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9196675900277008,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9473684210526315,1.0,1.0,0,0.0,1.0
209,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9055045871559633,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9201834862385321,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9477064220183486,0.0,0,0,0.0,0.0
210,|,6.0,[0],6.0,6.0,7.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.906021897810219,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,7.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9206204379562044,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,7.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.947992700729927,1.0,1.0,0,0.0,1.0
211,|,12.0,[0],12.0,12.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9025270758122743,-5.0,0.0,500.0,0.0,500.0,|,12.0,[0],12.0,12.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9169675090252708,-5.0,0.0,0.0,0.0,0.0,|,12.0,[0],12.0,12.0,6.0,"[0, 12.0, 0]",0.0,7.0,7.0,0.944043321299639,-5.0,0,0.0,0.0,0.0
212,|,3.0,[0],3.0,8.0,7.0,"[0, 7.0, 0]",0.0,7.0,2.0,0.9018901890189019,-1.0,0.0,100.0,0.0,100.0,|,3.0,[0],3.0,8.0,7.0,"[0, 8.0, 0]",0.0,7.0,2.0,0.9162916291629163,-1.0,0.0,0.0,0.0,0.0,|,3.0,[0],3.0,3.0,12.0,"[0, 3.0, 0]",0.0,8.0,3.0,0.9441944194419442,4.0,4.0,0,0.0,4.0
213,|,9.0,[0],9.0,10.0,7.0,"[0, 8.0, 0]",0.0,7.0,6.0,0.9,-3.0,0.0,300.0,0.0,300.0,|,9.0,[0],9.0,9.0,8.0,"[0, 7.0, 0]",0.0,8.0,7.0,0.9151785714285714,-2.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,3.0,"[0, 9.0, 0]",0.0,7.0,7.0,0.9428571428571428,-2.0,0,0.0,0.0,0.0
214,|,6.0,[0],6.0,8.0,8.0,"[0, 7.0, 0]",0.0,8.0,5.0,0.8996447602131439,-1.0,0.0,100.0,0.0,100.0,|,6.0,[0],6.0,8.0,7.0,"[0, 8.0, 0]",0.0,7.0,5.0,0.9147424511545293,-1.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,9.0,"[0, 6.0, 0]",0.0,8.0,6.0,0.9431616341030196,1.0,1.0,0,0.0,1.0
215,|,6.0,[0],6.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,6.0,0.9001766784452296,0.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,6.0,8.0,"[0, 6.0, 0]",0.0,7.0,6.0,0.9151943462897526,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9434628975265018,1.0,1.0,0,0.0,1.0
216,|,3.0,[0],3.0,3.0,7.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9004405286343612,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9154185022026432,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9436123348017621,4.0,4.0,0,0.0,4.0
217,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9008771929824562,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9157894736842105,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9438596491228071,2.0,2.0,0,0.0,2.0
218,|,8.0,[0],8.0,8.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9006968641114983,-1.0,0.0,100.0,0.0,100.0,|,8.0,[0],8.0,8.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9155052264808362,-1.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,5.0,"[0, 8.0, 0]",0.0,7.0,7.0,0.9433797909407665,-1.0,0,0.0,0.0,0.0
219,|,6.0,[0],6.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,6.0,0.901213171577123,0.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,6.0,0.915944540727903,0.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,6.0,8.0,"[0, 6.0, 0]",0.0,7.0,6.0,0.9436741767764298,1.0,1.0,0,0.0,1.0
220,|,7.0,[0],7.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9018087855297158,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9164513350559862,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9440137812230835,0.0,0,0,0.0,0.0
221,|,10.0,[0],10.0,10.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9000853970964987,-3.0,0.0,300.0,0.0,300.0,|,10.0,[0],10.0,10.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9146029035012809,-3.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,10.0,7.0,"[0, 10.0, 0]",0.0,7.0,7.0,0.941929974380871,-3.0,0,0.0,0.0,0.0
222,|,4.0,[0],4.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,4.0,0.9004255319148936,0.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,4.0,0.9148936170212766,0.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,4.0,10.0,"[0, 4.0, 0]",0.0,7.0,4.0,0.9421276595744681,3.0,3.0,0,0.0,3.0
223,|,1.0,[0],1.0,1.0,7.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9005102040816326,6.0,60.0,0,0.0,60.0,|,1.0,[0],1.0,1.0,7.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9149659863945578,6.0,30.0,0,0.0,30.0,|,1.0,[0],1.0,1.0,4.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9421768707482994,6.0,6.0,0,0.0,6.0
224,|,5.0,[0],5.0,5.0,1.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9009314140558848,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,1.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9153259949195597,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,1.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9424216765453006,2.0,2.0,0,0.0,2.0
225,|,12.0,[0],12.0,12.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.8977367979882649,-5.0,0.0,500.0,0.0,500.0,|,12.0,[0],12.0,12.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.911986588432523,-5.0,0.0,0.0,0.0,0.0,|,12.0,[0],12.0,12.0,5.0,"[0, 12.0, 0]",0.0,7.0,7.0,0.9388097233864208,-5.0,0,0.0,0.0,0.0
226,|,7.0,[0],7.0,12.0,7.0,"[0, 7.0, 0]",0.0,7.0,2.0,0.8941666666666667,-5.0,0.0,500.0,0.0,500.0,|,7.0,[0],7.0,12.0,7.0,"[0, 12.0, 0]",0.0,7.0,2.0,0.9083333333333333,-5.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,12.0,"[0, 7.0, 0]",0.0,12.0,7.0,0.9391666666666667,0.0,0,0,0.0,0.0
227,|,5.0,[0],5.0,10.0,7.0,"[0, 10.0, 0]",0.0,7.0,2.0,0.8921161825726142,-3.0,0.0,300.0,0.0,300.0,|,5.0,[0],5.0,5.0,12.0,"[0, 5.0, 0]",0.0,10.0,5.0,0.9087136929460581,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9394190871369295,2.0,2.0,0,0.0,2.0
228,|,9.0,[0],9.0,9.0,10.0,"[0, 7.0, 0]",0.0,10.0,7.0,0.8912685337726524,-2.0,0.0,200.0,0.0,200.0,|,9.0,[0],9.0,9.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9077429983525536,-2.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,5.0,"[0, 9.0, 0]",0.0,7.0,7.0,0.9382207578253706,-2.0,0,0.0,0.0,0.0
229,|,9.0,[0],9.0,11.0,7.0,"[0, 7.0, 0]",0.0,7.0,5.0,0.8887980376124285,-4.0,0.0,400.0,0.0,400.0,|,9.0,[0],9.0,11.0,7.0,"[0, 9.0, 0]",0.0,7.0,5.0,0.9051512673753066,-4.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,9.0,"[0, 9.0, 0]",0.0,9.0,7.0,0.9370400654129191,-2.0,0,0.0,0.0,0.0
230,|,3.0,[0],3.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,3.0,0.8890701468189234,0.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,5.0,9.0,"[0, 5.0, 0]",0.0,7.0,3.0,0.9053833605220228,2.0,10.0,0,0.0,10.0,|,3.0,[0],3.0,3.0,9.0,"[0, 3.0, 0]",0.0,5.0,3.0,0.9371941272430668,4.0,4.0,0,0.0,4.0
231,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.8895207148659626,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9057676685621446,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9374492282696995,2.0,2.0,0,0.0,2.0
232,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.8901453957996769,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9063004846526656,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9378029079159935,0.0,0,0,0.0,0.0
233,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.8904991948470209,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9066022544283414,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9380032206119162,3.0,3.0,0,0.0,3.0
234,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.8907630522088353,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9068273092369478,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9381526104417671,4.0,4.0,0,0.0,4.0
235,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.8912869704236611,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9072741806554756,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.938449240607514,1.0,1.0,0,0.0,1.0
236,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.8918058870326173,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9077167859984089,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9387430389817024,1.0,1.0,0,0.0,1.0
237,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.8922345483359746,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9080824088748018,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.938985736925515,2.0,2.0,0,0.0,2.0
238,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.8925750394944708,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9083728278041074,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9391785150078988,3.0,3.0,0,0.0,3.0
239,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.8929976396538158,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9087332808811959,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.939417781274587,2.0,2.0,0,0.0,2.0
240,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.8935003915426781,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9091620986687549,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9397024275646045,1.0,1.0,0,0.0,1.0
241,|,10.0,[0],10.0,10.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.891996891996892,-3.0,0.0,300.0,0.0,300.0,|,10.0,[0],10.0,10.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9075369075369075,-3.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,10.0,6.0,"[0, 10.0, 0]",0.0,7.0,7.0,0.9378399378399378,-3.0,0,0.0,0.0,0.0
242,|,2.0,[0],2.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,2.0,0.8921644685802949,2.0,20.0,0,0.0,20.0,|,2.0,[0],2.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,2.0,0.9076803723816912,2.0,10.0,0,0.0,10.0,|,2.0,[0],2.0,2.0,10.0,"[0, 2.0, 0]",0.0,5.0,2.0,0.9379363847944143,5.0,5.0,0,0.0,5.0
243,|,1.0,[0],1.0,1.0,5.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.8922480620155039,6.0,60.0,0,0.0,60.0,|,1.0,[0],1.0,1.0,5.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9077519379844962,6.0,30.0,0,0.0,30.0,|,1.0,[0],1.0,1.0,2.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.937984496124031,6.0,6.0,0,0.0,6.0
244,|,3.0,[0],3.0,3.0,1.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.8924980665119876,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,1.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9079659706109822,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,1.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9381283836040216,4.0,4.0,0,0.0,4.0
245,|,4.0,[0],4.0,4.0,3.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.8928296067848882,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,3.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9082498072474943,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,3.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.938319198149576,3.0,3.0,0,0.0,3.0
246,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.8932411674347158,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9086021505376344,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9385560675883257,2.0,2.0,0,0.0,2.0
247,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.8938120702826585,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9090909090909091,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9388846447669977,0.0,0,0,0.0,0.0
248,|,7.0,[0],7.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.8943768996960486,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9095744680851063,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.939209726443769,0.0,0,0,0.0,0.0
249,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.8946969696969697,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9098484848484848,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9393939393939394,3.0,3.0,0,0.0,3.0
250,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.8951734539969834,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9102564102564102,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9396681749622926,1.0,1.0,0,0.0,1.0
251,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.8956456456456456,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9106606606606606,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.93993993993994,1.0,1.0,0,0.0,1.0
252,|,1.0,[0],1.0,1.0,6.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.8957239309827457,6.0,60.0,0,0.0,60.0,|,1.0,[0],1.0,1.0,6.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9107276819204801,6.0,30.0,0,0.0,30.0,|,1.0,[0],1.0,1.0,6.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9399849962490623,6.0,6.0,0,0.0,6.0
253,|,2.0,[0],2.0,2.0,1.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.8958801498127341,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,1.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9108614232209737,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,1.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9400749063670412,5.0,5.0,0,0.0,5.0
254,|,4.0,[0],4.0,4.0,2.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.8961911874533234,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,2.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9111277072442121,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,2.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9402539208364451,3.0,3.0,0,0.0,3.0
255,|,7.0,[0],7.0,7.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.8967310549777118,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9115898959881129,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,4.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9405646359583952,0.0,0,0,0.0,0.0
256,|,7.0,[0],7.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.8972653362897265,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9120473022912047,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9408721359940873,0.0,0,0,0.0,0.0
257,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.8975681650700074,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9123065585851142,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9410464259395726,3.0,3.0,0,0.0,3.0
258,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.8978692138133725,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9125642909625276,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9412196914033799,3.0,3.0,0,0.0,3.0
259,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.8980938416422287,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9127565982404692,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9413489736070382,4.0,4.0,0,0.0,4.0
260,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.8983174835405998,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9129480614484272,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9414776883686906,4.0,4.0,0,0.0,4.0
261,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.898761835396941,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9133284777858703,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9417334304442826,1.0,1.0,0,0.0,1.0
262,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.8989825581395349,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9135174418604651,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9418604651162791,4.0,4.0,0,0.0,4.0
263,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.8993482983345402,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9138305575669804,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.942070963070239,2.0,2.0,0,0.0,2.0
264,|,9.0,[0],9.0,9.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.8985611510791367,-2.0,0.0,200.0,0.0,200.0,|,9.0,[0],9.0,9.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9129496402877698,-2.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,5.0,"[0, 9.0, 0]",0.0,7.0,7.0,0.9410071942446043,-2.0,0,0.0,0.0,0.0
