t,|i=2,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:2,IOPL:2,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=0,IO:1,IOPL:1,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC
504,|,1.0,[0],1.0,1.0,1.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9216462208151959,6.0,60.0,0,0.0,60.0,|,1.0,[0],1.0,1.0,1.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9331222793826672,6.0,30.0,0,0.0,30.0,|,1.0,[0],1.0,1.0,1.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9548872180451128,6.0,6.0,0,0.0,6.0
505,|,6.0,[0],6.0,6.0,1.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9218318199763127,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,1.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9332806948282669,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,1.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.95499407816818,1.0,1.0,0,0.0,1.0
506,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9219550650374458,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9333858888450927,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9550650374458022,3.0,3.0,0,0.0,3.0
507,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.922077922077922,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9334907516725699,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9551357733175915,3.0,3.0,0,0.0,3.0
508,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9222614840989399,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.933647428347075,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9552414605418139,1.0,1.0,0,0.0,1.0
509,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9224441833137486,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9338033685859772,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9553466509988249,1.0,1.0,0,0.0,1.0
510,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9225655064528745,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9339069221744232,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9554165037152914,3.0,3.0,0,0.0,3.0
511,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.92265625,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.933984375,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.95546875,4.0,4.0,0,0.0,4.0
512,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9228070175438596,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9341130604288499,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9555555555555556,2.0,2.0,0,0.0,2.0
513,|,9.0,[0],9.0,9.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9222999222999223,-2.0,0.0,200.0,0.0,200.0,|,9.0,[0],9.0,9.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9335664335664335,-2.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,5.0,"[0, 9.0, 0]",0.0,7.0,7.0,0.9549339549339549,-2.0,0,0.0,0.0,0.0
514,|,6.0,[0],6.0,8.0,7.0,"[0, 7.0, 0]",0.0,7.0,5.0,0.922093023255814,-1.0,0.0,100.0,0.0,100.0,|,6.0,[0],6.0,8.0,7.0,"[0, 8.0, 0]",0.0,7.0,5.0,0.9333333333333333,-1.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,9.0,"[0, 6.0, 0]",0.0,8.0,6.0,0.9550387596899225,1.0,1.0,0,0.0,1.0
515,|,6.0,[0],6.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,6.0,0.9222737819025522,0.0,0.0,0,0.0,0.0,|,6.0,[0],6.0,6.0,8.0,"[0, 6.0, 0]",0.0,7.0,6.0,0.9334880123743233,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9551430781129157,1.0,1.0,0,0.0,1.0
516,|,6.0,[0],6.0,6.0,7.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9224537037037037,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.933641975308642,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9552469135802469,1.0,1.0,0,0.0,1.0
517,|,8.0,[0],8.0,8.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9223076923076923,-1.0,0.0,100.0,0.0,100.0,|,8.0,[0],8.0,8.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9334615384615385,-1.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,6.0,"[0, 8.0, 0]",0.0,7.0,7.0,0.955,-1.0,0,0.0,0.0,0.0
518,|,1.0,[0],1.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,1.0,0.9223375624759708,5.0,50.0,0,0.0,50.0,|,1.0,[0],1.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,1.0,0.9334871203383314,5.0,25.0,0,0.0,25.0,|,1.0,[0],1.0,1.0,8.0,"[0, 1.0, 0]",0.0,2.0,1.0,0.9550173010380623,6.0,6.0,0,0.0,6.0
519,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9225163022631377,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9336401994629843,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,1.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9551208285385501,1.0,1.0,0,0.0,1.0
520,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9226646248085758,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9337672281776417,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9552067381316999,2.0,2.0,0,0.0,2.0
521,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9227237949502678,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9338179035960215,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9552410099464422,5.0,5.0,0,0.0,5.0
522,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9229007633587786,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.933969465648855,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9553435114503817,1.0,1.0,0,0.0,1.0
523,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.923047619047619,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9340952380952381,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9554285714285714,2.0,2.0,0,0.0,2.0
524,|,1.0,[0],1.0,1.0,5.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9230769230769231,6.0,60.0,0,0.0,60.0,|,1.0,[0],1.0,1.0,5.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9341203351104341,6.0,30.0,0,0.0,30.0,|,1.0,[0],1.0,1.0,5.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9554455445544554,6.0,6.0,0,0.0,6.0
525,|,4.0,[0],4.0,4.0,1.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9231939163498099,3.0,30.0,0,0.0,30.0,|,4.0,[0],4.0,4.0,1.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9342205323193916,3.0,15.0,0,0.0,15.0,|,4.0,[0],4.0,4.0,1.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9555133079847908,3.0,3.0,0,0.0,3.0
526,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9233687405159332,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9343702579666161,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9556145675265554,1.0,1.0,0,0.0,1.0
527,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9235427706283119,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9345193035579107,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9557153671461014,1.0,1.0,0,0.0,1.0
528,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9236871930487344,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9346429920664904,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9557990177559501,2.0,2.0,0,0.0,2.0
529,|,0.0,[0],0.0,0.0,5.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9236871930487344,7.0,70.0,0,0.0,70.0,|,0.0,[0],0.0,0.0,5.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9346429920664904,7.0,35.0,0,0.0,35.0,|,0.0,[0],0.0,0.0,5.0,"[0, 0.0, 0]",0.0,0.0,0.0,0.9557990177559501,7.0,7.0,0,0.0,7.0
530,|,6.0,[0],6.0,6.0,0.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9238597813795703,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,0.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9347908028646815,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,0.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9558989822842066,1.0,1.0,0,0.0,1.0
531,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9239457831325302,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9348644578313253,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9559487951807228,4.0,4.0,0,0.0,4.0
532,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9240315908236179,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9349379465964648,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9559984956750658,4.0,4.0,0,0.0,4.0
533,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9240886884629839,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9349868470499813,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9560315670800451,5.0,5.0,0,0.0,5.0
534,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9242594675665542,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9351331083614548,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9561304836895388,1.0,1.0,0,0.0,1.0
535,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9244011976047904,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9352544910179641,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9562125748502994,2.0,2.0,0,0.0,2.0
536,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9244859813084112,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9353271028037383,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9562616822429907,4.0,4.0,0,0.0,4.0
537,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9245423982069481,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9353754202465446,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9562943593574897,5.0,5.0,0,0.0,5.0
538,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9247111442415207,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9355199403652628,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9563920983973164,1.0,1.0,0,0.0,1.0
539,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9248511904761905,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9356398809523809,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9564732142857143,2.0,2.0,0,0.0,2.0
540,|,13.0,[0],13.0,13.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9229914846353202,-6.0,0.0,600.0,0.0,600.0,|,13.0,[0],13.0,13.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.933728248796742,-6.0,0.0,0.0,0.0,0.0,|,13.0,[0],13.0,13.0,5.0,"[0, 13.0, 0]",0.0,7.0,7.0,0.9544613106256942,-6.0,0,0.0,0.0,0.0
541,|,1.0,[0],1.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,1.0,0.923019985196151,0.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,1.0,0.9337527757216877,0.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,1.0,13.0,"[0, 1.0, 0]",0.0,7.0,1.0,0.9544781643227239,6.0,6.0,0,0.0,6.0
542,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9230769230769231,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.933801775147929,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,1.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9545118343195266,5.0,5.0,0,0.0,5.0
543,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.923218899963086,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9339239571797712,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9545957918050941,2.0,2.0,0,0.0,2.0
544,|,9.0,[0],9.0,9.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9227373068432672,-2.0,0.0,200.0,0.0,200.0,|,9.0,[0],9.0,9.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9334069168506255,-2.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,5.0,"[0, 9.0, 0]",0.0,7.0,7.0,0.9540103016924208,-2.0,0,0.0,0.0,0.0
545,|,7.0,[0],7.0,9.0,7.0,"[0, 7.0, 0]",0.0,7.0,5.0,0.9222018348623853,-2.0,0.0,200.0,0.0,200.0,|,7.0,[0],7.0,9.0,7.0,"[0, 9.0, 0]",0.0,7.0,5.0,0.9328440366972477,-2.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,9.0,"[0, 7.0, 0]",0.0,9.0,7.0,0.9541284403669725,0.0,0,0,0.0,0.0
546,|,8.0,[0],8.0,10.0,7.0,"[0, 9.0, 0]",0.0,7.0,5.0,0.9213318697402122,-3.0,0.0,300.0,0.0,300.0,|,8.0,[0],8.0,8.0,9.0,"[0, 7.0, 0]",0.0,9.0,7.0,0.9326747164288328,-1.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,7.0,"[0, 8.0, 0]",0.0,7.0,7.0,0.9538968166849616,-1.0,0,0.0,0.0,0.0
547,|,4.0,[0],4.0,5.0,9.0,"[0, 5.0, 0]",0.0,7.0,4.0,0.9214468396054074,2.0,20.0,0,0.0,20.0,|,4.0,[0],4.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,4.0,0.9327731092436975,2.0,10.0,0,0.0,10.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,5.0,4.0,0.9539641943734015,3.0,3.0,0,0.0,3.0
548,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9215041986126323,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9328221978824388,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9539978094194962,5.0,5.0,0,0.0,5.0
549,|,8.0,[0],8.0,8.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9213687659264652,-1.0,0.0,100.0,0.0,100.0,|,8.0,[0],8.0,8.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9326538041499818,-1.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,2.0,"[0, 8.0, 0]",0.0,7.0,7.0,0.9537677466326903,-1.0,0,0.0,0.0,0.0
550,|,4.0,[0],4.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,4.0,0.9214830970556162,2.0,20.0,0,0.0,20.0,|,4.0,[0],4.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,4.0,0.9327517266448564,2.0,10.0,0,0.0,10.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,5.0,4.0,0.9538349691021447,3.0,3.0,0,0.0,3.0
551,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9216539717083787,1.0,10.0,0,0.0,10.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9328980776206021,1.0,5.0,0,0.0,5.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9539354370692782,1.0,1.0,0,0.0,1.0
552,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9217107647698441,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.932946719826024,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9539688292859732,5.0,5.0,0,0.0,5.0
553,|,10.0,[0],10.0,10.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9209100758396533,-3.0,0.0,300.0,0.0,300.0,|,10.0,[0],10.0,10.0,2.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9321054532322138,-3.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,10.0,2.0,"[0, 10.0, 0]",0.0,7.0,7.0,0.9530516431924883,-3.0,0,0.0,0.0,0.0
554,|,5.0,[0],5.0,8.0,7.0,"[0, 7.0, 0]",0.0,7.0,4.0,0.9206921413121846,-1.0,0.0,100.0,0.0,100.0,|,5.0,[0],5.0,8.0,7.0,"[0, 8.0, 0]",0.0,7.0,4.0,0.9318673395818313,-1.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,10.0,"[0, 5.0, 0]",0.0,8.0,5.0,0.9531362653208363,2.0,2.0,0,0.0,2.0
555,|,3.0,[0],3.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,3.0,0.9207778177889809,3.0,30.0,0,0.0,30.0,|,3.0,[0],3.0,3.0,8.0,"[0, 3.0, 0]",0.0,4.0,3.0,0.93194094346417,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9531868923298523,4.0,4.0,0,0.0,4.0
556,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.920863309352518,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9320143884892086,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9532374100719424,4.0,4.0,0,0.0,4.0
557,|,7.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9210620739146035,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9321851453175457,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9533548618586294,0.0,0,0,0.0,0.0
558,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9211186805306562,5.0,50.0,0,0.0,50.0,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.932233775546791,5.0,25.0,0,0.0,25.0,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9533883112226604,5.0,5.0,0,0.0,5.0
559,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9212598425196851,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9323550465282748,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9534717251252685,2.0,2.0,0,0.0,2.0
560,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.921344297461566,4.0,40.0,0,0.0,40.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9324276010010726,4.0,20.0,0,0.0,20.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.953521630318198,4.0,4.0,0,0.0,4.0
561,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9214846538187009,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9325481798715204,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.953604568165596,2.0,2.0,0,0.0,2.0
562,|,8.0,[0],8.0,8.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9213523131672597,-1.0,0.0,100.0,0.0,100.0,|,8.0,[0],8.0,8.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9323843416370107,-1.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,5.0,"[0, 8.0, 0]",0.0,7.0,7.0,0.9533807829181494,-1.0,0,0.0,0.0,0.0
563,|,4.0,[0],4.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,4.0,0.9214641080312722,2.0,20.0,0,0.0,20.0,|,4.0,[0],4.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,4.0,0.9324804548685146,2.0,10.0,0,0.0,10.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,5.0,4.0,0.9534470504619759,3.0,3.0,0,0.0,3.0
564,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9216034054629301,2.0,20.0,0,0.0,20.0,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9326002128414331,2.0,10.0,0,0.0,10.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9535296204327776,2.0,2.0,0,0.0,2.0
565,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9217975937721161,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9327671620665251,0.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9536447275300779,0.0,0,0,0.0,0.0
