t,|i=0,IO:EXT,IOPL:EXT,OQ:1,OQ:2,OO:1,OO:2,IS:1,IS:2,ISPL:1,ISPL:2,RM:1,RM:2,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC
934,|,60.580753477151774,[0],60.580753477151774,60.580753477151774,60.5807534771514,60.5807534771514,44.994033866565566,44.994033866565566,"[0, 60.00000000000012, 0]","[0, 60.00000000000012, 0]",0.0,0.0,60.00000000000037,60.00000000000037,0.9768742688911632,-0.5807534771514042,0.0,0.0,0.0,0.0,|,60.580753477151774,[0],60.58075347715178,60.58075347715165,44.994033866565566,"[0, 60.58075347715178, 0]",0.0,60.00000000000012,60.00000000000012,0.9822975407198667,-0.5807534771516529,0,0.0,0.0,0.0,|,60.580753477151774,[0],60.58075347715178,60.58075347715165,44.994033866565566,"[0, 60.58075347715178, 0]",0.0,60.00000000000012,60.00000000000012,0.9822975407198667,-0.5807534771516529,0,0.0,0.0,0.0
935,|,50.1548341860708,[0],50.15483418607081,50.15483418607081,50.735587663222084,50.735587663222084,60.00000000000012,60.00000000000012,"[0, 50.73558766322246, 0]","[0, 50.73558766322246, 0]",0.0,0.0,50.735587663222205,50.1548341860708,0.9768992069443871,9.264412336777916,0.0,0,0.0,0.0,|,50.15483418607081,[0],50.15483418607081,50.15483418607068,60.58075347715178,"[0, 50.15483418607081, 0]",0.0,50.73558766322246,50.15483418607081,0.9823166058941945,9.84516581392932,0.0,0,0.0,0.0,|,50.15483418607081,[0],50.15483418607081,50.15483418607068,60.58075347715178,"[0, 50.15483418607081, 0]",0.0,50.73558766322246,50.15483418607081,0.9823166058941945,9.84516581392932,0.0,0,0.0,0.0
936,|,44.007195896974224,[0],44.007195896974224,44.007195896974224,44.00719589697384,44.00719589697384,50.73558766322246,50.73558766322246,"[0, 44.007195896974224, 0]","[0, 44.007195896974224, 0]",0.0,0.0,44.007195896974224,44.007195896974224,0.9769210440026372,15.992804103026153,0.0,0,0.0,0.0,|,44.007195896974224,[0],44.007195896974224,44.00719589697409,50.15483418607081,"[0, 44.007195896974224, 0]",0.0,44.007195896974224,44.007195896974224,0.982333300397358,15.992804103025904,0.0,0,0.0,0.0,|,44.007195896974224,[0],44.007195896974224,44.00719589697409,50.15483418607081,"[0, 44.007195896974224, 0]",0.0,44.007195896974224,44.007195896974224,0.982333300397358,15.992804103025904,0.0,0,0.0,0.0
937,|,33.5282439098915,[0],33.52824390989151,33.52824390989151,33.52824390989113,33.52824390989113,44.007195896974224,44.007195896974224,"[0, 33.52824390989151, 0]","[0, 33.52824390989151, 0]",0.0,0.0,33.5282439098915,33.5282439098915,0.9769376535518443,26.471756090108876,0.0,0,0.0,0.0,|,33.52824390989151,[0],33.528243909891515,33.52824390989139,44.007195896974224,"[0, 33.528243909891515, 0]",0.0,33.52824390989151,33.52824390989151,0.9823459984798187,26.47175609010862,0.0,0,0.0,0.0,|,33.52824390989151,[0],33.528243909891515,33.52824390989139,44.007195896974224,"[0, 33.528243909891515, 0]",0.0,33.52824390989151,33.52824390989151,0.9823459984798187,26.47175609010862,0.0,0,0.0,0.0
938,|,59.993303178443156,[0],59.99330317844315,59.99330317844315,59.993303178442765,59.993303178442765,33.52824390989151,33.52824390989151,"[0, 59.99330317844315, 0]","[0, 59.99330317844315, 0]",0.0,0.0,59.993303178443156,59.993303178443156,0.9769673140362846,0.006696821557227395,0.0,0,0.0,0.0,|,59.99330317844315,[0],59.99330317844314,59.993303178443014,33.528243909891515,"[0, 59.99330317844314, 0]",0.0,59.99330317844315,59.99330317844315,0.9823686741252856,0.00669682155698581,0.0,0,0.0,0.0,|,59.99330317844315,[0],59.99330317844314,59.993303178443014,33.528243909891515,"[0, 59.99330317844314, 0]",0.0,59.99330317844315,59.99330317844315,0.9823686741252856,0.00669682155698581,0.0,0,0.0,0.0
939,|,43.76504643624136,[0],43.76504643624137,43.76504643624137,43.765046436240986,43.765046436240986,59.99330317844315,59.99330317844315,"[0, 43.76504643624137, 0]","[0, 43.76504643624137, 0]",0.0,0.0,43.76504643624136,43.76504643624136,0.9769889032430535,16.234953563759014,0.0,0,0.0,0.0,|,43.76504643624137,[0],43.76504643624137,43.76504643624125,59.99330317844314,"[0, 43.76504643624137, 0]",0.0,43.76504643624137,43.76504643624137,0.9823851792703342,16.234953563758758,0.0,0,0.0,0.0,|,43.76504643624137,[0],43.76504643624137,43.76504643624125,59.99330317844314,"[0, 43.76504643624137, 0]",0.0,43.76504643624137,43.76504643624137,0.9823851792703342,16.234953563758758,0.0,0,0.0,0.0
940,|,47.97099079561978,[0],47.97099079561978,47.97099079561978,47.97099079561939,47.97099079561939,43.76504643624137,43.76504643624137,"[0, 47.97099079561978, 0]","[0, 47.97099079561978, 0]",0.0,0.0,47.97099079561978,47.97099079561978,0.9770125207876382,12.029009204380607,0.0,0,0.0,0.0,|,47.97099079561978,[0],47.97099079561977,47.97099079561965,43.76504643624137,"[0, 47.97099079561977, 0]",0.0,47.97099079561978,47.97099079561978,0.9824032351436259,12.029009204380351,0.0,0,0.0,0.0,|,47.97099079561978,[0],47.97099079561977,47.97099079561965,43.76504643624137,"[0, 47.97099079561977, 0]",0.0,47.97099079561978,47.97099079561978,0.9824032351436259,12.029009204380351,0.0,0,0.0,0.0
941,|,51.58025460291644,[0],51.58025460291644,51.58025460291644,51.58025460291605,51.58025460291605,47.97099079561978,47.97099079561978,"[0, 51.58025460291644, 0]","[0, 51.58025460291644, 0]",0.0,0.0,51.58025460291644,51.58025460291644,0.9770378612511922,8.419745397083943,0.0,0,0.0,0.0,|,51.58025460291644,[0],51.58025460291644,51.58025460291631,47.97099079561977,"[0, 51.58025460291644, 0]",0.0,51.58025460291644,51.58025460291644,0.9824226082603689,8.41974539708368,0.0,0,0.0,0.0,|,51.58025460291644,[0],51.58025460291644,51.58025460291631,47.97099079561977,"[0, 51.58025460291644, 0]",0.0,51.58025460291644,51.58025460291644,0.9824226082603689,8.41974539708368,0.0,0,0.0,0.0
942,|,69.59901348985191,[0],69.59901348985193,69.59901348985193,69.59901348985154,69.59901348985154,51.58025460291644,51.58025460291644,"[0, 60.00000000000012, 0]","[0, 60.00000000000012, 0]",0.0,0.0,60.000000000000384,60.000000000000384,0.9768671227377433,-9.59901348985153,0.0,0.0,0.0,0.0,|,69.59901348985193,[0],69.59901348985193,69.5990134898518,51.58025460291644,"[0, 69.59901348985193, 0]",0.0,60.00000000000012,60.00000000000012,0.9822441006541678,-9.599013489851806,0,0.0,0.0,0.0,|,69.59901348985193,[0],69.59901348985193,69.5990134898518,51.58025460291644,"[0, 69.59901348985193, 0]",0.0,60.00000000000012,60.00000000000012,0.9822441006541678,-9.599013489851806,0,0.0,0.0,0.0
943,|,43.12605228764731,[0],43.1260522876473,43.1260522876473,52.72506577749872,52.72506577749872,60.00000000000012,60.00000000000012,"[0, 52.725065777499104, 0]","[0, 52.725065777499104, 0]",0.0,0.0,52.72506577749884,43.12605228764731,0.9768883925702174,7.27493422250128,0.0,0,0.0,0.0,|,43.1260522876473,[0],43.126052287647305,43.126052287647184,69.59901348985193,"[0, 43.126052287647305, 0]",0.0,52.725065777499104,43.1260522876473,0.9822604056948262,16.873947712352823,0.0,0,0.0,0.0,|,43.1260522876473,[0],43.126052287647305,43.126052287647184,69.59901348985193,"[0, 43.126052287647305, 0]",0.0,52.725065777499104,43.1260522876473,0.9822604056948262,16.873947712352823,0.0,0,0.0,0.0
944,|,60.67301790514144,[0],60.67301790514144,60.67301790514144,60.67301790514106,60.67301790514106,52.725065777499104,52.725065777499104,"[0, 60.00000000000013, 0]","[0, 60.00000000000013, 0]",0.0,0.0,60.000000000000384,60.000000000000384,0.9769039200022136,-0.6730179051410587,0.0,0.0,0.0,0.0,|,60.67301790514144,[0],60.673017905141435,60.673017905141315,43.126052287647305,"[0, 60.673017905141435, 0]",0.0,60.00000000000013,60.00000000000013,0.9822689820664416,-0.6730179051413145,0,0.0,0.0,0.0,|,60.67301790514144,[0],60.673017905141435,60.673017905141315,43.126052287647305,"[0, 60.673017905141435, 0]",0.0,60.00000000000013,60.00000000000013,0.9822689820664416,-0.6730179051413145,0,0.0,0.0,0.0
945,|,72.59144958507206,[0],72.59144958507206,72.59144958507206,73.264467490213,73.264467490213,60.00000000000013,60.00000000000013,"[0, 60.673017905141435, 0]","[0, 60.673017905141435, 0]",0.0,0.0,60.00000000000013,59.32698209485907,0.9766575618887735,-13.264467490212986,0.0,0.0,0.0,0.0,|,72.59144958507206,[0],72.59144958507206,72.59144958507194,60.673017905141435,"[0, 72.59144958507206, 0]",0.0,60.673017905141435,60.00000000000012,0.9820289586075595,-12.591449585071935,0,0.0,0.0,0.0,|,72.59144958507206,[0],72.59144958507206,72.59144958507194,60.673017905141435,"[0, 72.59144958507206, 0]",0.0,60.673017905141435,60.00000000000012,0.9820289586075595,-12.591449585071935,0,0.0,0.0,0.0
946,|,37.11635020360852,[0],37.11635020360851,37.11635020360851,49.70779978868008,49.70779978868008,60.673017905141435,60.673017905141435,"[0, 49.70779978868045, 0]","[0, 49.70779978868045, 0]",0.0,0.0,50.380817693821506,37.11635020360852,0.9766759667030201,10.29220021131993,0.0,0,0.0,0.0,|,37.11635020360851,[0],37.116350203608505,37.11635020360839,72.59144958507206,"[0, 37.116350203608505, 0]",0.0,49.70779978868045,37.11635020360851,0.9820431101986534,22.88364979639161,0.0,0,0.0,0.0,|,37.11635020360851,[0],37.116350203608505,37.11635020360839,72.59144958507206,"[0, 37.116350203608505, 0]",0.0,49.70779978868045,37.11635020360851,0.9820431101986534,22.88364979639161,0.0,0,0.0,0.0
947,|,39.6373924728064,[0],39.63739247280639,39.63739247280639,39.63739247280601,39.63739247280601,49.70779978868045,49.70779978868045,"[0, 39.63739247280639, 0]","[0, 39.63739247280639, 0]",0.0,0.0,39.6373924728064,39.6373924728064,0.9766955896014315,20.36260752719398,0.0,0,0.0,0.0,|,39.63739247280639,[0],39.63739247280639,39.63739247280628,37.116350203608505,"[0, 39.63739247280639, 0]",0.0,39.63739247280639,39.63739247280639,0.982058198414542,20.362607527193724,0.0,0,0.0,0.0,|,39.63739247280639,[0],39.63739247280639,39.63739247280628,37.116350203608505,"[0, 39.63739247280639, 0]",0.0,39.63739247280639,39.63739247280639,0.982058198414542,20.362607527193724,0.0,0,0.0,0.0
948,|,52.640789659439676,[0],52.64078965943968,52.64078965943968,52.6407896594393,52.6407896594393,39.63739247280639,39.63739247280639,"[0, 52.64078965943968, 0]","[0, 52.64078965943968, 0]",0.0,0.0,52.640789659439676,52.640789659439676,0.976721598979461,7.3592103405606935,0.0,0,0.0,0.0,|,52.64078965943968,[0],52.640789659439676,52.64078965943957,39.63739247280639,"[0, 52.640789659439676, 0]",0.0,52.64078965943968,52.64078965943968,0.9820781972995167,7.3592103405604306,0.0,0,0.0,0.0,|,52.64078965943968,[0],52.640789659439676,52.64078965943957,39.63739247280639,"[0, 52.640789659439676, 0]",0.0,52.64078965943968,52.64078965943968,0.9820781972995167,7.3592103405604306,0.0,0,0.0,0.0
949,|,61.32932569029892,[0],61.32932569029893,61.32932569029893,61.32932569029854,61.32932569029854,52.64078965943968,52.64078965943968,"[0, 60.00000000000011, 0]","[0, 60.00000000000011, 0]",0.0,0.0,60.00000000000038,60.00000000000038,0.9767236808801171,-1.3293256902985462,0.0,0.0,0.0,0.0,|,61.32932569029893,[0],61.32932569029893,61.32932569029883,52.640789659439676,"[0, 61.32932569029893, 0]",0.0,60.00000000000011,60.00000000000011,0.9820733293396445,-1.3293256902988233,0,0.0,0.0,0.0,|,61.32932569029893,[0],61.32932569029893,61.32932569029883,52.640789659439676,"[0, 61.32932569029893, 0]",0.0,60.00000000000011,60.00000000000011,0.9820733293396445,-1.3293256902988233,0,0.0,0.0,0.0
950,|,26.07799280131352,[0],26.077992801313528,26.077992801313528,27.407318491611967,27.407318491611967,60.00000000000011,60.00000000000011,"[0, 27.40731849161235, 0]","[0, 27.40731849161235, 0]",0.0,0.0,27.407318491612067,26.07799280131352,0.9767365264635776,32.59268150838804,0.0,0,0.0,0.0,|,26.077992801313528,[0],26.07799280131352,26.077992801313428,61.32932569029893,"[0, 26.07799280131352, 0]",0.0,27.40731849161235,26.077992801313528,0.9820832100479577,33.92200719868658,0.0,0,0.0,0.0,|,26.077992801313528,[0],26.07799280131352,26.077992801313428,61.32932569029893,"[0, 26.07799280131352, 0]",0.0,27.40731849161235,26.077992801313528,0.9820832100479577,33.92200719868658,0.0,0,0.0,0.0
951,|,63.72073577095888,[0],63.720735770958875,63.720735770958875,63.72073577095849,63.72073577095849,27.40731849161235,27.40731849161235,"[0, 60.0000000000001, 0]","[0, 60.0000000000001, 0]",0.0,0.0,60.00000000000039,60.00000000000039,0.9766892209212137,-3.720735770958491,0.0,0.0,0.0,0.0,|,63.720735770958875,[0],63.72073577095887,63.720735770958775,26.07799280131352,"[0, 63.72073577095887, 0]",0.0,60.0000000000001,60.0000000000001,0.9820287733195076,-3.7207357709587754,0,0.0,0.0,0.0,|,63.720735770958875,[0],63.72073577095887,63.720735770958775,26.07799280131352,"[0, 63.72073577095887, 0]",0.0,60.0000000000001,60.0000000000001,0.9820287733195076,-3.7207357709587754,0,0.0,0.0,0.0
952,|,33.805228547877675,[0],33.805228547877675,33.805228547877675,37.525964318836074,37.525964318836074,60.0000000000001,60.0000000000001,"[0, 37.52596431883645, 0]","[0, 37.52596431883645, 0]",0.0,0.0,37.52596431883617,33.805228547877675,0.9767058631169557,22.474035681163933,0.0,0,0.0,0.0,|,33.805228547877675,[0],33.805228547877675,33.80522854787759,63.72073577095887,"[0, 33.805228547877675, 0]",0.0,37.52596431883645,33.805228547877675,0.9820415872274687,26.194771452122417,0.0,0,0.0,0.0,|,33.805228547877675,[0],33.805228547877675,33.80522854787759,63.72073577095887,"[0, 33.805228547877675, 0]",0.0,37.52596431883645,33.805228547877675,0.9820415872274687,26.194771452122417,0.0,0,0.0,0.0
953,|,28.298704498304225,[0],28.298704498304218,28.298704498304218,28.29870449830384,28.29870449830384,37.52596431883645,37.52596431883645,"[0, 28.298704498304218, 0]","[0, 28.298704498304218, 0]",0.0,0.0,28.298704498304225,28.298704498304225,0.9767197762092432,31.70129550169616,0.0,0,0.0,0.0,|,28.298704498304218,[0],28.29870449830421,28.298704498304126,33.805228547877675,"[0, 28.29870449830421, 0]",0.0,28.298704498304218,28.298704498304218,0.982052299839118,31.701295501695874,0.0,0,0.0,0.0,|,28.298704498304218,[0],28.29870449830421,28.298704498304126,33.805228547877675,"[0, 28.29870449830421, 0]",0.0,28.298704498304218,28.298704498304218,0.982052299839118,31.701295501695874,0.0,0,0.0,0.0
954,|,54.89802537271262,[0],54.89802537271262,54.89802537271262,54.89802537271224,54.89802537271224,28.298704498304218,28.298704498304218,"[0, 54.89802537271262, 0]","[0, 54.89802537271262, 0]",0.0,0.0,54.89802537271262,54.89802537271262,0.9767467195498695,5.10197462728776,0.0,0,0.0,0.0,|,54.89802537271262,[0],54.89802537271262,54.89802537271253,28.29870449830421,"[0, 54.89802537271262, 0]",0.0,54.89802537271262,54.89802537271262,0.98207304534841,5.101974627287468,0.0,0,0.0,0.0,|,54.89802537271262,[0],54.89802537271262,54.89802537271253,28.29870449830421,"[0, 54.89802537271262, 0]",0.0,54.89802537271262,54.89802537271262,0.98207304534841,5.101974627287468,0.0,0,0.0,0.0
955,|,51.53484873804356,[0],51.53484873804356,51.53484873804356,51.53484873804317,51.53484873804317,54.89802537271262,54.89802537271262,"[0, 51.53484873804356, 0]","[0, 51.53484873804356, 0]",0.0,0.0,51.53484873804356,51.53484873804356,0.9767719555906512,8.46515126195682,0.0,0,0.0,0.0,|,51.53484873804356,[0],51.53484873804356,51.53484873804347,54.89802537271262,"[0, 51.53484873804356, 0]",0.0,51.53484873804356,51.53484873804356,0.9820924763465894,8.465151261956528,0.0,0,0.0,0.0,|,51.53484873804356,[0],51.53484873804356,51.53484873804347,54.89802537271262,"[0, 51.53484873804356, 0]",0.0,51.53484873804356,51.53484873804356,0.9820924763465894,8.465151261956528,0.0,0,0.0,0.0
956,|,40.973735772461936,[0],40.97373577246194,40.97373577246194,40.97373577246156,40.97373577246156,51.53484873804356,51.53484873804356,"[0, 40.97373577246194, 0]","[0, 40.97373577246194, 0]",0.0,0.0,40.973735772461936,40.973735772461936,0.9767919809178438,19.02626422753844,0.0,0,0.0,0.0,|,40.97373577246194,[0],40.97373577246194,40.97373577246186,51.53484873804356,"[0, 40.97373577246194, 0]",0.0,40.97373577246194,40.97373577246194,0.9821078952887444,19.026264227538142,0.0,0,0.0,0.0,|,40.97373577246194,[0],40.97373577246194,40.97373577246186,51.53484873804356,"[0, 40.97373577246194, 0]",0.0,40.97373577246194,40.97373577246194,0.9821078952887444,19.026264227538142,0.0,0,0.0,0.0
957,|,50.33274665886262,[0],50.33274665886262,50.33274665886262,50.33274665886224,50.33274665886224,40.97373577246194,40.97373577246194,"[0, 50.33274665886262, 0]","[0, 50.33274665886262, 0]",0.0,0.0,50.33274665886262,50.33274665886262,0.976816533118368,9.667253341137766,0.0,0,0.0,0.0,|,50.33274665886262,[0],50.33274665886262,50.332746658862526,40.97373577246194,"[0, 50.33274665886262, 0]",0.0,50.33274665886262,50.33274665886262,0.9821267998426053,9.667253341137467,0.0,0,0.0,0.0,|,50.33274665886262,[0],50.33274665886262,50.332746658862526,40.97373577246194,"[0, 50.33274665886262, 0]",0.0,50.33274665886262,50.33274665886262,0.9821267998426053,9.667253341137467,0.0,0,0.0,0.0
958,|,66.18770907612202,[0],66.18770907612202,66.18770907612202,66.18770907612165,66.18770907612165,50.33274665886262,50.33274665886262,"[0, 60.000000000000085, 0]","[0, 60.000000000000085, 0]",0.0,0.0,60.000000000000384,60.000000000000384,0.9767188646874992,-6.187709076121635,0.0,0.0,0.0,0.0,|,66.18770907612202,[0],66.18770907612202,66.18770907612193,50.33274665886262,"[0, 66.18770907612202, 0]",0.0,60.000000000000085,60.000000000000085,0.9820218863338739,-6.1877090761219335,0,0.0,0.0,0.0,|,66.18770907612202,[0],66.18770907612202,66.18770907612193,50.33274665886262,"[0, 66.18770907612202, 0]",0.0,60.000000000000085,60.000000000000085,0.9820218863338739,-6.1877090761219335,0,0.0,0.0,0.0
959,|,38.53720192486069,[0],38.537201924860675,38.537201924860675,44.724911000982246,44.724911000982246,60.000000000000085,60.000000000000085,"[0, 44.72491100098261, 0]","[0, 44.72491100098261, 0]",0.0,0.0,44.724911000982324,38.53720192486069,0.9767376808541706,15.275088999017761,0.0,0,0.0,0.0,|,38.537201924860675,[0],38.537201924860675,38.5372019248606,66.18770907612202,"[0, 38.537201924860675, 0]",0.0,44.72491100098261,38.537201924860675,0.982036398257082,21.46279807513941,0.0,0,0.0,0.0,|,38.537201924860675,[0],38.537201924860675,38.5372019248606,66.18770907612202,"[0, 38.537201924860675, 0]",0.0,44.72491100098261,38.537201924860675,0.982036398257082,21.46279807513941,0.0,0,0.0,0.0
960,|,46.697609303354476,[0],46.69760930335447,46.69760930335447,46.697609303354106,46.697609303354106,44.72491100098261,44.72491100098261,"[0, 46.69760930335447, 0]","[0, 46.69760930335447, 0]",0.0,0.0,46.697609303354476,46.697609303354476,0.9767604407019504,13.302390696645894,0.0,0,0.0,0.0,|,46.69760930335447,[0],46.69760930335446,46.697609303354376,38.537201924860675,"[0, 46.69760930335446, 0]",0.0,46.69760930335447,46.69760930335447,0.9820539517742709,13.302390696645617,0.0,0,0.0,0.0,|,46.69760930335447,[0],46.69760930335446,46.697609303354376,38.537201924860675,"[0, 46.69760930335446, 0]",0.0,46.69760930335447,46.69760930335447,0.9820539517742709,13.302390696645617,0.0,0,0.0,0.0
961,|,53.01205892202463,[0],53.01205892202463,53.01205892202463,53.012058922024266,53.012058922024266,46.69760930335447,46.69760930335447,"[0, 53.01205892202463, 0]","[0, 53.01205892202463, 0]",0.0,0.0,53.01205892202463,53.01205892202463,0.9767862242187406,6.987941077975734,0.0,0,0.0,0.0,|,53.01205892202463,[0],53.012058922024636,53.01205892202454,46.69760930335446,"[0, 53.012058922024636, 0]",0.0,53.01205892202463,53.01205892202463,0.982073837346288,6.987941077975449,0.0,0,0.0,0.0,|,53.01205892202463,[0],53.012058922024636,53.01205892202454,46.69760930335446,"[0, 53.012058922024636, 0]",0.0,53.01205892202463,53.01205892202463,0.982073837346288,6.987941077975449,0.0,0,0.0,0.0
962,|,43.48236467312362,[0],43.48236467312362,43.48236467312362,43.48236467312325,43.48236467312325,53.01205892202463,53.01205892202463,"[0, 43.48236467312362, 0]","[0, 43.48236467312362, 0]",0.0,0.0,43.48236467312362,43.48236467312362,0.9768073301001762,16.517635326876743,0.0,0,0.0,0.0,|,43.48236467312362,[0],43.48236467312363,43.48236467312353,53.012058922024636,"[0, 43.48236467312363, 0]",0.0,43.48236467312362,43.48236467312362,0.9820901153269797,16.517635326876466,0.0,0,0.0,0.0,|,43.48236467312362,[0],43.48236467312363,43.48236467312353,53.012058922024636,"[0, 43.48236467312363, 0]",0.0,43.48236467312362,43.48236467312362,0.9820901153269797,16.517635326876466,0.0,0,0.0,0.0
963,|,61.302440502974314,[0],61.30244050297432,61.30244050297432,61.302440502973944,61.302440502973944,43.48236467312362,43.48236467312362,"[0, 60.00000000000009, 0]","[0, 60.00000000000009, 0]",0.0,0.0,60.00000000000036,60.00000000000036,0.9768098219742521,-1.3024405029739512,0.0,0.0,0.0,0.0,|,61.30244050297432,[0],61.30244050297433,61.30244050297422,43.48236467312363,"[0, 61.30244050297433, 0]",0.0,60.00000000000009,60.00000000000009,0.9820858497082805,-1.3024405029742283,0,0.0,0.0,0.0,|,61.30244050297432,[0],61.30244050297433,61.30244050297422,43.48236467312363,"[0, 61.30244050297433, 0]",0.0,60.00000000000009,60.00000000000009,0.9820858497082805,-1.3024405029742283,0,0.0,0.0,0.0
964,|,44.92623115310458,[0],44.92623115310459,44.92623115310459,46.22867165607844,46.22867165607844,60.00000000000009,60.00000000000009,"[0, 46.22867165607882, 0]","[0, 46.22867165607882, 0]",0.0,0.0,46.22867165607853,44.92623115310458,0.9768315582453774,13.77132834392156,0.0,0,0.0,0.0,|,44.92623115310459,[0],44.926231153104595,44.92623115310449,61.30244050297433,"[0, 44.926231153104595, 0]",0.0,46.22867165607882,44.92623115310459,0.9821026197393391,15.073768846895511,0.0,0,0.0,0.0,|,44.92623115310459,[0],44.926231153104595,44.92623115310449,61.30244050297433,"[0, 44.926231153104595, 0]",0.0,46.22867165607882,44.92623115310459,0.9821026197393391,15.073768846895511,0.0,0,0.0,0.0
965,|,56.60965492272547,[0],56.60965492272547,56.60965492272547,56.609654922725085,56.609654922725085,46.22867165607882,46.22867165607882,"[0, 56.60965492272547, 0]","[0, 56.60965492272547, 0]",0.0,0.0,56.60965492272547,56.60965492272547,0.9768588892553675,3.390345077274908,0.0,0,0.0,0.0,|,56.60965492272547,[0],56.60965492272547,56.609654922725355,44.926231153104595,"[0, 56.60965492272547, 0]",0.0,56.60965492272547,56.60965492272547,0.9821237062954162,3.390345077274638,0.0,0,0.0,0.0,|,56.60965492272547,[0],56.60965492272547,56.609654922725355,44.926231153104595,"[0, 56.60965492272547, 0]",0.0,56.60965492272547,56.60965492272547,0.9821237062954162,3.390345077274638,0.0,0,0.0,0.0
966,|,72.65348171847216,[0],72.65348171847216,72.65348171847216,72.6534817184718,72.6534817184718,56.60965492272547,56.60965492272547,"[0, 60.00000000000011, 0]","[0, 60.00000000000011, 0]",0.0,0.0,60.00000000000038,60.00000000000038,0.9766305897247054,-12.653481718471788,0.0,0.0,0.0,0.0,|,72.65348171847216,[0],72.65348171847216,72.65348171847205,56.60965492272547,"[0, 72.65348171847216, 0]",0.0,60.00000000000011,60.00000000000011,0.9818877424847537,-12.653481718472058,0,0.0,0.0,0.0,|,72.65348171847216,[0],72.65348171847216,72.65348171847205,56.60965492272547,"[0, 72.65348171847216, 0]",0.0,60.00000000000011,60.00000000000011,0.9818877424847537,-12.653481718472058,0,0.0,0.0,0.0
967,|,32.631781440094215,[0],32.63178144009421,32.63178144009421,45.285263158565904,45.285263158565904,60.00000000000011,60.00000000000011,"[0, 45.285263158566266, 0]","[0, 45.285263158566266, 0]",0.0,0.0,45.285263158566,32.631781440094215,0.9766464461427741,14.714736841434103,0.0,0,0.0,0.0,|,32.63178144009421,[0],32.631781440094215,32.6317814400941,72.65348171847216,"[0, 32.631781440094215, 0]",0.0,45.285263158566266,32.63178144009421,0.9819000165503592,27.3682185599059,0.0,0,0.0,0.0,|,32.63178144009421,[0],32.631781440094215,32.6317814400941,72.65348171847216,"[0, 32.631781440094215, 0]",0.0,45.285263158566266,32.63178144009421,0.9819000165503592,27.3682185599059,0.0,0,0.0,0.0
968,|,69.14063307727062,[0],69.14063307727062,69.14063307727062,69.14063307727025,69.14063307727025,45.285263158566266,45.285263158566266,"[0, 60.000000000000114, 0]","[0, 60.000000000000114, 0]",0.0,0.0,60.00000000000037,60.00000000000037,0.9764901838558468,-9.140633077270252,0.0,0.0,0.0,0.0,|,69.14063307727062,[0],69.14063307727062,69.14063307727051,32.631781440094215,"[0, 69.14063307727062, 0]",0.0,60.000000000000114,60.000000000000114,0.9817364161785164,-9.140633077270508,0,0.0,0.0,0.0,|,69.14063307727062,[0],69.14063307727062,69.14063307727051,32.631781440094215,"[0, 69.14063307727062, 0]",0.0,60.000000000000114,60.000000000000114,0.9817364161785164,-9.140633077270508,0,0.0,0.0,0.0
969,|,59.7314780406417,[0],59.7314780406417,59.7314780406417,68.87211111791183,68.87211111791183,60.000000000000114,60.000000000000114,"[0, 68.8721111179122, 0]","[0, 68.8721111179122, 0]",0.0,0.0,60.000000000000114,50.85936692272986,0.9763353203545222,-8.872111117911835,0.0,0.0,0.0,0.0,|,59.7314780406417,[0],59.7314780406417,59.731478040641576,69.14063307727062,"[0, 59.7314780406417, 0]",0.0,68.8721111179122,59.73147804064169,0.9817590107229082,0.2685219593584165,0.0,0,0.0,0.0,|,59.7314780406417,[0],59.7314780406417,59.731478040641576,69.14063307727062,"[0, 59.7314780406417, 0]",0.0,68.8721111179122,59.73147804064169,0.9817590107229082,0.2685219593584165,0.0,0,0.0,0.0
970,|,66.47675104851395,[0],66.47675104851396,66.47675104851396,66.47675104851359,66.47675104851359,68.8721111179122,68.8721111179122,"[0, 60.000000000000114, 0]","[0, 60.000000000000114, 0]",0.0,0.0,68.8721111179122,60.00000000000036,0.9762337724163686,-6.476751048513584,0.0,0.0,0.0,0.0,|,66.47675104851396,[0],66.47675104851396,66.47675104851385,59.7314780406417,"[0, 66.47675104851396, 0]",0.0,60.000000000000114,60.00000000000011,0.9816501315073951,-6.476751048513847,0,0.0,0.0,0.0,|,66.47675104851396,[0],66.47675104851396,66.47675104851385,59.7314780406417,"[0, 66.47675104851396, 0]",0.0,60.000000000000114,60.00000000000011,0.9816501315073951,-6.476751048513847,0,0.0,0.0,0.0
