t,|i=0,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=1,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=2,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC
84,|,1.9480551375004902,4.541944862499509,4.54194486249951,3.6612184810696204,3.6612184810696213,3.6612184810696204,3.6612184810696204,0.9964636285836662,2.8287815189303798,0.0,19.801470632512657,0.0,0.0,19.801470632512657,|,8.498398053168518,1.8602654876204774,1.8602654876204774,3.6612184810696213,3.374499802780136,3.6612184810696213,3.6612184810696213,1.0,6.697445059719374,0.0,26.789780238877498,0.0,14.644873924278485,41.43465416315598,|,10.275895699910773,7.236649048585559,7.236649048585557,3.374499802780136,0.0,3.374499802780136,3.374499802780136,0.9644297239849011,14.138044945716196,0.0,28.27608989143239,0.0,6.748999605560272,35.02508949699266
85,|,2.8287815189303798,3.6612184810696204,3.6612184810696213,6.320062921969912,6.320062921969912,6.320062921969912,6.320062921969912,0.9965170675032425,0.16993707803008906,0.0,1.1895595462106234,0.0,0.0,1.1895595462106234,|,6.697445059719374,3.374499802780136,3.374499802780136,6.320062921969912,5.439336540540021,6.320062921969912,6.320062921969912,1.0,3.7518819405295982,0.0,15.007527762118393,0.0,25.280251687879648,40.28777944999804,|,14.138044945716196,1.7763568394002505e-15,0.0,5.439336540540021,4.485065016174069,5.439336540540021,5.439336540540021,0.9648883158140569,8.698708405176175,0.0,17.39741681035235,0.0,10.878673081080041,28.27608989143239
86,|,0.16993707803008906,6.32006292196991,6.320062921969912,3.5906707228903567,3.5906707228903576,3.5906707228903567,3.5906707228903567,0.9965467148895322,2.8993292771096444,0.0,20.29530493976751,0.0,0.0,20.29530493976751,|,3.7518819405295982,5.439336540540021,5.439336540540021,3.5906707228903576,6.24951516379065,3.5906707228903576,3.5906707228903576,1.0,5.600547758179261,0.0,22.402191032717045,0.0,14.36268289156143,36.764873924278476,|,8.698708405176175,4.485065016174071,0.0,6.24951516379065,11.853922723880718,6.24951516379065,6.24951516379065,0.9654008291431744,2.449193241385525,0.0,4.89838648277105,0.0,12.4990303275813,17.39741681035235
87,|,2.8993292771096444,3.5906707228903567,3.5906707228903576,3.9017027803925948,3.901702780392594,3.9017027803925948,3.9017027803925948,0.9965783634407991,2.588297219607407,0.0,18.11808053725185,0.0,0.0,18.11808053725185,|,5.600547758179261,6.249515163790649,6.24951516379065,3.901702780392594,1.1723105813130381,3.901702780392594,3.901702780392594,1.0,7.948360141577318,0.0,31.793440566309272,0.0,15.606811121570376,47.400251687879646,|,2.449193241385525,16.33898774005479,4.485065016174069,1.1723105813130381,0.0,1.1723105813130381,1.1723105813130381,0.9654953065653739,5.761947676246556,0.0,11.523895352493112,0.0,2.3446211626260762,13.868516515119188
88,|,2.588297219607407,3.9017027803925926,3.901702780392594,4.513248939187975,4.513248939187975,4.513248939187975,4.513248939187975,0.9966142565067344,1.9767510608120258,0.0,13.83725742568418,0.0,0.0,13.83725742568418,|,7.948360141577318,1.1723105813130372,1.1723105813130381,4.513248939187975,4.824280996690214,4.513248939187975,4.513248939187975,1.0,4.607421783702381,0.0,18.429687134809523,0.0,18.0529957567519,36.482682891561424,|,5.761947676246556,11.853922723880721,11.853922723880718,4.824280996690214,0.0,4.824280996690214,4.824280996690214,0.9658787289425916,12.791589403437062,0.0,25.583178806874123,0.0,9.648561993380428,35.23174080025455
89,|,1.9767510608120258,4.513248939187974,4.513248939187975,3.9990294399655237,3.9990294399655237,3.9990294399655237,3.9990294399655237,0.9966454366416928,2.4909705600344774,0.0,17.436793920241342,0.0,0.0,17.436793920241342,|,4.607421783702381,4.824280996690213,4.824280996690214,3.9990294399655237,4.610575598760905,3.9990294399655237,3.9990294399655237,1.0,5.432673340427071,0.0,21.730693361708283,0.0,15.996117759862095,37.72681112157038,|,12.791589403437062,3.552713678800501e-15,0.0,4.610575598760905,7.944813350809435,4.610575598760905,4.610575598760905,0.9662372867423608,8.181013804676157,0.0,16.362027609352314,0.0,9.22115119752181,25.583178806874123
90,|,2.4909705600344774,3.999029439965523,3.9990294399655237,6.773876785213478,6.773876785213478,6.490000000000001,6.490000000000001,0.9960532718496264,-0.2838767852134767,0.2838767852134767,0.0,10.537506267124254,0.0,10.537506267124254,|,5.432673340427071,4.610575598760904,4.610575598760905,6.773876785213478,6.259657285991025,6.773876785213478,6.773876785213478,1.0,3.2693721539744978,0.0,13.077488615897991,0.0,27.09550714085391,40.1729957567519,|,8.181013804676157,7.944813350809438,0.0,6.259657285991025,4.920186230043882,6.259657285991025,6.259657285991025,0.9667122001966078,1.9213565186851316,0.0,3.842713037370263,0.0,12.51931457198205,16.362027609352314
91,|,-0.2838767852134767,6.773876785213476,6.773876785213478,5.555783050703722,5.555783050703723,5.839659835917199,5.555783050703722,0.9961023730901096,0.9342169492962791,0.0,6.5395186450739535,0.0,0.0,6.5395186450739535,|,3.2693721539744978,6.259657285991024,6.259657285991025,5.555783050703723,8.33063039595168,5.555783050703723,5.555783050703723,1.0,3.9732463892618,0.0,15.8929855570472,0.0,22.22313220281489,38.11611775986209,|,1.9213565186851316,12.86499958085332,7.944813350809435,8.33063039595168,13.268778927652207,8.33063039595168,8.33063039595168,0.967323894910209,1.5355394735428867,0.0,3.0710789470857733,0.0,16.66126079190336,19.732339738989133
92,|,0.9342169492962791,5.55578305070372,5.555783050703723,4.451288028292646,4.451288028292647,4.451288028292646,4.451288028292646,0.9961408401011953,2.0387119717073556,0.0,14.27098380195149,0.0,0.0,14.27098380195149,|,3.9732463892618,8.330630395951678,8.33063039595168,4.451288028292647,3.2331942937828906,4.451288028292647,4.451288028292647,1.0,7.852588756920832,0.0,31.410355027683327,0.0,17.80515211317059,49.215507140853916,|,1.5355394735428867,18.188965157696096,4.920186230043882,3.2331942937828906,1.3112263239858315,3.2331942937828906,3.2331942937828906,0.9675552864719424,3.222531409803878,0.0,6.445062819607756,0.0,6.466388587565781,12.911451407173537
93,|,2.0387119717073556,4.4512880282926455,4.451288028292647,6.080015754404081,6.08001575440408,6.080015754404081,6.080015754404081,0.9961921716709807,0.40998424559592195,0.0,2.8698897191714536,0.0,0.0,2.8698897191714536,|,7.852588756920832,3.233194293782889,3.2331942937828906,6.08001575440408,4.975520731993003,6.08001575440408,6.08001575440408,1.0,5.005767296299641,0.0,20.023069185198565,0.0,24.32006301761632,44.343132202814886,|,3.222531409803878,14.580005251638045,13.268778927652207,4.975520731993003,0.0,4.975520731993003,4.975520731993003,0.967905038967879,11.515789605463082,0.0,23.031579210926164,0.0,9.951041463986005,32.98262067491217
94,|,0.40998424559592195,6.080015754404077,6.08001575440408,4.2475664152457515,4.247566415245752,4.2475664152457515,4.2475664152457515,0.9962272297091552,2.2424335847542505,0.0,15.697035093279753,0.0,0.0,15.697035093279753,|,5.005767296299641,4.975520731993001,4.975520731993003,4.247566415245752,5.876294141357188,4.247566415245752,4.247566415245752,1.0,5.7337216130468915,0.0,22.934886452187566,0.0,16.99026566098301,39.925152113170576,|,11.515789605463082,1.3112263239858386,1.3112263239858315,5.876294141357188,10.343526670012707,5.876294141357188,5.876294141357188,0.9683085211587245,6.950721788091726,0.0,13.901443576183452,0.0,11.752588282714376,25.654031858897827
95,|,2.2424335847542505,4.24756641524575,4.247566415245752,6.15879496803651,6.15879496803651,6.15879496803651,6.15879496803651,0.9962769309134669,0.33120503196349294,0.0,2.3184352237444505,0.0,0.0,2.3184352237444505,|,5.7337216130468915,5.876294141357187,5.876294141357188,6.15879496803651,4.32634562887818,6.15879496803651,6.15879496803651,1.0,5.4512207863675695,0.0,21.804883145470278,0.0,24.63517987214604,46.44006301761632,|,6.950721788091726,10.343526670012714,0.0,4.32634562887818,1.7659419729725983,4.32634562887818,4.32634562887818,0.9685991552362028,2.624376159213546,0.0,5.248752318427092,0.0,8.65269125775636,13.901443576183452
96,|,0.33120503196349294,6.158794968036507,6.15879496803651,5.750871329835308,5.750871329835308,5.750871329835308,5.750871329835308,0.9963221722924064,0.7391286701646953,0.0,5.173900691152867,0.0,0.0,5.173900691152867,|,5.4512207863675695,4.326345628878179,4.32634562887818,5.750871329835308,7.662099882626066,5.750871329835308,5.750871329835308,1.0,4.0266950854104415,0.0,16.106780341641766,0.0,23.00348531934123,39.110265660982996,|,2.624376159213546,12.109468642985313,10.343526670012707,7.662099882626066,9.855829262096144,7.662099882626066,7.662099882626066,0.9691010064288745,5.305802946600188,0.0,10.611605893200377,0.0,15.324199765252132,25.93580565845251
97,|,0.7391286701646953,5.750871329835306,5.750871329835308,3.737287306957098,3.7372873069570973,3.737287306957098,3.737287306957098,0.9963509882354454,2.7527126930429047,0.0,19.268988851300332,0.0,0.0,19.268988851300332,|,4.0266950854104415,7.662099882626066,7.662099882626066,3.7372873069570973,3.3293636687558923,3.7372873069570973,3.7372873069570973,1.0,7.95150766107941,0.0,31.80603064431764,0.0,14.94914922782839,46.75517987214603,|,5.305802946600188,11.62177123506875,1.7659419729725983,3.3293636687558923,4.345965731511818,3.3293636687558923,3.3293636687558923,0.9693141075888262,3.7423812508168943,0.0,7.484762501633789,0.0,6.658727337511785,14.143489839145573
98,|,2.7527126930429047,3.7372873069570947,3.7372873069570973,4.2092994654899965,4.209299465489997,4.2092994654899965,4.2092994654899965,0.9963829076117467,2.2807005345100055,0.0,15.964903741570039,0.0,0.0,15.964903741570039,|,7.95150766107941,3.3293636687558923,3.3293636687558923,4.209299465489997,2.195715442611789,4.209299465489997,4.209299465489997,1.0,7.071571864345306,0.0,28.286287457381224,0.0,16.83719786195999,45.12348531934121,|,3.7423812508168943,14.201794993607969,9.855829262096144,2.195715442611789,0.0,2.195715442611789,2.195715442611789,0.9694530465995667,11.40249507030125,0.0,22.8049901406025,0.0,4.391430885223578,27.196421025826076
99,|,2.2807005345100055,4.209299465489995,4.209299465489997,4.829211151685497,4.829211151685497,4.829211151685497,4.829211151685497,0.9964188468115128,1.660788848314506,0.0,11.62552193820154,0.0,0.0,11.62552193820154,|,7.071571864345306,2.195715442611789,2.195715442611789,4.829211151685497,5.301223310218395,4.829211151685497,4.829211151685497,1.0,4.438076155271597,0.0,17.752304621086388,0.0,19.316844606741988,37.069149227828376,|,11.40249507030125,4.345965731511825,4.345965731511818,5.301223310218395,2.910490109550011,5.301223310218395,5.301223310218395,0.9697833641112635,10.447237491594672,0.0,20.894474983189344,0.0,10.60244662043679,31.496921603626134
