t,|i=0,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=1,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=2,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC
41,|,1.3654983270008607,5.124501672999139,5.124501672999135,5.1085086947130725,5.108508694713073,5.1085086947130725,5.1085086947130725,0.9999865555457788,1.3814913052869233,0.0,9.670439137008463,0.0,0.0,9.670439137008463,|,4.587190608276257,4.980425779393301,4.980425779393301,5.108508694713073,6.195393980042654,5.108508694713073,5.108508694713073,1.0,4.459107692956485,0.0,17.83643077182594,0.0,20.434034778852293,38.27046555067823,|,2.0507225232027064,13.826128610058909,7.590546913074093,6.195393980042654,7.075853911503922,6.195393980042654,6.195393980042654,0.9577072712509498,3.4458754562341447,0.0,6.891750912468289,0.0,12.390787960085309,19.282538872553598
42,|,1.3814913052869233,5.108508694713076,5.108508694713073,4.5606987369844205,4.560698736984421,4.5606987369844205,4.5606987369844205,0.9999868563908844,1.9293012630155761,0.0,13.505108841109033,0.0,0.0,13.505108841109033,|,4.459107692956485,6.195393980042655,6.195393980042654,4.560698736984421,4.544705758698357,4.560698736984421,4.560698736984421,1.0,6.0938029360147175,0.0,24.37521174405887,0.0,18.242794947937686,42.618006691996555,|,3.4458754562341447,13.311435608488736,6.235581696984816,4.544705758698357,4.656795695732068,4.544705758698357,4.544705758698357,0.9586272728617603,5.136751394520604,0.0,10.273502789041208,0.0,9.089411517396714,19.362914306437922
43,|,1.9293012630155761,4.560698736984424,4.560698736984421,4.2864396267789875,4.2864396267789875,4.2864396267789875,4.2864396267789875,0.9999871271235753,2.20356037322101,0.0,15.424922612547071,0.0,0.0,15.424922612547071,|,6.0938029360147175,4.544705758698358,4.544705758698357,4.2864396267789875,3.7386296690503364,4.2864396267789875,4.2864396267789875,1.0,6.352069067934087,0.0,25.408276271736348,0.0,17.14575850711595,42.5540347788523,|,5.136751394520604,11.732649607235988,7.075853911503922,3.7386296690503364,1.5561244682634516,3.7386296690503364,3.7386296690503364,0.9593546183745087,8.473975636974188,0.0,16.947951273948377,0.0,7.477259338100673,24.42521061204905
44,|,2.20356037322101,4.28643962677899,4.2864396267789875,5.934180959229707,5.934180959229707,5.934180959229707,5.934180959229707,0.9999874840302296,0.5558190407702908,0.0,3.8907332853920353,0.0,0.0,3.8907332853920353,|,6.352069067934087,3.7386296690503373,3.7386296690503364,5.934180959229707,5.659921849024272,5.934180959229707,5.934180959229707,1.0,4.156517777754717,0.0,16.626071111018867,0.0,23.736723836918827,40.362794947937694,|,8.473975636974188,6.212920163995518,4.656795695732068,5.659921849024272,5.127396606899467,5.659921849024272,5.659921849024272,0.9604083457181546,7.4708494836819845,0.0,14.941698967363969,0.0,11.319843698048544,26.261542665412513
45,|,0.5558190407702908,5.934180959229709,5.934180959229707,5.0586555323165925,5.058655532316593,5.0586555323165925,5.0586555323165925,0.9999877730135633,1.431344467683405,0.0,10.019411273783835,0.0,0.0,10.019411273783835,|,4.156517777754717,5.659921849024272,5.659921849024272,5.058655532316593,6.7063968647673144,5.058655532316593,5.058655532316593,1.0,4.757784094462395,0.0,19.03113637784958,0.0,20.234622129266373,39.265758507115955,|,7.4708494836819845,6.683521075162917,1.5561244682634516,6.7063968647673144,10.549689487397405,6.7063968647673144,6.7063968647673144,0.9615882847314794,2.3205770871781217,0.0,4.6411541743562434,0.0,13.412793729534629,18.053947903890872
46,|,1.431344467683405,5.058655532316596,5.058655532316593,6.609714279427906,6.609714279427905,6.489999999999998,6.489999999999998,0.9994577221729457,-0.11971427942790758,0.11971427942790758,0.0,4.443794052363929,0.0,4.443794052363929,|,4.757784094462395,6.706396864767314,6.7063968647673144,6.609714279427905,5.734188852514791,6.609714279427905,6.609714279427905,1.0,4.854466679801805,0.0,19.41786671920722,0.0,26.43885711771162,45.85672383691884,|,2.3205770871781217,15.677086094296872,5.127396606899467,5.734188852514791,4.257397108893997,5.734188852514791,5.734188852514791,0.9625427808918594,1.7137848415627976,0.0,3.4275696831255953,0.0,11.468377705029582,14.895947388155177
47,|,-0.11971427942790758,6.609714279427908,6.609714279427905,5.859906743830658,5.859906743830658,5.979621023258566,5.859906743830658,0.9994714450663699,0.6300932561693395,0.0,4.410652793185377,0.0,0.0,4.410652793185377,|,4.854466679801805,5.73418885251479,5.734188852514791,5.859906743830658,7.410965490941971,5.859906743830658,5.859906743830658,1.0,4.728748788485937,0.0,18.91499515394375,0.0,23.439626975322632,42.35462212926638,|,1.7137848415627976,14.807086596291402,10.549689487397405,7.410965490941971,8.865341652713875,7.410965490941971,7.410965490941971,0.9637083031146906,4.852508838018233,0.0,9.705017676036466,0.0,14.821930981883941,24.526948657920407
48,|,0.6300932561693395,5.85990674383066,5.859906743830658,4.0147969631261775,4.014796963126178,4.0147969631261775,4.0147969631261775,0.9994804529263895,2.47520303687382,0.0,17.32642125811674,0.0,0.0,17.32642125811674,|,4.728748788485937,7.410965490941969,7.410965490941971,4.014796963126178,3.264989427528933,4.014796963126178,4.014796963126178,1.0,8.12491731630173,0.0,32.49966926520692,0.0,16.059187852504714,48.55885711771163,|,4.852508838018233,13.122738761607874,4.257397108893997,3.264989427528933,2.640899783247548,3.264989427528933,3.264989427528933,0.9641990823438579,5.844916519383297,0.0,11.689833038766594,0.0,6.529978855057866,18.21981189382446
49,|,2.47520303687382,4.01479696312618,4.014796963126178,4.0416316792218865,4.0416316792218865,4.0416316792218865,4.0416316792218865,0.9994892161084861,2.448368320778112,0.0,17.138578245446784,0.0,0.0,17.138578245446784,|,8.12491731630173,3.2649894275289313,3.264989427528933,4.0416316792218865,2.196521898517405,4.0416316792218865,4.0416316792218865,1.0,7.348275064608776,0.0,29.393100258435105,0.0,16.166526716887546,45.55962697532265,|,5.844916519383297,11.506241435961424,8.865341652713875,2.196521898517405,0.0,2.196521898517405,2.196521898517405,0.9645218526619984,12.513736273579767,0.0,25.027472547159533,0.0,4.39304379703481,29.420516344194343
50,|,2.448368320778112,4.041631679221888,4.0416316792218865,5.449108650870278,5.449108650870278,5.449108650870278,5.449108650870278,0.9995005734655672,1.04089134912972,0.0,7.28623944390804,0.0,0.0,7.28623944390804,|,7.348275064608776,2.1965218985174033,2.196521898517405,5.449108650870278,5.4759433669659865,5.449108650870278,5.449108650870278,1.0,4.095688312255903,0.0,16.38275324902361,0.0,21.796434603481114,38.179187852504725,|,12.513736273579767,2.6408997832475496,2.640899783247548,5.4759433669659865,3.2346639247517857,5.4759433669659865,5.4759433669659865,0.9653017376637368,9.678692689861329,0.0,19.357385379722658,0.0,10.951886733931973,30.30927211365463
51,|,1.04089134912972,5.449108650870279,5.449108650870278,4.057537439958953,4.057537439958954,4.057537439958953,4.057537439958953,0.9995087077079033,2.4324625600410457,0.0,17.02723792028732,0.0,0.0,17.02723792028732,|,4.095688312255903,5.475943366965985,5.4759433669659865,4.057537439958954,5.4650144116073465,4.057537439958954,4.057537439958954,1.0,5.514094239262936,0.0,22.056376957051743,0.0,16.230149759835815,38.28652671688756,|,9.678692689861329,3.2346639247517874,0.0,5.4650144116073465,10.125078135608607,5.4650144116073465,5.4650144116073465,0.9660466155309863,4.213678278253982,0.0,8.427356556507965,0.0,10.930028823214693,19.357385379722658
52,|,2.4324625600410457,4.057537439958954,4.057537439958954,5.158909447337027,5.158909447337028,5.158909447337027,5.158909447337027,0.9995186750471525,1.331090552662972,0.0,9.317633868640804,0.0,0.0,9.317633868640804,|,5.514094239262936,5.465014411607345,5.4650144116073465,5.158909447337028,3.767338236425701,5.158909447337028,5.158909447337028,1.0,5.820199203533254,0.0,23.280796814133016,0.0,20.635637789348113,43.91643460348113,|,4.213678278253982,13.359742060360395,3.2346639247517857,3.767338236425701,0.9573610985073415,3.767338236425701,3.767338236425701,0.9665417507940461,3.681003966580067,0.0,7.362007933160134,0.0,7.534676472851402,14.896684406011536
53,|,1.331090552662972,5.158909447337028,5.158909447337028,5.388075616902475,5.388075616902475,5.388075616902475,5.388075616902475,0.9995286623270228,1.1019243830975256,0.0,7.713470681682679,0.0,0.0,7.713470681682679,|,5.820199203533254,3.7673382364257,3.767338236425701,5.388075616902475,6.489447624280549,5.388075616902475,5.388075616902475,1.0,4.199461823056479,0.0,16.797847292225917,0.0,21.5523024676099,38.350149759835816,|,3.681003966580067,11.08243923411595,10.125078135608607,6.489447624280549,7.284714667388306,6.489447624280549,6.489447624280549,0.9673616161772814,7.316634477908126,0.0,14.633268955816252,0.0,12.978895248561098,27.61216420437735
54,|,1.1019243830975256,5.3880756169024755,5.388075616902475,5.437337763404014,5.437337763404013,5.437337763404014,5.437337763404014,0.9995383293715412,1.0526622365959861,0.0,7.368635656171903,0.0,0.0,7.368635656171903,|,4.199461823056479,6.4894476242805474,6.489447624280549,5.437337763404013,5.66650393296946,5.437337763404013,5.437337763404013,1.0,5.251571683933015,0.0,21.00628673573206,0.0,21.749351053616053,42.755637789348114,|,7.316634477908126,8.242075765895649,0.9573610985073415,5.66650393296946,7.516407483011681,5.66650393296946,5.66650393296946,0.9680453404469833,2.607491643446007,0.0,5.214983286892014,0.0,11.33300786593892,16.547991152830935
55,|,1.0526622365959861,5.437337763404015,5.437337763404013,5.418229551174271,5.41822955117427,5.418229551174271,5.418229551174271,0.9995475758932073,1.0717704488257285,0.0,7.502393141780099,0.0,0.0,7.502393141780099,|,5.251571683933015,5.666503932969459,5.66650393296946,5.41822955117427,5.46749169767581,5.41822955117427,5.41822955117427,1.0,5.499846065728206,0.0,21.999384262912823,0.0,21.67291820469708,43.6723024676099,|,2.607491643446007,14.801122150399989,7.284714667388306,5.46749169767581,4.464643983300817,5.46749169767581,5.46749169767581,0.9686784352359114,4.4247146131585025,0.0,8.849429226317005,0.0,10.93498339535162,19.784412621668626
56,|,1.0717704488257285,5.418229551174271,5.41822955117427,4.267815007053072,4.2678150070530725,4.267815007053072,4.267815007053072,0.999554602443543,2.222184992946927,0.0,15.555294950628488,0.0,0.0,15.555294950628488,|,5.499846065728206,5.4674916976758094,5.46749169767581,4.2678150070530725,4.248706794823328,4.2678150070530725,4.2678150070530725,1.0,6.699522756350944,0.0,26.798091025403775,0.0,17.07126002821229,43.869351053616064,|,4.4247146131585025,11.981051466312502,7.516407483011681,4.248706794823328,3.9813242007983902,4.248706794823328,4.248706794823328,0.9691533451619714,7.692415301346855,0.0,15.38483060269371,0.0,8.497413589646657,23.882244192340366
57,|,2.222184992946927,4.267815007053074,4.2678150070530725,3.571717033763198,3.571717033763197,3.571717033763198,3.571717033763198,0.9995603173251273,2.9182829662368013,0.0,20.427980763657608,0.0,0.0,20.427980763657608,|,6.699522756350944,4.248706794823328,4.248706794823328,3.571717033763197,2.421302489641999,3.571717033763197,3.571717033763197,1.0,7.376512517411075,0.0,29.5060500696443,0.0,14.286868135052789,43.79291820469709,|,7.692415301346855,8.445968184099211,4.464643983300817,2.421302489641999,0.07121125489806346,2.421302489641999,2.421302489641999,0.9694176052488979,9.735756795005674,0.0,19.471513590011348,0.0,4.842604979283998,24.314118569295346
58,|,2.9182829662368013,3.571717033763199,3.571717033763197,2.9907826459947087,2.9907826459947087,2.9907826459947087,2.9907826459947087,0.9995649910740843,3.4992173540052898,0.0,24.49452147803703,0.0,0.0,24.49452147803703,|,7.376512517411075,2.421302489641999,2.421302489641999,2.9907826459947087,2.2946846727048325,2.9907826459947087,2.9907826459947087,1.0,6.807032361058366,0.0,27.228129444233463,0.0,11.963130583978835,39.1912600282123,|,9.735756795005674,4.052535455696457,3.9813242007983902,2.2946846727048325,0.9215969383548241,2.2946846727048325,2.2946846727048325,0.9696639011569329,11.422396323099232,0.0,22.844792646198464,0.0,4.589369345409665,27.43416199160813
59,|,3.4992173540052898,2.9907826459947104,2.9907826459947087,4.766560417147497,4.766560417147497,4.766560417147497,4.766560417147497,0.9995722379123503,1.7234395828525013,0.0,12.06407707996751,0.0,0.0,12.06407707996751,|,6.807032361058366,2.2946846727048325,2.2946846727048325,4.766560417147497,4.185626029379009,4.766560417147497,4.766560417147497,1.0,4.3351566166157,0.0,17.3406264664628,0.0,19.06624166858999,36.40686813505279,|,11.422396323099232,0.9928081932528912,0.07121125489806346,4.185626029379009,4.174171797963233,4.185626029379009,4.185626029379009,0.9701030881264525,7.307981548618287,0.0,14.615963097236573,0.0,8.371252058758017,22.98721515599459
60,|,1.7234395828525013,4.766560417147499,4.766560417147497,6.8039523690390284,6.8039523690390284,6.489999999999998,6.489999999999998,0.9985104013610138,-0.31395236903903,0.31395236903903,0.0,11.653911938728793,0.0,11.653911938728793,|,4.3351566166157,4.185626029379009,4.185626029379009,6.8039523690390284,8.579730140191817,6.8039523690390284,6.8039523690390284,1.0,1.7168302769556805,0.0,6.867321107822722,0.0,27.215809476156114,34.083130583978836,|,7.307981548618287,5.09576873631806,0.9215969383548241,8.579730140191817,12.82738365578727,8.22957848697311,8.22957848697311,0.9697885236062735,-0.3501516532187061,0.3501516532187061,0.0,0.0,16.45915697394622,16.45915697394622
61,|,-0.31395236903903,6.803952369039029,6.8039523690390284,3.051329339977242,3.0513293399772428,3.365281709016272,3.051329339977242,0.9985257580164518,3.4386706600227566,0.0,24.070694620159294,0.0,0.0,24.070694620159294,|,1.7168302769556805,8.579730140191817,8.22957848697311,3.0513293399772428,5.088721291868775,3.0513293399772428,3.0513293399772428,1.0,6.895079423951548,0.0,27.58031769580619,0.0,12.205317359908971,39.78563505571516,|,-0.3501516532187061,17.001555453750505,4.174171797963233,5.088721291868775,9.394287930201621,4.174171797963233,3.8240201447445266,0.9661193562325234,-1.2647011471242484,1.2647011471242484,0.0,0.0,8.348343595926465,8.348343595926465
62,|,3.4386706600227566,3.0513293399772428,3.0513293399772428,6.367851011658045,6.367851011658046,6.367851011658045,6.367851011658045,0.9985568075744827,0.1221489883419542,0.0,0.8550429183936794,0.0,0.0,0.8550429183936794,|,6.895079423951548,5.438872945087482,4.174171797963233,6.367851011658046,2.6152279825962594,6.367851011658046,6.367851011658046,1.0,4.701400210256733,0.0,18.805600841026934,0.0,25.471404046632184,44.27700488765912,|,-1.2647011471242484,22.221671585988894,12.82738365578727,2.6152279825962594,0.0,3.879929129720508,2.6152279825962594,0.9664094871256761,8.94745452606676,0.0,17.89490905213352,0.0,7.759858259441016,25.65476731157454
63,|,0.1221489883419542,6.367851011658046,6.367851011658046,3.141260578815811,3.141260578815811,3.141260578815811,3.141260578815811,0.9985716475472222,3.348739421184189,0.0,23.441175948289324,0.0,0.0,23.441175948289324,|,4.701400210256733,3.8799291297205087,3.879929129720508,3.141260578815811,6.4577822504966145,3.141260578815811,3.141260578815811,1.0,5.44006876116143,0.0,21.76027504464572,0.0,12.565042315263245,34.325317359908965,|,8.94745452606676,9.394287930201624,9.394287930201621,6.4577822504966145,6.002490595629542,6.4577822504966145,6.4577822504966145,0.9671050641172587,11.883960205771768,0.0,23.767920411543535,0.0,12.915564500993229,36.68348491253676
64,|,3.348739421184189,3.141260578815811,3.141260578815811,3.7660492723050285,3.7660492723050285,3.7660492723050285,3.7660492723050285,0.998589041770986,2.7239507276949717,0.0,19.0676550938648,0.0,0.0,19.0676550938648,|,5.44006876116143,6.4577822504966145,6.4577822504966145,3.7660492723050285,0.5394588394627959,3.7660492723050285,3.7660492723050285,1.0,8.131801739353016,0.0,32.52720695741206,0.0,15.064197089220114,47.59140404663218,|,11.883960205771768,6.002490595629546,0.0,0.5394588394627959,0.0,0.5394588394627959,0.5394588394627959,0.9671618685107659,11.344501366308972,0.0,22.689002732617944,0.0,1.0789176789255919,23.767920411543535
65,|,2.7239507276949717,3.766049272305028,3.7660492723050285,4.492430236462758,4.492430236462758,4.492430236462758,4.492430236462758,0.9986092447640763,1.9975697635372418,0.0,13.982988344760692,0.0,0.0,13.982988344760692,|,8.131801739353016,0.5394588394627959,0.5394588394627959,4.492430236462758,5.117218929951975,4.492430236462758,4.492430236462758,1.0,4.178830342353053,0.0,16.715321369412212,0.0,17.969720945851034,34.685042315263246,|,11.344501366308972,6.002490595629546,6.002490595629542,5.117218929951975,0.0,5.117218929951975,5.117218929951975,0.9676911060697292,12.22977303198654,0.0,24.45954606397308,0.0,10.23443785990395,34.69398392387703
66,|,1.9975697635372418,4.4924302364627575,4.492430236462758,6.407171498157144,6.407171498157145,6.407171498157144,6.407171498157144,0.998637077614794,0.08282850184285628,0.0,0.579799512899994,0.0,0.0,0.579799512899994,|,4.178830342353053,5.117218929951975,5.117218929951975,6.407171498157145,7.133552462314875,6.407171498157145,6.407171498157145,1.0,2.8888777741478835,0.0,11.555511096591534,0.0,25.62868599262858,37.18419708922011,|,12.22977303198654,3.552713678800501e-15,0.0,7.133552462314875,11.437379324438037,7.133552462314875,7.133552462314875,0.9684010383018962,5.096220569671664,0.0,10.192441139343329,0.0,14.26710492462975,24.45954606397308
67,|,0.08282850184285628,6.407171498157145,6.407171498157145,4.058902947289716,4.058902947289715,4.058902947289716,4.058902947289716,0.9986541403665506,2.4310970527102853,0.0,17.017679368971997,0.0,0.0,17.017679368971997,|,2.8888777741478835,7.133552462314875,7.133552462314875,4.058902947289715,5.9736442089840995,4.058902947289715,4.058902947289715,1.0,5.963527289173044,0.0,23.854109156692175,0.0,16.23561178915886,40.089720945851035,|,5.096220569671664,11.43737932443804,0.0,5.9736442089840995,9.178338038883654,5.096220569671664,5.096220569671664,0.9663180975553206,-0.8774236393124353,0.8774236393124353,0.0,0.0,10.192441139343329,10.192441139343329
68,|,2.4310970527102853,4.058902947289716,4.058902947289715,5.873504732822984,5.873504732822983,5.873504732822984,5.873504732822984,0.9986780883545745,0.6164952671770161,0.0,4.315466870239113,0.0,0.0,4.315466870239113,|,5.963527289173044,5.9736442089841,5.096220569671664,5.873504732822983,3.5252361819555524,5.873504732822983,5.873504732822983,1.0,5.186243126021726,0.0,20.744972504086903,0.0,23.494018931291933,44.238991435378836,|,-0.8774236393124353,20.615717363321693,11.437379324438037,3.5252361819555524,0.0,4.402659821267988,3.5252361819555524,0.9666734416071294,7.034719503170049,0.0,14.069439006340097,0.0,8.805319642535975,22.874758648876075
69,|,0.6164952671770161,5.873504732822985,5.873504732822983,6.135100193751177,6.135100193751176,6.135100193751177,6.135100193751177,0.9987022095144598,0.354899806248822,0.0,2.484298643741754,0.0,0.0,2.484298643741754,|,5.186243126021726,4.4026598212679895,4.402659821267988,6.135100193751176,7.949701979284445,6.135100193751176,6.135100193751176,1.0,3.453802753538538,0.0,13.815211014154151,0.0,24.540400775004706,38.35561178915886,|,7.034719503170049,9.178338038883656,9.178338038883654,7.949701979284445,8.643906044032,7.949701979284445,7.949701979284445,0.9674478930081785,8.26335556276926,0.0,16.52671112553852,0.0,15.89940395856889,32.42611508410741
70,|,0.354899806248822,6.135100193751178,6.135100193751176,6.165984400987113,6.165984400987113,6.165984400987113,6.165984400987113,0.9987255811289726,0.3240155990128857,0.0,2.2681091930901998,0.0,0.0,2.2681091930901998,|,3.453802753538538,7.949701979284446,7.949701979284445,6.165984400987113,6.427579861915308,6.165984400987113,6.165984400987113,1.0,5.23752033183587,0.0,20.95008132734348,0.0,24.66393760394845,45.61401893129193,|,8.26335556276926,8.643906044032002,0.0,6.427579861915308,8.42161569532669,6.427579861915308,6.427579861915308,0.9680482302076772,1.8357757008539517,0.0,3.6715514017079034,0.0,12.855159723830615,16.52671112553852
71,|,0.3240155990128857,6.165984400987115,6.165984400987113,5.049214492333626,5.0492144923336255,5.049214492333626,5.049214492333626,0.9987441019364712,1.440785507666372,0.0,10.085498553664603,0.0,0.0,10.085498553664603,|,5.23752033183587,6.427579861915309,6.427579861915308,5.0492144923336255,5.080098699569561,5.0492144923336255,5.0492144923336255,1.0,6.615885701417552,0.0,26.46354280567021,0.0,20.196857969334502,46.66040077500471,|,1.8357757008539517,17.065521739358694,8.643906044032,5.080098699569561,3.3272653285081617,5.080098699569561,5.080098699569561,0.9685072708280155,5.39958304531639,0.0,10.79916609063278,0.0,10.160197399139122,20.959363489771903
72,|,1.440785507666372,5.049214492333628,5.0492144923336255,5.510946742685257,5.510946742685257,5.510946742685257,5.510946742685257,0.9987637115897994,0.9790532573147406,0.0,6.853372801203184,0.0,0.0,6.853372801203184,|,6.615885701417552,5.080098699569562,5.080098699569561,5.510946742685257,4.394176834031772,5.510946742685257,5.510946742685257,1.0,6.185037658301856,0.0,24.740150633207424,0.0,22.043786970741028,46.78393760394845,|,5.39958304531639,11.748881023834855,8.42161569532669,4.394176834031772,1.8990415557966038,4.394176834031772,4.394176834031772,0.9688938230882264,9.427021906611309,0.0,18.854043813222617,0.0,8.788353668063545,27.64239748128616
73,|,0.9790532573147406,5.51094674268526,5.510946742685257,5.6312993903486825,5.6312993903486825,5.6312993903486825,5.6312993903486825,0.9987831268509627,0.858700609651315,0.0,6.010904267559205,0.0,0.0,6.010904267559205,|,6.185037658301856,4.394176834031773,4.394176834031772,5.6312993903486825,6.093031640700313,5.6312993903486825,5.6312993903486825,1.0,4.947915101984946,0.0,19.791660407939784,0.0,22.52519756139473,42.316857969334514,|,9.427021906611309,5.226306884304769,3.3272653285081617,6.093031640700313,6.98561193416764,6.093031640700313,6.093031640700313,0.969414383409652,6.661255594419157,0.0,13.322511188838314,0.0,12.186063281400626,25.50857447023894
74,|,0.858700609651315,5.631299390348686,5.6312993903486825,5.887702065835798,5.887702065835797,5.887702065835798,5.887702065835798,0.9988027845623789,0.6022979341641994,0.0,4.216085539149396,0.0,0.0,4.216085539149396,|,4.947915101984946,6.093031640700313,6.093031640700313,5.887702065835797,6.008054713499223,5.887702065835797,5.887702065835797,1.0,5.153244676849462,0.0,20.612978707397847,0.0,23.55080826334319,44.163786970741036,|,6.661255594419157,8.884653489964247,1.8990415557966038,6.008054713499223,7.365529917479559,6.008054713499223,6.008054713499223,0.9699109003409624,2.5522424367165373,0.0,5.1044848734330746,0.0,12.016109426998446,17.12059430043152
75,|,0.6022979341641994,5.887702065835801,5.887702065835797,5.057651636667991,5.057651636667991,5.057651636667991,5.057651636667991,0.99881917074677,1.4323483633320055,0.0,10.026438543324039,0.0,0.0,10.026438543324039,|,5.153244676849462,6.008054713499223,6.008054713499223,5.057651636667991,5.314054312155108,5.057651636667991,5.057651636667991,1.0,6.1036477536806935,0.0,24.414591014722774,0.0,20.230606546671964,44.64519756139474,|,2.5522424367165373,14.351141851647203,6.98561193416764,5.314054312155108,5.365127412777706,5.314054312155108,5.314054312155108,0.9703368189880271,4.2238000587290685,0.0,8.447600117458137,0.0,10.628108624310215,19.075708741768352
76,|,1.4323483633320055,5.057651636667994,5.057651636667991,4.670455561985353,4.670455561985354,4.670455561985353,4.670455561985353,0.9988339090767541,1.8195444380146437,0.0,12.736811066102506,0.0,0.0,12.736811066102506,|,6.1036477536806935,5.3140543121551085,5.314054312155108,4.670455561985354,3.840405132817544,4.670455561985354,4.670455561985354,1.0,6.747246503850447,0.0,26.98898601540179,0.0,18.681822247941415,45.670808263343204,|,4.2238000587290685,12.73065733025727,7.365529917479559,3.840405132817544,2.05995162681851,3.840405132817544,3.840405132817544,0.9706371955532991,7.748924843391084,0.0,15.497849686782168,0.0,7.680810265635088,23.178659952417256
77,|,1.8195444380146437,4.6704555619853565,4.670455561985354,2.16792131299536,2.16792131299536,2.16792131299536,2.16792131299536,0.9988406259786891,4.3220786870046375,0.0,30.254550809032462,0.0,0.0,30.254550809032462,|,6.747246503850447,3.840405132817544,3.840405132817544,2.16792131299536,1.7807252383127263,2.16792131299536,2.16792131299536,1.0,8.419730323672631,0.0,33.678921294690525,0.0,8.67168525198144,42.35060654667197,|,7.748924843391084,7.42507903959622,5.365127412777706,1.7807252383127263,0.7499304134603335,1.7807252383127263,1.7807252383127263,0.9707744199521876,11.333327017856064,0.0,22.666654035712128,0.0,3.5614504766254527,26.22810451233758
78,|,4.3220786870046375,2.1679213129953627,2.16792131299536,3.8174463381628034,3.8174463381628034,3.8174463381628034,3.8174463381628034,0.9988522674193538,2.672553661837194,0.0,18.707875632860357,0.0,0.0,18.707875632860357,|,8.419730323672631,1.7807252383127263,1.7807252383127263,3.8174463381628034,1.3149120891728074,3.8174463381628034,3.8174463381628034,1.0,6.383009223822555,0.0,25.53203689529022,0.0,15.269785352651214,40.80182224794143,|,11.333327017856064,2.809882040278847,2.05995162681851,1.3149120891728074,0.0,1.3149120891728074,1.3149120891728074,0.9708749279489064,12.078366555501766,0.0,24.156733111003533,0.0,2.629824178345615,26.786557289349147
79,|,2.672553661837194,3.8174463381628057,3.8174463381628034,4.945153979912191,4.945153979912191,4.945153979912191,4.945153979912191,0.9988670047266868,1.5448460200878067,0.0,10.813922140614647,0.0,0.0,10.813922140614647,|,6.383009223822555,1.3149120891728074,1.3149120891728074,4.945153979912191,6.594679005079635,4.945153979912191,4.945153979912191,1.0,2.7527673330831712,0.0,11.011069332332685,0.0,19.780615919648763,30.79168525198145,|,12.078366555501766,0.7499304134603371,0.7499304134603335,6.594679005079635,7.420819150457785,6.594679005079635,6.594679005079635,0.9713687547511797,6.233617963882465,0.0,12.46723592776493,0.0,13.18935801015927,25.6565939379242
80,|,1.5448460200878067,4.9451539799121935,4.945153979912191,6.248351830009002,6.248351830009002,6.248351830009002,6.248351830009002,0.9988850931892529,0.24164816999099514,0.0,1.691537189936966,0.0,0.0,1.691537189936966,|,2.7527673330831712,6.594679005079635,6.594679005079635,6.248351830009002,7.376059471758389,6.248351830009002,6.248351830009002,1.0,3.0990945081538035,0.0,12.396378032615214,0.0,24.99340732003601,37.389785352651224,|,6.233617963882465,7.420819150457788,0.0,7.376059471758389,12.134009004247158,6.233617963882465,6.233617963882465,0.9690189923377246,-1.1424415078759242,1.1424415078759242,0.0,0.0,12.46723592776493,12.46723592776493
81,|,0.24164816999099514,6.248351830009004,6.248351830009002,7.5103429156680255,7.510342915668026,6.4899999999999975,6.4899999999999975,0.9963480928741267,-1.020342915668028,1.020342915668028,0.0,37.8751290295972,0.0,37.8751290295972,|,3.0990945081538035,7.376059471758389,6.233617963882465,7.510342915668026,8.813540765764838,7.510342915668026,7.510342915668026,1.0,1.8223695563682423,0.0,7.289478225472969,0.0,30.041371662672105,37.330849888145075,|,-1.1424415078759242,19.554828154704946,7.420819150457785,8.813540765764838,8.627969932915093,7.420819150457785,6.2783776425818605,0.9634353624710722,-2.5351631231829774,2.5351631231829774,0.0,0.0,14.84163830091557,14.84163830091557
82,|,-1.020342915668028,7.510342915668027,7.510342915668026,4.828663540788997,4.828663540788998,5.849006456457025,4.828663540788997,0.9963917720040661,1.6613364592110011,0.0,11.629355214477009,0.0,0.0,11.629355214477009,|,1.8223695563682423,9.95598227364076,7.420819150457785,4.828663540788998,6.090654626448023,4.828663540788998,4.828663540788998,1.0,4.414525166037029,0.0,17.658100664148115,0.0,19.314654163155993,36.97275482730411,|,-2.5351631231829774,20.761978937162255,12.134009004247158,6.090654626448023,7.236649048585557,8.625817749631,6.090654626448023,0.9639769236562222,3.5081912546161576,0.0,7.016382509232315,0.0,17.251635499262,24.268018008494316
83,|,1.6613364592110011,4.828663540788998,4.828663540788998,4.541944862499509,4.54194486249951,4.541944862499509,4.541944862499509,0.996431914504389,1.9480551375004902,0.0,13.636385962503432,0.0,0.0,13.636385962503432,|,4.414525166037029,8.625817749631,8.625817749631,4.54194486249951,1.8602654876204774,4.54194486249951,4.54194486249951,1.0,8.498398053168518,0.0,33.99359221267407,0.0,18.16777944999804,52.16137166267211,|,3.5081912546161576,15.864618981500652,8.627969932915093,1.8602654876204774,0.0,1.8602654876204774,1.8602654876204774,0.9641391486658165,10.275895699910773,0.0,20.551791399821546,0.0,3.7205309752409548,24.2723223750625
