t,|i=0,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=1,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=2,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC
38,|,1.8933030063350795,4.596696993664921,4.5966969936649145,5.067866963521971,5.067866963521971,5.067866963521971,5.067866963521971,0.9045036664241839,1.422133036478023,0.0,9.95493125534616,0.0,0.0,9.95493125534616,|,0.9333030063350813,4.596696993664919,4.5966969936649145,5.067866963521971,5.067866963521971,5.067866963521971,5.067866963521971,0.8369226205158781,0.46213303647802473,0.0,1.848532145912099,0.0,20.271467854087884,22.119999999999983,|,0.7935501567343435,9.896449843265657,5.299752849600729,5.067866963521971,5.067866963521969,5.067866963521971,5.067866963521971,0.8703307941972211,1.0254360428131015,0.0,2.050872085626203,0.0,10.135733927043942,12.186606012670145
39,|,1.422133036478023,5.067866963521978,5.067866963521971,3.705923247653363,3.705923247653362,3.705923247653363,3.705923247653363,0.9061871943089832,2.784076752346631,0.0,19.488537266426416,0.0,0.0,19.488537266426416,|,0.46213303647802473,5.067866963521975,5.067866963521971,3.705923247653362,3.705923247653363,3.705923247653362,3.705923247653362,0.8397975509499721,1.8240767523466337,0.0,7.296307009386535,0.0,14.823692990613448,22.119999999999983,|,1.0254360428131015,9.664563957186896,4.596696993664913,3.705923247653363,3.705923247653365,3.705923247653363,3.705923247653363,0.8726167638841665,1.9162097888246512,0.0,3.8324195776493024,0.0,7.411846495306726,11.244266072956028
40,|,2.784076752346631,3.7059232476533692,3.705923247653362,5.727456546666686,5.727456546666686,5.727456546666686,5.727456546666686,0.9086754027791982,0.7625434533333069,0.0,5.337804173333148,0.0,0.0,5.337804173333148,|,1.8240767523466337,3.7059232476533674,3.705923247653363,5.727456546666686,5.727456546666685,5.529999999999997,5.529999999999997,0.8431322238978359,-0.19745654666668955,0.19745654666668955,0.0,0.0,22.119999999999987,22.119999999999987,|,1.9162097888246512,8.77379021117535,5.067866963521969,5.727456546666685,5.727456546666684,5.727456546666685,5.727456546666685,0.8759953649688708,1.2566202056799352,0.0,2.5132404113598703,0.0,11.45491309333337,13.968153504693241
41,|,0.7625434533333069,5.727456546666693,5.529999999999997,2.7809667554475617,2.7809667554475617,2.7809667554475617,2.7809667554475617,0.9098365549302239,3.511576697885742,0.0,24.58103688520019,0.0,0.0,24.58103688520019,|,-0.19745654666668955,5.727456546666691,5.727456546666685,2.7809667554475617,2.780966755447561,2.978423302114251,2.7809667554475617,0.8451267287868884,2.749033244552434,0.0,10.996132978209737,0.0,11.913693208457005,22.90982618666674,|,1.2566202056799352,9.433379794320064,3.705923247653365,2.780966755447561,2.780966755447561,2.780966755447561,2.780966755447561,0.8775720294501322,2.181576697885739,0.0,4.363153395771478,0.0,5.561933510895122,9.9250869066666
42,|,3.511576697885742,2.978423302114259,2.978423302114251,5.8673123832135605,5.86731238321356,5.8673123832135605,5.8673123832135605,0.912192031080277,0.6226876167864326,0.0,4.358813317505028,0.0,0.0,4.358813317505028,|,2.749033244552434,2.780966755447567,2.780966755447561,5.86731238321356,5.867312383213559,5.529999999999995,5.529999999999995,0.847670816737298,-0.3373123832135647,0.3373123832135647,0.0,0.0,22.11999999999998,22.11999999999998,|,2.181576697885739,8.508423302114261,5.727456546666684,5.867312383213559,5.867312383213557,5.867312383213559,5.867312383213559,0.8807704006359985,2.041720861338864,0.0,4.083441722677728,0.0,11.734624766427117,15.818066489104845
43,|,0.6226876167864326,5.867312383213568,5.529999999999995,2.750731206032374,2.750731206032374,2.750731206032374,2.750731206032374,0.9132544707014806,3.4019564107540536,0.0,23.813694875278376,0.0,0.0,23.813694875278376,|,-0.3373123832135647,5.867312383213565,5.867312383213559,2.750731206032374,2.750731206032374,3.0880435892459386,2.750731206032374,0.8495139360094432,2.77926879396762,0.0,11.11707517587048,0.0,12.352174356983754,23.469249532854235,|,2.041720861338864,8.648279138661135,2.780966755447561,2.750731206032374,2.750731206032375,2.750731206032374,2.750731206032374,0.8822130288159118,2.071956410754051,0.0,4.143912821508102,0.0,5.501462412064748,9.64537523357285
44,|,3.4019564107540536,3.088043589245946,3.0880435892459386,4.299213881105187,4.299213881105187,4.299213881105187,4.299213881105187,0.9148644568322366,2.1907861188948052,0.0,15.335502832263636,0.0,0.0,15.335502832263636,|,2.77926879396762,2.7507312060323805,2.750731206032374,4.299213881105187,4.299213881105186,4.299213881105187,4.299213881105187,0.8523069384598991,1.230786118894807,0.0,4.923144475579228,0.0,17.196855524420748,22.119999999999976,|,2.071956410754051,8.61804358924595,5.867312383213557,4.299213881105186,4.299213881105184,4.299213881105186,4.299213881105186,0.8843991402100512,3.640054912862422,0.0,7.280109825724844,0.0,8.598427762210372,15.878537587935217
45,|,2.1907861188948052,4.299213881105194,4.299213881105187,5.0483255824552495,5.04832558245525,5.0483255824552495,5.0483255824552495,0.916680311046655,1.4416744175447427,0.0,10.091720922813199,0.0,0.0,10.091720922813199,|,1.230786118894807,4.299213881105192,4.299213881105186,5.04832558245525,5.048325582455251,5.04832558245525,5.04832558245525,0.8554570806714721,0.4816744175447427,0.0,1.9266976701789709,0.0,20.193302329821,22.119999999999973,|,3.640054912862422,7.049945087137578,2.750731206032375,5.048325582455251,5.0483255824552495,5.048325582455251,5.048325582455251,0.8868647885236625,1.342460536439546,0.0,2.684921072879092,0.0,10.096651164910503,12.781572237789595
46,|,1.4416744175447427,5.0483255824552575,5.04832558245525,5.702490026112761,5.702490026112761,5.702490026112761,5.702490026112761,0.9186404893292948,0.7875099738872322,0.0,5.5125698172106254,0.0,0.0,5.5125698172106254,|,0.4816744175447427,5.048325582455258,5.048325582455251,5.702490026112761,5.70249002611276,5.529999999999994,5.529999999999994,0.8581459773860562,-0.17249002611276687,0.17249002611276687,0.0,0.0,22.119999999999976,22.119999999999976,|,1.342460536439546,9.347539463560453,4.299213881105184,5.70249002611276,5.70249002611276,5.64167441754473,5.64167441754473,0.889275507805769,-0.06081560856802959,0.06081560856802959,0.0,0.0,11.28334883508946,11.28334883508946
47,|,0.7875099738872322,5.702490026112768,5.529999999999994,5.977717556240764,5.977717556240764,5.977717556240764,5.977717556240764,0.9205986427516979,0.3397924176464624,0.0,2.378546923525237,0.0,0.0,2.378546923525237,|,-0.17249002611276687,5.702490026112767,5.64167441754473,5.977717556240764,5.977717556240764,5.64167441754473,5.4691843914319636,0.8595126150024324,-0.5085331648088003,0.5085331648088003,0.0,0.0,22.56669767017892,22.56669767017892,|,-0.06081560856802959,10.750815608568029,5.0483255824552495,5.977717556240764,5.977717556240764,5.0483255824552495,4.98750997388722,0.887953570957198,-0.9902075823535439,0.9902075823535439,0.0,0.0,10.096651164910499,10.096651164910499
48,|,0.3397924176464624,6.150207582353538,5.64167441754473,6.157310036810617,6.157310036810617,5.981466835191193,5.981466835191193,0.9218285975003658,-0.1758432016194238,0.1758432016194238,0.0,6.527299644113011,0.0,6.527299644113011,|,-0.5085331648088003,6.038533164808801,5.0483255824552495,6.157310036810617,6.157310036810616,5.0483255824552495,4.539792417646449,0.8565561666662932,-1.6175176191641674,1.6175176191641674,0.0,0.0,20.193302329820998,20.193302329820998,|,-0.9902075823535439,11.680207582353546,5.70249002611276,6.157310036810616,6.157310036810614,5.70249002611276,4.712282443759216,0.8849867906450704,-1.4450275930513996,1.4450275930513996,0.0,0.0,11.40498005222552,11.40498005222552
49,|,-0.1758432016194238,6.665843201619425,5.0483255824552495,4.226120874763853,4.226120874763852,4.401964076383277,4.226120874763853,0.9231053471581894,0.6463615060719725,0.0,4.524530542503808,0.0,0.0,4.524530542503808,|,-1.6175176191641674,7.1475176191641685,5.70249002611276,4.226120874763852,4.2261208747638515,5.70249002611276,4.084972406948593,0.8583534943494897,-0.1411484678152597,0.1411484678152597,0.0,0.0,22.80996010445104,22.80996010445104,|,-1.4450275930513996,12.1350275930514,5.977717556240764,4.2261208747638515,4.22612087476385,5.671148467815251,4.2261208747638515,0.8868652662895334,0.3065690884255128,0.0,0.6131381768510256,0.0,11.342296935630502,11.955435112481528
50,|,0.6463615060719725,5.843638493928029,5.70249002611276,4.011569480988854,4.011569480988853,4.011569480988854,4.011569480988854,0.9242792846121756,2.3372820511958787,0.0,16.360974358371152,0.0,0.0,16.360974358371152,|,-0.1411484678152597,5.67114846781526,5.671148467815251,4.011569480988853,4.011569480988853,4.152717948804113,4.011569480988853,0.8605159872155603,1.5184305190111385,0.0,6.073722076044554,0.0,16.61087179521645,22.684593871261004,|,0.3065690884255128,10.383430911574488,6.157310036810614,4.011569480988853,4.011569480988851,4.011569480988853,4.011569480988853,0.8885924748318841,2.452309644247274,0.0,4.904619288494548,0.0,8.023138961977706,12.927758250472253
51,|,2.3372820511958787,4.1527179488041215,4.152717948804113,4.114122153716813,4.114122153716813,4.114122153716813,4.114122153716813,0.9254465759857142,2.3758778462831787,0.0,16.63114492398225,0.0,0.0,16.63114492398225,|,1.5184305190111385,4.011569480988862,4.011569480988853,4.114122153716813,4.114122153716813,4.114122153716813,4.114122153716813,0.8626662374348817,1.4158778462831787,0.0,5.663511385132715,0.0,16.45648861486725,22.119999999999965,|,2.452309644247274,8.237690355752726,4.22612087476385,4.114122153716813,4.114122153716813,4.114122153716813,4.114122153716813,0.8903099050279668,2.564308365294311,0.0,5.128616730588622,0.0,8.228244307433625,13.356861038022247
52,|,2.3758778462831787,4.1141221537168216,4.114122153716813,6.370395485625414,6.370395485625414,6.370395485625414,6.370395485625414,0.927184683049246,0.11960451437457742,0.0,0.8372316006220419,0.0,0.0,0.8372316006220419,|,1.4158778462831787,4.1141221537168216,4.114122153716813,6.370395485625414,6.370395485625414,5.529999999999991,5.529999999999991,0.8627924043525664,-0.8403954856254225,0.8403954856254225,0.0,0.0,22.119999999999965,22.119999999999965,|,2.564308365294311,8.125691634705689,4.011569480988851,6.370395485625414,6.370395485625414,6.370395485625414,6.370395485625414,0.8928671736094047,0.20548236065774805,0.0,0.4109647213154961,0.0,12.740790971250828,13.151755692566324
53,|,0.11960451437457742,6.370395485625424,5.529999999999991,5.1804578756876305,5.18045787568763,5.1804578756876305,5.1804578756876305,0.9285394880937838,0.4691466386869383,0.0,3.284026470808568,0.0,0.0,3.284026470808568,|,-0.8403954856254225,6.370395485625424,6.370395485625414,5.18045787568763,5.180457875687629,6.020853361313052,5.18045787568763,0.8653452950150873,0.34954212431236176,0.0,1.398168497249447,0.0,24.08341344525221,25.481581942501656,|,0.20548236065774805,10.48451763934225,4.114122153716813,5.180457875687629,5.1804578756876305,4.319604514374561,4.319604514374561,0.891768665422599,-0.860853361313068,0.860853361313068,0.0,0.0,8.639209028749121,8.639209028749121
54,|,0.4691466386869383,6.020853361313061,6.020853361313052,6.41959512350314,6.419595123503141,6.41959512350314,6.41959512350314,0.9301499855853139,0.07040487649685012,0.0,0.49283413547795085,0.0,0.0,0.49283413547795085,|,0.34954212431236176,5.1804578756876385,4.319604514374561,6.419595123503141,6.419595123503141,4.6691466386869225,4.6691466386869225,0.8622347985135239,-1.7504484848162187,1.7504484848162187,0.0,0.0,18.67658655474769,18.67658655474769,|,-0.860853361313068,11.550853361313067,6.370395485625414,6.419595123503141,6.419595123503143,6.370395485625414,5.509542124312346,0.891012994374341,-0.9100529991907953,0.9100529991907953,0.0,0.0,12.740790971250828,12.740790971250828
55,|,0.07040487649685012,6.419595123503149,4.6691466386869225,4.509078734219774,4.5090787342197745,4.509078734219774,4.509078734219774,0.9312384636504688,0.23047278096399904,0.0,1.6133094667479932,0.0,0.0,1.6133094667479932,|,-1.7504484848162187,7.280448484816219,6.370395485625414,4.5090787342197745,4.5090787342197745,6.259527219035993,4.5090787342197745,0.8643816040828026,0.11086826658942073,0.0,0.4434730663576829,0.0,25.038108876143973,25.481581942501656,|,-0.9100529991907953,11.600052999190796,5.1804578756876305,4.5090787342197745,4.509078734219773,5.1804578756876305,4.270404876496835,0.8918865061843617,-0.23867385772293925,0.23867385772293925,0.0,0.0,10.360915751375261,10.360915751375261
56,|,0.23047278096399904,6.259527219036001,6.259527219035993,6.277196324681395,6.277196324681395,6.277196324681395,6.277196324681395,0.9326984741705812,0.21280367531859756,0.0,1.489625727230183,0.0,0.0,1.489625727230183,|,0.11086826658942073,5.419131733410579,5.1804578756876305,6.277196324681395,6.2771963246813955,5.291326142277051,5.291326142277051,0.8639264243629265,-0.9858701824043434,0.9858701824043434,0.0,0.0,21.165304569108205,21.165304569108205,|,-0.23867385772293925,10.928673857722938,6.419595123503143,6.2771963246813955,6.277196324681397,6.419595123503143,6.180921265780204,0.8938564194388019,-0.09627505890119181,0.09627505890119181,0.0,0.0,12.839190247006286,12.839190247006286
57,|,0.21280367531859756,6.2771963246814035,5.291326142277051,4.905468806682902,4.905468806682901,4.905468806682902,4.905468806682902,0.9337969816307097,0.598661010912747,0.0,4.190627076389229,0.0,0.0,4.190627076389229,|,-0.9858701824043434,6.515870182404345,6.419595123503143,4.905468806682901,4.9054688066829,5.891338989087244,4.905468806682901,0.8661474414367826,0.5282561344158987,0.0,2.1130245376635948,0.0,23.565355956348977,25.678380494012572,|,-0.09627505890119181,10.786275058901193,4.509078734219773,4.9054688066829,4.905468806682898,4.509078734219773,4.412803675318581,0.8939496479053013,-0.4926651313643191,0.4926651313643191,0.0,0.0,9.018157468439545,9.018157468439545
58,|,0.598661010912747,5.891338989087253,5.891338989087244,4.7454568368374535,4.7454568368374535,4.7454568368374535,4.7454568368374535,0.9348260626501821,1.7445431631625379,0.0,12.211802142137765,0.0,0.0,12.211802142137765,|,0.5282561344158987,5.001743865584102,4.509078734219773,4.7454568368374535,4.7454568368374535,4.7454568368374535,4.7454568368374535,0.8682280886764123,0.2918780317982179,0.0,1.1675121271928717,0.0,18.981827347349814,20.149339474542685,|,-0.4926651313643191,11.182665131364317,6.277196324681397,4.7454568368374535,4.745456836837455,5.238121968201773,4.7454568368374535,0.8955981287017545,1.0390743564796248,0.0,2.0781487129592495,0.0,10.476243936403545,12.554392649362795
59,|,1.7445431631625379,4.745456836837463,4.7454568368374535,6.8582602012888945,6.858260201288894,6.489999999999991,6.489999999999991,0.9350782528796616,-0.36826020128890313,0.36826020128890313,0.0,13.669818671844084,0.0,13.669818671844084,|,0.2918780317982179,5.238121968201782,5.238121968201773,6.858260201288894,6.858260201288894,5.5299999999999905,5.5299999999999905,0.8668680292074696,-1.328260201288903,1.328260201288903,0.0,0.0,22.119999999999962,22.119999999999962,|,1.0390743564796248,9.650925643520374,4.905468806682898,6.858260201288894,6.858260201288895,5.944543163162523,5.944543163162523,0.8949647609010366,-0.9137170381263706,0.9137170381263706,0.0,0.0,11.889086326325046,11.889086326325046
60,|,-0.36826020128890313,6.858260201288903,5.5299999999999905,5.104805338210441,5.104805338210441,5.473065539499344,5.104805338210441,0.9361229000866156,0.056934460500646544,0.0,0.3985412235045258,0.0,0.0,0.3985412235045258,|,-1.328260201288903,6.858260201288903,5.944543163162523,5.104805338210441,5.104805338210441,5.944543163162523,4.61628296187362,0.8674703656995403,-0.48852237633682094,0.48852237633682094,0.0,0.0,23.778172652650092,23.778172652650092,|,-0.9137170381263706,11.603717038126373,4.745456836837455,5.104805338210441,5.104805338210439,4.745456836837455,3.8317397987110846,0.892642036540284,-1.2730655394993562,1.2730655394993562,0.0,0.0,9.49091367367491,9.49091367367491
61,|,0.056934460500646544,6.433065539499353,5.944543163162523,5.160903640770044,5.160903640770045,5.160903640770044,5.160903640770044,0.9371453995377313,0.8405739828931251,0.0,5.884017880251876,0.0,0.0,5.884017880251876,|,-0.48852237633682094,6.01852237633682,4.745456836837455,5.160903640770045,5.160903640770046,4.745456836837455,4.256934460500634,0.8667880145458962,-0.903969180269411,0.903969180269411,0.0,0.0,18.98182734734982,18.98182734734982,|,-1.2730655394993562,11.963065539499357,6.858260201288895,5.160903640770046,5.160903640770044,6.433969180269402,5.160903640770046,0.8943605469119088,0.424291021019493,0.0,0.848582042038986,0.0,12.867938360538805,13.71652040257779
62,|,0.8405739828931251,5.649426017106874,4.745456836837455,6.160623207015913,6.160623207015914,5.58603081973058,5.58603081973058,0.9365751442034207,-0.5745923872853327,0.5745923872853327,0.0,21.328869416031548,0.0,21.328869416031548,|,-0.903969180269411,6.433969180269411,6.433969180269402,6.160623207015914,6.160623207015914,6.433969180269402,5.529999999999991,0.867366416588204,-0.6306232070159226,0.6306232070159226,0.0,0.0,25.73587672107761,25.73587672107761,|,0.424291021019493,10.265708978980506,5.104805338210439,6.160623207015914,6.160623207015916,5.529096359229932,5.529096359229932,0.8944192193715585,-0.6315268477859819,0.6315268477859819,0.0,0.0,11.058192718459864,11.058192718459864
63,|,-0.5745923872853327,7.064592387285334,6.433969180269402,6.915165475849608,6.915165475849607,6.433969180269402,5.85937679298407,0.9347354353002587,-1.055788682865538,1.055788682865538,0.0,39.19087590796877,0.0,39.19087590796877,|,-0.6306232070159226,6.160623207015922,5.529096359229932,6.915165475849607,6.915165475849608,5.529096359229932,4.8984731522140095,0.8640890476025446,-2.0166923236355974,2.0166923236355974,0.0,0.0,22.116385436919728,22.116385436919728,|,-0.6315268477859819,11.321526847785982,5.160903640770044,6.915165475849608,6.915165475849606,5.160903640770044,4.5293767929840625,0.8894840401860795,-2.3857886828655452,2.3857886828655452,0.0,0.0,10.321807281540089,10.321807281540089
64,|,-1.055788682865538,7.545788682865538,5.529096359229932,5.4749818512002175,5.4749818512002175,5.529096359229932,4.473307676364394,0.9328456203130961,-1.0016741748358235,1.0016741748358235,0.0,37.18214536990577,0.0,37.18214536990577,|,-2.0166923236355974,7.546692323635597,5.160903640770044,5.4749818512002175,5.474981851200218,5.160903640770044,3.144211317134447,0.8594355422556468,-2.3307705340657705,2.3307705340657705,0.0,0.0,20.643614563080178,20.643614563080178,|,-2.3857886828655452,13.075788682865543,6.160623207015916,5.474981851200218,5.47498185120022,6.160623207015916,3.7748345241503705,0.8862723041500846,-1.700147327049848,1.700147327049848,0.0,0.0,12.321246414031831,12.321246414031831
65,|,-1.0016741748358235,7.491674174835824,5.160903640770044,6.319736870539475,6.319736870539475,5.160903640770044,4.159229465934221,0.927846457513747,-2.160507404605254,2.160507404605254,0.0,80.19803485894703,0.0,80.19803485894703,|,-2.3307705340657705,7.860770534065772,6.160623207015916,6.319736870539475,6.319736870539474,6.160623207015916,3.829852672950145,0.8548238350346904,-2.4898841975893298,2.4898841975893298,0.0,0.0,24.642492828063663,24.642492828063663,|,-1.700147327049848,12.390147327049846,6.915165475849606,6.319736870539474,6.319736870539476,6.915165475849606,5.215018148799758,0.8851608391122984,-1.104718721739716,1.104718721739716,0.0,0.0,13.830330951699212,13.830330951699212
66,|,-2.160507404605254,8.650507404605253,6.160623207015916,6.398146217244506,6.3981462172445065,6.160623207015916,4.000115802410662,0.9223714758980096,-2.398030414833844,2.398030414833844,0.0,89.01488899863229,0.0,89.01488899863229,|,-2.4898841975893298,8.019884197589331,6.915165475849606,6.3981462172445065,6.398146217244506,6.915165475849606,4.425281278260276,0.8518719802543804,-1.9728649389842303,1.9728649389842303,0.0,0.0,27.660661903398424,27.660661903398424,|,-1.104718721739716,11.794718721739716,5.47498185120022,6.398146217244506,6.398146217244504,5.47498185120022,4.370263129460504,0.8815046187389857,-2.0278830877840015,2.0278830877840015,0.0,0.0,10.94996370240044,10.94996370240044
67,|,-2.398030414833844,8.888030414833842,6.915165475849606,3.9823521771350183,3.98235217713502,6.380382591968862,3.9823521771350183,0.9232358265865466,0.5347828838807436,0.0,3.743480187165205,0.0,0.0,3.743480187165205,|,-1.9728649389842303,7.502864938984231,5.47498185120022,3.98235217713502,3.98235217713502,5.47498185120022,3.50211691221599,0.8521785913255452,-0.48023526491903024,0.48023526491903024,0.0,0.0,21.89992740480088,21.89992740480088,|,-2.0278830877840015,12.717883087784003,6.319736870539476,3.98235217713502,3.9823521771350183,6.010235264919022,3.98235217713502,0.8828239992832665,0.30950160562045426,0.0,0.6190032112409085,0.0,12.020470529838043,12.639473741078952
68,|,0.5347828838807436,5.955217116119257,5.47498185120022,5.647427921322044,5.647427921322044,5.647427921322044,5.647427921322044,0.924429084624356,0.3623368137589198,0.0,2.5363576963124386,0.0,0.0,2.5363576963124386,|,-0.48023526491903024,6.010235264919031,6.010235264919022,5.647427921322044,5.647427921322043,6.010235264919022,5.529999999999991,0.8541531774074823,-0.1174279213220526,0.1174279213220526,0.0,0.0,24.040941059676086,24.040941059676086,|,0.30950160562045426,10.380498394379547,6.398146217244504,5.647427921322043,5.647427921322041,5.647427921322043,5.647427921322043,0.8846454375724608,1.060219901542915,0.0,2.12043980308583,0.0,11.294855842644086,13.415295645729916
69,|,0.3623368137589198,6.12766318624108,6.010235264919022,2.715058847612693,2.715058847612693,2.715058847612693,2.715058847612693,0.9249896490566991,3.6575132310652485,0.0,25.60259261745674,0.0,0.0,25.60259261745674,|,-0.1174279213220526,5.647427921322052,5.647427921322043,2.715058847612693,2.715058847612694,2.8324867689347455,2.715058847612693,0.8552350293462767,2.8149411523872976,0.0,11.25976460954919,0.0,11.329947075738982,22.589711685288172,|,1.060219901542915,9.629780098457084,3.9823521771350183,2.715058847612694,2.715058847612694,2.715058847612694,2.715058847612694,0.8855011062445147,2.3275132310652396,0.0,4.655026462130479,0.0,5.430117695225388,10.085144157355867
70,|,3.6575132310652485,2.8324867689347517,2.8324867689347455,4.000453216569606,4.000453216569606,4.000453216569606,4.000453216569606,0.9258006122177963,2.489546783430388,0.0,17.426827484012716,0.0,0.0,17.426827484012716,|,2.8149411523872976,2.7150588476127027,2.715058847612694,4.000453216569606,4.000453216569606,4.000453216569606,4.000453216569606,0.8568001341183665,1.5295467834303853,0.0,6.118187133721541,0.0,16.001812866278424,22.119999999999965,|,2.3275132310652396,8.36248676893476,5.647427921322041,4.000453216569606,4.000453216569606,4.000453216569606,4.000453216569606,0.8867389938647482,3.974487935817675,0.0,7.94897587163535,0.0,8.000906433139212,15.949882304774562
71,|,2.489546783430388,4.000453216569612,4.000453216569606,4.326255828962045,4.326255828962045,4.326255828962045,4.326255828962045,0.9266581139471629,2.1637441710379486,0.0,15.146209197265641,0.0,0.0,15.146209197265641,|,1.5295467834303853,4.000453216569615,4.000453216569606,4.326255828962045,4.326255828962045,4.326255828962045,4.326255828962045,0.8584550552209371,1.203744171037946,0.0,4.814976684151784,0.0,17.30502331584818,22.119999999999965,|,3.974487935817675,6.715512064182324,2.715058847612694,4.326255828962045,4.326255828962047,4.326255828962045,4.326255828962045,0.8880479198752413,2.363290954468323,0.0,4.726581908936646,0.0,8.65251165792409,13.379093566860737
72,|,2.1637441710379486,4.326255828962052,4.326255828962045,5.498899959225845,5.498899959225845,5.498899959225845,5.498899959225845,0.9277198518897017,0.9911000407741488,0.0,6.937700285419042,0.0,0.0,6.937700285419042,|,1.203744171037946,4.326255828962055,4.326255828962045,5.498899959225845,5.498899959225844,5.498899959225845,5.498899959225845,0.860504138582909,0.031100040774146187,0.0,0.12440016309658475,0.0,21.99559983690338,22.119999999999965,|,2.363290954468323,8.326709045531677,4.000453216569606,5.498899959225844,5.4988999592258425,5.498899959225844,5.498899959225844,0.8896686004659883,0.8648442118120849,0.0,1.7296884236241699,0.0,10.997799918451689,12.727488342075858
73,|,0.9911000407741488,5.4988999592258505,5.498899959225845,3.1400558196183654,3.1400558196183663,3.1400558196183654,3.1400558196183654,0.9283124639248806,3.3499441803816286,0.0,23.4496092626714,0.0,0.0,23.4496092626714,|,0.031100040774146187,5.498899959225854,5.498899959225844,3.1400558196183663,3.1400558196183663,3.1400558196183663,3.1400558196183663,0.8616478402561163,2.389944180381624,0.0,9.559776721526497,0.0,12.560223278473465,22.119999999999962,|,0.8648442118120849,9.825155788187914,4.326255828962047,3.1400558196183663,3.140055819618368,3.1400558196183663,3.1400558196183663,0.8905731879209312,2.051044221155766,0.0,4.102088442311532,0.0,6.280111639236733,10.382200081548264
74,|,3.3499441803816286,3.1400558196183717,3.1400558196183663,6.084010785662887,6.084010785662887,6.084010785662887,6.084010785662887,0.929433456879757,0.405989214337108,0.0,2.841924500359756,0.0,0.0,2.841924500359756,|,2.389944180381624,3.140055819618376,3.1400558196183663,6.084010785662887,6.084010785662887,5.5299999999999905,5.5299999999999905,0.8623873556602701,-0.5540107856628964,0.5540107856628964,0.0,0.0,22.119999999999962,22.119999999999962,|,2.051044221155766,8.638955778844235,5.4988999592258425,6.084010785662887,6.084010785662885,6.084010785662887,6.084010785662887,0.8922843178066991,1.4659333947187214,0.0,2.931866789437443,0.0,12.168021571325774,15.099888360763217
75,|,0.405989214337108,6.084010785662892,5.5299999999999905,3.067574048921902,3.067574048921902,3.067574048921902,3.067574048921902,0.9299854738928088,2.8684151654151964,0.0,20.078906157906374,0.0,0.0,20.078906157906374,|,-0.5540107856628964,6.084010785662896,6.084010785662887,3.067574048921902,3.067574048921903,3.6215848345847985,3.067574048921902,0.8634638505192735,2.4624259510780884,0.0,9.849703804312353,0.0,14.486339338339194,24.336043142651548,|,1.4659333947187214,9.224066605281276,3.140055819618368,3.067574048921903,3.067574048921905,3.067574048921903,3.067574048921903,0.8931269393453775,1.5384151654151865,0.0,3.076830330830373,0.0,6.135148097843806,9.211978428674179
76,|,2.8684151654151964,3.6215848345848034,3.6215848345847985,5.191296281485547,5.191296281485547,5.191296281485547,5.191296281485547,0.930900241776218,1.2987037185144477,0.0,9.090926029601134,0.0,0.0,9.090926029601134,|,2.4624259510780884,3.0675740489219123,3.067574048921903,5.191296281485547,5.191296281485546,5.191296281485547,5.191296281485547,0.8652477501100257,0.33870371851444414,0.0,1.3548148740577766,0.0,20.76518512594219,22.119999999999965,|,1.5384151654151865,9.151584834584813,6.084010785662885,5.191296281485546,5.191296281485546,5.191296281485546,5.191296281485546,0.8945232787755526,2.431129669592525,0.0,4.86225933918505,0.0,10.382592562971093,15.244851902156142
77,|,1.2987037185144477,5.1912962814855526,5.191296281485547,2.8465172635490177,2.8465172635490177,2.8465172635490177,2.8465172635490177,0.9313917570951962,3.643482736450977,0.0,25.50437915515684,0.0,0.0,25.50437915515684,|,0.33870371851444414,5.191296281485554,5.191296281485546,2.8465172635490177,2.8465172635490195,2.8465172635490177,2.8465172635490177,0.8662062599049979,2.683482736450973,0.0,10.733930945803891,0.0,11.38606905419607,22.119999999999962,|,2.431129669592525,8.258870330407474,3.067574048921905,2.8465172635490195,2.8465172635490212,2.8465172635490195,2.8465172635490195,0.8952735480327837,2.6521864549654106,0.0,5.304372909930821,0.0,5.693034527098039,10.99740743702886
78,|,3.643482736450977,2.846517263549023,2.8465172635490177,4.010240765661774,4.010240765661774,4.010240765661774,4.010240765661774,0.9320724684396858,2.4797592343382213,0.0,17.35831464036755,0.0,0.0,17.35831464036755,|,2.683482736450973,2.8465172635490275,2.8465172635490195,4.010240765661774,4.010240765661774,4.010240765661774,4.010240765661774,0.8675337230908827,1.5197592343382187,0.0,6.079036937352875,0.0,16.040963062647094,22.11999999999997,|,2.6521864549654106,8.03781354503459,5.191296281485546,4.010240765661774,4.010240765661772,4.010240765661774,4.010240765661774,0.896312613907436,3.8332419707891834,0.0,7.666483941578367,0.0,8.020481531323547,15.686965472901914
