t,|i=2,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:2,IOPL:2,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=0,IO:1,IOPL:1,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC
531,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9969879518072289,7.0,70.0,0,0.0,70.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,12.0,60.0,0,0.0,60.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,17.0,17.0,0,0.0,17.0
532,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9969913501316284,7.0,70.0,0,0.0,70.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,12.0,60.0,0,0.0,60.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,17.0,17.0,0,0.0,17.0
533,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9969936114242766,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
534,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9970003749531309,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
535,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9970059880239521,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
536,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9970093457943925,7.0,70.0,0,0.0,70.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,12.0,60.0,0,0.0,60.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,17.0,17.0,0,0.0,17.0
537,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9970115801270079,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
538,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.997018263138278,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
539,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9970238095238095,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
540,|,13.0,[0],13.0,13.0,5.0,"[0, 13.0, 0]",0.0,10.0,10.0,0.9959274342835986,-3.0,0.0,300.0,0.0,300.0,|,13.0,[0],13.0,13.0,5.0,"[0, 13.0, 0]",0.0,13.0,13.0,1.0,2.0,10.0,0,0.0,10.0,|,13.0,[0],13.0,13.0,5.0,"[0, 13.0, 0]",0.0,13.0,13.0,1.0,7.0,7.0,0,0.0,7.0
541,|,1.0,[0],1.0,1.0,13.0,"[0, 1.0, 0]",0.0,4.0,1.0,0.9959289415247965,9.0,90.0,0,0.0,90.0,|,1.0,[0],1.0,1.0,13.0,"[0, 1.0, 0]",0.0,1.0,1.0,1.0,14.0,70.0,0,0.0,70.0,|,1.0,[0],1.0,1.0,13.0,"[0, 1.0, 0]",0.0,1.0,1.0,1.0,19.0,19.0,0,0.0,19.0
542,|,2.0,[0],2.0,2.0,1.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9959319526627219,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,1.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,1.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
543,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9959394610557402,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
544,|,9.0,[0],9.0,9.0,5.0,"[0, 9.0, 0]",0.0,9.0,9.0,0.9959529065489331,1.0,10.0,0,0.0,10.0,|,9.0,[0],9.0,9.0,5.0,"[0, 9.0, 0]",0.0,9.0,9.0,1.0,6.0,30.0,0,0.0,30.0,|,9.0,[0],9.0,9.0,5.0,"[0, 9.0, 0]",0.0,9.0,9.0,1.0,11.0,11.0,0,0.0,11.0
545,|,7.0,[0],7.0,7.0,9.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9959633027522936,3.0,30.0,0,0.0,30.0,|,7.0,[0],7.0,7.0,9.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,8.0,40.0,0,0.0,40.0,|,7.0,[0],7.0,7.0,9.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,13.0,13.0,0,0.0,13.0
546,|,8.0,[0],8.0,8.0,7.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.9959751189169411,2.0,20.0,0,0.0,20.0,|,8.0,[0],8.0,8.0,7.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,7.0,35.0,0,0.0,35.0,|,8.0,[0],8.0,8.0,7.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,12.0,12.0,0,0.0,12.0
547,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9959810010960906,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
548,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9959839357429718,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
549,|,8.0,[0],8.0,8.0,2.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.995995631598107,2.0,20.0,0,0.0,20.0,|,8.0,[0],8.0,8.0,2.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,7.0,35.0,0,0.0,35.0,|,8.0,[0],8.0,8.0,2.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,12.0,12.0,0,0.0,12.0
550,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9960014540167212,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
551,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9960101559666305,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
552,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9960130482058717,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
553,|,10.0,[0],10.0,10.0,2.0,"[0, 10.0, 0]",0.0,10.0,10.0,0.9960274467316721,0.0,0.0,0,0.0,0.0,|,10.0,[0],10.0,10.0,2.0,"[0, 10.0, 0]",0.0,10.0,10.0,1.0,5.0,25.0,0,0.0,25.0,|,10.0,[0],10.0,10.0,2.0,"[0, 10.0, 0]",0.0,10.0,10.0,1.0,10.0,10.0,0,0.0,10.0
554,|,5.0,[0],5.0,5.0,10.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9960346070656092,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,10.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,10.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
555,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9960388908894491,7.0,70.0,0,0.0,70.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,12.0,60.0,0,0.0,60.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,17.0,17.0,0,0.0,17.0
556,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.996043165467626,7.0,70.0,0,0.0,70.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,12.0,60.0,0,0.0,60.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,17.0,17.0,0,0.0,17.0
557,|,7.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9960531036957302,3.0,30.0,0,0.0,30.0,|,7.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,8.0,40.0,0,0.0,40.0,|,7.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,13.0,13.0,0,0.0,13.0
558,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9960559340265328,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
559,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9960629921259843,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
560,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9960672148730783,7.0,70.0,0,0.0,70.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,12.0,60.0,0,0.0,60.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,17.0,17.0,0,0.0,17.0
561,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9960742326909351,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
562,|,8.0,[0],8.0,8.0,5.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.9960854092526691,2.0,20.0,0,0.0,20.0,|,8.0,[0],8.0,8.0,5.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,7.0,35.0,0,0.0,35.0,|,8.0,[0],8.0,8.0,5.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,12.0,12.0,0,0.0,12.0
563,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.996090973702914,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
564,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9960979070592408,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
565,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9961075725406936,3.0,30.0,0,0.0,30.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,8.0,40.0,0,0.0,40.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,13.0,13.0,0,0.0,13.0
566,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.996114447191805,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
567,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9961212976022567,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
568,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9961308476960957,3.0,30.0,0,0.0,30.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,8.0,40.0,0,0.0,40.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,13.0,13.0,0,0.0,13.0
569,|,3.0,[0],3.0,3.0,7.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9961349262122277,7.0,70.0,0,0.0,70.0,|,3.0,[0],3.0,3.0,7.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,12.0,60.0,0,0.0,60.0,|,3.0,[0],3.0,3.0,7.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,17.0,17.0,0,0.0,17.0
570,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9961430575035063,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
571,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9961498074903745,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
572,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9961538461538462,7.0,70.0,0,0.0,70.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,12.0,60.0,0,0.0,60.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,17.0,17.0,0,0.0,17.0
573,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9961618981158409,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
574,|,8.0,[0],8.0,8.0,6.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.9961725817675713,2.0,20.0,0,0.0,20.0,|,8.0,[0],8.0,8.0,6.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,7.0,35.0,0,0.0,35.0,|,8.0,[0],8.0,8.0,6.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,12.0,12.0,0,0.0,12.0
575,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9961779013203613,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
576,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9961858529819695,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
577,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9961937716262976,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
578,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9961964038727524,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
579,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9962042788129745,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
580,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,0.9962134251290877,3.0,30.0,0,0.0,30.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,8.0,40.0,0,0.0,40.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,13.0,13.0,0,0.0,13.0
581,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9962186318322448,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
582,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9962251201098147,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
583,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9962328767123287,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
584,|,1.0,[0],1.0,1.0,6.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.9962341663813763,9.0,90.0,0,0.0,90.0,|,1.0,[0],1.0,1.0,6.0,"[0, 1.0, 0]",0.0,1.0,1.0,1.0,14.0,70.0,0,0.0,70.0,|,1.0,[0],1.0,1.0,6.0,"[0, 1.0, 0]",0.0,1.0,1.0,1.0,19.0,19.0,0,0.0,19.0
585,|,4.0,[0],4.0,4.0,1.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9962393162393163,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,1.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,1.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
586,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.99624445203141,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
587,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,8.0,8.0,0.9962546816479401,2.0,20.0,0,0.0,20.0,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,7.0,35.0,0,0.0,35.0,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,8.0,8.0,1.0,12.0,12.0,0,0.0,12.0
588,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,0.9962597755865352,6.0,60.0,0,0.0,60.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,11.0,55.0,0,0.0,55.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,16.0,16.0,0,0.0,16.0
589,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.996267390566678,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
590,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9962711864406779,7.0,70.0,0,0.0,70.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,12.0,60.0,0,0.0,60.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,17.0,17.0,0,0.0,17.0
591,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,0.9962774957698816,5.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,10.0,50.0,0,0.0,50.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,15.0,15.0,0,0.0,15.0
592,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9962850388382303,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
593,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,0.9962925513987192,4.0,40.0,0,0.0,40.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,9.0,45.0,0,0.0,45.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,6.0,1.0,14.0,14.0,0,0.0,14.0
594,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,0.9962950488379926,8.0,80.0,0,0.0,80.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,13.0,65.0,0,0.0,65.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,18.0,18.0,0,0.0,18.0
595,|,3.0,[0],3.0,3.0,2.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.9962987886944819,7.0,70.0,0,0.0,70.0,|,3.0,[0],3.0,3.0,2.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,12.0,60.0,0,0.0,60.0,|,3.0,[0],3.0,3.0,2.0,"[0, 3.0, 0]",0.0,3.0,3.0,1.0,17.0,17.0,0,0.0,17.0
