t,|i=0,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=1,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=2,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC
40,|,22.940767523466363,37.05923247653364,37.05923247653362,57.274565466666864,57.274565466666864,57.274565466666864,57.274565466666864,0.9399788023171606,2.7254345333331216,0.0,27.254345333331216,0.0,0.0,27.254345333331216,|,22.94076752346639,37.059232476533616,37.05923247653362,57.274565466666864,57.27456546666686,57.274565466666864,57.274565466666864,0.9485981634335455,2.72543453333315,0.0,27.2543453333315,0.0,572.7456546666687,600.0000000000001,|,22.94076752346637,37.05923247653363,37.05923247653362,57.27456546666686,57.27456546666686,57.27456546666686,57.27456546666686,0.9673616579134505,2.725434533333136,0.0,27.254345333331358,0.0,572.7456546666685,599.9999999999999
41,|,2.7254345333331216,57.27456546666687,57.274565466666864,27.809667554475617,27.809667554475624,27.809667554475617,27.809667554475617,0.9407419454890713,32.19033244552437,0.0,321.9033244552437,0.0,0.0,321.9033244552437,|,2.72543453333315,57.27456546666684,57.27456546666686,27.809667554475624,27.80966755447563,27.809667554475624,27.809667554475624,0.9492517152138124,32.19033244552438,0.0,321.9033244552438,0.0,278.09667554475624,600.0,|,2.725434533333136,57.27456546666687,57.27456546666686,27.80966755447563,27.809667554475624,27.80966755447563,27.80966755447563,0.9677766401008681,32.19033244552436,0.0,321.9033244552436,0.0,278.0966755447563,599.9999999999999
42,|,32.19033244552437,27.80966755447563,27.809667554475624,58.6731238321356,58.6731238321356,58.6731238321356,58.6731238321356,0.9422900333420923,1.3268761678643912,0.0,13.268761678643912,0.0,0.0,13.268761678643912,|,32.19033244552438,27.80966755447561,27.80966755447563,58.6731238321356,58.67312383213561,58.6731238321356,58.6731238321356,0.9505774894716333,1.3268761678644125,0.0,13.268761678644125,0.0,586.731238321356,600.0000000000002,|,32.19033244552436,27.809667554475638,27.809667554475624,58.67312383213561,58.67312383213561,58.67312383213561,58.67312383213561,0.9686184597059002,1.326876167864377,0.0,13.26876167864377,0.0,586.731238321356,599.9999999999998
43,|,1.3268761678643912,58.673123832135616,58.6731238321356,27.507312060323738,27.507312060323727,27.507312060323738,27.507312060323738,0.9429882997508251,32.49268793967626,0.0,324.9268793967626,0.0,0.0,324.9268793967626,|,1.3268761678644125,58.67312383213558,58.67312383213561,27.507312060323727,27.507312060323734,27.507312060323727,27.507312060323727,0.9511754811346986,32.492687939676294,0.0,324.92687939676296,0.0,275.07312060323727,600.0000000000002,|,1.326876167864377,58.673123832135616,58.67312383213561,27.507312060323734,27.50731206032374,27.507312060323734,27.507312060323734,0.9689981631905957,32.49268793967625,0.0,324.9268793967625,0.0,275.0731206032373,599.9999999999998
44,|,32.49268793967626,27.50731206032374,27.507312060323727,42.992138811051866,42.992138811051866,42.992138811051866,42.992138811051866,0.9440464297482353,17.00786118894812,0.0,170.07861188948118,0.0,0.0,170.07861188948118,|,32.492687939676294,27.507312060323706,27.507312060323734,42.992138811051866,42.992138811051866,42.992138811051866,42.992138811051866,0.9520816580737251,17.007861188948162,0.0,170.07861188948164,0.0,429.92138811051865,600.0000000000002,|,32.49268793967625,27.50731206032375,27.50731206032374,42.992138811051866,42.992138811051866,42.992138811051866,42.992138811051866,0.9695735533887387,17.007861188948127,0.0,170.07861188948127,0.0,429.92138811051865,599.9999999999999
45,|,17.00786118894812,42.99213881105189,42.992138811051866,50.4832558245525,50.483255824552494,50.4832558245525,50.4832558245525,0.9452398622744508,9.516744175447485,0.0,95.16744175447485,0.0,0.0,95.16744175447485,|,17.007861188948162,42.99213881105184,42.992138811051866,50.483255824552494,50.483255824552494,50.483255824552494,50.483255824552494,0.9531037073835336,9.516744175447535,0.0,95.16744175447535,0.0,504.8325582455249,600.0000000000002,|,17.007861188948127,42.99213881105187,42.992138811051866,50.483255824552494,50.483255824552494,50.483255824552494,50.483255824552494,0.970222518430284,9.5167441754475,0.0,95.16744175447499,0.0,504.8325582455249,599.9999999999999
46,|,9.516744175447485,50.48325582455251,50.483255824552494,57.024900261127605,57.02490026112761,57.024900261127605,57.024900261127605,0.9465281488015894,2.9750997388723732,0.0,29.750997388723732,0.0,0.0,29.750997388723732,|,9.516744175447535,50.483255824552465,50.483255824552494,57.02490026112761,57.02490026112761,57.02490026112761,57.02490026112761,0.9542069891585602,2.975099738872416,0.0,29.75099738872416,0.0,570.2490026112762,600.0000000000003,|,9.5167441754475,50.48325582455251,50.483255824552494,57.02490026112761,57.024900261127605,57.02490026112761,57.02490026112761,0.9709230632044891,2.9750997388723803,0.0,29.750997388723803,0.0,570.2490026112762,600.0
47,|,2.9750997388723732,57.024900261127634,57.02490026112761,59.777175562407635,59.77717556240763,59.777175562407635,59.777175562407635,0.9478151045313279,0.22282443759235093,0.0,2.2282443759235093,0.0,0.0,2.2282443759235093,|,2.975099738872416,57.02490026112758,57.02490026112761,59.77717556240763,59.777175562407635,59.77717556240763,59.77717556240763,0.9553091312457248,0.22282443759240067,0.0,2.2282443759240067,0.0,597.7717556240763,600.0000000000002,|,2.9750997388723803,57.02490026112762,57.024900261127605,59.777175562407635,59.777175562407635,59.777175562407635,59.777175562407635,0.9716228843173468,0.22282443759235093,0.0,2.2282443759235093,0.0,597.7717556240764,599.9999999999999
48,|,0.22282443759235093,59.77717556240765,59.77717556240763,61.57310036810617,61.57310036810617,59.99999999999998,59.99999999999998,0.9484594728325236,-1.5731003681061893,1.5731003681061893,0.0,157.31003681061893,0.0,157.31003681061893,|,0.22282443759240067,59.77717556240759,59.777175562407635,61.57310036810617,61.573100368106175,60.000000000000036,60.000000000000036,0.9557722095030757,-1.5731003681061324,1.5731003681061324,0.0,31.462007362122648,600.0000000000003,631.462007362123,|,0.22282443759235093,59.777175562407656,59.777175562407635,61.573100368106175,61.57310036810617,59.999999999999986,59.999999999999986,0.9716913121254345,-1.5731003681061893,1.5731003681061893,0.0,0.0,599.9999999999999,599.9999999999999
49,|,-1.5731003681061893,61.57310036810619,60.000000000000036,42.261208747638534,42.261208747638534,43.83430911574472,42.261208747638534,0.9493012685317299,16.165690884255312,0.0,161.65690884255312,0.0,0.0,161.65690884255312,|,-1.5731003681061324,61.573100368106125,59.999999999999986,42.261208747638534,42.26120874763854,43.83430911574467,42.261208747638534,0.95649456850621,16.16569088425532,0.0,161.6569088425532,0.0,438.3430911574467,599.9999999999999,|,-1.5731003681061893,61.57310036810618,61.57310036810617,42.26120874763854,42.26120874763855,43.83430911574473,42.26120874763854,0.9721536692842107,17.738791252361438,0.0,177.38791252361438,0.0,438.3430911574473,615.7310036810617
50,|,16.165690884255312,43.834309115744695,43.83430911574467,40.11569480988854,40.11569480988853,40.11569480988854,40.11569480988854,0.9500752773547182,19.88430519011144,0.0,198.8430519011144,0.0,0.0,198.8430519011144,|,16.16569088425532,43.83430911574469,43.83430911574473,40.11569480988853,40.115694809888524,40.11569480988853,40.11569480988853,0.9571587584543387,19.88430519011152,0.0,198.8430519011152,0.0,401.1569480988853,600.0000000000005,|,17.738791252361438,42.26120874763856,42.26120874763855,40.115694809888524,40.115694809888524,40.115694809888524,40.115694809888524,0.9725787944310866,19.884305190111462,0.0,198.84305190111462,0.0,401.1569480988852,599.9999999999998
51,|,19.88430519011144,40.11569480988856,40.11569480988853,41.14122153716813,41.14122153716813,41.14122153716813,41.14122153716813,0.9508449042364991,18.858778462831843,0.0,188.58778462831845,0.0,0.0,188.58778462831845,|,19.88430519011152,40.11569480988848,40.115694809888524,41.14122153716813,41.14122153716813,41.14122153716813,41.14122153716813,0.9578191881852494,18.858778462831914,0.0,188.58778462831913,0.0,411.41221537168127,600.0000000000005,|,19.884305190111462,40.11569480988854,40.115694809888524,41.14122153716813,41.14122153716813,41.14122153716813,41.14122153716813,0.9730015127922205,18.858778462831857,0.0,188.58778462831856,0.0,411.41221537168127,599.9999999999998
52,|,18.858778462831843,41.14122153716816,41.14122153716813,63.703954856254136,63.703954856254136,59.99999999999997,59.99999999999997,0.9506353582447158,-3.703954856254164,3.703954856254164,0.0,370.3954856254164,0.0,370.3954856254164,|,18.858778462831914,41.14122153716808,41.14122153716813,63.703954856254136,63.70395485625414,60.00000000000004,60.00000000000004,0.9574470466808565,-3.703954856254093,3.703954856254093,0.0,74.07909712508186,600.0000000000005,674.0790971250823,|,18.858778462831857,41.141221537168136,41.14122153716813,63.70395485625414,63.70395485625415,59.999999999999986,59.999999999999986,0.9722754169793688,-3.703954856254157,3.703954856254157,0.0,0.0,599.9999999999999,599.9999999999999
53,|,-3.703954856254164,63.703954856254164,60.00000000000004,51.8045787568763,51.8045787568763,55.50853361313047,51.8045787568763,0.9515538389775141,4.4914663868695754,0.0,44.914663868695754,0.0,0.0,44.914663868695754,|,-3.703954856254093,63.70395485625409,59.999999999999986,51.8045787568763,51.8045787568763,55.508533613130396,51.8045787568763,0.9582387888338949,4.49146638686959,0.0,44.9146638686959,0.0,555.085336131304,599.9999999999999,|,-3.703954856254157,63.703954856254164,63.70395485625415,51.8045787568763,51.804578756876296,55.50853361313046,51.8045787568763,0.9727912618112943,8.19542124312369,0.0,81.9542124312369,0.0,555.0853361313046,637.0395485625415
54,|,4.4914663868695754,55.508533613130425,55.508533613130396,64.1959512350314,64.1959512350314,59.99999999999997,59.99999999999997,0.9511726172351195,-4.19595123503143,4.19595123503143,0.0,419.595123503143,0.0,419.595123503143,|,4.49146638686959,55.50853361313041,55.50853361313046,64.1959512350314,64.1959512350314,60.00000000000005,60.00000000000005,0.9577069091310755,-4.195951235031352,4.195951235031352,0.0,83.91902470062703,600.0000000000005,683.9190247006275,|,8.19542124312369,51.8045787568763,51.804578756876296,64.1959512350314,64.1959512350314,59.999999999999986,59.999999999999986,0.9719314146674297,-4.195951235031416,4.195951235031416,0.0,0.0,599.9999999999999,599.9999999999999
55,|,-4.19595123503143,64.19595123503143,60.00000000000005,45.09078734219773,45.09078734219773,49.28673857722916,45.09078734219773,0.951933498038994,10.713261422770891,0.0,107.13261422770891,0.0,0.0,107.13261422770891,|,-4.195951235031352,64.19595123503134,59.999999999999986,45.09078734219773,45.090787342197736,49.28673857722908,45.09078734219773,0.9583659655694196,10.713261422770906,0.0,107.13261422770906,0.0,492.8673857722908,599.9999999999999,|,-4.195951235031416,64.19595123503142,64.1959512350314,45.090787342197736,45.090787342197736,49.28673857722915,45.090787342197736,0.9723688095586185,14.90921265780225,0.0,149.0921265780225,0.0,492.8673857722915,641.9595123503141
56,|,10.713261422770891,49.28673857722911,49.28673857722908,62.77196324681395,62.77196324681395,59.99999999999997,59.99999999999997,0.95201646039407,-2.771963246813975,2.771963246813975,0.0,277.1963246813975,0.0,277.1963246813975,|,10.713261422770906,49.28673857722909,49.28673857722915,62.77196324681395,62.771963246813954,60.00000000000006,60.00000000000006,0.9583123476390148,-2.7719632468138897,2.7719632468138897,0.0,55.439264936277795,600.0000000000006,655.4392649362784,|,14.90921265780225,45.09078734219776,45.090787342197736,62.771963246813954,62.77196324681395,59.999999999999986,59.999999999999986,0.9720178698896215,-2.771963246813968,2.771963246813968,0.0,0.0,599.9999999999999,599.9999999999999
57,|,-2.771963246813975,62.771963246813975,60.00000000000006,49.05468806682902,49.05468806682902,51.826651313643,49.05468806682902,0.9527996562513836,8.173348686357059,0.0,81.73348686357059,0.0,0.0,81.73348686357059,|,-2.7719632468138897,62.77196324681389,59.999999999999986,49.05468806682902,49.05468806682902,51.82665131364291,49.05468806682902,0.958992780906306,8.173348686357073,0.0,81.73348686357073,0.0,518.2665131364291,599.9999999999999,|,-2.771963246813968,62.771963246813975,62.77196324681395,49.05468806682902,49.054688066829016,51.82665131364299,49.05468806682902,0.9724745991880693,10.945311933170956,0.0,109.45311933170956,0.0,518.2665131364299,627.7196324681395
58,|,8.173348686357059,51.82665131364294,51.82665131364291,47.45456836837454,47.45456836837454,47.45456836837454,47.45456836837454,0.9535333535821205,12.545431631625434,0.0,125.45431631625434,0.0,0.0,125.45431631625434,|,8.173348686357073,51.82665131364293,51.82665131364299,47.45456836837454,47.45456836837454,47.45456836837454,47.45456836837454,0.9596302103146642,12.545431631625526,0.0,125.45431631625526,0.0,474.5456836837454,600.0000000000007,|,10.945311933170956,49.05468806682905,49.054688066829016,47.45456836837454,47.45456836837453,47.45456836837454,47.45456836837454,0.9729024628750529,12.545431631625434,0.0,125.45431631625434,0.0,474.5456836837454,599.9999999999998
59,|,12.545431631625434,47.45456836837457,47.45456836837454,68.58260201288894,68.58260201288894,59.99999999999997,59.99999999999997,0.9518047277693843,-8.58260201288897,8.58260201288897,0.0,858.260201288897,0.0,858.260201288897,|,12.545431631625526,47.454568368374474,47.45456836837454,68.58260201288894,68.58260201288894,60.000000000000064,60.000000000000064,0.9577676275616652,-8.582602012888877,8.582602012888877,0.0,171.65204025777754,600.0000000000007,771.6520402577783,|,12.545431631625434,47.45456836837457,47.45456836837453,68.58260201288894,68.58260201288894,59.999999999999964,59.999999999999964,0.9707482691458775,-8.582602012888977,8.582602012888977,0.0,0.0,599.9999999999997,599.9999999999997
60,|,-8.58260201288897,68.58260201288897,60.000000000000064,51.048053382104406,51.048053382104406,59.630655394993376,51.048053382104406,0.9525802314912847,0.3693446050066882,0.0,3.693446050066882,0.0,0.0,3.693446050066882,|,-8.582602012888877,68.58260201288888,59.999999999999964,51.048053382104406,51.0480533821044,59.63065539499328,51.048053382104406,0.9584471830552809,0.3693446050066811,0.0,3.693446050066811,0.0,596.3065539499328,599.9999999999995,|,-8.582602012888977,68.58260201288897,68.58260201288894,51.0480533821044,51.048053382104406,59.630655394993376,51.0480533821044,0.9712189548604608,8.951946617895565,0.0,89.51946617895565,0.0,596.3065539499338,685.8260201288895
61,|,0.3693446050066882,59.630655394993305,59.63065539499328,51.609036407700444,51.60903640770045,51.609036407700444,51.609036407700444,0.9533392936174292,8.390963592299528,0.0,83.90963592299528,0.0,0.0,83.90963592299528,|,0.3693446050066811,59.63065539499332,59.630655394993376,51.60903640770045,51.60903640770045,51.60903640770045,51.60903640770045,0.9591123311690164,8.390963592299606,0.0,83.90963592299606,0.0,516.0903640770046,600.0000000000006,|,8.951946617895565,51.04805338210443,51.048053382104406,51.60903640770045,51.60903640770046,51.60903640770045,51.60903640770045,0.9716796614814193,8.39096359229952,0.0,83.90963592299521,0.0,516.0903640770046,599.9999999999998
62,|,8.390963592299528,51.60903640770047,51.60903640770045,61.60623207015913,61.60623207015913,59.99999999999998,59.99999999999998,0.9537253171990008,-1.6062320701591517,1.6062320701591517,0.0,160.62320701591517,0.0,160.62320701591517,|,8.390963592299606,51.609036407700394,51.60903640770045,61.60623207015913,61.60623207015913,60.00000000000006,60.00000000000006,0.9593901114734006,-1.6062320701590735,1.6062320701590735,0.0,32.12464140318147,600.0000000000006,632.1246414031821,|,8.39096359229952,51.60903640770048,51.60903640770046,61.60623207015913,61.60623207015913,59.99999999999998,59.99999999999998,0.971721806904451,-1.6062320701591517,1.6062320701591517,0.0,0.0,599.9999999999998,599.9999999999998
63,|,-1.6062320701591517,61.60623207015916,60.00000000000006,69.15165475849608,69.15165475849608,60.00000000000006,58.393767929840905,0.9514724865271426,-10.757886828655174,10.757886828655174,0.0,1075.7886828655173,0.0,1075.7886828655173,|,-1.6062320701590735,61.60623207015907,59.99999999999998,69.15165475849608,69.15165475849608,59.99999999999998,58.393767929840905,0.9570205156593754,-10.757886828655174,10.757886828655174,0.0,215.15773657310348,599.9999999999998,815.1577365731032,|,-1.6062320701591517,61.60623207015915,61.60623207015913,69.15165475849608,69.15165475849608,61.60623207015913,59.99999999999998,0.9695768036150547,-9.1516547584961,9.1516547584961,0.0,0.0,616.0623207015913,616.0623207015913
64,|,-10.757886828655174,70.75788682865519,59.99999999999998,54.74981851200217,54.74981851200216,59.99999999999998,49.242113171344805,0.9506363678171005,-5.507705340657367,5.507705340657367,0.0,550.7705340657367,0.0,550.7705340657367,|,-10.757886828655174,70.75788682865519,61.60623207015913,54.74981851200216,54.74981851200214,61.60623207015913,50.84834524150396,0.9565663999324432,-3.901473270498201,3.901473270498201,0.0,78.02946540996402,616.0623207015913,694.0917861115553,|,-9.1516547584961,69.15165475849608,69.15165475849608,54.74981851200214,54.749818512002165,63.90147327049824,54.74981851200214,0.9700653251601092,5.2501814879978355,0.0,52.501814879978355,0.0,639.0147327049824,691.5165475849608
65,|,-5.507705340657367,65.50770534065737,61.60623207015913,63.19736870539475,63.19736870539475,61.60623207015913,56.098526729501764,0.9494905517622868,-7.098841975892988,7.098841975892988,0.0,709.8841975892988,0.0,709.8841975892988,|,-3.901473270498201,63.90147327049821,63.90147327049824,63.19736870539475,63.197368705394744,63.90147327049824,60.00000000000004,0.9564361075367762,-3.197368705394709,3.197368705394709,0.0,63.94737410789418,639.0147327049824,702.9621068128765,|,5.2501814879978355,54.749818512002165,54.749818512002165,63.197368705394744,63.197368705394744,60.0,60.0,0.9696893818525643,-3.1973687053947444,3.1973687053947444,0.0,0.0,600.0,600.0
66,|,-7.098841975892988,67.09884197589298,63.90147327049824,63.981462172445056,63.98146217244506,63.90147327049824,56.802631294605256,0.9483745194997653,-7.1788308778398005,7.1788308778398005,0.0,717.88308778398,0.0,717.88308778398,|,-3.197368705394709,63.19736870539471,60.0,63.98146217244506,63.98146217244506,60.0,56.80263129460529,0.9551944280483687,-7.178830877839772,7.178830877839772,0.0,143.57661755679544,600.0,743.5766175567954,|,-3.1973687053947444,63.19736870539474,63.197368705394744,63.98146217244506,63.98146217244507,63.197368705394744,60.0,0.9691119799502692,-3.981462172445063,3.981462172445063,0.0,0.0,631.9736870539474,631.9736870539474
67,|,-7.1788308778398005,67.17883087783979,60.0,39.82352177135018,39.823521771350194,47.00235264918998,39.82352177135018,0.948949340677066,12.99764735081002,0.0,129.97647350810018,0.0,0.0,129.97647350810018,|,-7.178830877839772,67.17883087783977,63.197368705394744,39.823521771350194,39.823521771350194,47.002352649189966,39.823521771350194,0.9556933133152817,16.19501605620478,0.0,161.95016056204778,0.0,470.02352649189964,631.9736870539474,|,-3.981462172445063,63.981462172445056,63.98146217244507,39.823521771350194,39.8235217713502,43.80498394379526,39.823521771350194,0.9694559009729393,20.176478228649813,0.0,201.76478228649813,0.0,438.0498394379526,639.8146217244507
68,|,12.99764735081002,47.00235264918999,47.002352649189966,56.47427921322044,56.474279213220434,56.47427921322044,56.47427921322044,0.9497428958847078,3.5257207867795444,0.0,35.257207867795444,0.0,0.0,35.257207867795444,|,16.19501605620478,43.804983943795214,43.80498394379526,56.474279213220434,56.47427921322044,56.474279213220434,56.474279213220434,0.9563820370735706,3.525720786779601,0.0,35.25720786779601,0.0,564.7427921322044,600.0000000000005,|,20.176478228649813,39.823521771350194,39.8235217713502,56.47427921322044,56.474279213220434,56.47427921322044,56.47427921322044,0.9699306926635289,3.525720786779573,0.0,35.25720786779573,0.0,564.7427921322044,600.0000000000001
69,|,3.5257207867795444,56.47427921322045,56.474279213220434,27.150588476126927,27.150588476126934,27.150588476126927,27.150588476126927,0.9501156893714555,32.84941152387305,0.0,328.4941152387305,0.0,0.0,328.4941152387305,|,3.525720786779601,56.474279213220406,56.47427921322044,27.150588476126934,27.150588476126927,27.150588476126934,27.150588476126934,0.9567055832223273,32.84941152387311,0.0,328.49411523873107,0.0,271.50588476126933,600.0000000000005,|,3.525720786779573,56.47427921322043,56.474279213220434,27.150588476126927,27.150588476126927,27.150588476126927,27.150588476126927,0.9701537385815813,32.84941152387308,0.0,328.4941152387308,0.0,271.5058847612693,600.0
70,|,32.84941152387305,27.15058847612695,27.150588476126934,40.00453216569606,40.00453216569606,40.00453216569606,40.00453216569606,0.9506550061154481,19.995467834303923,0.0,199.95467834303923,0.0,0.0,199.95467834303923,|,32.84941152387311,27.150588476126885,27.150588476126927,40.00453216569606,40.00453216569607,40.00453216569606,40.00453216569606,0.9571736543171343,19.995467834303973,0.0,199.95467834303975,0.0,400.0453216569606,600.0000000000003,|,32.84941152387308,27.15058847612692,27.150588476126927,40.00453216569607,40.00453216569607,40.00453216569607,40.00453216569607,0.9704764169613307,19.995467834303938,0.0,199.95467834303938,0.0,400.0453216569607,600.0000000000001
71,|,19.995467834303923,40.00453216569607,40.00453216569606,43.26255828962046,43.262558289620465,43.26255828962046,43.26255828962046,0.9512252725132757,16.737441710379528,0.0,167.37441710379528,0.0,0.0,167.37441710379528,|,19.995467834303973,40.00453216569602,40.00453216569607,43.262558289620465,43.26255828962047,43.262558289620465,43.262558289620465,0.9576685865070508,16.737441710379578,0.0,167.3744171037958,0.0,432.62558289620466,600.0000000000005,|,19.995467834303938,40.00453216569606,40.00453216569607,43.26255828962047,43.26255828962047,43.26255828962047,43.26255828962047,0.9708176128157636,16.737441710379535,0.0,167.37441710379534,0.0,432.6255828962047,600.0
72,|,16.737441710379528,43.26255828962047,43.262558289620465,54.98899959225845,54.98899959225845,54.98899959225845,54.98899959225845,0.9519313626017191,5.011000407741541,0.0,50.11000407741541,0.0,0.0,50.11000407741541,|,16.737441710379578,43.26255828962042,43.26255828962047,54.98899959225845,54.98899959225845,54.98899959225845,54.98899959225845,0.9582813995977094,5.011000407741598,0.0,50.11000407741598,0.0,549.8899959225845,600.0000000000005,|,16.737441710379535,43.262558289620465,43.26255828962047,54.98899959225845,54.98899959225845,54.98899959225845,54.98899959225845,0.9712400732867834,5.011000407741555,0.0,50.11000407741555,0.0,549.8899959225845,600.0
73,|,5.011000407741541,54.98899959225846,54.98899959225845,31.400558196183653,31.400558196183653,31.400558196183653,31.400558196183653,0.9523254687813771,28.59944180381634,0.0,285.9944180381634,0.0,0.0,285.9944180381634,|,5.011000407741598,54.98899959225841,54.98899959225845,31.400558196183653,31.400558196183646,31.400558196183653,31.400558196183653,0.9586234429572704,28.599441803816397,0.0,285.994418038164,0.0,314.0055819618365,600.0000000000005,|,5.011000407741555,54.98899959225844,54.98899959225845,31.400558196183646,31.400558196183653,31.400558196183646,31.400558196183646,0.9714758707933838,28.59944180381636,0.0,285.99441803816364,0.0,314.00558196183647,600.0000000000001
74,|,28.59944180381634,31.400558196183667,31.400558196183653,60.840107856628876,60.84010785662887,59.99999999999999,59.99999999999999,0.952855039688288,-0.8401078566288831,0.8401078566288831,0.0,84.01078566288831,0.0,84.01078566288831,|,28.599441803816397,31.40055819618361,31.400558196183646,60.84010785662887,60.84010785662886,60.00000000000004,60.00000000000004,0.9590545311283013,-0.8401078566288263,0.8401078566288263,0.0,16.802157132576525,600.0000000000005,616.802157132577,|,28.59944180381636,31.40055819618364,31.400558196183653,60.84010785662886,60.84010785662886,60.000000000000014,60.000000000000014,0.9717059828694595,-0.8401078566288476,0.8401078566288476,0.0,0.0,600.0000000000001,600.0000000000001
75,|,-0.8401078566288831,60.84010785662889,60.00000000000004,30.67574048921902,30.675740489219013,31.515848345847903,30.67574048921902,0.9532238379745718,28.48415165415214,0.0,284.8415165415214,0.0,0.0,284.8415165415214,|,-0.8401078566288263,60.840107856628826,60.000000000000014,30.675740489219013,30.675740489219013,31.51584834584784,30.675740489219013,0.9593748329941026,28.484151654152175,0.0,284.84151654152174,0.0,315.1584834584784,600.0000000000001,|,-0.8401078566288476,60.84010785662885,60.84010785662886,30.675740489219013,30.675740489219013,31.51584834584786,30.675740489219013,0.9719273169200311,29.324259510781,0.0,293.24259510781,0.0,315.1584834584786,608.4010785662886
76,|,28.48415165415214,31.515848345847857,31.51584834584784,51.912962814855476,51.912962814855476,51.912962814855476,51.912962814855476,0.9538349873047051,8.087037185144503,0.0,80.87037185144503,0.0,0.0,80.87037185144503,|,28.484151654152175,31.51584834584783,31.51584834584786,51.912962814855476,51.912962814855476,51.912962814855476,51.912962814855476,0.9599056171056488,8.08703718514456,0.0,80.8703718514456,0.0,519.1296281485547,600.0000000000003,|,29.324259510781,30.675740489218995,30.675740489219013,51.912962814855476,51.912962814855476,51.912962814855476,51.912962814855476,0.9722940977912372,8.087037185144538,0.0,80.87037185144538,0.0,519.1296281485547,600.0000000000001
77,|,8.087037185144503,51.91296281485549,51.912962814855476,28.465172635490177,28.465172635490184,28.465172635490177,28.465172635490177,0.9541633648782861,31.534827364509802,0.0,315.348273645098,0.0,0.0,315.348273645098,|,8.08703718514456,51.91296281485545,51.912962814855476,28.465172635490184,28.465172635490177,28.465172635490184,28.465172635490184,0.9601908135217307,31.53482736450985,0.0,315.3482736450985,0.0,284.6517263549018,600.0000000000003,|,8.087037185144538,51.91296281485546,51.912962814855476,28.465172635490177,28.465172635490177,28.465172635490177,28.465172635490177,0.9724911733774877,31.534827364509837,0.0,315.3482736450984,0.0,284.65172635490177,600.0000000000002
78,|,31.534827364509802,28.46517263549019,28.465172635490184,40.10240765661774,40.10240765661775,40.10240765661774,40.10240765661774,0.9546181428495552,19.897592343382243,0.0,198.97592343382243,0.0,0.0,198.97592343382243,|,31.53482736450985,28.46517263549015,28.465172635490177,40.10240765661775,40.10240765661775,40.10240765661775,40.10240765661775,0.9605857888731366,19.89759234338228,0.0,198.9759234338228,0.0,401.0240765661775,600.0000000000002,|,31.534827364509837,28.465172635490163,28.465172635490177,40.10240765661775,40.10240765661775,40.10240765661775,40.10240765661775,0.9727641080798314,19.897592343382264,0.0,198.97592343382263,0.0,401.0240765661775,600.0000000000001
79,|,19.897592343382243,40.102407656617764,40.10240765661775,62.678385723055186,62.67838572305518,59.99999999999999,59.99999999999999,0.9546586041319782,-2.678385723055193,2.678385723055193,0.0,267.8385723055193,0.0,267.8385723055193,|,19.89759234338228,40.102407656617714,40.10240765661775,62.67838572305518,62.678385723055186,60.00000000000003,60.00000000000003,0.9605351216843631,-2.6783857230551504,2.6783857230551504,0.0,53.56771446110301,600.0000000000002,653.5677144611033,|,19.897592343382264,40.10240765661774,40.10240765661775,62.678385723055186,62.67838572305518,60.000000000000014,60.000000000000014,0.9725274728214599,-2.6783857230551718,2.6783857230551718,0.0,0.0,600.0000000000001,600.0000000000001
80,|,-2.678385723055193,62.67838572305519,60.00000000000003,50.11868399953069,50.11868399953069,52.79706972258588,50.11868399953069,0.955205565862261,7.202930277414147,0.0,72.02930277414147,0.0,0.0,72.02930277414147,|,-2.6783857230551504,62.67838572305515,60.000000000000014,50.11868399953069,50.11868399953069,52.79706972258584,50.11868399953069,0.9610111938853988,7.2029302774141755,0.0,72.02930277414175,0.0,527.9706972258584,600.0000000000002,|,-2.6783857230551718,62.67838572305518,62.67838572305518,50.11868399953069,50.11868399953068,52.79706972258586,50.11868399953069,0.9728588790499879,9.881316000469319,0.0,98.81316000469319,0.0,527.9706972258587,626.7838572305518
81,|,7.202930277414147,52.79706972258586,52.79706972258584,59.47206732041097,59.472067320410964,59.47206732041097,59.47206732041097,0.9558377256442934,0.5279326795890142,0.0,5.279326795890142,0.0,0.0,5.279326795890142,|,7.2029302774141755,52.79706972258582,52.79706972258586,59.472067320410964,59.47206732041097,59.472067320410964,59.472067320410964,0.9615614219583625,0.5279326795890711,0.0,5.279326795890711,0.0,594.7206732041096,600.0000000000003,|,9.881316000469319,50.11868399953068,50.11868399953068,59.47206732041097,59.47206732041097,59.47206732041097,59.47206732041097,0.9732419071076951,0.5279326795890285,0.0,5.2793267958902845,0.0,594.7206732041097,600.0
