t,|i=0,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=1,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=2,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC
82,|,0.5279326795890142,59.47206732041098,59.472067320410964,43.574386293821135,43.57438629382114,43.574386293821135,43.574386293821135,0.9562896907754269,16.425613706178844,0.0,164.25613706178842,0.0,0.0,164.25613706178842,|,0.5279326795890711,59.47206732041093,59.47206732041097,43.57438629382114,43.57438629382114,43.57438629382114,43.57438629382114,0.9619548096907342,16.4256137061789,0.0,164.256137061789,0.0,435.7438629382114,600.0000000000005,|,0.5279326795890285,59.47206732041098,59.47206732041097,43.57438629382114,43.574386293821135,43.57438629382114,43.57438629382114,0.9735157545292645,16.425613706178858,0.0,164.2561370617886,0.0,435.7438629382114,600.0
83,|,16.425613706178844,43.574386293821156,43.57438629382114,43.50961929330229,43.50961929330229,43.50961929330229,43.50961929330229,0.9567318471175104,16.490380706697692,0.0,164.90380706697692,0.0,0.0,164.90380706697692,|,16.4256137061789,43.57438629382109,43.57438629382114,43.50961929330229,43.5096192933023,43.50961929330229,43.50961929330229,0.9623396599120994,16.49038070669775,0.0,164.9038070669775,0.0,435.09619293302296,600.0000000000005,|,16.425613706178858,43.57438629382115,43.574386293821135,43.5096192933023,43.50961929330229,43.5096192933023,43.5096192933023,0.9737836587675992,16.490380706697692,0.0,164.90380706697692,0.0,435.096192933023,600.0
84,|,16.490380706697692,43.5096192933023,43.50961929330229,56.318814831874114,56.31881483187412,56.318814831874114,56.318814831874114,0.957291062324234,3.6811851681258716,0.0,36.811851681258716,0.0,0.0,36.811851681258716,|,16.49038070669775,43.509619293302244,43.5096192933023,56.31881483187412,56.31881483187413,56.31881483187412,56.31881483187412,0.9628263974653464,3.6811851681259284,0.0,36.811851681259284,0.0,563.1881483187412,600.0000000000006,|,16.490380706697692,43.50961929330231,43.50961929330229,56.31881483187413,56.31881483187413,56.31881483187413,56.31881483187413,0.9741224894249104,3.6811851681258574,0.0,36.811851681258574,0.0,563.1881483187412,599.9999999999998
85,|,3.6811851681258716,56.31881483187412,56.31881483187412,42.90129681416043,42.90129681416044,42.90129681416043,42.90129681416043,0.9577074438619677,17.09870318583956,0.0,170.9870318583956,0.0,0.0,170.9870318583956,|,3.6811851681259284,56.31881483187407,56.31881483187413,42.90129681416044,42.90129681416044,42.90129681416044,42.90129681416044,0.963188813451995,17.098703185839618,0.0,170.98703185839616,0.0,429.0129681416044,600.0000000000006,|,3.6811851681258574,56.31881483187415,56.31881483187413,42.90129681416044,42.90129681416043,42.90129681416044,42.90129681416044,0.974374776609569,17.098703185839547,0.0,170.98703185839548,0.0,429.0129681416044,599.9999999999999
86,|,17.09870318583956,42.90129681416043,42.90129681416044,60.86769072803053,60.86769072803054,60.0,60.0,0.9580899669550771,-0.8676907280305315,0.8676907280305315,0.0,86.76907280305315,0.0,86.76907280305315,|,17.098703185839618,42.90129681416038,42.90129681416044,60.86769072803054,60.86769072803054,60.00000000000006,60.00000000000006,0.9634965519518941,-0.8676907280304818,0.8676907280304818,0.0,17.353814560609635,600.0000000000006,617.3538145606102,|,17.098703185839547,42.90129681416045,42.90129681416043,60.86769072803054,60.86769072803054,59.99999999999998,59.99999999999998,0.9745299003859641,-0.8676907280305599,0.8676907280305599,0.0,0.0,599.9999999999998,599.9999999999998
87,|,-0.8676907280305315,60.86769072803053,60.00000000000006,71.75914450117762,71.75914450117762,60.00000000000006,59.132309271969525,0.9559679218556586,-12.62683522920809,12.62683522920809,0.0,1262.683522920809,0.0,1262.683522920809,|,-0.8676907280304818,60.86769072803049,59.99999999999998,71.75914450117762,71.75914450117762,59.99999999999998,59.1323092719695,0.9612889200913235,-12.626835229208119,12.626835229208119,0.0,252.53670458416238,599.9999999999998,852.5367045841622,|,-0.8676907280305599,60.86769072803055,60.86769072803054,71.75914450117762,71.75914450117762,60.86769072803054,59.99999999999998,0.9723390224827121,-11.759144501177637,11.759144501177637,0.0,0.0,608.6769072803054,608.6769072803054
88,|,-12.62683522920809,72.6268352292081,59.99999999999998,61.93312394915061,61.933123949150605,59.99999999999998,47.37316477079189,0.9533927591048545,-14.559959178358724,14.559959178358724,0.0,1455.9959178358724,0.0,1455.9959178358724,|,-12.626835229208119,72.62683522920813,60.86769072803054,61.933123949150605,61.9331239491506,60.86769072803054,48.24085549882242,0.9588308721971579,-13.692268450328186,13.692268450328186,0.0,273.8453690065637,608.6769072803054,882.5222762868691,|,-11.759144501177637,71.75914450117762,71.75914450117762,61.9331239491506,61.93312394915062,71.75914450117762,59.99999999999998,0.9722911460048601,-1.9331239491506196,1.9331239491506196,0.0,0.0,717.5914450117762,717.5914450117762
89,|,-14.559959178358724,74.55995917835872,60.86769072803054,42.221200877918974,42.221200877918974,56.7811600562777,42.221200877918974,0.9538171095171967,4.08653067175284,0.0,40.8653067175284,0.0,0.0,40.8653067175284,|,-13.692268450328186,73.69226845032819,71.75914450117762,42.221200877918974,42.221200877918974,55.91346932824716,42.221200877918974,0.9592057095834389,15.845675172930456,0.0,158.45675172930456,0.0,559.1346932824716,717.5914450117762,|,-1.9331239491506196,61.93312394915063,61.93312394915062,42.221200877918974,42.22120087791897,44.154324827069594,42.221200877918974,0.9725434300575637,17.778799122081026,0.0,177.78799122081026,0.0,441.5432482706959,619.3312394915062
90,|,4.08653067175284,55.91346932824716,55.91346932824716,56.946717012810936,56.946717012810936,56.946717012810936,56.946717012810936,0.9543773695810195,3.053282987189064,0.0,30.53282987189064,0.0,0.0,30.53282987189064,|,15.845675172930456,44.154324827069544,44.154324827069594,56.946717012810936,56.946717012810936,56.946717012810936,56.946717012810936,0.9597005987407318,3.053282987189114,0.0,30.53282987189114,0.0,569.4671701281094,600.0000000000006,|,17.778799122081026,42.22120087791897,42.22120087791897,56.946717012810936,56.94671701281094,56.946717012810936,56.946717012810936,0.9728765148746353,3.053282987189057,0.0,30.53282987189057,0.0,569.4671701281094,600.0
91,|,3.053282987189064,56.946717012810936,56.946717012810936,54.08846674562658,54.08846674562658,54.08846674562658,54.08846674562658,0.9548970655314875,5.911533254373417,0.0,59.11533254373417,0.0,0.0,59.11533254373417,|,3.053282987189114,56.946717012810886,56.946717012810936,54.08846674562658,54.08846674562658,54.08846674562658,54.08846674562658,0.9601596567882049,5.911533254373467,0.0,59.11533254373467,0.0,540.8846674562658,600.0000000000005,|,3.053282987189057,56.94671701281094,56.94671701281094,54.08846674562658,54.08846674562658,54.08846674562658,54.08846674562658,0.9731854835871533,5.911533254373417,0.0,59.11533254373417,0.0,540.8846674562658,600.0
92,|,5.911533254373417,54.088466745626576,54.08846674562658,49.82676918869574,49.82676918869575,49.82676918869574,49.82676918869574,0.9553654454575315,10.173230811304258,0.0,101.73230811304258,0.0,0.0,101.73230811304258,|,5.911533254373467,54.08846674562653,54.08846674562658,49.82676918869575,49.82676918869575,49.82676918869575,49.82676918869575,0.9605733863432107,10.1732308113043,0.0,101.732308113043,0.0,498.2676918869575,600.0000000000005,|,5.911533254373417,54.08846674562658,54.08846674562658,49.82676918869575,49.82676918869575,49.82676918869575,49.82676918869575,0.9734639439880641,10.17323081130425,0.0,101.7323081130425,0.0,498.2676918869575,600.0
93,|,10.173230811304258,49.82676918869574,49.82676918869575,44.12975177817255,44.12975177817255,44.12975177817255,44.12975177817255,0.955772223347613,15.87024822182746,0.0,158.7024822182746,0.0,0.0,158.7024822182746,|,10.1732308113043,49.8267691886957,49.82676918869575,44.12975177817255,44.12975177817255,44.12975177817255,44.12975177817255,0.9609327015616724,15.870248221827502,0.0,158.702482218275,0.0,441.29751778172545,600.0000000000005,|,10.17323081130425,49.826769188695756,49.82676918869575,44.12975177817255,44.12975177817254,44.12975177817255,44.12975177817255,0.9737057808560752,15.870248221827453,0.0,158.70248221827453,0.0,441.29751778172545,600.0
94,|,15.87024822182746,44.12975177817253,44.12975177817255,53.63491659207711,53.63491659207712,53.63491659207711,53.63491659207711,0.956256745183416,6.365083407922896,0.0,63.65083407922896,0.0,0.0,63.65083407922896,|,15.870248221827502,44.129751778172505,44.12975177817255,53.63491659207712,53.63491659207711,53.63491659207712,53.63491659207712,0.9613606895952553,6.365083407922931,0.0,63.65083407922931,0.0,536.3491659207712,600.0000000000005,|,15.870248221827453,44.12975177817255,44.12975177817254,53.63491659207711,53.63491659207711,53.63491659207711,53.63491659207711,0.9739938379164775,6.3650834079228815,0.0,63.650834079228815,0.0,536.3491659207712,600.0
95,|,6.365083407922896,53.634916592077104,53.63491659207712,45.804486870023,45.804486870023,45.804486870023,45.804486870023,0.9566622028266476,14.195513129977016,0.0,141.95513129977016,0.0,0.0,141.95513129977016,|,6.365083407922931,53.63491659207706,53.63491659207711,45.804486870023,45.804486870023005,45.804486870023,45.804486870023,0.9617188386127096,14.195513129977044,0.0,141.95513129977044,0.0,458.04486870023,600.0000000000005,|,6.3650834079228815,53.634916592077126,53.63491659207711,45.804486870023005,45.804486870023,45.804486870023005,45.804486870023005,0.9742348898736783,14.195513129976987,0.0,141.95513129976987,0.0,458.04486870023004,599.9999999999999
96,|,14.195513129977016,45.804486870022984,45.804486870023,34.37573308822979,34.37573308822979,34.37573308822979,34.37573308822979,0.9569615909392595,25.624266911770228,0.0,256.2426691177023,0.0,0.0,256.2426691177023,|,14.195513129977044,45.80448687002296,45.804486870023005,34.37573308822979,34.37573308822978,34.37573308822979,34.37573308822979,0.9619832942473716,25.624266911770263,0.0,256.24266911770263,0.0,343.7573308822979,600.0000000000005,|,14.195513129976987,45.80448687002302,45.804486870023,34.37573308822978,34.37573308822977,34.37573308822978,34.37573308822978,0.9744128815621138,25.624266911770206,0.0,256.24266911770206,0.0,343.75733088229777,599.9999999999998
97,|,25.624266911770228,34.375733088229765,34.37573308822979,52.875823899669,52.87582389966901,52.875823899669,52.875823899669,0.9574141118038599,7.124176100331013,0.0,71.24176100331013,0.0,0.0,71.24176100331013,|,25.624266911770263,34.37573308822973,34.37573308822978,52.87582389966901,52.875823899669015,52.87582389966901,52.87582389966901,0.962383015169494,7.124176100331034,0.0,71.24176100331034,0.0,528.7582389966901,600.0000000000005,|,25.624266911770206,34.375733088229794,34.37573308822977,52.875823899669015,52.875823899669015,52.875823899669015,52.875823899669015,0.9746819134620106,7.124176100330963,0.0,71.24176100330963,0.0,528.7582389966901,599.9999999999998
98,|,7.124176100331013,52.87582389966898,52.87582389966901,42.09404163705691,42.09404163705692,42.09404163705691,42.09404163705691,0.9577676134997061,17.90595836294311,0.0,179.0595836294311,0.0,0.0,179.0595836294311,|,7.124176100331034,52.87582389966896,52.875823899669015,42.09404163705692,42.094041637056925,42.09404163705692,42.09404163705692,0.9626952704374587,17.90595836294313,0.0,179.0595836294313,0.0,420.9404163705692,600.0000000000005,|,7.124176100330963,52.87582389966904,52.875823899669015,42.094041637056925,42.094041637056925,42.094041637056925,42.094041637056925,0.9748920766617433,17.905958362943053,0.0,179.05958362943053,0.0,420.94041637056927,599.9999999999998
99,|,17.90595836294311,42.0940416370569,42.09404163705692,59.596525573086254,59.59652557308625,59.596525573086254,59.596525573086254,0.958258179553722,0.40347442691377466,0.0,4.034744269137747,0.0,0.0,4.034744269137747,|,17.90595836294313,42.09404163705686,42.094041637056925,59.59652557308625,59.596525573086254,59.59652557308625,59.59652557308625,0.9631285974524381,0.4034744269138102,0.0,4.034744269138102,0.0,595.9652557308625,600.0000000000006,|,17.905958362943053,42.09404163705695,42.094041637056925,59.596525573086254,59.596525573086254,59.596525573086254,59.596525573086254,0.9751837271200118,0.4034744269137249,0.0,4.034744269137249,0.0,595.9652557308625,599.9999999999998
