t,|i=2,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:2,IOPL:2,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=0,IO:1,IOPL:1,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC
557,|,7.0,[0],7.0,7.0,5.0,"[0, 3.0, 0]",0.0,5.0,3.0,0.12235378543236455,-4.0,0.0,400.0,0.0,400.0,|,7.0,[0],7.0,7.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.242913527090061,-4.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,3.0,3.0,0.5536419088625762,-4.0,0,0.0,0.0,0.0
558,|,2.0,[0],2.0,6.0,3.0,"[0, 3.0, 0]",0.0,3.0,0.0,0.12226604517748296,-3.0,0.0,300.0,0.0,300.0,|,2.0,[0],2.0,6.0,3.0,"[0, 6.0, 0]",0.0,3.0,0.0,0.24273933309429904,-3.0,0.0,0.0,0.0,0.0,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,6.0,2.0,0.5539619935460739,1.0,1.0,0,0.0,1.0
559,|,5.0,[0],5.0,8.0,3.0,"[0, 6.0, 0]",0.0,3.0,0.0,0.1220472440944882,-5.0,0.0,500.0,0.0,500.0,|,5.0,[0],5.0,5.0,6.0,"[0, 3.0, 0]",0.0,6.0,3.0,0.24337866857551896,-2.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,3.0,3.0,0.5540443808160344,-2.0,0,0.0,0.0,0.0
560,|,3.0,[0],3.0,5.0,6.0,"[0, 3.0, 0]",0.0,6.0,1.0,0.122273864855202,-2.0,0.0,200.0,0.0,200.0,|,3.0,[0],3.0,5.0,3.0,"[0, 5.0, 0]",0.0,3.0,1.0,0.24347515194851627,-2.0,0.0,0.0,0.0,0.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,5.0,3.0,0.55452270289596,0.0,0,0,0.0,0.0
561,|,5.0,[0],5.0,7.0,3.0,"[0, 5.0, 0]",0.0,3.0,1.0,0.122412562455389,-4.0,0.0,400.0,0.0,400.0,|,5.0,[0],5.0,5.0,5.0,"[0, 3.0, 0]",0.0,5.0,3.0,0.24411134903640258,-2.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,3.0,3.0,0.5546038543897216,-2.0,0,0.0,0.0,0.0
562,|,8.0,[0],8.0,10.0,5.0,"[0, 3.0, 0]",0.0,5.0,1.0,0.12241992882562278,-7.0,0.0,700.0,0.0,700.0,|,8.0,[0],8.0,10.0,3.0,"[0, 5.0, 0]",0.0,3.0,1.0,0.24377224199288255,-7.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,5.0,"[0, 8.0, 0]",0.0,5.0,3.0,0.5540925266903914,-5.0,0,0.0,0.0,0.0
563,|,4.0,[0],4.0,11.0,3.0,"[0, 5.0, 0]",0.0,3.0,0.0,0.12224591329068941,-8.0,0.0,800.0,0.0,800.0,|,4.0,[0],4.0,9.0,5.0,"[0, 8.0, 0]",0.0,5.0,0.0,0.24342572850035538,-6.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,8.0,3.0,0.5543710021321961,-1.0,0,0.0,0.0,0.0
564,|,5.0,[0],5.0,11.0,5.0,"[0, 8.0, 0]",0.0,5.0,0.0,0.12202908832919475,-8.0,0.0,800.0,0.0,800.0,|,5.0,[0],5.0,6.0,8.0,"[0, 4.0, 0]",0.0,8.0,2.0,0.2437034409365023,-3.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,4.0,3.0,0.5544519333096842,-2.0,0,0.0,0.0,0.0
565,|,7.0,[0],7.0,10.0,8.0,"[0, 4.0, 0]",0.0,8.0,0.0,0.12172682236376504,-7.0,0.0,700.0,0.0,700.0,|,7.0,[0],7.0,9.0,4.0,"[0, 5.0, 0]",0.0,4.0,1.0,0.2434536447275301,-6.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,5.0,3.0,0.554140127388535,-4.0,0,0.0,0.0,0.0
566,|,5.0,[0],5.0,11.0,4.0,"[0, 5.0, 0]",0.0,4.0,0.0,0.12151183327446131,-8.0,0.0,800.0,0.0,800.0,|,5.0,[0],5.0,9.0,5.0,"[0, 7.0, 0]",0.0,5.0,0.0,0.24302366654892263,-6.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,7.0,3.0,0.5542211232779937,-2.0,0,0.0,0.0,0.0
567,|,5.0,[0],5.0,11.0,5.0,"[0, 7.0, 0]",0.0,5.0,0.0,0.12129760225669958,-8.0,0.0,800.0,0.0,800.0,|,5.0,[0],5.0,7.0,7.0,"[0, 5.0, 0]",0.0,7.0,1.0,0.24294781382228492,-4.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,5.0,3.0,0.5543018335684062,-2.0,0,0.0,0.0,0.0
568,|,7.0,[0],7.0,11.0,7.0,"[0, 5.0, 0]",0.0,7.0,0.0,0.12099894477664438,-8.0,0.0,800.0,0.0,800.0,|,7.0,[0],7.0,9.0,5.0,"[0, 5.0, 0]",0.0,5.0,1.0,0.2427013717903623,-6.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,5.0,"[0, 7.0, 0]",0.0,5.0,3.0,0.5539922616953922,-4.0,0,0.0,0.0,0.0
569,|,3.0,[0],3.0,9.0,5.0,"[0, 5.0, 0]",0.0,5.0,0.0,0.12087139845397049,-6.0,0.0,600.0,0.0,600.0,|,3.0,[0],3.0,7.0,5.0,"[0, 7.0, 0]",0.0,5.0,0.0,0.24244553759662685,-4.0,0.0,0.0,0.0,0.0,|,3.0,[0],3.0,3.0,7.0,"[0, 3.0, 0]",0.0,7.0,3.0,0.5544624033731553,0.0,0,0,0.0,0.0
570,|,6.0,[0],6.0,10.0,5.0,"[0, 7.0, 0]",0.0,5.0,0.0,0.12061711079943899,-7.0,0.0,700.0,0.0,700.0,|,6.0,[0],6.0,6.0,7.0,"[0, 3.0, 0]",0.0,7.0,3.0,0.24298737727910238,-3.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,3.0,3.0,0.5543478260869565,-3.0,0,0.0,0.0,0.0
571,|,5.0,[0],5.0,8.0,7.0,"[0, 3.0, 0]",0.0,7.0,0.0,0.12040602030101505,-5.0,0.0,500.0,0.0,500.0,|,5.0,[0],5.0,8.0,3.0,"[0, 6.0, 0]",0.0,3.0,0.0,0.24256212810640532,-5.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,6.0,3.0,0.5544277213860693,-2.0,0,0.0,0.0,0.0
572,|,3.0,[0],3.0,8.0,3.0,"[0, 6.0, 0]",0.0,3.0,0.0,0.12027972027972028,-5.0,0.0,500.0,0.0,500.0,|,3.0,[0],3.0,5.0,6.0,"[0, 5.0, 0]",0.0,6.0,1.0,0.24265734265734265,-2.0,0.0,0.0,0.0,0.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,5.0,3.0,0.5548951048951049,0.0,0,0,0.0,0.0
573,|,6.0,[0],6.0,8.0,6.0,"[0, 5.0, 0]",0.0,6.0,1.0,0.12037683182135381,-5.0,0.0,500.0,0.0,500.0,|,6.0,[0],6.0,6.0,5.0,"[0, 3.0, 0]",0.0,5.0,3.0,0.24319609211444523,-3.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,3.0,3.0,0.5547801814375436,-3.0,0,0.0,0.0,0.0
574,|,8.0,[0],8.0,11.0,5.0,"[0, 3.0, 0]",0.0,5.0,0.0,0.12004175365344467,-8.0,0.0,800.0,0.0,800.0,|,8.0,[0],8.0,11.0,3.0,"[0, 6.0, 0]",0.0,3.0,0.0,0.24251913709116216,-8.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,6.0,"[0, 8.0, 0]",0.0,6.0,3.0,0.5542797494780793,-5.0,0,0.0,0.0,0.0
575,|,4.0,[0],4.0,12.0,3.0,"[0, 6.0, 0]",0.0,3.0,0.0,0.11987491313412092,-9.0,0.0,900.0,0.0,900.0,|,4.0,[0],4.0,9.0,6.0,"[0, 8.0, 0]",0.0,6.0,0.0,0.24218207088255733,-6.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,8.0,3.0,0.5545517720639332,-1.0,0,0.0,0.0,0.0
576,|,6.0,[0],6.0,12.0,6.0,"[0, 8.0, 0]",0.0,6.0,0.0,0.119625520110957,-9.0,0.0,900.0,0.0,900.0,|,6.0,[0],6.0,7.0,8.0,"[0, 4.0, 0]",0.0,8.0,2.0,0.24237170596393898,-4.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,4.0,3.0,0.5544382801664355,-3.0,0,0.0,0.0,0.0
577,|,6.0,[0],6.0,10.0,8.0,"[0, 4.0, 0]",0.0,8.0,0.0,0.11937716262975778,-7.0,0.0,700.0,0.0,700.0,|,6.0,[0],6.0,9.0,4.0,"[0, 6.0, 0]",0.0,4.0,0.0,0.24186851211072663,-6.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,3.0,0.554325259515571,-3.0,0,0.0,0.0,0.0
578,|,2.0,[0],2.0,8.0,4.0,"[0, 6.0, 0]",0.0,4.0,0.0,0.11929460580912864,-5.0,0.0,500.0,0.0,500.0,|,2.0,[0],2.0,5.0,6.0,"[0, 5.0, 0]",0.0,6.0,0.0,0.241701244813278,-2.0,0.0,0.0,0.0,0.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,5.0,2.0,0.5546334716459198,1.0,1.0,0,0.0,1.0
579,|,6.0,[0],6.0,8.0,6.0,"[0, 5.0, 0]",0.0,6.0,1.0,0.11939268461007592,-5.0,0.0,500.0,0.0,500.0,|,6.0,[0],6.0,6.0,5.0,"[0, 3.0, 0]",0.0,5.0,3.0,0.2422360248447205,-3.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,3.0,3.0,0.554520358868185,-3.0,0,0.0,0.0,0.0
580,|,7.0,[0],7.0,10.0,5.0,"[0, 3.0, 0]",0.0,5.0,0.0,0.11910499139414803,-7.0,0.0,700.0,0.0,700.0,|,7.0,[0],7.0,10.0,3.0,"[0, 6.0, 0]",0.0,3.0,0.0,0.2416523235800344,-7.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,6.0,3.0,0.5542168674698795,-4.0,0,0.0,0.0,0.0
581,|,4.0,[0],4.0,11.0,3.0,"[0, 6.0, 0]",0.0,3.0,0.0,0.11894121691302853,-8.0,0.0,800.0,0.0,800.0,|,4.0,[0],4.0,8.0,6.0,"[0, 7.0, 0]",0.0,6.0,0.0,0.2413200412512891,-5.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,7.0,3.0,0.5544860776899279,-1.0,0,0.0,0.0,0.0
582,|,5.0,[0],5.0,10.0,6.0,"[0, 7.0, 0]",0.0,6.0,0.0,0.11873713109128346,-7.0,0.0,700.0,0.0,700.0,|,5.0,[0],5.0,6.0,7.0,"[0, 4.0, 0]",0.0,7.0,2.0,0.24159231297185998,-3.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,4.0,3.0,0.5545641729581332,-2.0,0,0.0,0.0,0.0
583,|,6.0,[0],6.0,9.0,7.0,"[0, 4.0, 0]",0.0,7.0,0.0,0.1184931506849315,-6.0,0.0,600.0,0.0,600.0,|,6.0,[0],6.0,8.0,4.0,"[0, 5.0, 0]",0.0,4.0,1.0,0.24143835616438356,-5.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,5.0,3.0,0.5544520547945205,-3.0,0,0.0,0.0,0.0
584,|,1.0,[0],1.0,6.0,4.0,"[0, 5.0, 0]",0.0,4.0,0.0,0.11845258473125642,-3.0,0.0,300.0,0.0,300.0,|,1.0,[0],1.0,4.0,5.0,"[0, 4.0, 0]",0.0,5.0,0.0,0.24135570010270455,-1.0,0.0,0.0,0.0,0.0,|,1.0,[0],1.0,1.0,6.0,"[0, 1.0, 0]",0.0,4.0,1.0,0.5546045874700445,2.0,2.0,0,0.0,2.0
585,|,4.0,[0],4.0,5.0,5.0,"[0, 4.0, 0]",0.0,5.0,2.0,0.11897435897435897,-2.0,0.0,200.0,0.0,200.0,|,4.0,[0],4.0,4.0,4.0,"[0, 3.0, 0]",0.0,4.0,3.0,0.24205128205128204,-1.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,1.0,"[0, 4.0, 0]",0.0,3.0,3.0,0.5548717948717948,-1.0,0,0.0,0.0,0.0
586,|,4.0,[0],4.0,5.0,4.0,"[0, 3.0, 0]",0.0,4.0,2.0,0.1194947080914988,-2.0,0.0,200.0,0.0,200.0,|,4.0,[0],4.0,5.0,3.0,"[0, 4.0, 0]",0.0,3.0,2.0,0.24240355069989758,-2.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,3.0,0.5551382724479345,-1.0,0,0.0,0.0,0.0
587,|,8.0,[0],8.0,10.0,3.0,"[0, 4.0, 0]",0.0,3.0,1.0,0.1195097037793667,-7.0,0.0,700.0,0.0,700.0,|,8.0,[0],8.0,9.0,4.0,"[0, 4.0, 0]",0.0,4.0,2.0,0.24242424242424243,-6.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,4.0,3.0,0.5546475995914198,-5.0,0,0.0,0.0,0.0
588,|,4.0,[0],4.0,10.0,4.0,"[0, 4.0, 0]",0.0,4.0,0.0,0.11934716082964977,-7.0,0.0,700.0,0.0,700.0,|,4.0,[0],4.0,9.0,4.0,"[0, 8.0, 0]",0.0,4.0,0.0,0.2420945256715403,-6.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,8.0,3.0,0.5549132947976878,-1.0,0,0.0,0.0,0.0
589,|,6.0,[0],6.0,12.0,4.0,"[0, 8.0, 0]",0.0,4.0,0.0,0.11910417373600271,-9.0,0.0,900.0,0.0,900.0,|,6.0,[0],6.0,7.0,8.0,"[0, 4.0, 0]",0.0,8.0,2.0,0.24228028503562946,-4.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,4.0,3.0,0.5548014930437734,-3.0,0,0.0,0.0,0.0
590,|,3.0,[0],3.0,7.0,8.0,"[0, 4.0, 0]",0.0,8.0,0.0,0.11898305084745762,-4.0,0.0,400.0,0.0,400.0,|,3.0,[0],3.0,6.0,4.0,"[0, 6.0, 0]",0.0,4.0,0.0,0.24203389830508473,-3.0,0.0,0.0,0.0,0.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,6.0,3.0,0.5552542372881356,0.0,0,0,0.0,0.0
591,|,5.0,[0],5.0,8.0,4.0,"[0, 6.0, 0]",0.0,4.0,0.0,0.11878172588832488,-5.0,0.0,500.0,0.0,500.0,|,5.0,[0],5.0,5.0,6.0,"[0, 3.0, 0]",0.0,6.0,3.0,0.24263959390862944,-2.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,3.0,3.0,0.5553299492385787,-2.0,0,0.0,0.0,0.0
592,|,6.0,[0],6.0,8.0,6.0,"[0, 3.0, 0]",0.0,6.0,1.0,0.11887875717662952,-5.0,0.0,500.0,0.0,500.0,|,6.0,[0],6.0,8.0,3.0,"[0, 5.0, 0]",0.0,3.0,1.0,0.2424856467409659,-5.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,5.0,3.0,0.5552178318135765,-3.0,0,0.0,0.0,0.0
593,|,6.0,[0],6.0,11.0,3.0,"[0, 5.0, 0]",0.0,3.0,0.0,0.11863835524098416,-8.0,0.0,800.0,0.0,800.0,|,6.0,[0],6.0,9.0,5.0,"[0, 6.0, 0]",0.0,5.0,0.0,0.2419952814290529,-6.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,3.0,0.5551061678463094,-3.0,0,0.0,0.0,0.0
594,|,2.0,[0],2.0,8.0,5.0,"[0, 6.0, 0]",0.0,5.0,0.0,0.11855843718423711,-5.0,0.0,500.0,0.0,500.0,|,2.0,[0],2.0,5.0,6.0,"[0, 5.0, 0]",0.0,6.0,0.0,0.24183226675648367,-2.0,0.0,0.0,0.0,0.0,|,2.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,5.0,2.0,0.5554058605591108,1.0,1.0,0,0.0,1.0
595,|,3.0,[0],3.0,5.0,6.0,"[0, 5.0, 0]",0.0,6.0,1.0,0.11877523553162854,-2.0,0.0,200.0,0.0,200.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,5.0,3.0,0.24259757738896365,0.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,2.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.5558546433378196,0.0,0,0,0.0,0.0
596,|,1.0,[0],1.0,1.0,5.0,"[0, 1.0, 0]",0.0,3.0,1.0,0.11907164480322906,2.0,20.0,0,0.0,20.0,|,1.0,[0],1.0,1.0,3.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.24285233770602085,2.0,10.0,0,0.0,10.0,|,1.0,[0],1.0,1.0,3.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.5560040363269425,2.0,2.0,0,0.0,2.0
597,|,4.0,[0],4.0,4.0,1.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.11991938192811555,-1.0,0.0,100.0,0.0,100.0,|,4.0,[0],4.0,4.0,1.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.24353375881760161,-1.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,1.0,"[0, 4.0, 0]",0.0,3.0,3.0,0.5562646960026872,-1.0,0,0.0,0.0,0.0
598,|,0,[0],0.0,1.0,3.0,"[0, 1.0, 0]",0.0,1.0,0.0,0.11991938192811555,2.0,20.0,0,0.0,20.0,|,0.0,[0],0.0,1.0,3.0,"[0, 1.0, 0]",0.0,1.0,0.0,0.24353375881760161,2.0,10.0,0,0.0,10.0,|,0.0,[0],0.0,0.0,4.0,"[0, 0.0, 0]",0.0,1.0,0.0,0.5562646960026872,3.0,3.0,0,0.0,3.0
599,|,7.0,[0],7.0,7.0,1.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.12064343163538874,-4.0,0.0,400.0,0.0,400.0,|,7.0,[0],7.0,7.0,1.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.24396782841823056,-4.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,0.0,"[0, 7.0, 0]",0.0,3.0,3.0,0.5559651474530831,-4.0,0,0.0,0.0,0.0
600,|,2.0,[0],2.0,6.0,3.0,"[0, 3.0, 0]",0.0,3.0,0.0,0.12056262558606833,-3.0,0.0,300.0,0.0,300.0,|,2.0,[0],2.0,6.0,3.0,"[0, 6.0, 0]",0.0,3.0,0.0,0.24380442062960483,-3.0,0.0,0.0,0.0,0.0,|,2.0,[0],2.0,2.0,7.0,"[0, 2.0, 0]",0.0,6.0,2.0,0.5562625586068319,1.0,1.0,0,0.0,1.0
601,|,3.0,[0],3.0,6.0,3.0,"[0, 6.0, 0]",0.0,3.0,0.0,0.12044161927065908,-3.0,0.0,300.0,0.0,300.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,6.0,3.0,0.24456339913014385,0.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,2.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.5567079290732686,0.0,0,0,0.0,0.0
602,|,4.0,[0],4.0,4.0,6.0,"[0, 3.0, 0]",0.0,6.0,3.0,0.12128299365185433,-1.0,0.0,100.0,0.0,100.0,|,4.0,[0],4.0,4.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.24523889074507182,-1.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,3.0,"[0, 4.0, 0]",0.0,3.0,3.0,0.5569662545940528,-1.0,0,0.0,0.0,0.0
603,|,5.0,[0],5.0,6.0,3.0,"[0, 3.0, 0]",0.0,3.0,2.0,0.12174783188792529,-3.0,0.0,300.0,0.0,300.0,|,5.0,[0],5.0,6.0,3.0,"[0, 4.0, 0]",0.0,3.0,2.0,0.24549699799866578,-3.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,4.0,3.0,0.5570380253502335,-2.0,0,0.0,0.0,0.0
604,|,4.0,[0],4.0,7.0,3.0,"[0, 4.0, 0]",0.0,3.0,0.0,0.12158560959360426,-4.0,0.0,400.0,0.0,400.0,|,4.0,[0],4.0,6.0,4.0,"[0, 5.0, 0]",0.0,4.0,1.0,0.24550299800133243,-3.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,5.0,3.0,0.5572951365756162,-1.0,0,0.0,0.0,0.0
605,|,5.0,[0],5.0,8.0,4.0,"[0, 5.0, 0]",0.0,4.0,0.0,0.12138343864316595,-5.0,0.0,500.0,0.0,500.0,|,5.0,[0],5.0,6.0,5.0,"[0, 4.0, 0]",0.0,5.0,2.0,0.24575989358164282,-3.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,4.0,3.0,0.5573661456601263,-2.0,0,0.0,0.0,0.0
606,|,2.0,[0],2.0,5.0,5.0,"[0, 4.0, 0]",0.0,5.0,0.0,0.1213027583914922,-2.0,0.0,200.0,0.0,200.0,|,2.0,[0],2.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,1.0,0.24592888002658692,-1.0,0.0,0.0,0.0,0.0,|,2.0,[0],2.0,2.0,5.0,"[0, 2.0, 0]",0.0,4.0,2.0,0.5576603522765038,1.0,1.0,0,0.0,1.0
607,|,1.0,[0],1.0,2.0,4.0,"[0, 2.0, 0]",0.0,3.0,1.0,0.12159468438538205,1.0,10.0,0,0.0,10.0,|,1.0,[0],1.0,1.0,4.0,"[0, 1.0, 0]",0.0,2.0,1.0,0.24617940199335547,2.0,10.0,0,0.0,10.0,|,1.0,[0],1.0,1.0,2.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.5578073089700997,2.0,2.0,0,0.0,2.0
608,|,3.0,[0],3.0,3.0,2.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.12246929970129439,0.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,1.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.2469299701294391,0.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,1.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.5582475937603717,0.0,0,0,0.0,0.0
609,|,7.0,[0],7.0,7.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.12317880794701987,-4.0,0.0,400.0,0.0,400.0,|,7.0,[0],7.0,7.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.24735099337748345,-4.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,3.0,3.0,0.5579470198675497,-4.0,0,0.0,0.0,0.0
610,|,7.0,[0],7.0,11.0,3.0,"[0, 3.0, 0]",0.0,3.0,0.0,0.12289395441030723,-8.0,0.0,800.0,0.0,800.0,|,7.0,[0],7.0,11.0,3.0,"[0, 7.0, 0]",0.0,3.0,0.0,0.24677898909811694,-8.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,7.0,"[0, 7.0, 0]",0.0,7.0,3.0,0.5576478361413941,-4.0,0,0.0,0.0,0.0
611,|,5.0,[0],5.0,13.0,3.0,"[0, 7.0, 0]",0.0,3.0,0.0,0.12269129287598944,-10.0,0.0,1000.0,0.0,1000.0,|,5.0,[0],5.0,9.0,7.0,"[0, 7.0, 0]",0.0,7.0,0.0,0.24637203166226912,-6.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,7.0,3.0,0.5577176781002638,-2.0,0,0.0,0.0,0.0
612,|,4.0,[0],4.0,10.0,7.0,"[0, 7.0, 0]",0.0,7.0,0.0,0.1225296442687747,-7.0,0.0,700.0,0.0,700.0,|,4.0,[0],4.0,6.0,7.0,"[0, 5.0, 0]",0.0,7.0,1.0,0.2463768115942029,-3.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,5.0,3.0,0.5579710144927537,-1.0,0,0.0,0.0,0.0
613,|,4.0,[0],4.0,7.0,7.0,"[0, 5.0, 0]",0.0,7.0,0.0,0.12236842105263158,-4.0,0.0,400.0,0.0,400.0,|,4.0,[0],4.0,5.0,5.0,"[0, 4.0, 0]",0.0,5.0,2.0,0.24671052631578946,-2.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,3.0,0.5582236842105263,-1.0,0,0.0,0.0,0.0
614,|,6.0,[0],6.0,8.0,5.0,"[0, 4.0, 0]",0.0,5.0,1.0,0.12245567957977675,-5.0,0.0,500.0,0.0,500.0,|,6.0,[0],6.0,7.0,4.0,"[0, 4.0, 0]",0.0,4.0,2.0,0.2468811556139199,-4.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,4.0,3.0,0.5581089954038083,-3.0,0,0.0,0.0,0.0
615,|,5.0,[0],5.0,9.0,4.0,"[0, 4.0, 0]",0.0,4.0,0.0,0.12225499836119305,-6.0,0.0,600.0,0.0,600.0,|,5.0,[0],5.0,8.0,4.0,"[0, 6.0, 0]",0.0,4.0,0.0,0.24647656506063587,-5.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,6.0,"[0, 5.0, 0]",0.0,6.0,3.0,0.5581776466732219,-2.0,0,0.0,0.0,0.0
616,|,3.0,[0],3.0,8.0,4.0,"[0, 6.0, 0]",0.0,4.0,0.0,0.12213490504256712,-5.0,0.0,500.0,0.0,500.0,|,3.0,[0],3.0,5.0,6.0,"[0, 5.0, 0]",0.0,6.0,1.0,0.24656188605108054,-2.0,0.0,0.0,0.0,0.0,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,5.0,3.0,0.5586116568434839,0.0,0,0,0.0,0.0
