t,|i=2,IO:EXT,IOPL:EXT,OQ:1,OO:1,IS:1,ISPL:1,RM:1,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:2,IOPL:2,OQ:0,OO:0,IS:0,ISPL:0,RM:0,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=0,IO:1,IOPL:1,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC
171,|,7.0,[0],7.0,17.0,5.0,"[0, 5.0, 0]",0.0,5.0,0.0,0.11350737797956867,-14.0,0.0,1400.0,0.0,1400.0,|,7.0,[0],7.0,15.0,5.0,"[0, 11.0, 0]",0.0,5.0,0.0,0.23496027241770714,-12.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,11.0,"[0, 7.0, 0]",0.0,11.0,3.0,0.5357548240635641,-4.0,0,0.0,0.0,0.0
172,|,8.0,[0],8.0,20.0,5.0,"[0, 11.0, 0]",0.0,5.0,0.0,0.1124859392575928,-17.0,0.0,1700.0,0.0,1700.0,|,8.0,[0],8.0,12.0,11.0,"[0, 7.0, 0]",0.0,11.0,0.0,0.23284589426321708,-9.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,7.0,"[0, 8.0, 0]",0.0,7.0,3.0,0.5343082114735658,-5.0,0,0.0,0.0,0.0
173,|,6.0,[0],6.0,15.0,11.0,"[0, 7.0, 0]",0.0,11.0,0.0,0.11173184357541899,-12.0,0.0,1200.0,0.0,1200.0,|,6.0,[0],6.0,11.0,7.0,"[0, 8.0, 0]",0.0,7.0,0.0,0.23128491620111732,-8.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,8.0,"[0, 6.0, 0]",0.0,8.0,3.0,0.5340782122905028,-3.0,0,0.0,0.0,0.0
174,|,4.0,[0],4.0,12.0,7.0,"[0, 8.0, 0]",0.0,7.0,0.0,0.11123470522803114,-9.0,0.0,900.0,0.0,900.0,|,4.0,[0],4.0,7.0,8.0,"[0, 6.0, 0]",0.0,8.0,0.0,0.23025583982202447,-4.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,6.0,3.0,0.5350389321468298,-1.0,0,0.0,0.0,0.0
175,|,3.0,[0],3.0,7.0,8.0,"[0, 6.0, 0]",0.0,8.0,0.0,0.11086474501108648,-4.0,0.0,400.0,0.0,400.0,|,3.0,[0],3.0,4.0,6.0,"[0, 4.0, 0]",0.0,6.0,2.0,0.23170731707317074,-1.0,0.0,0.0,0.0,0.0,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,4.0,3.0,0.5365853658536586,0.0,0,0,0.0,0.0
176,|,3.0,[0],3.0,4.0,6.0,"[0, 4.0, 0]",0.0,6.0,2.0,0.112707182320442,-1.0,0.0,100.0,0.0,100.0,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,4.0,3.0,0.23425414364640884,0.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.538121546961326,0.0,0,0,0.0,0.0
177,|,1.0,[0],1.0,1.0,4.0,"[0, 1.0, 0]",0.0,2.0,1.0,0.11368653421633554,2.0,20.0,0,0.0,20.0,|,1.0,[0],1.0,1.0,3.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.23509933774834438,2.0,10.0,0,0.0,10.0,|,1.0,[0],1.0,1.0,3.0,"[0, 1.0, 0]",0.0,1.0,1.0,0.5386313465783664,2.0,2.0,0,0.0,2.0
178,|,8.0,[0],8.0,8.0,1.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.11597374179431072,-5.0,0.0,500.0,0.0,500.0,|,8.0,[0],8.0,8.0,1.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.2363238512035011,-5.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,1.0,"[0, 8.0, 0]",0.0,3.0,3.0,0.537199124726477,-5.0,0,0.0,0.0,0.0
179,|,7.0,[0],7.0,12.0,3.0,"[0, 3.0, 0]",0.0,3.0,0.0,0.11509229098805646,-9.0,0.0,900.0,0.0,900.0,|,7.0,[0],7.0,12.0,3.0,"[0, 8.0, 0]",0.0,3.0,0.0,0.23452768729641693,-9.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,8.0,"[0, 7.0, 0]",0.0,8.0,3.0,0.5363735070575462,-4.0,0,0.0,0.0,0.0
180,|,8.0,[0],8.0,17.0,3.0,"[0, 8.0, 0]",0.0,3.0,0.0,0.11410118406889128,-14.0,0.0,1400.0,0.0,1400.0,|,8.0,[0],8.0,12.0,8.0,"[0, 7.0, 0]",0.0,8.0,0.0,0.232508073196986,-9.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,7.0,"[0, 8.0, 0]",0.0,7.0,3.0,0.534983853606028,-5.0,0,0.0,0.0,0.0
181,|,7.0,[0],7.0,16.0,8.0,"[0, 7.0, 0]",0.0,8.0,0.0,0.11324786324786325,-13.0,0.0,1300.0,0.0,1300.0,|,7.0,[0],7.0,12.0,7.0,"[0, 8.0, 0]",0.0,7.0,0.0,0.23076923076923078,-9.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,8.0,"[0, 7.0, 0]",0.0,8.0,3.0,0.5341880341880342,-4.0,0,0.0,0.0,0.0
182,|,6.0,[0],6.0,15.0,7.0,"[0, 8.0, 0]",0.0,7.0,0.0,0.11252653927813164,-12.0,0.0,1200.0,0.0,1200.0,|,6.0,[0],6.0,10.0,8.0,"[0, 7.0, 0]",0.0,8.0,0.0,0.22929936305732485,-7.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,7.0,"[0, 6.0, 0]",0.0,7.0,3.0,0.5339702760084926,-3.0,0,0.0,0.0,0.0
183,|,9.0,[0],9.0,16.0,8.0,"[0, 7.0, 0]",0.0,8.0,0.0,0.11146161934805468,-13.0,0.0,1300.0,0.0,1300.0,|,9.0,[0],9.0,12.0,7.0,"[0, 6.0, 0]",0.0,7.0,0.0,0.22712933753943218,-9.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,6.0,"[0, 9.0, 0]",0.0,6.0,3.0,0.5320715036803365,-6.0,0,0.0,0.0,0.0
184,|,7.0,[0],7.0,16.0,7.0,"[0, 6.0, 0]",0.0,7.0,0.0,0.11064718162839249,-13.0,0.0,1300.0,0.0,1300.0,|,7.0,[0],7.0,13.0,6.0,"[0, 9.0, 0]",0.0,6.0,0.0,0.2254697286012526,-10.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,9.0,"[0, 7.0, 0]",0.0,9.0,3.0,0.5313152400835073,-4.0,0,0.0,0.0,0.0
185,|,5.0,[0],5.0,15.0,6.0,"[0, 9.0, 0]",0.0,6.0,0.0,0.11007268951194185,-12.0,0.0,1200.0,0.0,1200.0,|,5.0,[0],5.0,9.0,9.0,"[0, 7.0, 0]",0.0,9.0,0.0,0.22429906542056074,-6.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,7.0,3.0,0.5316718587746625,-2.0,0,0.0,0.0,0.0
186,|,4.0,[0],4.0,10.0,9.0,"[0, 7.0, 0]",0.0,9.0,0.0,0.10961737331954498,-7.0,0.0,700.0,0.0,700.0,|,4.0,[0],4.0,6.0,7.0,"[0, 5.0, 0]",0.0,7.0,1.0,0.22440537745604963,-3.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,5.0,3.0,0.532574974146846,-1.0,0,0.0,0.0,0.0
187,|,5.0,[0],5.0,8.0,7.0,"[0, 5.0, 0]",0.0,7.0,0.0,0.10905349794238683,-5.0,0.0,500.0,0.0,500.0,|,5.0,[0],5.0,6.0,5.0,"[0, 4.0, 0]",0.0,5.0,2.0,0.22530864197530864,-3.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,4.0,3.0,0.5329218106995884,-2.0,0,0.0,0.0,0.0
188,|,4.0,[0],4.0,7.0,5.0,"[0, 4.0, 0]",0.0,5.0,0.0,0.10860655737704918,-4.0,0.0,400.0,0.0,400.0,|,4.0,[0],4.0,6.0,4.0,"[0, 5.0, 0]",0.0,4.0,1.0,0.22540983606557377,-3.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,5.0,"[0, 4.0, 0]",0.0,5.0,3.0,0.5338114754098361,-1.0,0,0.0,0.0,0.0
189,|,2.0,[0],2.0,5.0,4.0,"[0, 5.0, 0]",0.0,4.0,0.0,0.1083844580777096,-2.0,0.0,200.0,0.0,200.0,|,2.0,[0],2.0,3.0,5.0,"[0, 3.0, 0]",0.0,5.0,2.0,0.22699386503067484,0.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,3.0,2.0,0.5347648261758691,1.0,1.0,0,0.0,1.0
190,|,3.0,[0],3.0,3.0,5.0,"[0, 3.0, 0]",0.0,5.0,3.0,0.1111111111111111,0.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.22935779816513763,0.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,2.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.5361875637104995,0.0,0,0,0.0,0.0
191,|,5.0,[0],5.0,5.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.11359026369168357,-2.0,0.0,200.0,0.0,200.0,|,5.0,[0],5.0,5.0,3.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.23123732251521298,-2.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,3.0,3.0,0.5365111561866126,-2.0,0,0.0,0.0,0.0
192,|,6.0,[0],6.0,8.0,3.0,"[0, 3.0, 0]",0.0,3.0,1.0,0.11391129032258064,-5.0,0.0,500.0,0.0,500.0,|,6.0,[0],6.0,8.0,3.0,"[0, 5.0, 0]",0.0,3.0,1.0,0.23084677419354838,-5.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,5.0,3.0,0.5362903225806451,-3.0,0,0.0,0.0,0.0
193,|,6.0,[0],6.0,11.0,3.0,"[0, 5.0, 0]",0.0,3.0,0.0,0.11322645290581163,-8.0,0.0,800.0,0.0,800.0,|,6.0,[0],6.0,9.0,5.0,"[0, 6.0, 0]",0.0,5.0,0.0,0.22945891783567135,-6.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,3.0,0.5360721442885772,-3.0,0,0.0,0.0,0.0
194,|,8.0,[0],8.0,14.0,5.0,"[0, 6.0, 0]",0.0,5.0,0.0,0.11232604373757456,-11.0,0.0,1100.0,0.0,1100.0,|,8.0,[0],8.0,11.0,6.0,"[0, 6.0, 0]",0.0,6.0,0.0,0.2276341948310139,-8.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,6.0,"[0, 8.0, 0]",0.0,6.0,3.0,0.5347912524850894,-5.0,0,0.0,0.0,0.0
195,|,6.0,[0],6.0,14.0,6.0,"[0, 6.0, 0]",0.0,6.0,0.0,0.11166007905138339,-11.0,0.0,1100.0,0.0,1100.0,|,6.0,[0],6.0,11.0,6.0,"[0, 8.0, 0]",0.0,6.0,0.0,0.22628458498023715,-8.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,8.0,"[0, 6.0, 0]",0.0,8.0,3.0,0.5345849802371542,-3.0,0,0.0,0.0,0.0
196,|,3.0,[0],3.0,11.0,6.0,"[0, 8.0, 0]",0.0,6.0,0.0,0.11133004926108374,-8.0,0.0,800.0,0.0,800.0,|,3.0,[0],3.0,6.0,8.0,"[0, 6.0, 0]",0.0,8.0,0.0,0.22561576354679802,-3.0,0.0,0.0,0.0,0.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,6.0,3.0,0.5359605911330049,0.0,0,0,0.0,0.0
197,|,6.0,[0],6.0,9.0,8.0,"[0, 6.0, 0]",0.0,8.0,0.0,0.11067580803134182,-6.0,0.0,600.0,0.0,600.0,|,6.0,[0],6.0,6.0,6.0,"[0, 3.0, 0]",0.0,6.0,3.0,0.22722820763956905,-3.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,3.0,"[0, 6.0, 0]",0.0,3.0,3.0,0.5357492654260528,-3.0,0,0.0,0.0,0.0
198,|,7.0,[0],7.0,10.0,6.0,"[0, 3.0, 0]",0.0,6.0,0.0,0.10992217898832685,-7.0,0.0,700.0,0.0,700.0,|,7.0,[0],7.0,10.0,3.0,"[0, 6.0, 0]",0.0,3.0,0.0,0.22568093385214008,-7.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,6.0,3.0,0.5350194552529183,-4.0,0,0.0,0.0,0.0
199,|,4.0,[0],4.0,11.0,3.0,"[0, 6.0, 0]",0.0,3.0,0.0,0.10949612403100775,-8.0,0.0,800.0,0.0,800.0,|,4.0,[0],4.0,8.0,6.0,"[0, 7.0, 0]",0.0,6.0,0.0,0.2248062015503876,-5.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,7.0,3.0,0.5358527131782945,-1.0,0,0.0,0.0,0.0
200,|,3.0,[0],3.0,8.0,6.0,"[0, 7.0, 0]",0.0,6.0,0.0,0.10917874396135266,-5.0,0.0,500.0,0.0,500.0,|,3.0,[0],3.0,4.0,7.0,"[0, 4.0, 0]",0.0,7.0,2.0,0.22608695652173913,-1.0,0.0,0.0,0.0,0.0,|,3.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,4.0,3.0,0.5371980676328503,0.0,0,0,0.0,0.0
201,|,7.0,[0],7.0,8.0,7.0,"[0, 4.0, 0]",0.0,7.0,2.0,0.11036468330134357,-5.0,0.0,500.0,0.0,500.0,|,7.0,[0],7.0,7.0,4.0,"[0, 3.0, 0]",0.0,4.0,3.0,0.22744721689059502,-4.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,3.0,3.0,0.536468330134357,-4.0,0,0.0,0.0,0.0
202,|,6.0,[0],6.0,10.0,4.0,"[0, 3.0, 0]",0.0,4.0,0.0,0.10973282442748092,-7.0,0.0,700.0,0.0,700.0,|,6.0,[0],6.0,10.0,3.0,"[0, 7.0, 0]",0.0,3.0,0.0,0.22614503816793893,-7.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,7.0,"[0, 6.0, 0]",0.0,7.0,3.0,0.5362595419847328,-3.0,0,0.0,0.0,0.0
203,|,7.0,[0],7.0,14.0,3.0,"[0, 7.0, 0]",0.0,3.0,0.0,0.10900473933649289,-11.0,0.0,1100.0,0.0,1100.0,|,7.0,[0],7.0,10.0,7.0,"[0, 6.0, 0]",0.0,7.0,0.0,0.22464454976303316,-7.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,6.0,3.0,0.5355450236966824,-4.0,0,0.0,0.0,0.0
204,|,8.0,[0],8.0,15.0,7.0,"[0, 6.0, 0]",0.0,7.0,0.0,0.10818438381937912,-12.0,0.0,1200.0,0.0,1200.0,|,8.0,[0],8.0,12.0,6.0,"[0, 7.0, 0]",0.0,6.0,0.0,0.22295390404515522,-9.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,7.0,"[0, 8.0, 0]",0.0,7.0,3.0,0.5343367826904986,-5.0,0,0.0,0.0,0.0
205,|,6.0,[0],6.0,15.0,6.0,"[0, 7.0, 0]",0.0,6.0,0.0,0.10757717492984098,-12.0,0.0,1200.0,0.0,1200.0,|,6.0,[0],6.0,11.0,7.0,"[0, 8.0, 0]",0.0,7.0,0.0,0.22170252572497662,-8.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,8.0,"[0, 6.0, 0]",0.0,8.0,3.0,0.5341440598690365,-3.0,0,0.0,0.0,0.0
206,|,4.0,[0],4.0,12.0,7.0,"[0, 8.0, 0]",0.0,7.0,0.0,0.10717614165890028,-9.0,0.0,900.0,0.0,900.0,|,4.0,[0],4.0,7.0,8.0,"[0, 6.0, 0]",0.0,8.0,0.0,0.22087604846225536,-4.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,6.0,"[0, 4.0, 0]",0.0,6.0,3.0,0.5349487418452936,-1.0,0,0.0,0.0,0.0
207,|,4.0,[0],4.0,8.0,8.0,"[0, 6.0, 0]",0.0,8.0,0.0,0.10677808727948004,-5.0,0.0,500.0,0.0,500.0,|,4.0,[0],4.0,5.0,6.0,"[0, 4.0, 0]",0.0,6.0,2.0,0.22191272051996286,-2.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,4.0,"[0, 4.0, 0]",0.0,4.0,3.0,0.5357474466109564,-1.0,0,0.0,0.0,0.0
208,|,6.0,[0],6.0,8.0,6.0,"[0, 4.0, 0]",0.0,6.0,1.0,0.10710987996306556,-5.0,0.0,500.0,0.0,500.0,|,6.0,[0],6.0,7.0,4.0,"[0, 4.0, 0]",0.0,4.0,2.0,0.22253000923361035,-4.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,4.0,"[0, 6.0, 0]",0.0,4.0,3.0,0.5355493998153278,-3.0,0,0.0,0.0,0.0
209,|,7.0,[0],7.0,11.0,4.0,"[0, 4.0, 0]",0.0,4.0,0.0,0.10642201834862386,-8.0,0.0,800.0,0.0,800.0,|,7.0,[0],7.0,10.0,4.0,"[0, 6.0, 0]",0.0,4.0,0.0,0.22110091743119267,-7.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,6.0,3.0,0.5348623853211009,-4.0,0,0.0,0.0,0.0
210,|,6.0,[0],6.0,13.0,4.0,"[0, 6.0, 0]",0.0,4.0,0.0,0.10583941605839416,-10.0,0.0,1000.0,0.0,1000.0,|,6.0,[0],6.0,10.0,6.0,"[0, 7.0, 0]",0.0,6.0,0.0,0.2198905109489051,-7.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,7.0,"[0, 6.0, 0]",0.0,7.0,3.0,0.5346715328467153,-3.0,0,0.0,0.0,0.0
211,|,12.0,[0],12.0,19.0,6.0,"[0, 7.0, 0]",0.0,6.0,0.0,0.10469314079422383,-16.0,0.0,1600.0,0.0,1600.0,|,12.0,[0],12.0,15.0,7.0,"[0, 6.0, 0]",0.0,7.0,0.0,0.21750902527075813,-12.0,0.0,0.0,0.0,0.0,|,12.0,[0],12.0,12.0,6.0,"[0, 12.0, 0]",0.0,6.0,3.0,0.5315884476534296,-9.0,0,0.0,0.0,0.0
212,|,3.0,[0],3.0,15.0,7.0,"[0, 6.0, 0]",0.0,7.0,0.0,0.10441044104410441,-12.0,0.0,1200.0,0.0,1200.0,|,3.0,[0],3.0,12.0,6.0,"[0, 12.0, 0]",0.0,6.0,0.0,0.21692169216921692,-9.0,0.0,0.0,0.0,0.0,|,3.0,[0],3.0,3.0,12.0,"[0, 3.0, 0]",0.0,12.0,3.0,0.5328532853285328,0.0,0,0,0.0,0.0
213,|,9.0,[0],9.0,18.0,6.0,"[0, 12.0, 0]",0.0,6.0,0.0,0.10357142857142858,-15.0,0.0,1500.0,0.0,1500.0,|,9.0,[0],9.0,9.0,12.0,"[0, 3.0, 0]",0.0,12.0,3.0,0.21785714285714286,-6.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,3.0,"[0, 9.0, 0]",0.0,3.0,3.0,0.53125,-6.0,0,0.0,0.0,0.0
214,|,6.0,[0],6.0,12.0,12.0,"[0, 3.0, 0]",0.0,12.0,0.0,0.10301953818827708,-9.0,0.0,900.0,0.0,900.0,|,6.0,[0],6.0,12.0,3.0,"[0, 9.0, 0]",0.0,3.0,0.0,0.216696269982238,-9.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,9.0,"[0, 6.0, 0]",0.0,9.0,3.0,0.5310834813499112,-3.0,0,0.0,0.0,0.0
215,|,6.0,[0],6.0,15.0,3.0,"[0, 9.0, 0]",0.0,3.0,0.0,0.10247349823321555,-12.0,0.0,1200.0,0.0,1200.0,|,6.0,[0],6.0,9.0,9.0,"[0, 6.0, 0]",0.0,9.0,0.0,0.21554770318021202,-6.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,3.0,0.5309187279151943,-3.0,0,0.0,0.0,0.0
216,|,3.0,[0],3.0,9.0,9.0,"[0, 6.0, 0]",0.0,9.0,0.0,0.10220264317180616,-6.0,0.0,600.0,0.0,600.0,|,3.0,[0],3.0,6.0,6.0,"[0, 6.0, 0]",0.0,6.0,0.0,0.21497797356828194,-3.0,0.0,0.0,0.0,0.0,|,3.0,[0],3.0,3.0,6.0,"[0, 3.0, 0]",0.0,6.0,3.0,0.5321585903083701,0.0,0,0,0.0,0.0
217,|,5.0,[0],5.0,8.0,6.0,"[0, 6.0, 0]",0.0,6.0,0.0,0.10175438596491228,-5.0,0.0,500.0,0.0,500.0,|,5.0,[0],5.0,5.0,6.0,"[0, 3.0, 0]",0.0,6.0,3.0,0.21666666666666667,-2.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,3.0,3.0,0.5324561403508772,-2.0,0,0.0,0.0,0.0
218,|,8.0,[0],8.0,10.0,6.0,"[0, 3.0, 0]",0.0,6.0,1.0,0.1019163763066202,-7.0,0.0,700.0,0.0,700.0,|,8.0,[0],8.0,10.0,3.0,"[0, 5.0, 0]",0.0,3.0,1.0,0.21602787456445993,-7.0,0.0,0.0,0.0,0.0,|,8.0,[0],8.0,8.0,5.0,"[0, 8.0, 0]",0.0,5.0,3.0,0.5313588850174216,-5.0,0,0.0,0.0,0.0
219,|,6.0,[0],6.0,13.0,3.0,"[0, 5.0, 0]",0.0,3.0,0.0,0.10138648180242635,-10.0,0.0,1000.0,0.0,1000.0,|,6.0,[0],6.0,11.0,5.0,"[0, 8.0, 0]",0.0,5.0,0.0,0.21490467937608318,-8.0,0.0,0.0,0.0,0.0,|,6.0,[0],6.0,6.0,8.0,"[0, 6.0, 0]",0.0,8.0,3.0,0.5311958405545927,-3.0,0,0.0,0.0,0.0
220,|,7.0,[0],7.0,15.0,5.0,"[0, 8.0, 0]",0.0,5.0,0.0,0.10077519379844961,-12.0,0.0,1200.0,0.0,1200.0,|,7.0,[0],7.0,10.0,8.0,"[0, 6.0, 0]",0.0,8.0,0.0,0.2136089577950043,-7.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,6.0,"[0, 7.0, 0]",0.0,6.0,3.0,0.5305770887166236,-4.0,0,0.0,0.0,0.0
221,|,10.0,[0],10.0,17.0,8.0,"[0, 6.0, 0]",0.0,8.0,0.0,0.09991460290350128,-14.0,0.0,1400.0,0.0,1400.0,|,10.0,[0],10.0,14.0,6.0,"[0, 7.0, 0]",0.0,6.0,0.0,0.21178479931682323,-11.0,0.0,0.0,0.0,0.0,|,10.0,[0],10.0,10.0,7.0,"[0, 10.0, 0]",0.0,7.0,3.0,0.5286080273270709,-7.0,0,0.0,0.0,0.0
222,|,4.0,[0],4.0,15.0,6.0,"[0, 7.0, 0]",0.0,6.0,0.0,0.09957446808510638,-12.0,0.0,1200.0,0.0,1200.0,|,4.0,[0],4.0,11.0,7.0,"[0, 10.0, 0]",0.0,7.0,0.0,0.21106382978723404,-8.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,10.0,"[0, 4.0, 0]",0.0,10.0,3.0,0.5293617021276595,-1.0,0,0.0,0.0,0.0
223,|,1.0,[0],1.0,9.0,7.0,"[0, 9.0, 0]",0.0,7.0,0.0,0.09948979591836735,-6.0,0.0,600.0,0.0,600.0,|,1.0,[0],1.0,2.0,10.0,"[0, 2.0, 0]",0.0,9.0,1.0,0.21173469387755103,1.0,5.0,0,0.0,5.0,|,1.0,[0],1.0,1.0,4.0,"[0, 1.0, 0]",0.0,2.0,1.0,0.5297619047619048,2.0,2.0,0,0.0,2.0
224,|,5.0,[0],5.0,5.0,9.0,"[0, 3.0, 0]",0.0,9.0,3.0,0.10160880609652836,-2.0,0.0,200.0,0.0,200.0,|,5.0,[0],5.0,5.0,2.0,"[0, 3.0, 0]",0.0,3.0,3.0,0.21337849280270957,-2.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,1.0,"[0, 5.0, 0]",0.0,3.0,3.0,0.5300592718035563,-2.0,0,0.0,0.0,0.0
225,|,12.0,[0],12.0,14.0,3.0,"[0, 3.0, 0]",0.0,3.0,1.0,0.10142497904442582,-11.0,0.0,1100.0,0.0,1100.0,|,12.0,[0],12.0,14.0,3.0,"[0, 5.0, 0]",0.0,3.0,1.0,0.21207041072925398,-11.0,0.0,0.0,0.0,0.0,|,12.0,[0],12.0,12.0,5.0,"[0, 12.0, 0]",0.0,5.0,3.0,0.5272422464375524,-9.0,0,0.0,0.0,0.0
226,|,7.0,[0],7.0,18.0,3.0,"[0, 5.0, 0]",0.0,3.0,0.0,0.10083333333333333,-15.0,0.0,1500.0,0.0,1500.0,|,7.0,[0],7.0,16.0,5.0,"[0, 12.0, 0]",0.0,5.0,0.0,0.21083333333333334,-13.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,12.0,"[0, 7.0, 0]",0.0,12.0,3.0,0.5266666666666666,-4.0,0,0.0,0.0,0.0
227,|,5.0,[0],5.0,18.0,5.0,"[0, 12.0, 0]",0.0,5.0,0.0,0.1004149377593361,-15.0,0.0,1500.0,0.0,1500.0,|,5.0,[0],5.0,9.0,12.0,"[0, 7.0, 0]",0.0,12.0,0.0,0.2099585062240664,-6.0,0.0,0.0,0.0,0.0,|,5.0,[0],5.0,5.0,7.0,"[0, 5.0, 0]",0.0,7.0,3.0,0.5269709543568465,-2.0,0,0.0,0.0,0.0
228,|,9.0,[0],9.0,15.0,12.0,"[0, 7.0, 0]",0.0,12.0,0.0,0.09967051070840198,-12.0,0.0,1200.0,0.0,1200.0,|,9.0,[0],9.0,11.0,7.0,"[0, 5.0, 0]",0.0,7.0,1.0,0.20922570016474465,-8.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,5.0,"[0, 9.0, 0]",0.0,5.0,3.0,0.5255354200988468,-6.0,0,0.0,0.0,0.0
229,|,9.0,[0],9.0,17.0,7.0,"[0, 5.0, 0]",0.0,7.0,0.0,0.09893704006541292,-14.0,0.0,1400.0,0.0,1400.0,|,9.0,[0],9.0,15.0,5.0,"[0, 9.0, 0]",0.0,5.0,0.0,0.20768601798855274,-12.0,0.0,0.0,0.0,0.0,|,9.0,[0],9.0,9.0,9.0,"[0, 9.0, 0]",0.0,9.0,3.0,0.5241210139002453,-6.0,0,0.0,0.0,0.0
230,|,3.0,[0],3.0,15.0,5.0,"[0, 9.0, 0]",0.0,5.0,0.0,0.09869494290375204,-12.0,0.0,1200.0,0.0,1200.0,|,3.0,[0],3.0,9.0,9.0,"[0, 9.0, 0]",0.0,9.0,0.0,0.20717781402936378,-6.0,0.0,0.0,0.0,0.0,|,3.0,[0],3.0,3.0,9.0,"[0, 3.0, 0]",0.0,9.0,3.0,0.5252854812398042,0.0,0,0,0.0,0.0
