t,|i=0,IO:EXT,IOPL:EXT,OQ:1,OQ:2,OO:1,OO:2,IS:1,IS:2,ISPL:1,ISPL:2,RM:1,RM:2,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC
171,|,58.90362822363485,[0],58.90362822363486,58.90362822363486,85.96743369320839,75.96743369320836,50.37154573244951,60.00000000000005,"[0, 77.0638054695736, 0]","[0, 75.9674336932084, 0]",0.0,10.000000000000014,50.37154573244951,32.936194530426455,0.9352365765591115,-25.967433693208392,100.00000000000014,259.6743369320839,0.0,359.6743369320841,|,58.90362822363486,[0],58.90362822363484,58.90362822363494,77.0638054695736,"[0, 58.90362822363484, 0]",0.0,77.0638054695736,49.99999999999991,0.9057857474802988,-8.903628223634954,0,89.03628223634954,770.638054695736,859.6743369320855,|,58.90362822363486,[0],58.90362822363487,58.903628223634826,77.0638054695736,"[0, 58.90362822363487, 0]",0.0,75.9674336932084,58.90362822363486,0.9801765171539074,1.0963717763651886,10.963717763651886,0,759.6743369320841,770.638054695736
172,|,63.46203709954217,[0],63.46203709954217,63.46203709954219,72.36566532317698,63.462037099542144,77.0638054695736,75.9674336932084,"[0, 58.90362822363484, 0]","[0, 60.00000000000006, 0]",0.0,8.903628223634826,77.0638054695736,51.0963717763652,0.9342950887866265,-12.36566532317697,89.03628223634826,123.6566532317697,0.0,212.69293546811795,|,63.46203709954217,[0],63.46203709954219,63.462037099542286,58.90362822363484,"[0, 63.46203709954219, 0]",0.0,58.90362822363484,49.999999999999886,0.9049323726214386,-13.462037099542286,0,134.62037099542286,589.0362822363484,723.6566532317712,|,63.46203709954219,[0],63.46203709954217,63.46203709954213,58.90362822363487,"[0, 63.46203709954217, 0]",0.0,60.00000000000006,60.00000000000006,0.9799251694703892,-3.4620370995421297,0,34.6203709954213,600.0000000000006,634.6203709954218
173,|,52.59735681443115,[0],52.59735681443114,52.59735681443115,66.05939391397328,56.05939391397324,58.90362822363484,60.00000000000006,"[0, 63.46203709954219, 0]","[0, 56.05939391397328, 0]",0.0,10.000000000000043,58.90362822363484,46.53796290045787,0.9339999528185761,-6.059393913973281,100.00000000000043,60.59393913973281,0.0,160.59393913973324,|,52.59735681443114,[0],52.59735681443114,52.59735681443124,63.46203709954219,"[0, 52.59735681443114, 0]",0.0,63.46203709954219,49.9999999999999,0.9052047750171346,-2.5973568144312367,0,25.973568144312367,634.6203709954218,660.5939391397342,|,52.59735681443115,[0],52.59735681443115,52.59735681443111,63.46203709954217,"[0, 52.59735681443115, 0]",0.0,56.05939391397328,52.59735681443115,0.9800448661651275,7.402643185568891,74.02643185568891,0,560.5939391397328,634.6203709954217
174,|,45.55276537614122,[0],45.55276537614122,45.55276537614122,48.15012219057232,45.55276537614117,63.46203709954219,56.05939391397328,"[0, 48.15012219057245, 0]","[0, 45.55276537614122, 0]",0.0,2.597356814431137,51.6121592901145,45.55276537614122,0.9343390220983404,11.849877809427689,144.47234623858827,0,0.0,144.47234623858827,|,45.55276537614122,[0],45.55276537614122,45.55276537614132,52.59735681443114,"[0, 45.55276537614122, 0]",0.0,48.15012219057245,45.55276537614122,0.9056917769214162,4.447234623858684,44.47234623858684,0,481.50122190572455,525.9735681443113,|,45.55276537614122,[0],45.55276537614122,45.55276537614117,52.59735681443115,"[0, 45.55276537614122, 0]",0.0,45.55276537614122,45.55276537614122,0.9801473838624011,14.447234623858826,144.47234623858827,0,455.5276537614122,600.0000000000005
175,|,39.61346697101101,[0],39.613466971011,39.613466971011015,39.61346697101087,39.61346697101096,48.15012219057245,45.55276537614122,"[0, 39.613466971011, 0]","[0, 39.613466971011015, 0]",9.947598300641403e-14,0.0,39.61346697101101,39.61346697101101,0.9346310630311366,20.386533028989035,203.86533028989135,0,0.0,203.86533028989135,|,39.613466971011,[0],39.61346697101099,39.6134669710111,45.55276537614122,"[0, 39.61346697101099, 0]",0.0,39.613466971011,39.613466971011,0.9061112324689633,10.3865330289889,103.865330289889,0,396.13466971011,499.99999999999903,|,39.613466971011015,[0],39.61346697101102,39.61346697101097,45.55276537614122,"[0, 39.61346697101102, 0]",0.0,39.613466971011015,39.613466971011015,0.9802356825250247,20.386533028989028,203.86533028989027,0,396.13466971011013,600.0000000000005
176,|,40.37316561646135,[0],40.37316561646134,40.37316561646136,40.373165616461215,40.3731656164613,39.613466971011,39.613466971011015,"[0, 40.37316561646134, 0]","[0, 40.37316561646136, 0]",8.526512829121202e-14,0.0,40.37316561646135,40.37316561646135,0.9349260436902165,19.6268343835387,196.26834383538784,0,0.0,196.26834383538784,|,40.37316561646134,[0],40.37316561646134,40.37316561646145,39.61346697101099,"[0, 40.37316561646134, 0]",0.0,40.37316561646134,40.37316561646134,0.9065349103167412,9.62683438353855,96.26834383538551,0,403.7316561646134,499.9999999999989,|,40.37316561646136,[0],40.37316561646136,40.37316561646131,39.61346697101102,"[0, 40.37316561646136, 0]",0.0,40.37316561646136,40.37316561646136,0.9803248700147617,19.626834383538693,196.26834383538693,0,403.7316561646136,600.0000000000005
177,|,33.993393645694766,[0],33.993393645694766,33.993393645694766,33.993393645694645,33.99339364569472,40.37316561646134,40.37316561646136,"[0, 33.993393645694766, 0]","[0, 33.993393645694766, 0]",7.105427357601002e-14,0.0,33.993393645694766,33.993393645694766,0.9351723548479385,26.00660635430529,260.0660635430536,0,0.0,260.0660635430536,|,33.993393645694766,[0],33.993393645694766,33.99339364569487,40.37316561646134,"[0, 33.993393645694766, 0]",0.0,33.993393645694766,33.993393645694766,0.906888684633718,16.006606354305127,160.06606354305126,0,339.93393645694766,499.9999999999989,|,33.993393645694766,[0],33.993393645694766,33.99339364569472,40.37316561646136,"[0, 33.993393645694766, 0]",0.0,33.993393645694766,33.993393645694766,0.9803993422663323,26.006606354305283,260.06606354305285,0,339.93393645694766,600.0000000000005
178,|,65.24471968170437,[0],65.24471968170437,65.24471968170437,65.24471968170425,65.24471968170431,33.993393645694766,33.993393645694766,"[0, 49.99999999999989, 0]","[0, 60.00000000000005, 0]",7.105427357601002e-14,0.0,60.00000000000006,60.00000000000006,0.9350601453588389,-5.244719681704311,7.105427357601002e-13,52.44719681704311,0.0,52.44719681704382,|,65.24471968170437,[0],65.24471968170437,65.24471968170448,33.993393645694766,"[0, 65.24471968170437, 0]",0.0,49.99999999999989,49.99999999999989,0.9058750213938533,-15.244719681704474,0,152.44719681704476,499.9999999999989,652.4471968170437,|,65.24471968170437,[0],65.24471968170437,65.24471968170431,33.993393645694766,"[0, 65.24471968170437, 0]",0.0,60.00000000000005,60.00000000000005,0.9799609344768305,-5.244719681704318,0,52.44719681704318,600.0000000000005,652.4471968170436
179,|,58.259273812562085,[0],58.25927381256207,58.259273812562085,73.50399349426644,63.503993494266346,49.99999999999989,60.00000000000005,"[0, 65.24471968170437, 0]","[0, 63.5039934942664, 0]",0.0,10.000000000000085,49.999999999999964,44.755280318295654,0.9339924539918526,-13.503993494266432,100.00000000000085,135.03993494266433,0.0,235.03993494266518,|,58.25927381256207,[0],58.259273812562064,58.259273812562185,65.24471968170437,"[0, 58.259273812562064, 0]",0.0,65.24471968170437,49.99999999999989,0.9055701541170407,-8.259273812562178,0,82.59273812562178,652.4471968170437,735.0399349426655,|,58.259273812562085,[0],58.25927381256209,58.25927381256204,65.24471968170437,"[0, 58.25927381256209, 0]",0.0,63.5039934942664,58.259273812562085,0.9800891655252245,1.7407261874379643,17.407261874379643,0,635.039934942664,652.4471968170436
180,|,65.6484392422513,[0],65.6484392422513,65.6484392422513,73.90771305481337,65.64843924225124,65.24471968170437,63.5039934942664,"[0, 58.259273812562064, 0]","[0, 60.00000000000006, 0]",0.0,8.259273812562128,65.24471968170437,51.740726187437936,0.9329483521727288,-13.907713054813364,82.59273812562128,139.07713054813365,0.0,221.66986867375493,|,65.6484392422513,[0],65.6484392422513,65.64843924225141,58.259273812562064,"[0, 65.6484392422513, 0]",0.0,58.259273812562064,49.999999999999886,0.9045397004274174,-15.648439242251413,0,156.48439242251413,582.5927381256206,739.0771305481347,|,65.6484392422513,[0],65.6484392422513,65.64843924225124,58.25927381256209,"[0, 65.6484392422513, 0]",0.0,60.00000000000006,60.00000000000006,0.9796157390409219,-5.648439242251243,0,56.48439242251243,600.0000000000006,656.484392422513
181,|,56.76799890055094,[0],56.767998900550936,56.767998900550936,72.41643814280224,62.41643814280212,58.259273812562064,60.00000000000006,"[0, 65.6484392422513, 0]","[0, 62.41643814280218, 0]",0.0,10.00000000000012,58.259273812562064,44.3515607577487,0.9320151929107141,-12.416438142802242,100.00000000000121,124.16438142802242,0.0,224.16438142802363,|,56.767998900550936,[0],56.767998900550936,56.76799890055105,65.6484392422513,"[0, 56.767998900550936, 0]",0.0,65.6484392422513,49.999999999999886,0.9043935053849695,-6.767998900551049,0,67.67998900551049,656.484392422513,724.1643814280235,|,56.767998900550936,[0],56.767998900550936,56.76799890055088,65.6484392422513,"[0, 56.767998900550936, 0]",0.0,62.41643814280218,56.767998900550936,0.9797411537975358,3.2320010994491213,32.32001099449121,0,624.1643814280218,656.484392422513
182,|,54.07870036188158,[0],54.07870036188159,54.07870036188158,60.84669926243252,54.078700361881516,65.6484392422513,62.41643814280218,"[0, 56.767998900550936, 0]","[0, 54.07870036188158, 0]",0.0,6.767998900550992,65.6484392422513,53.23200109944906,0.9323201035289849,-0.8466992624325229,67.67998900550992,8.46699262432523,0.0,76.14698162983515,|,54.07870036188159,[0],54.07870036188159,54.0787003618817,56.767998900550936,"[0, 54.07870036188159, 0]",0.0,56.767998900550936,49.999999999999886,0.9045111211435221,-4.078700361881701,0,40.78700361881701,567.6799890055094,608.4669926243264,|,54.07870036188158,[0],54.07870036188158,54.078700361881516,56.767998900550936,"[0, 54.07870036188158, 0]",0.0,54.07870036188158,54.07870036188158,0.979859200277298,5.921299638118477,59.212996381184766,0,540.7870036188158,600.0000000000006
183,|,68.01165324625411,[0],68.01165324625411,68.01165324625413,72.0903536081357,68.01165324625407,56.767998900550936,54.07870036188158,"[0, 54.07870036188159, 0]","[0, 60.00000000000006, 0]",0.0,4.078700361881637,56.767998900550936,55.92129963811841,0.9315192221479575,-12.0903536081357,40.78700361881637,120.903536081357,0.0,161.69053970017336,|,68.01165324625411,[0],68.01165324625411,68.01165324625423,54.07870036188159,"[0, 68.01165324625411, 0]",0.0,54.07870036188159,49.999999999999886,0.9032791751630412,-18.011653246254227,0,180.11653246254227,540.7870036188159,720.9035360813582,|,68.01165324625413,[0],68.01165324625413,68.01165324625407,54.07870036188158,"[0, 68.01165324625413, 0]",0.0,60.00000000000006,60.00000000000006,0.9791487563764429,-8.01165324625407,0,80.1165324625407,600.0000000000006,680.1165324625413
184,|,58.9898372200333,[0],58.9898372200333,58.989837220033294,77.00149046628742,67.00149046628731,54.07870036188159,60.00000000000006,"[0, 68.01165324625411, 0]","[0, 67.00149046628736, 0]",0.0,10.0000000000001,54.07870036188159,41.98834675374589,0.9301414563687952,-17.001490466287414,100.000000000001,170.01490466287413,0.0,270.0149046628751,|,58.9898372200333,[0],58.9898372200333,58.98983722003341,68.01165324625411,"[0, 58.9898372200333, 0]",0.0,68.01165324625411,49.999999999999886,0.9029300741677383,-8.989837220033415,0,89.89837220033415,680.1165324625412,770.0149046628753,|,58.989837220033294,[0],58.989837220033294,58.98983722003324,68.01165324625413,"[0, 58.989837220033294, 0]",0.0,67.00149046628736,58.989837220033294,0.9792794994077785,1.0101627799667625,10.101627799667625,0,670.0149046628736,680.1165324625413
185,|,50.35744068788283,[0],50.35744068788282,50.357440687882836,59.34727790791614,50.35744068788277,68.01165324625411,67.00149046628736,"[0, 58.9898372200333, 0]","[0, 50.357440687882836, 0]",0.0,8.989837220033351,67.35893115417025,50.357440687882836,0.9305133974230891,0.6527220920838701,96.42559312117221,0,0.0,96.42559312117221,|,50.35744068788282,[0],50.35744068788283,50.357440687882935,58.9898372200333,"[0, 50.35744068788283, 0]",0.0,58.9898372200333,49.999999999999886,0.9034091025702029,-0.35744068788293504,0,3.5744068788293504,589.898372200333,593.4727790791624,|,50.357440687882836,[0],50.357440687882836,50.35744068788277,58.989837220033294,"[0, 50.357440687882836, 0]",0.0,50.357440687882836,50.357440687882836,0.9793898195552533,9.642559312117221,96.42559312117221,0,503.57440687882837,600.0000000000006
186,|,46.152078473395115,[0],46.15207847339511,46.15207847339512,46.50951916127794,46.15207847339506,58.9898372200333,50.357440687882836,"[0, 46.50951916127804, 0]","[0, 46.15207847339512, 0]",0.0,0.3574406878828853,46.152078473395115,46.152078473395115,0.9308508162125647,13.490480838722057,138.4792152660494,0,0.0,138.4792152660494,|,46.15207847339511,[0],46.15207847339511,46.15207847339521,50.35744068788283,"[0, 46.15207847339511, 0]",0.0,46.50951916127804,46.15207847339511,0.903878136635425,3.847921526604786,38.47921526604786,0,465.0951916127804,503.57440687882826,|,46.15207847339512,[0],46.15207847339513,46.15207847339506,50.357440687882836,"[0, 46.15207847339513, 0]",0.0,46.15207847339512,46.15207847339512,0.9794899001733673,13.847921526604935,138.47921526604935,0,461.52078473395125,600.0000000000006
187,|,49.91385384549524,[0],49.91385384549524,49.91385384549524,49.91385384549513,49.91385384549518,46.50951916127804,46.15207847339512,"[0, 49.91385384549524, 0]","[0, 49.91385384549524, 0]",3.552713678800501e-14,0.0,49.91385384549524,49.91385384549524,0.9312120682251912,10.086146154504824,100.8614615450486,0,0.0,100.8614615450486,|,49.91385384549524,[0],49.91385384549525,49.91385384549534,46.15207847339511,"[0, 49.91385384549525, 0]",0.0,49.91385384549524,49.91385384549524,0.9043803004310904,0.0861461545046538,0.8614615450465379,0,499.13853845495237,499.9999999999989,|,49.91385384549524,[0],49.91385384549525,49.913853845495176,46.15207847339513,"[0, 49.91385384549525, 0]",0.0,49.91385384549524,49.91385384549524,0.9795970498812268,10.086146154504824,100.86146154504824,0,499.13853845495237,600.0000000000006
188,|,46.827900969896255,[0],46.82790096989626,46.82790096989625,46.82790096989616,46.82790096989619,49.91385384549524,49.91385384549524,"[0, 46.82790096989626, 0]","[0, 46.82790096989625, 0]",3.552713678800501e-14,0.0,46.827900969896255,46.827900969896255,0.9315475706559282,13.172099030103809,131.72099030103846,0,0.0,131.72099030103846,|,46.82790096989626,[0],46.82790096989627,46.827900969896355,49.91385384549525,"[0, 46.82790096989627, 0]",0.0,46.82790096989626,46.82790096989626,0.9048466706330137,3.172099030103638,31.72099030103638,0,468.2790096989626,499.999999999999,|,46.82790096989625,[0],46.82790096989625,46.827900969896184,49.91385384549525,"[0, 46.82790096989625, 0]",0.0,46.82790096989625,46.82790096989625,0.9796965620948148,13.172099030103823,131.72099030103823,0,468.27900969896245,600.0000000000007
189,|,35.42071566191833,[0],35.42071566191832,35.42071566191833,35.42071566191822,35.420715661918265,46.82790096989626,46.82790096989625,"[0, 35.42071566191832, 0]","[0, 35.42071566191833, 0]",4.973799150320701e-14,0.0,35.42071566191833,35.42071566191833,0.9317991793595073,24.579284338081727,245.79284338081777,0,0.0,245.79284338081777,|,35.42071566191832,[0],35.42071566191833,35.420715661918415,46.82790096989627,"[0, 35.42071566191833, 0]",0.0,35.42071566191832,35.42071566191832,0.9051964230972093,14.579284338081585,145.79284338081584,0,354.20715661918325,499.9999999999991,|,35.42071566191833,[0],35.42071566191832,35.420715661918265,46.82790096989625,"[0, 35.42071566191832, 0]",0.0,35.42071566191833,35.42071566191833,0.9797711908806515,24.57928433808174,245.79284338081743,0,354.2071566191833,600.0000000000007
190,|,39.08524484711968,[0],39.08524484711968,39.08524484711969,39.08524484711958,39.08524484711962,35.42071566191832,35.42071566191833,"[0, 39.08524484711968, 0]","[0, 39.08524484711969, 0]",4.263256414560601e-14,0.0,39.08524484711968,39.08524484711968,0.9320746808717781,20.914755152880375,209.14755152880417,0,0.0,209.14755152880417,|,39.08524484711968,[0],39.08524484711968,39.08524484711976,35.42071566191833,"[0, 39.08524484711968, 0]",0.0,39.08524484711968,39.08524484711968,0.9055793881196258,10.914755152880232,109.14755152880232,0,390.8524484711968,499.9999999999991,|,39.08524484711969,[0],39.08524484711968,39.085244847119625,35.42071566191832,"[0, 39.08524484711968, 0]",0.0,39.08524484711969,39.08524484711969,0.9798529064296945,20.914755152880375,209.14755152880375,0,390.8524484711969,600.0000000000007
191,|,50.160271355057255,[0],50.160271355057255,50.16027135505726,50.16027135505716,50.16027135505718,39.08524484711968,39.08524484711969,"[0, 49.999999999999915, 0]","[0, 50.16027135505726, 0]",3.552713678800501e-14,0.0,50.160271355057255,50.160271355057255,0.9324250029129821,9.83972864494281,98.39728644942845,0,0.0,98.39728644942845,|,50.160271355057255,[0],50.16027135505726,50.16027135505733,39.08524484711968,"[0, 50.16027135505726, 0]",0.0,49.999999999999915,49.999999999999915,0.9060498795078996,-0.1602713550573398,0,1.602713550573398,499.99999999999915,501.60271355057256,|,50.16027135505726,[0],50.16027135505726,50.160271355057205,39.08524484711968,"[0, 50.16027135505726, 0]",0.0,50.16027135505726,50.16027135505726,0.9799568142365986,9.839728644942795,98.39728644942795,0,501.6027135505726,600.0000000000006
192,|,53.211209259817196,[0],53.21120925981719,53.2112092598172,53.37148061487443,53.211209259817124,49.999999999999915,50.16027135505726,"[0, 50.16027135505726, 0]","[0, 53.2112092598172, 0]",0.0,0.16027135505731138,53.211209259817196,53.211209259817196,0.9327927044507403,6.628519385125564,67.88790740182876,0,0.0,67.88790740182876,|,53.21120925981719,[0],53.211209259817196,53.21120925981727,50.16027135505726,"[0, 53.211209259817196, 0]",0.0,50.16027135505726,49.99999999999992,0.9062327195997916,-3.2112092598172666,0,32.112092598172666,501.6027135505726,533.7148061487453,|,53.2112092598172,[0],53.2112092598172,53.21120925981714,50.16027135505726,"[0, 53.2112092598172, 0]",0.0,53.2112092598172,53.2112092598172,0.9800658769157621,6.788790740182854,67.88790740182854,0,532.112092598172,600.0000000000006
193,|,54.34372754440054,[0],54.343727544400544,54.34372754440054,57.554936804217704,54.34372754440046,50.16027135505726,53.2112092598172,"[0, 53.211209259817196, 0]","[0, 54.34372754440054, 0]",0.0,3.2112092598172524,54.34372754440054,54.34372754440054,0.9331641245035197,2.4450631957822893,56.562724555995416,0,0.0,56.562724555995416,|,54.343727544400544,[0],54.343727544400544,54.34372754440062,53.211209259817196,"[0, 54.343727544400544, 0]",0.0,53.211209259817196,49.99999999999993,0.906309187713637,-4.343727544400615,0,43.43727544400615,532.112092598172,575.5493680421781,|,54.34372754440054,[0],54.343727544400544,54.34372754440047,53.2112092598172,"[0, 54.343727544400544, 0]",0.0,54.34372754440054,54.34372754440054,0.9801760425307827,5.65627245559952,56.5627245559952,0,543.4372754440053,600.0000000000005
194,|,62.84888808726877,[0],62.848888087268776,62.84888808726877,67.19261563166928,62.84888808726869,53.211209259817196,54.34372754440054,"[0, 54.343727544400544, 0]","[0, 60.000000000000064, 0]",0.0,4.343727544400593,55.656272455599485,55.656272455599485,0.9328617799307807,-7.192615631669284,43.437275444005934,71.92615631669284,0.0,115.36343176069877,|,62.848888087268776,[0],62.84888808726877,62.84888808726884,54.343727544400544,"[0, 62.84888808726877, 0]",0.0,54.343727544400544,49.99999999999993,0.9056058327457075,-12.848888087268847,0,128.48888087268847,543.4372754440054,671.9261563166939,|,62.84888808726877,[0],62.848888087268776,62.8488880872687,54.343727544400544,"[0, 62.848888087268776, 0]",0.0,60.000000000000064,60.000000000000064,0.9800140633616109,-2.848888087268705,0,28.488880872687048,600.0000000000007,628.4888808726878
195,|,54.96351173241577,[0],54.96351173241577,54.96351173241577,67.81239981968452,57.812399819684394,54.343727544400544,60.000000000000064,"[0, 62.84888808726877, 0]","[0, 57.81239981968447, 0]",0.0,10.000000000000107,54.343727544400544,47.15111191273126,0.9324475311530084,-7.812399819684508,100.00000000000107,78.12399819684508,0.0,178.12399819684614,|,54.96351173241577,[0],54.963511732415775,54.963511732415846,62.84888808726877,"[0, 54.963511732415775, 0]",0.0,62.84888808726877,49.99999999999992,0.9056284154038644,-4.963511732415846,0,49.63511732415846,628.4888808726877,678.1239981968462,|,54.96351173241577,[0],54.963511732415775,54.9635117324157,62.848888087268776,"[0, 54.963511732415775, 0]",0.0,57.81239981968447,54.96351173241577,0.9801244524519075,5.0364882675843035,50.364882675843035,0,578.1239981968447,628.4888808726878
196,|,42.34697408180584,[0],42.34697408180583,42.34697408180585,47.31048581422157,42.34697408180577,62.84888808726877,57.81239981968447,"[0, 47.31048581422168, 0]","[0, 42.34697408180585, 0]",0.0,4.963511732415803,50.15937390149035,42.34697408180584,0.9327337818611267,12.689514185778421,176.53025918194226,0,0.0,176.53025918194226,|,42.34697408180583,[0],42.34697408180583,42.346974081805904,54.963511732415775,"[0, 42.34697408180583, 0]",0.0,47.31048581422168,42.34697408180583,0.9060283109721236,7.653025918194096,76.53025918194096,0,473.1048581422168,549.6351173241578,|,42.34697408180585,[0],42.34697408180585,42.346974081805776,54.963511732415775,"[0, 42.34697408180585, 0]",0.0,42.34697408180585,42.34697408180585,0.9802086742376835,17.65302591819423,176.5302591819423,0,423.4697408180585,600.0000000000008
197,|,55.3995368443117,[0],55.399536844311704,55.399536844311704,55.3995368443116,55.39953684431163,47.31048581422168,42.34697408180585,"[0, 49.99999999999993, 0]","[0, 55.399536844311704, 0]",2.842170943040401e-14,0.0,55.3995368443117,55.3995368443117,0.933104620702215,4.600463155688374,46.00463155688402,0,0.0,46.00463155688402,|,55.399536844311704,[0],55.399536844311704,55.399536844311775,42.34697408180583,"[0, 55.399536844311704, 0]",0.0,49.99999999999993,49.99999999999993,0.9060090502509921,-5.3995368443117755,0,53.995368443117755,499.9999999999993,553.9953684431171,|,55.399536844311704,[0],55.3995368443117,55.39953684431163,42.34697408180585,"[0, 55.3995368443117, 0]",0.0,55.399536844311704,55.399536844311704,0.9803177838697154,4.600463155688374,46.00463155688374,0,553.9953684431171,600.0000000000008
198,|,59.75654200013773,[0],59.75654200013773,59.75654200013772,65.1560788444494,59.75654200013765,49.99999999999993,55.399536844311704,"[0, 55.399536844311704, 0]","[0, 59.75654200013772, 0]",0.0,5.399536844311747,54.60046315568833,54.60046315568833,0.9329900017245756,-5.156078844449397,53.99536844311747,51.560788444493966,0.0,105.55615688761144,|,59.75654200013773,[0],59.75654200013773,59.75654200013779,55.399536844311704,"[0, 59.75654200013773, 0]",0.0,55.399536844311704,49.99999999999993,0.9055995029012502,-9.756542000137799,0,97.56542000137799,553.9953684431171,651.5607884444951,|,59.75654200013772,[0],59.75654200013771,59.75654200013766,55.3995368443117,"[0, 59.75654200013771, 0]",0.0,59.75654200013772,59.75654200013772,0.9804341339277167,0.2434579998623505,2.434579998623505,0,597.5654200013772,600.0000000000007
199,|,47.44828647264631,[0],47.44828647264631,47.44828647264631,57.204828472783994,47.44828647264624,55.399536844311704,59.75654200013772,"[0, 57.20482847278411, 0]","[0, 47.44828647264631, 0]",0.0,9.756542000137763,52.604365317095706,47.44828647264631,0.9333030660296311,2.7951715272159987,125.51713527353762,0,0.0,125.51713527353762,|,47.44828647264631,[0],47.448286472646316,47.44828647264637,59.75654200013773,"[0, 47.448286472646316, 0]",0.0,57.20482847278411,47.44828647264631,0.9060405329979776,2.55171352735362,25.517135273536198,0,572.0482847278411,597.5654200013772,|,47.44828647264631,[0],47.4482864726463,47.448286472646245,59.75654200013771,"[0, 47.4482864726463, 0]",0.0,47.44828647264631,47.44828647264631,0.980525543783296,12.551713527353755,125.51713527353755,0,474.4828647264631,600.0000000000007
200,|,38.882106681522615,[0],38.88210668152262,38.882106681522615,38.88210668152251,38.88210668152255,57.20482847278411,47.44828647264631,"[0, 38.88210668152262, 0]","[0, 38.882106681522615, 0]",3.552713678800501e-14,0.0,38.882106681522615,38.882106681522615,0.9335574381849635,21.117893318477456,211.1789331847749,0,0.0,211.1789331847749,|,38.88210668152262,[0],38.88210668152263,38.882106681522686,47.448286472646316,"[0, 38.88210668152263, 0]",0.0,38.88210668152262,38.88210668152262,0.9063988803868668,11.117893318477314,111.17893318477314,0,388.82106681522623,499.9999999999994,|,38.882106681522615,[0],38.882106681522615,38.88210668152256,47.4482864726463,"[0, 38.882106681522615, 0]",0.0,38.882106681522615,38.882106681522615,0.9805998164538204,21.117893318477442,211.17893318477442,0,388.8210668152261,600.0000000000006
201,|,60.0757213143864,[0],60.0757213143864,60.07572131438639,60.07572131438628,60.07572131438633,38.88210668152262,38.882106681522615,"[0, 49.99999999999994, 0]","[0, 60.00000000000006, 0]",4.263256414560601e-14,0.0,60.00000000000007,60.00000000000007,0.9339392855607674,-0.07572131438632823,4.263256414560601e-13,0.7572131438632823,0.0,0.7572131438637086,|,60.0757213143864,[0],60.0757213143864,60.075721314386456,38.88210668152263,"[0, 60.0757213143864, 0]",0.0,49.99999999999994,49.99999999999994,0.9059646975195208,-10.075721314386456,0,100.75721314386456,499.99999999999943,600.757213143864,|,60.07572131438639,[0],60.07572131438639,60.07572131438634,38.882106681522615,"[0, 60.07572131438639, 0]",0.0,60.00000000000006,60.00000000000006,0.9807060820324649,-0.07572131438633534,0,0.7572131438633534,600.0000000000006,600.757213143864
202,|,52.385694099459776,[0],52.38569409945978,52.385694099459776,62.46141541384611,52.461415413846055,49.99999999999994,60.00000000000006,"[0, 60.0757213143864, 0]","[0, 52.46141541384611, 0]",0.0,10.000000000000071,49.999999999999986,49.92427868561366,0.9340362273318042,-2.461415413846119,100.00000000000071,24.61415413846119,0.0,124.6141541384619,|,52.38569409945978,[0],52.38569409945978,52.38569409945984,60.0757213143864,"[0, 52.38569409945978, 0]",0.0,60.0757213143864,49.99999999999994,0.9062111614157233,-2.3856940994598403,0,23.856940994598403,600.757213143864,624.6141541384624,|,52.385694099459776,[0],52.38569409945977,52.38569409945972,60.07572131438639,"[0, 52.38569409945977, 0]",0.0,52.46141541384611,52.385694099459776,0.9808041399221401,7.6143059005402804,76.1430590054028,0,524.6141541384611,600.757213143864
203,|,57.173220360702175,[0],57.17322036070218,57.17322036070217,59.55891446016189,57.17322036070212,60.0757213143864,52.46141541384611,"[0, 52.38569409945978, 0]","[0, 57.17322036070217, 0]",0.0,2.3856940994597835,59.63463577454829,57.173220360702175,0.934400096508211,0.44108553983810594,28.267796392978894,0,0.0,28.267796392978894,|,57.17322036070218,[0],57.17322036070218,57.17322036070223,52.38569409945978,"[0, 57.17322036070218, 0]",0.0,52.38569409945978,49.99999999999994,0.9060364311744332,-7.1732203607022385,0,71.73220360702238,523.8569409945978,595.5891446016202,|,57.17322036070217,[0],57.17322036070217,57.17322036070212,52.38569409945977,"[0, 57.17322036070217, 0]",0.0,57.17322036070217,57.17322036070217,0.9809100280712623,2.8267796392978823,28.267796392978823,0,571.7322036070217,600.0000000000005
204,|,64.8624725042521,[0],64.86247250425211,64.86247250425208,72.03569286495421,64.86247250425203,52.38569409945978,57.17322036070217,"[0, 57.17322036070218, 0]","[0, 60.00000000000005, 0]",0.0,7.173220360702167,52.82677963929789,52.82677963929789,0.9336540642830287,-12.035692864954207,71.73220360702167,120.35692864954207,0.0,192.08913225656374,|,64.86247250425211,[0],64.86247250425211,64.86247250425217,57.17322036070218,"[0, 64.86247250425211, 0]",0.0,57.17322036070218,49.99999999999994,0.9051957592265273,-14.862472504252167,0,148.62472504252167,571.7322036070218,720.3569286495435,|,64.86247250425208,[0],64.86247250425208,64.86247250425203,57.17322036070217,"[0, 64.86247250425208, 0]",0.0,60.00000000000005,60.00000000000005,0.9805625272276046,-4.8624725042520325,0,48.624725042520325,600.0000000000005,648.6247250425208
