t,|i=0,IO:EXT,IOPL:EXT,OQ:1,OQ:2,OO:1,OO:2,IS:1,IS:2,ISPL:1,ISPL:2,RM:1,RM:2,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC
619,|,47.9977244469415,[0],47.9977244469415,47.99772444694149,63.279962569396766,53.27996256939677,49.999999999999936,59.99999999999996,"[0, 63.27996256939687, 0]","[0, 53.279962569396844, 0]",0.0,10.0,49.99999999999996,44.717761877544724,0.9503679557142809,-3.2799625693967727,100.0,32.79962569396773,0.0,132.79962569396773,|,47.9977244469415,[0],47.997724446941504,47.99772444694156,65.28223812245531,"[0, 47.997724446941504, 0]",0.0,63.27996256939687,47.9977244469415,0.9184214735801096,2.002275553058439,20.02275553058439,0,632.7996256939687,652.822381224553,|,47.99772444694149,[0],47.99772444694149,47.99772444694153,65.28223812245531,"[0, 47.99772444694149, 0]",0.0,53.279962569396844,47.99772444694149,0.9836051005824482,12.002275553058467,120.02275553058467,0,532.7996256939684,652.822381224553
620,|,42.95098590537849,[0],42.950985905378495,42.95098590537849,42.95098590537839,42.95098590537842,63.27996256939687,53.279962569396844,"[0, 42.950985905378495, 0]","[0, 42.95098590537849, 0]",2.842170943040401e-14,0.0,46.23094847477526,42.95098590537849,0.9504368104273323,17.049014094621583,170.49014094621612,0,0.0,170.49014094621612,|,42.950985905378495,[0],42.950985905378495,42.95098590537856,47.997724446941504,"[0, 42.950985905378495, 0]",0.0,42.950985905378495,42.950985905378495,0.9185346477624072,7.049014094621448,70.49014094621448,0,429.50985905378496,499.99999999999943,|,42.95098590537849,[0],42.95098590537849,42.95098590537853,47.99772444694149,"[0, 42.95098590537849, 0]",0.0,42.95098590537849,42.95098590537849,0.9836278452852133,17.04901409462147,170.4901409462147,0,429.5098590537849,599.9999999999995
621,|,52.173220605774695,[0],52.173220605774695,52.173220605774695,52.173220605774596,52.17322060577463,42.950985905378495,42.95098590537849,"[0, 49.99999999999994, 0]","[0, 52.173220605774695, 0]",3.552713678800501e-14,0.0,52.173220605774695,52.173220605774695,0.9505201927555051,7.826779394225376,78.26779394225412,0,0.0,78.26779394225412,|,52.173220605774695,[0],52.17322060577469,52.17322060577475,42.950985905378495,"[0, 52.17322060577469, 0]",0.0,49.99999999999994,49.99999999999994,0.9186016242346942,-2.173220605774752,0,21.73220605774752,499.99999999999943,521.7322060577469,|,52.173220605774695,[0],52.173220605774695,52.173220605774745,42.95098590537849,"[0, 52.173220605774695, 0]",0.0,52.173220605774695,52.173220605774695,0.9836553888793422,7.826779394225262,78.26779394225262,0,521.7322060577469,599.9999999999995
622,|,57.90522536165505,[0],57.90522536165504,57.90522536165504,60.0784459674297,57.90522536165498,49.99999999999994,52.173220605774695,"[0, 52.17322060577469, 0]","[0, 57.90522536165504, 0]",0.0,2.1732206057747163,57.826779394225355,57.826779394225355,0.9506098831984845,-0.07844596742969401,21.732206057747163,0.7844596742969401,0.0,22.516665732044103,|,57.90522536165504,[0],57.90522536165504,57.9052253616551,52.17322060577469,"[0, 57.90522536165504, 0]",0.0,52.17322060577469,49.999999999999936,0.9184988942360139,-7.905225361655106,0,79.05225361655106,521.7322060577469,600.784459674298,|,57.90522536165504,[0],57.905225361655035,57.90522536165509,52.173220605774695,"[0, 57.905225361655035, 0]",0.0,57.90522536165504,57.90522536165504,0.983685850241837,2.0947746383449157,20.947746383449157,0,579.0522536165504,599.9999999999995
623,|,38.83939617195173,[0],38.839396171951726,38.83939617195173,46.74462153360675,38.83939617195166,52.17322060577469,57.90522536165504,"[0, 46.74462153360683, 0]","[0, 38.83939617195173, 0]",0.0,7.90522536165507,38.91784213938143,38.83939617195173,0.9506715465244563,13.25537846639326,211.60603828048332,0,0.0,211.60603828048332,|,38.839396171951726,[0],38.83939617195173,38.83939617195179,57.90522536165504,"[0, 38.83939617195173, 0]",0.0,46.74462153360683,38.839396171951726,0.9186006479790143,11.16060382804821,111.6060382804821,0,467.44621533606835,579.0522536165504,|,38.83939617195173,[0],38.839396171951726,38.83939617195178,57.905225361655035,"[0, 38.839396171951726, 0]",0.0,38.83939617195173,38.83939617195173,0.9837062183802346,21.160603828048217,211.60603828048215,0,388.39396171951734,599.9999999999995
624,|,44.51525844710239,[0],44.51525844710238,44.5152584471024,44.5152584471023,44.515258447102326,46.74462153360683,38.83939617195173,"[0, 44.51525844710238, 0]","[0, 44.5152584471024, 0]",2.842170943040401e-14,0.0,44.51525844710239,44.51525844710239,0.9507420320292503,15.484741552897674,154.84741552897702,0,0.0,154.84741552897702,|,44.51525844710238,[0],44.51525844710238,44.51525844710244,38.83939617195173,"[0, 44.51525844710238, 0]",0.0,44.51525844710238,44.51525844710238,0.9187169596412065,5.48474155289756,54.8474155289756,0,445.15258447102383,499.99999999999943,|,44.5152584471024,[0],44.5152584471024,44.51525844710245,38.839396171951726,"[0, 44.5152584471024, 0]",0.0,44.5152584471024,44.5152584471024,0.9837295005904308,15.484741552897546,154.84741552897546,0,445.15258447102394,599.9999999999994
625,|,62.773863299218675,[0],62.773863299218675,62.773863299218675,62.77386329921859,62.773863299218604,44.51525844710238,44.5152584471024,"[0, 49.99999999999994, 0]","[0, 59.99999999999994, 0]",1.4210854715202004e-14,0.0,60.00000000000007,60.00000000000007,0.9507522270269189,-2.773863299218604,1.4210854715202004e-13,27.73863299218604,0.0,27.738632992186183,|,62.773863299218675,[0],62.773863299218675,62.77386329921873,44.51525844710238,"[0, 62.773863299218675, 0]",0.0,49.99999999999994,49.99999999999994,0.918471209060428,-12.773863299218732,0,127.73863299218732,499.99999999999943,627.7386329921867,|,62.773863299218675,[0],62.77386329921868,62.77386329921873,44.5152584471024,"[0, 62.77386329921868, 0]",0.0,59.99999999999994,59.99999999999994,0.9836733599295953,-2.773863299218732,0,27.73863299218732,599.9999999999994,627.7386329921867
626,|,56.33253026520384,[0],56.33253026520384,56.33253026520384,69.10639356442249,59.106393564422504,49.99999999999994,59.99999999999994,"[0, 62.773863299218675, 0]","[0, 59.106393564422575, 0]",0.0,9.999999999999986,49.99999999999996,47.22613670078135,0.9505497448413791,-9.10639356442249,99.99999999999986,91.0639356442249,0.0,191.06393564422476,|,56.33253026520384,[0],56.33253026520384,56.3325302652039,62.773863299218675,"[0, 56.33253026520384, 0]",0.0,62.773863299218675,49.99999999999994,0.918415575442917,-6.3325302652039,0,63.325302652039,627.7386329921867,691.0639356442257,|,56.33253026520384,[0],56.33253026520384,56.33253026520389,62.77386329921868,"[0, 56.33253026520384, 0]",0.0,59.106393564422575,56.33253026520384,0.9837027697422727,3.667469734796107,36.67469734796107,0,591.0639356442257,627.7386329921868
627,|,55.85484528370178,[0],55.85484528370178,55.85484528370178,62.18737554890559,55.85484528370171,62.773863299218675,59.106393564422575,"[0, 56.33253026520384, 0]","[0, 55.85484528370178, 0]",0.0,6.332530265203886,62.773863299218675,53.667469734796185,0.9505680879429097,-2.1873755489055924,63.32530265203886,21.873755489055924,0.0,85.19905814109478,|,55.85484528370178,[0],55.85484528370178,55.854845283701835,56.33253026520384,"[0, 55.85484528370178, 0]",0.0,56.33253026520384,49.99999999999994,0.9183741447247749,-5.8548452837018345,0,58.548452837018345,563.3253026520384,621.8737554890567,|,55.85484528370178,[0],55.85484528370178,55.85484528370182,56.33253026520384,"[0, 55.85484528370178, 0]",0.0,55.85484528370178,55.85484528370178,0.9837318257438143,4.145154716298173,41.451547162981726,0,558.5484528370177,599.9999999999994
628,|,60.64382606269688,[0],60.64382606269688,60.64382606269688,66.49867134639862,60.64382606269682,56.33253026520384,55.85484528370178,"[0, 55.85484528370178, 0]","[0, 59.99999999999995, 0]",0.0,5.85484528370182,56.33253026520384,54.14515471629825,0.9504565545574082,-6.4986713463986305,58.5484528370182,64.9867134639863,0.0,123.53516630100451,|,60.64382606269688,[0],60.64382606269688,60.64382606269693,55.85484528370178,"[0, 60.64382606269688, 0]",0.0,55.85484528370178,49.99999999999994,0.9181927529560673,-10.643826062696938,0,106.43826062696938,558.5484528370177,664.9867134639871,|,60.64382606269688,[0],60.64382606269689,60.64382606269693,55.85484528370178,"[0, 60.64382606269689, 0]",0.0,59.99999999999995,59.99999999999995,0.9837427447703609,-0.643826062696931,0,6.43826062696931,599.9999999999995,606.4382606269688
629,|,50.063501280143335,[0],50.06350128014334,50.06350128014333,60.70732734284019,50.707327342840195,55.85484528370178,59.99999999999995,"[0, 60.64382606269688, 0]","[0, 50.70732734284026, 0]",0.0,9.999999999999986,55.85484528370178,49.35617393730315,0.9505129489258709,-0.7073273428401876,99.99999999999986,7.073273428401876,0.0,107.07327342840173,|,50.06350128014334,[0],50.06350128014335,50.06350128014339,60.64382606269688,"[0, 50.06350128014335, 0]",0.0,60.64382606269688,49.99999999999994,0.9183210024779089,-0.06350128014339873,0,0.6350128014339873,606.4382606269688,607.0732734284028,|,50.06350128014333,[0],50.06350128014333,50.06350128014337,60.64382606269689,"[0, 50.06350128014333, 0]",0.0,50.70732734284026,50.06350128014333,0.9837686327196713,9.93649871985663,99.3649871985663,0,507.07327342840256,606.4382606269688
630,|,40.79826660866419,[0],40.79826660866419,40.7982666086642,40.8617678888075,40.798266608664136,60.64382606269688,50.70732734284026,"[0, 40.86176788880759, 0]","[0, 40.7982666086642, 0]",0.0,0.0635012801433632,41.50559395150438,40.79826660866419,0.9505770845430936,19.1382321111925,192.01733391335864,0,0.0,192.01733391335864,|,40.79826660866419,[0],40.7982666086642,40.79826660866424,50.06350128014335,"[0, 40.7982666086642, 0]",0.0,40.86176788880759,40.79826660866419,0.9184268591173027,9.201733391335758,92.01733391335758,0,408.61767888807594,500.6350128014335,|,40.7982666086642,[0],40.7982666086642,40.79826660866425,50.06350128014333,"[0, 40.7982666086642, 0]",0.0,40.7982666086642,40.7982666086642,0.9837896687025456,19.201733391335758,192.01733391335756,0,407.982666086642,599.9999999999995
631,|,42.88523273892808,[0],42.88523273892808,42.88523273892808,42.885232738927996,42.88523273892802,40.86176788880759,40.7982666086642,"[0, 42.88523273892808, 0]","[0, 42.88523273892808, 0]",2.842170943040401e-14,0.0,42.88523273892808,42.88523273892808,0.9506443219391639,17.114767261071982,171.14767261072012,0,0.0,171.14767261072012,|,42.88523273892808,[0],42.88523273892808,42.88523273892812,40.7982666086642,"[0, 42.88523273892808, 0]",0.0,42.88523273892808,42.88523273892808,0.9185378352815278,7.114767261071876,71.14767261071876,0,428.85232738928084,499.9999999999996,|,42.88523273892808,[0],42.885232738928075,42.88523273892812,40.7982666086642,"[0, 42.885232738928075, 0]",0.0,42.88523273892808,42.88523273892808,0.983811722044721,17.114767261071876,171.14767261071876,0,428.85232738928084,599.9999999999995
632,|,54.61921941326689,[0],54.61921941326688,54.61921941326689,54.619219413266805,54.61921941326683,42.88523273892808,42.88523273892808,"[0, 49.99999999999996, 0]","[0, 54.61921941326689, 0]",2.842170943040401e-14,0.0,54.61921941326689,54.61921941326689,0.95072969198611,5.380780586733174,53.80780586733202,0,0.0,53.80780586733202,|,54.61921941326688,[0],54.61921941326689,54.61921941326692,42.88523273892808,"[0, 54.61921941326689, 0]",0.0,49.99999999999996,49.99999999999996,0.91853245740742,-4.619219413266926,0,46.19219413266926,499.99999999999955,546.1921941326688,|,54.61921941326689,[0],54.6192194132669,54.61921941326694,42.885232738928075,"[0, 54.6192194132669, 0]",0.0,54.61921941326689,54.61921941326689,0.9838397227551421,5.38078058673306,53.8078058673306,0,546.1921941326689,599.9999999999994
633,|,44.36527829185294,[0],44.36527829185293,44.36527829185293,48.98449770511978,44.365278291852874,49.99999999999996,54.61921941326689,"[0, 48.98449770511986, 0]","[0, 44.36527829185293, 0]",0.0,4.619219413266904,44.36527829185294,44.36527829185294,0.9507988180223257,11.015502294880221,156.34721708147126,0,0.0,156.34721708147126,|,44.36527829185293,[0],44.36527829185294,44.36527829185296,54.61921941326689,"[0, 44.36527829185294, 0]",0.0,48.98449770511986,44.36527829185293,0.9186467560291794,5.634721708147033,56.34721708147033,0,489.84497705119855,546.1921941326689,|,44.36527829185293,[0],44.36527829185293,44.36527829185298,54.6192194132669,"[0, 44.36527829185293, 0]",0.0,44.36527829185293,44.36527829185293,0.983862395556574,15.634721708147026,156.34721708147026,0,443.6527829185293,599.9999999999995
634,|,47.028058860265254,[0],47.028058860265254,47.028058860265254,47.02805886026518,47.028058860265205,48.98449770511986,44.36527829185293,"[0, 47.028058860265254, 0]","[0, 47.028058860265254, 0]",2.1316282072803006e-14,0.0,47.028058860265254,47.028058860265254,0.9508718815020624,12.971941139734803,129.71941139734827,0,0.0,129.71941139734827,|,47.028058860265254,[0],47.02805886026526,47.02805886026528,44.36527829185294,"[0, 47.02805886026526, 0]",0.0,47.028058860265254,47.028058860265254,0.9187675651409417,2.9719411397347173,29.719411397347173,0,470.28058860265253,499.9999999999997,|,47.028058860265254,[0],47.02805886026525,47.02805886026529,44.36527829185293,"[0, 47.02805886026525, 0]",0.0,47.028058860265254,47.028058860265254,0.9838863598088106,12.971941139734703,129.71941139734702,0,470.28058860265253,599.9999999999995
635,|,45.57251261663304,[0],45.572512616633034,45.572512616633034,45.572512616632956,45.572512616632984,47.028058860265254,47.028058860265254,"[0, 45.572512616633034, 0]","[0, 45.572512616633034, 0]",2.1316282072803006e-14,0.0,45.57251261663304,45.57251261663304,0.9509424768940274,14.427487383367016,144.27487383367037,0,0.0,144.27487383367037,|,45.572512616633034,[0],45.572512616633034,45.57251261663306,47.02805886026526,"[0, 45.572512616633034, 0]",0.0,45.572512616633034,45.572512616633034,0.9188842933152436,4.427487383366945,44.274873833669446,0,455.72512616633037,499.99999999999983,|,45.572512616633034,[0],45.57251261663304,45.57251261663308,47.02805886026525,"[0, 45.57251261663304, 0]",0.0,45.572512616633034,45.572512616633034,0.9839095145474828,14.427487383366916,144.27487383366918,0,455.72512616633037,599.9999999999995
636,|,57.88710382332044,[0],57.887103823320444,57.88710382332044,57.88710382332037,57.88710382332039,45.572512616633034,45.572512616633034,"[0, 49.99999999999998, 0]","[0, 57.88710382332044, 0]",2.1316282072803006e-14,0.0,57.88710382332044,57.88710382332044,0.9510318565561434,2.1128961766796124,21.128961766796337,0,0.0,21.128961766796337,|,57.887103823320444,[0],57.88710382332044,57.88710382332046,45.572512616633034,"[0, 57.88710382332044, 0]",0.0,49.99999999999998,49.99999999999998,0.9187838426102968,-7.887103823320466,0,78.87103823320466,499.9999999999998,578.8710382332044,|,57.88710382332044,[0],57.887103823320444,57.88710382332048,45.57251261663304,"[0, 57.887103823320444, 0]",0.0,57.88710382332044,57.88710382332044,0.9839388303804474,2.11289617667952,21.1289617667952,0,578.8710382332043,599.9999999999995
637,|,51.63410161673924,[0],51.63410161673923,51.63410161673924,59.521205440059624,51.63410161673918,49.99999999999998,57.88710382332044,"[0, 57.88710382332044, 0]","[0, 51.63410161673924, 0]",0.0,7.887103823320437,51.63410161673924,51.63410161673924,0.951111306998906,0.47879455994037556,83.65898383260813,0,0.0,83.65898383260813,|,51.63410161673923,[0],51.63410161673924,51.634101616739265,57.88710382332044,"[0, 51.63410161673924, 0]",0.0,57.88710382332044,49.99999999999997,0.9188642670246239,-1.6341016167392581,0,16.34101616739258,578.8710382332043,595.2120544005969,|,51.63410161673924,[0],51.63410161673924,51.63410161673927,57.887103823320444,"[0, 51.63410161673924, 0]",0.0,51.63410161673924,51.63410161673924,0.9839648895068062,8.365898383260728,83.65898383260728,0,516.3410161673924,599.9999999999997
638,|,59.6857598583061,[0],59.6857598583061,59.685759858306106,61.31986147504529,59.68575985830605,57.88710382332044,51.63410161673924,"[0, 51.63410161673924, 0]","[0, 59.685759858306106, 0]",0.0,1.6341016167392368,58.36589838326081,58.36589838326081,0.951161429821996,-1.3198614750452862,16.341016167392368,13.198614750452862,0.0,29.53963091784523,|,59.6857598583061,[0],59.68575985830609,59.68575985830612,51.63410161673924,"[0, 59.68575985830609, 0]",0.0,51.63410161673924,49.99999999999998,0.9187123673606487,-9.68575985830612,0,96.8575985830612,516.3410161673924,613.1986147504535,|,59.685759858306106,[0],59.685759858306106,59.685759858306135,51.63410161673924,"[0, 59.685759858306106, 0]",0.0,59.685759858306106,59.685759858306106,0.9839949070390756,0.3142401416938583,3.1424014169385828,0,596.8575985830611,599.9999999999997
639,|,59.95668336627138,[0],59.95668336627137,59.95668336627138,69.64244322457742,59.956683366271314,51.63410161673924,59.685759858306106,"[0, 59.68575985830609, 0]","[0, 59.95668336627138, 0]",0.0,9.685759858306106,51.63410161673924,50.31424014169395,0.9509512391013808,-9.642443224577427,96.85759858306106,96.42443224577427,0.0,193.28203082883533,|,59.95668336627137,[0],59.95668336627137,59.9566833662714,59.68575985830609,"[0, 59.95668336627137, 0]",0.0,59.68575985830609,49.99999999999997,0.9185532447393394,-9.956683366271399,0,99.56683366271399,596.857598583061,696.4244322457749,|,59.95668336627138,[0],59.956683366271385,59.95668336627141,59.685759858306106,"[0, 59.956683366271385, 0]",0.0,59.95668336627138,59.95668336627138,0.9840249478869839,0.04331663372858685,0.4331663372858685,0,599.5668336627137,599.9999999999997
640,|,55.14851104857241,[0],55.148511048572416,55.148511048572416,65.10519441484374,55.14851104857236,59.68575985830609,59.95668336627138,"[0, 59.95668336627137, 0]","[0, 55.148511048572416, 0]",0.0,9.956683366271385,59.68575985830609,50.043316633728665,0.9508762289919733,-5.105194414843744,99.56683366271385,51.05194414843744,0.0,150.6187778111513,|,55.148511048572416,[0],55.148511048572416,55.14851104857245,59.95668336627137,"[0, 55.148511048572416, 0]",0.0,59.95668336627137,49.99999999999997,0.9185327175573517,-5.148511048572445,0,51.48511048572445,599.5668336627137,651.0519441484382,|,55.148511048572416,[0],55.148511048572416,55.14851104857244,59.956683366271385,"[0, 55.148511048572416, 0]",0.0,55.148511048572416,55.148511048572416,0.9840524802397271,4.851488951427555,48.51488951427555,0,551.4851104857241,599.9999999999997
641,|,41.9303779263988,[0],41.930377926398805,41.9303779263988,47.07888897497117,41.93037792639875,59.95668336627137,55.148511048572416,"[0, 47.07888897497125, 0]","[0, 41.9303779263988, 0]",0.0,5.1485110485724235,47.03557234124254,41.9303779263988,0.9509405153774994,12.921111025028829,180.69622073601255,0,0.0,180.69622073601255,|,41.930377926398805,[0],41.9303779263988,41.93037792639883,55.148511048572416,"[0, 41.9303779263988, 0]",0.0,47.07888897497125,41.930377926398805,0.9186393306495348,8.069622073601167,80.69622073601167,0,470.7888897497125,551.4851104857241,|,41.9303779263988,[0],41.930377926398805,41.93037792639883,55.148511048572416,"[0, 41.930377926398805, 0]",0.0,41.9303779263988,41.9303779263988,0.9840733501441025,18.069622073601174,180.69622073601175,0,419.30377926398796,599.9999999999998
642,|,43.161572690723034,[0],43.161572690723034,43.161572690723034,43.16157269072295,43.161572690722984,47.07888897497125,41.9303779263988,"[0, 43.161572690723034, 0]","[0, 43.161572690723034, 0]",2.842170943040401e-14,0.0,43.161572690723034,43.161572690723034,0.9510065138883992,16.838427309277016,168.38427309277046,0,0.0,168.38427309277046,|,43.161572690723034,[0],43.161572690723034,43.16157269072307,41.9303779263988,"[0, 43.161572690723034, 0]",0.0,43.161572690723034,43.161572690723034,0.9187487831450974,6.8384273092769305,68.3842730927693,0,431.61572690723034,499.99999999999966,|,43.161572690723034,[0],43.16157269072303,43.16157269072305,41.930377926398805,"[0, 43.16157269072303, 0]",0.0,43.161572690723034,43.161572690723034,0.9840947758721181,16.838427309276945,168.38427309276943,0,431.61572690723034,599.9999999999998
643,|,47.466662571525966,[0],47.46666257152597,47.466662571525966,47.46666257152589,47.466662571525916,43.161572690723034,43.161572690723034,"[0, 47.46666257152597, 0]","[0, 47.466662571525966, 0]",2.842170943040401e-14,0.0,47.466662571525966,47.466662571525966,0.9510788906068902,12.533337428474084,125.33337428474113,0,0.0,125.33337428474113,|,47.46666257152597,[0],47.46666257152597,47.466662571526,43.161572690723034,"[0, 47.46666257152597, 0]",0.0,47.46666257152597,47.46666257152597,0.91886881331474,2.533337428473992,25.333374284739918,0,474.6666257152597,499.99999999999966,|,47.466662571525966,[0],47.46666257152597,47.466662571525994,43.16157269072303,"[0, 47.46666257152597, 0]",0.0,47.466662571525966,47.466662571525966,0.9841182722186859,12.533337428474006,125.33337428474006,0,474.66662571525967,599.9999999999998
644,|,49.58642063205495,[0],49.58642063205495,49.58642063205495,49.58642063205487,49.5864206320549,47.46666257152597,47.466662571525966,"[0, 49.58642063205495, 0]","[0, 49.58642063205495, 0]",3.552713678800501e-14,0.0,49.58642063205495,49.58642063205495,0.9511542714864056,10.413579367945097,104.13579367945133,0,0.0,104.13579367945133,|,49.58642063205495,[0],49.58642063205496,49.586420632054995,47.46666257152597,"[0, 49.58642063205496, 0]",0.0,49.58642063205495,49.58642063205495,0.9189938256107475,0.4135793679450117,4.135793679450117,0,495.86420632054956,499.99999999999966,|,49.58642063205495,[0],49.58642063205495,49.58642063205497,47.46666257152597,"[0, 49.58642063205495, 0]",0.0,49.58642063205495,49.58642063205495,0.9841427438347885,10.413579367945026,104.13579367945026,0,495.86420632054956,599.9999999999998
645,|,64.63120929396166,[0],64.63120929396166,64.63120929396166,64.63120929396158,64.63120929396162,49.58642063205495,49.58642063205495,"[0, 49.99999999999997, 0]","[0, 59.99999999999998, 0]",3.552713678800501e-14,0.0,60.00000000000005,60.00000000000005,0.951108551913788,-4.631209293961611,3.552713678800501e-13,46.31209293961611,0.0,46.31209293961646,|,64.63120929396166,[0],64.63120929396166,64.63120929396169,49.58642063205496,"[0, 64.63120929396166, 0]",0.0,49.99999999999997,49.99999999999997,0.9187024460293587,-14.631209293961689,0,146.3120929396169,499.9999999999997,646.3120929396166,|,64.63120929396166,[0],64.63120929396166,64.63120929396167,49.58642063205495,"[0, 64.63120929396166, 0]",0.0,59.99999999999998,59.99999999999998,0.9840309038916142,-4.631209293961682,0,46.31209293961682,599.9999999999998,646.3120929396166
646,|,57.406083731834876,[0],57.406083731834876,57.40608373183487,72.03729302579649,62.03729302579651,49.99999999999997,59.99999999999998,"[0, 64.63120929396166, 0]","[0, 62.03729302579655, 0]",0.0,9.999999999999972,50.00000000000001,45.368790706038396,0.9508227997747548,-12.03729302579648,99.99999999999972,120.3729302579648,0.0,220.37293025796453,|,57.406083731834876,[0],57.406083731834876,57.40608373183491,64.63120929396166,"[0, 57.406083731834876, 0]",0.0,64.63120929396166,49.99999999999997,0.9186176515234145,-7.406083731834904,0,74.06083731834904,646.3120929396166,720.3729302579657,|,57.40608373183487,[0],57.406083731834876,57.40608373183488,64.63120929396166,"[0, 57.406083731834876, 0]",0.0,62.03729302579655,57.40608373183487,0.984059282857643,2.59391626816511,25.939162681651098,0,620.3729302579655,646.3120929396166
647,|,32.134036731889125,[0],32.13403673188912,32.134036731889125,39.54012046372395,32.13403673188909,64.63120929396166,62.03729302579655,"[0, 39.54012046372402, 0]","[0, 32.134036731889125, 0]",0.0,7.406083731834855,44.171329757685605,32.134036731889125,0.9508716712658227,20.459879536276055,278.6596326811091,0,0.0,278.6596326811091,|,32.13403673188912,[0],32.13403673188911,32.13403673188915,57.406083731834876,"[0, 32.13403673188911, 0]",0.0,39.54012046372402,32.13403673188912,0.9186985279600243,17.865963268110853,178.65963268110852,0,395.4012046372402,574.0608373183487,|,32.134036731889125,[0],32.13403673188913,32.13403673188913,57.406083731834876,"[0, 32.13403673188913, 0]",0.0,32.134036731889125,32.134036731889125,0.9840751244796115,27.86596326811086,278.65963268110863,0,321.34036731889125,599.9999999999999
648,|,55.599257355691726,[0],55.59925735569172,55.599257355691726,55.59925735569165,55.59925735569169,39.54012046372402,32.134036731889125,"[0, 49.999999999999964, 0]","[0, 55.599257355691726, 0]",4.263256414560601e-14,0.0,55.599257355691726,55.599257355691726,0.950956001123736,4.400742644308309,44.00742644308352,0,0.0,44.00742644308352,|,55.59925735569172,[0],55.59925735569172,55.59925735569176,32.13403673188911,"[0, 55.59925735569172, 0]",0.0,49.999999999999964,49.999999999999964,0.9186652172356474,-5.599257355691755,0,55.99257355691755,499.99999999999966,555.9925735569173,|,55.599257355691726,[0],55.59925735569173,55.59925735569174,32.13403673188913,"[0, 55.59925735569173, 0]",0.0,55.599257355691726,55.599257355691726,0.9841024598790546,4.4007426443082664,44.007426443082664,0,555.9925735569173,599.9999999999999
649,|,42.422888750931676,[0],42.422888750931676,42.422888750931676,48.02214610662336,42.42288875093164,49.999999999999964,55.599257355691726,"[0, 48.02214610662343, 0]","[0, 42.422888750931676, 0]",0.0,5.599257355691719,42.422888750931676,42.422888750931676,0.9510201513310996,11.97785389337664,175.7711124906836,0,0.0,175.7711124906836,|,42.422888750931676,[0],42.42288875093167,42.42288875093172,55.59925735569172,"[0, 42.42288875093167, 0]",0.0,48.02214610662343,42.422888750931676,0.9187716042207987,7.577111249068288,75.77111249068288,0,480.2214610662343,555.9925735569173,|,42.422888750931676,[0],42.42288875093167,42.422888750931676,55.59925735569173,"[0, 42.42288875093167, 0]",0.0,42.422888750931676,42.422888750931676,0.9841232540744445,17.577111249068324,175.77111249068324,0,424.2288875093168,600.0
650,|,63.63226052055869,[0],63.63226052055869,63.63226052055869,63.632260520558624,63.63226052055866,48.02214610662343,42.422888750931676,"[0, 49.99999999999996, 0]","[0, 59.99999999999999, 0]",3.552713678800501e-14,0.0,60.000000000000036,60.000000000000036,0.9510042862737798,-3.6322605205586527,3.552713678800501e-13,36.32260520558653,0.0,36.32260520558688,|,63.63226052055869,[0],63.63226052055868,63.632260520558724,42.42288875093167,"[0, 63.63226052055868, 0]",0.0,49.99999999999996,49.99999999999996,0.9185111619689937,-13.63226052055873,0,136.3226052055873,499.99999999999955,636.3226052055868,|,63.63226052055869,[0],63.63226052055869,63.632260520558695,42.42288875093167,"[0, 63.63226052055869, 0]",0.0,59.99999999999999,59.99999999999999,0.9840425693532944,-3.6322605205586953,0,36.32260520558695,599.9999999999999,636.3226052055868
651,|,40.37671774253827,[0],40.37671774253826,40.37671774253826,54.00897826309692,44.00897826309693,49.99999999999996,59.99999999999999,"[0, 54.00897826309699, 0]","[0, 44.00897826309696, 0]",0.0,10.0,44.00897826309692,40.37671774253827,0.9510650872497904,5.991021736903072,159.9102173690307,0,0.0,159.9102173690307,|,40.37671774253826,[0],40.37671774253827,40.37671774253831,63.63226052055868,"[0, 40.37671774253827, 0]",0.0,54.00897826309699,40.37671774253826,0.9186122851185401,9.623282257461689,96.23282257461689,0,540.0897826309699,636.3226052055868,|,40.37671774253826,[0],40.37671774253826,40.376717742538276,63.63226052055869,"[0, 40.37671774253826, 0]",0.0,44.00897826309696,40.37671774253826,0.9840623716438246,19.62328225746173,196.23282257461733,0,440.0897826309696,636.3226052055869
652,|,48.83978369388002,[0],48.83978369388003,48.83978369388002,48.83978369387995,48.83978369387999,54.00897826309699,44.00897826309696,"[0, 48.83978369388003, 0]","[0, 48.83978369388002, 0]",3.552713678800501e-14,0.0,48.83978369388002,48.83978369388002,0.9511384309120403,11.160216306120006,111.60216306120041,0,0.0,111.60216306120041,|,48.83978369388003,[0],48.83978369388003,48.83978369388007,40.37671774253827,"[0, 48.83978369388003, 0]",0.0,48.83978369388003,48.83978369388003,0.9187342690505852,1.1602163061199278,11.602163061199278,0,488.3978369388003,499.9999999999996,|,48.83978369388002,[0],48.839783693880015,48.83978369388004,40.37671774253826,"[0, 48.839783693880015, 0]",0.0,48.83978369388002,48.83978369388002,0.9840862589660966,11.16021630611997,111.6021630611997,0,488.3978369388002,599.9999999999999
