t,|i=0,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=1,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=2,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC
80,|,0.22216142769449565,6.267838572305504,5.529999999999992,5.011868399953069,5.0118683999530695,5.011868399953069,5.011868399953069,0.9085106960320931,0.7402930277414193,0.0,5.182051194189935,0.0,0.0,5.182051194189935,|,-0.7378385723055265,6.267838572305511,6.267838572305519,5.0118683999530695,5.0118683999530695,5.749706972258596,5.0118683999530695,0.9095607209291516,0.5181316000469227,0.0,2.072526400187691,0.0,22.998827889034384,25.071354289222075,|,0.41192066203269917,10.278079337967295,4.010240765661774,5.0118683999530695,5.0118683999530695,4.422161427694473,4.422161427694473,0.8993490739525191,-0.5897069722585968,0.5897069722585968,0.0,0.0,8.844322855388945,8.844322855388945
81,|,0.7402930277414193,5.749706972258581,5.749706972258596,5.947206732041097,5.947206732041097,5.947206732041097,5.947206732041097,0.9098018354240275,0.5427932679589187,0.0,3.799552875712431,0.0,0.0,3.799552875712431,|,0.5181316000469227,5.0118683999530615,4.422161427694473,5.947206732041097,5.947206732041097,4.9402930277413954,4.9402930277413954,0.9084476794892276,-1.0069137042997012,1.0069137042997012,0.0,0.0,19.761172110965582,19.761172110965582,|,-0.5897069722585968,11.279706972258591,6.267838572305518,5.947206732041097,5.947206732041096,6.267838572305518,5.678131600046921,0.9001310028177519,-0.26907513199417554,0.26907513199417554,0.0,0.0,12.535677144611036,12.535677144611036
82,|,0.5427932679589187,5.947206732041082,4.9402930277413954,4.357438629382114,4.357438629382113,4.357438629382114,4.357438629382114,0.9107249406280806,1.1256476663182005,0.0,7.879533664227403,0.0,0.0,7.879533664227403,|,-1.0069137042997012,6.536913704299685,6.267838572305518,4.357438629382113,4.357438629382113,5.364352333681814,4.357438629382113,0.9093846433831597,0.9034862386237039,0.0,3.6139449544948157,0.0,21.457409334727256,25.07135428922207,|,-0.26907513199417554,10.959075131994169,5.0118683999530695,4.357438629382113,4.357438629382113,4.626513761376288,4.357438629382113,0.901153081165531,0.3853546385767812,0.0,0.7707092771535624,0.0,9.253027522752577,10.023736799906139
83,|,1.1256476663182005,5.364352333681799,5.364352333681814,4.3509619293302295,4.35096192933023,4.3509619293302295,4.3509619293302295,0.9116280121091899,2.139038070669785,0.0,14.973266494688495,0.0,0.0,14.973266494688495,|,0.9034862386237039,4.62651376137628,4.626513761376288,4.35096192933023,4.35096192933023,4.35096192933023,4.35096192933023,0.9103012727854467,1.1790380706697619,0.0,4.716152282679047,0.0,17.40384771732092,22.11999999999997,|,0.3853546385767812,10.304645361423212,5.947206732041096,4.35096192933023,4.350961929330232,4.35096192933023,4.35096192933023,0.9021529778222561,1.9815994412876465,0.0,3.963198882575293,0.0,8.70192385866046,12.665122741235754
84,|,2.139038070669785,4.350961929330215,4.35096192933023,5.631881483187411,5.631881483187411,5.631881483187411,5.631881483187411,0.9127701676250761,0.8581185168126044,0.0,6.006829617688231,0.0,0.0,6.006829617688231,|,1.1790380706697619,4.350961929330222,4.35096192933023,5.631881483187411,5.631881483187411,5.529999999999992,5.529999999999992,0.911226771387448,-0.10188148318741863,0.10188148318741863,0.0,0.0,22.11999999999997,22.11999999999997,|,1.9815994412876465,8.708400558712349,4.357438629382113,5.631881483187411,5.63188148318741,5.631881483187411,5.631881483187411,0.9034175925351382,0.7071565874823484,0.0,1.4143131749646969,0.0,11.263762966374822,12.678076141339519
85,|,0.8581185168126044,5.631881483187396,5.529999999999992,4.290129681416043,4.290129681416043,4.290129681416043,4.290129681416043,0.9136205959830994,2.0979888353965537,0.0,14.685921847775877,0.0,0.0,14.685921847775877,|,-0.10188148318741863,5.631881483187403,5.631881483187411,4.290129681416043,4.290129681416043,4.392011164603462,4.290129681416043,0.9120922467528129,1.2398703185839492,0.0,4.959481274335797,0.0,17.568044658413847,22.527525932749644,|,0.7071565874823484,9.982843412517646,4.350961929330232,4.290129681416043,4.290129681416044,4.290129681416043,4.290129681416043,0.9043592017983688,0.7679888353965376,0.0,1.5359776707930752,0.0,8.580259362832086,10.116237033625161
86,|,2.0979888353965537,4.392011164603447,4.392011164603462,6.086769072803053,6.086769072803052,6.086769072803053,6.086769072803053,0.9147991059312163,0.4032309271969625,0.0,2.8226164903787376,0.0,0.0,2.8226164903787376,|,1.2398703185839492,4.290129681416036,4.290129681416043,6.086769072803052,6.086769072803052,5.529999999999992,5.529999999999992,0.9120436179634022,-0.5567690728030597,0.5567690728030597,0.0,0.0,22.11999999999997,22.11999999999997,|,0.7679888353965376,9.922011164603457,5.63188148318741,6.086769072803052,6.0867690728030475,6.086769072803052,6.086769072803052,0.9056640687792108,0.3131012457808957,0.0,0.6262024915617914,0.0,12.173538145606104,12.799740637167895
87,|,0.4032309271969625,6.086769072803039,5.529999999999992,7.1759144501177605,7.17591445011776,5.933230927196955,5.933230927196955,0.9134064794115914,-1.2426835229208057,1.2426835229208057,0.0,46.12841237082031,0.0,46.12841237082031,|,-0.5567690728030597,6.086769072803045,6.086769072803052,7.17591445011776,7.17591445011776,6.086769072803052,5.529999999999992,0.9098050820274102,-1.6459144501177674,1.6459144501177674,0.0,0.0,24.347076291212208,24.347076291212208,|,0.3131012457808957,10.376898754219095,4.290129681416044,7.17591445011776,7.175914450117762,4.60323092719694,4.60323092719694,0.901482065398264,-2.57268352292082,2.57268352292082,0.0,0.0,9.20646185439388,9.20646185439388
88,|,-1.2426835229208057,7.732683522920807,6.086769072803052,6.193312394915061,4.950628871994255,6.086769072803052,4.844085549882246,0.9116373320285031,-1.349226845032815,1.349226845032815,0.0,50.08330048761809,0.0,50.08330048761809,|,-1.6459144501177674,7.1759144501177525,4.60323092719694,4.950628871994255,4.950628871994255,4.60323092719694,2.9573164770791722,0.9064297179144267,-1.9933123949150824,1.9933123949150824,0.0,0.0,18.41292370878776,18.41292370878776,|,-2.57268352292082,13.262683522920813,6.0867690728030475,4.950628871994255,4.950628871994258,6.0867690728030475,3.5140855498822274,0.8994115819279718,-1.4365433221120272,1.4365433221120272,0.0,0.0,12.173538145606095,12.173538145606095
89,|,-1.349226845032815,6.5965433221120096,4.60323092719694,4.222120087791898,4.115576765679888,4.60323092719694,3.2540040821641245,0.9103541581569745,-0.9681160056277731,0.9681160056277731,0.0,35.936466128902936,0.0,35.936466128902936,|,-1.9933123949150824,7.523312394915067,6.0867690728030475,4.115576765679888,5.358260288600697,6.0867690728030475,4.093456677887965,0.9072147429676586,-0.022120087791923204,0.022120087791923204,0.0,0.0,24.34707629121219,24.34707629121219,|,-1.4365433221120272,12.126543322112024,7.175914450117762,5.358260288600697,6.600943811521503,6.794803610712724,5.358260288600697,0.9005741335086968,0.3811108394050384,0.0,0.7622216788100769,0.0,13.589607221425448,14.351828900235525
90,|,-0.9681160056277731,6.108889160594959,6.0867690728030475,5.694671701281093,6.075782540686134,6.0867690728030475,5.118653067175274,0.9102145918526995,-0.5760186341058189,0.5760186341058189,0.0,21.381811698007997,0.0,21.381811698007997,|,-0.022120087791923204,6.794803610712716,6.794803610712724,6.075782540686134,6.1823258627981446,6.0979026284780575,6.075782540686134,0.9084181641799952,0.6969009822346663,0.0,2.7876039289386654,0.0,24.39161051391223,27.179214442850895,|,0.3811108394050384,11.551572683515765,4.950628871994258,6.1823258627981446,5.046185661989345,5.331739711399297,5.331739711399297,0.9000719979698476,-0.850586151398848,0.850586151398848,0.0,0.0,10.663479422798593,10.663479422798593
91,|,-0.5760186341058189,6.097902628478046,6.0979026284780575,5.408846674562658,5.800944046084612,5.984865308668477,5.408846674562658,0.9112373542974939,0.11303731980958087,0.0,0.7912612386670661,0.0,0.0,0.7912612386670661,|,0.6969009822346663,6.182325862798137,5.331739711399297,5.800944046084612,5.419833206679569,5.800944046084612,5.800944046084612,0.9095383743982998,0.22769664754935093,0.0,0.9107865901974037,0.0,23.203776184338448,24.11456277453585,|,-0.850586151398848,11.647129473510851,6.600943811521503,5.419833206679569,4.932179045162517,6.270419358078417,5.419833206679569,0.9012116676326001,0.33052445344308623,0.0,0.6610489068861725,0.0,12.540838716156834,13.201887623043007
92,|,0.11303731980958087,5.800944046084601,5.800944046084612,4.982676918869575,5.558695552975393,4.982676918869575,4.982676918869575,0.9121591267258187,0.9313044470246181,0.0,6.519131129172327,0.0,0.0,6.519131129172327,|,0.22769664754935093,6.270419358078409,6.270419358078417,5.558695552975393,5.16659818145344,5.558695552975393,5.558695552975393,0.9105863906644229,0.9394204526523753,0.0,3.757681810609501,0.0,22.23478221190157,25.992464022511072,|,0.33052445344308623,9.978364707151865,5.046185661989345,5.16659818145344,5.155611649336532,5.16659818145344,5.16659818145344,0.9022741458229165,0.21011193397899053,0.0,0.42022386795798106,0.0,10.33319636290688,10.753420230864862
93,|,0.9313044470246181,5.558695552975382,5.558695552975393,4.412975177817255,4.412975177817255,4.412975177817255,4.412975177817255,0.9129596662508496,2.0770248221827563,0.0,14.539173755279293,0.0,0.0,14.539173755279293,|,0.9394204526523753,5.166598181453432,5.16659818145344,4.412975177817255,3.8369565437114375,4.412975177817255,4.412975177817255,0.9114012633504602,1.693043456288561,0.0,6.772173825154244,0.0,17.65190071126902,24.424074536423262,|,0.21011193397899053,10.087790694499052,4.932179045162517,3.8369565437114375,3.6530352811275684,3.8369565437114375,3.8369565437114375,0.9030485202555261,1.30533443543007,0.0,2.61066887086014,0.0,7.673913087422875,10.284581958283015
94,|,2.0770248221827563,4.412975177817244,4.412975177817255,5.363491659207711,5.363491659207711,5.363491659207711,5.363491659207711,0.9139132059828714,1.1265083407922996,0.0,7.885558385546097,0.0,0.0,7.885558385546097,|,1.693043456288561,3.8369565437114295,3.8369565437114375,5.363491659207711,5.363491659207708,5.363491659207711,5.363491659207711,0.912371875616789,0.16650834079228716,0.0,0.6660333631691486,0.0,21.453966636830845,22.119999999999994,|,1.30533443543007,8.808646930464104,5.155611649336532,5.363491659207708,5.939510293313525,5.363491659207708,5.363491659207708,0.9041106380580738,1.0974544255588938,0.0,2.1949088511177877,0.0,10.726983318415416,12.921892169533203
95,|,1.1265083407922996,5.363491659207701,5.363491659207711,4.5804486870023,4.5804486870023,4.5804486870023,4.5804486870023,0.9147111472600333,1.9095513129977109,0.0,13.366859190983977,0.0,0.0,13.366859190983977,|,0.16650834079228716,5.3634916592077,5.363491659207708,4.5804486870023,4.580448687002302,4.5804486870023,4.5804486870023,0.9131841035349495,0.9495513129976949,0.0,3.7982052519907796,0.0,18.3217947480092,22.11999999999998,|,1.0974544255588938,9.592545574441097,3.6530352811275684,4.580448687002302,4.580448687002306,4.580448687002302,4.580448687002302,0.904999439654274,0.1700410196841604,0.0,0.3400820393683208,0.0,9.160897374004604,9.500979413372924
96,|,1.9095513129977109,4.580448687002289,4.5804486870023,3.4375733088229787,3.4375733088229787,3.4375733088229787,3.4375733088229787,0.9153003435347428,3.052426691177032,0.0,21.366986838239225,0.0,0.0,21.366986838239225,|,0.9495513129976949,4.580448687002295,4.580448687002302,3.4375733088229787,3.4375733088229783,3.4375733088229787,3.4375733088229787,0.913783849001555,2.092426691177018,0.0,8.369706764708072,0.0,13.750293235291915,22.119999999999987,|,0.1700410196841604,10.519958980315835,5.939510293313525,3.4375733088229783,3.4375733088229765,3.4375733088229783,3.4375733088229783,0.9056557267826948,2.671978004174707,0.0,5.343956008349414,0.0,6.875146617645957,12.21910262599537
97,|,3.052426691177032,3.4375733088229685,3.4375733088229787,5.2875823899669,5.2875823899669,5.2875823899669,5.2875823899669,0.916190905305298,1.2024176100331108,0.0,8.416923270231775,0.0,0.0,8.416923270231775,|,2.092426691177018,3.4375733088229703,3.4375733088229783,5.2875823899669,5.2875823899669,5.2875823899669,5.2875823899669,0.9146903557252881,0.2424176100330957,0.0,0.9696704401323828,0.0,21.1503295598676,22.119999999999983,|,2.671978004174707,8.018021995825286,4.580448687002306,5.2875823899669,5.2875823899669,5.2875823899669,5.2875823899669,0.9066476954222916,1.964844301210113,0.0,3.929688602420226,0.0,10.5751647799338,14.504853382354026
98,|,1.2024176100331108,5.287582389966891,5.2875823899669,4.209404163705691,4.209404163705689,4.209404163705691,4.209404163705691,0.9168865971965989,2.28059583629432,0.0,15.964170854060239,0.0,0.0,15.964170854060239,|,0.2424176100330957,5.287582389966891,5.2875823899669,4.209404163705689,4.209404163705691,4.209404163705689,4.209404163705689,0.915398503546093,1.3205958362943067,0.0,5.282383345177227,0.0,16.837616654822757,22.119999999999983,|,1.964844301210113,8.72515569878988,3.4375733088229765,4.209404163705691,4.209404163705692,4.209404163705691,4.209404163705691,0.9074226046557768,1.1930134463273987,0.0,2.3860268926547974,0.0,8.418808327411382,10.80483522006618
99,|,2.28059583629432,4.209404163705681,4.209404163705689,5.959652557308625,5.959652557308624,5.959652557308625,5.959652557308625,0.9178520319595344,0.5303474426913839,0.0,3.7124320988396873,0.0,0.0,3.7124320988396873,|,1.3205958362943067,4.209404163705681,4.209404163705691,5.959652557308624,5.959652557308628,5.529999999999998,5.529999999999998,0.9155437941753704,-0.4296525573086267,0.4296525573086267,0.0,0.0,22.11999999999999,22.11999999999999,|,1.1930134463273987,9.496986553672595,5.2875823899669,5.959652557308628,5.95965255730863,5.959652557308628,5.959652557308628,0.9084979719577118,0.5209432789856709,0.0,1.0418865579713419,0.0,11.919305114617256,12.961191672588598
