t,|i=0,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=1,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC,|i=2,IL,OO,IS,IO,OQ,OS,DMFS,FR,EIL,BO,HC,SC,ITHC,TC
39,|,1.2624953952203493,5.227504604779651,5.227504604779659,3.705923247653363,3.705923247653363,3.705923247653363,3.705923247653363,0.8635636120040537,2.784076752346645,0.0,19.488537266426516,0.0,0.0,19.488537266426516,|,0.3024953952203351,5.387142246037344,5.387142246037348,3.705923247653363,3.5462856063956743,3.705923247653363,3.705923247653363,0.9032732421473303,1.9837143936043198,0.0,7.934857574417279,0.0,14.823692990613452,22.75855056503073,|,1.311760386027597,9.537877255230088,2.6412125762780825,3.5462856063956743,3.2270103238803003,3.5462856063956743,3.5462856063956743,0.8736449311251681,0.40668735591000527,0.0,0.8133747118200105,0.0,7.0925712127913485,7.905945924611359
40,|,2.784076752346645,3.705923247653354,3.705923247653363,5.727456546666686,5.727456546666687,5.727456546666686,5.727456546666686,0.8671823309386008,0.762543453333322,0.0,5.337804173333254,0.0,0.0,5.337804173333254,|,1.9837143936043198,3.5462856063956707,3.5462856063956743,5.727456546666687,5.727456546666687,5.529999999999994,5.529999999999994,0.9049243416072608,-0.1974565466666931,0.1974565466666931,0.0,0.0,22.119999999999976,22.119999999999976,|,0.40668735591000527,10.123675002832305,6.896664678952005,5.727456546666687,5.887094187924376,5.727456546666687,5.727456546666687,0.8769962620049251,1.5758954881953233,0.0,3.1517909763906466,0.0,11.454913093333374,14.606704069724021
41,|,0.762543453333322,5.727456546666678,5.529999999999994,2.7809667554475617,2.7809667554475617,2.7809667554475617,2.7809667554475617,0.8688710492775603,3.5115766978857543,0.0,24.58103688520028,0.0,0.0,24.58103688520028,|,-0.1974565466666931,5.727456546666684,5.727456546666687,2.7809667554475617,2.7809667554475617,2.9784233021142548,2.7809667554475617,0.9061331868539142,2.7490332445524324,0.0,10.99613297820973,0.0,11.913693208457019,22.90982618666675,|,1.5758954881953233,9.114104511804678,3.2270103238803003,2.7809667554475617,2.780966755447558,2.7809667554475617,2.7809667554475617,0.878560200519889,2.021939056628062,0.0,4.043878113256124,0.0,5.561933510895123,9.605811624151247
42,|,3.5115766978857543,2.978423302114246,2.9784233021142548,5.8673123832135605,5.8673123832135605,5.8673123832135605,5.8673123832135605,0.8722967293385779,0.6226876167864486,0.0,4.35881331750514,0.0,0.0,4.35881331750514,|,2.7490332445524324,2.780966755447558,2.7809667554475617,5.8673123832135605,5.8673123832135605,5.529999999999994,5.529999999999994,0.9070835107587631,-0.3373123832135665,0.3373123832135665,0.0,0.0,22.119999999999976,22.119999999999976,|,2.021939056628062,8.668060943371936,5.887094187924376,5.8673123832135605,5.867312383213559,5.8673123832135605,5.8673123832135605,0.8817327562171704,2.0417208613388773,0.0,4.083441722677755,0.0,11.734624766427121,15.818066489104876
43,|,0.6226876167864486,5.867312383213552,5.529999999999994,2.750731206032374,2.750731206032374,2.750731206032374,2.750731206032374,0.8738418853896422,3.4019564107540687,0.0,23.813694875278482,0.0,0.0,23.813694875278482,|,-0.3373123832135665,5.867312383213557,5.8673123832135605,2.750731206032374,2.7507312060323734,3.0880435892459404,2.750731206032374,0.9082077613347362,2.77926879396762,0.0,11.11707517587048,0.0,12.352174356983761,23.469249532854242,|,2.0417208613388773,8.648279138661119,2.780966755447558,2.7507312060323734,2.7507312060323734,2.7507312060323734,2.7507312060323734,0.883163740297901,2.071956410754062,0.0,4.143912821508124,0.0,5.501462412064747,9.64537523357287
44,|,3.4019564107540687,3.088043589245931,3.0880435892459404,4.299213881105187,4.299213881105187,4.299213881105187,4.299213881105187,0.8761833641545712,2.190786118894822,0.0,15.335502832263755,0.0,0.0,15.335502832263755,|,2.77926879396762,2.75073120603237,2.7507312060323734,4.299213881105187,4.299213881105187,4.299213881105187,4.299213881105187,0.9099114137576011,1.230786118894807,0.0,4.923144475579228,0.0,17.196855524420748,22.119999999999976,|,2.071956410754062,8.618043589245934,5.867312383213559,4.299213881105187,4.299213881105189,4.299213881105187,4.299213881105187,0.8853322066063197,3.6400549128624338,0.0,7.2801098257248675,0.0,8.598427762210374,15.878537587935242
45,|,2.190786118894822,4.299213881105178,4.299213881105187,5.0483255824552495,5.0483255824552495,5.0483255824552495,5.0483255824552495,0.8788242465833354,1.4416744175447596,0.0,10.091720922813316,0.0,0.0,10.091720922813316,|,1.230786118894807,4.299213881105183,4.299213881105187,5.0483255824552495,5.0483255824552495,5.0483255824552495,5.0483255824552495,0.9118329113238632,0.4816744175447445,0.0,1.926697670178978,0.0,20.193302329820998,22.119999999999976,|,3.6400549128624338,7.049945087137564,2.7507312060323734,5.0483255824552495,5.048325582455249,5.0483255824552495,5.0483255824552495,0.887777953566337,1.3424605364395577,0.0,2.6849210728791153,0.0,10.096651164910499,12.781572237789614
46,|,1.4416744175447596,5.04832558245524,5.0483255824552495,5.702490026112761,5.702490026112762,5.702490026112761,5.702490026112761,0.8816750263115561,0.7875099738872482,0.0,5.512569817210737,0.0,0.0,5.512569817210737,|,0.4816744175447445,5.048325582455247,5.0483255824552495,5.702490026112762,5.702490026112762,5.529999999999994,5.529999999999994,0.9131955107334674,-0.17249002611276776,0.17249002611276776,0.0,0.0,22.119999999999976,22.119999999999976,|,1.3424605364395577,9.34753946356044,4.299213881105189,5.702490026112762,5.702490026112763,5.641674417544746,5.641674417544746,0.8901671897355373,-0.06081560856801538,0.06081560856801538,0.0,0.0,11.283348835089493,11.283348835089493
47,|,0.7875099738872482,5.702490026112751,5.529999999999994,5.977717556240764,5.977717556240765,5.977717556240764,5.977717556240764,0.884522861190032,0.3397924176464784,0.0,2.3785469235253487,0.0,0.0,2.3785469235253487,|,-0.17249002611276776,5.702490026112758,5.641674417544746,5.977717556240765,5.977717556240765,5.641674417544746,5.469184391431979,0.913237221107321,-0.5085331648087861,0.5085331648087861,0.0,0.0,22.566697670178986,22.566697670178986,|,-0.06081560856801538,10.750815608568013,5.048325582455249,5.977717556240765,5.977717556240766,5.048325582455249,4.987509973887233,0.8888237919660722,-0.9902075823535315,0.9902075823535315,0.0,0.0,10.096651164910497,10.096651164910497
48,|,0.3397924176464784,6.150207582353522,5.641674417544746,6.157310036810617,6.157310036810617,5.981466835191225,5.981466835191225,0.8866255350082071,-0.17584320161939182,0.17584320161939182,0.0,6.527299644111824,0.0,6.527299644111824,|,-0.5085331648087861,6.0385331648087766,5.048325582455249,6.157310036810617,6.157310036810615,5.048325582455249,4.539792417646463,0.9089811061743724,-1.617517619164154,1.617517619164154,0.0,0.0,20.193302329820995,20.193302329820995,|,-0.9902075823535315,11.680207582353532,5.702490026112763,6.157310036810615,6.15731003681061,5.702490026112763,4.712282443759231,0.8858359599002125,-1.4450275930513836,1.4450275930513836,0.0,0.0,11.404980052225525,11.404980052225525
49,|,-0.17584320161939182,6.665843201619391,5.048325582455249,4.226120874763853,4.050277673144462,4.401964076383245,4.226120874763853,0.888477245541159,0.6463615060720036,0.0,4.524530542504025,0.0,0.0,4.524530542504025,|,-1.617517619164154,7.147517619164143,5.702490026112763,4.050277673144462,4.050277673144462,5.667795292308616,4.050277673144462,0.9104068041130009,0.03469473380414634,0.0,0.13877893521658535,0.0,22.671181169234465,22.80996010445105,|,-1.4450275930513836,12.13502759305138,5.977717556240766,4.050277673144462,4.050277673144464,5.495305266195846,4.050277673144462,0.8876241978120857,0.4824122900449197,0.0,0.9648245800898394,0.0,10.990610532391692,11.955435112481531
50,|,0.6463615060720036,5.667795292308604,5.667795292308616,4.011569480988854,4.1874126826082465,4.011569480988854,4.011569480988854,0.8901798442732225,2.302587317391766,0.0,16.118111221742364,0.0,0.0,16.118111221742364,|,0.03469473380414634,5.495305266195842,5.495305266195846,4.1874126826082465,4.3632558842276365,4.1874126826082465,4.1874126826082465,0.9118345643815561,1.3425873173917457,0.0,5.370349269566983,0.0,16.749650730432986,22.11999999999997,|,0.4824122900449197,10.207587709955078,6.15731003681061,4.3632558842276365,4.5390990858470275,4.3632558842276365,4.3632558842276365,0.8894889771658016,2.2764664426278935,0.0,4.552932885255787,0.0,8.726511768455273,13.27944465371106
51,|,2.302587317391766,4.187412682608235,4.1874126826082465,4.114122153716813,4.114122153716812,4.114122153716813,4.114122153716813,0.8918728039839696,2.3758778462832,0.0,16.6311449239824,0.0,0.0,16.6311449239824,|,1.3425873173917457,4.363255884227634,4.3632558842276365,4.114122153716812,3.938278952097418,4.114122153716812,4.114122153716812,0.9131937004107732,1.5917210479025705,0.0,6.366884191610282,0.0,16.456488614867247,22.82337280647753,|,2.2764664426278935,8.589376758991495,4.050277673144464,3.938278952097418,3.5865925488586328,3.938278952097418,3.938278952097418,0.8911197724924633,2.3884651636749394,0.0,4.776930327349879,0.0,7.876557904194836,12.653488231544715
52,|,2.3758778462832,4.1141221537168,4.114122153716812,6.370395485625414,6.370395485625414,6.370395485625414,6.370395485625414,0.8943936357987409,0.11960451437459785,0.0,0.8372316006221849,0.0,0.0,0.8372316006221849,|,1.5917210479025705,3.9382789520974155,3.938278952097418,6.370395485625414,6.370395485625414,5.529999999999989,5.529999999999989,0.9121418913808489,-0.8403954856254252,0.8403954856254252,0.0,0.0,22.119999999999955,22.119999999999955,|,2.3884651636749394,8.125691634705664,4.5390990858470275,6.370395485625414,6.546238687244809,6.370395485625414,6.370395485625414,0.893658160165624,0.557168763896553,0.0,1.114337527793106,0.0,12.740790971250828,13.855128499043934
53,|,0.11960451437459785,6.370395485625403,5.529999999999989,5.1804578756876305,5.18045787568763,5.1804578756876305,5.1804578756876305,0.8963585525353108,0.46914663868695605,0.0,3.2840264708086924,0.0,0.0,3.2840264708086924,|,-0.8403954856254252,6.37039548562541,6.370395485625414,5.18045787568763,5.180457875687633,6.020853361313055,5.18045787568763,0.9137765832800999,0.3495421243123591,0.0,1.3981684972494364,0.0,24.08341344525222,25.481581942501656,|,0.557168763896553,10.132831236103446,3.5865925488586328,5.180457875687633,5.180457875687633,4.143761312755186,4.143761312755186,0.8919133793839232,-1.0366965629324474,1.0366965629324474,0.0,0.0,8.287522625510372,8.287522625510372
54,|,0.46914663868695605,6.020853361313044,6.020853361313055,6.41959512350314,6.41959512350314,6.41959512350314,6.41959512350314,0.8986943081394616,0.07040487649687055,0.0,0.49283413547809385,0.0,0.0,0.49283413547809385,|,0.3495421243123591,5.18045787568763,4.143761312755186,6.41959512350314,6.41959512350314,4.493303437067545,4.493303437067545,0.9089572741316029,-1.9262916864355955,1.9262916864355955,0.0,0.0,17.97321374827018,17.97321374827018,|,-1.0366965629324474,11.726696562932446,6.546238687244809,6.41959512350314,6.419595123503139,6.546238687244809,5.509542124312362,0.8911544469334519,-0.9100529991907784,0.9100529991907784,0.0,0.0,13.092477374489619,13.092477374489619
55,|,0.07040487649687055,6.419595123503129,4.493303437067545,4.509078734219774,4.5090787342197745,4.509078734219774,4.509078734219774,0.9002729624087491,0.054629579344641854,0.0,0.382407055412493,0.0,0.0,0.382407055412493,|,-1.9262916864355955,7.456291686435583,6.546238687244809,4.5090787342197745,4.5090787342197745,6.43537042065537,4.5090787342197745,0.9103759998245041,0.11086826658943938,0.0,0.4434730663577575,0.0,25.74148168262148,26.184954748979237,|,-0.9100529991907784,11.600052999190776,5.180457875687633,4.5090787342197745,4.509078734219774,5.180457875687633,4.270404876496855,0.8920257544775304,-0.2386738577229197,0.2386738577229197,0.0,0.0,10.360915751375266,10.360915751375266
56,|,0.054629579344641854,6.4353704206553575,6.43537042065537,6.277196324681395,6.2771963246813955,6.277196324681395,6.277196324681395,0.9023904619841328,0.2128036753186171,0.0,1.4896257272303197,0.0,0.0,1.4896257272303197,|,0.11086826658943938,5.419131733410548,5.180457875687633,6.2771963246813955,6.2771963246813955,5.2913261422770725,5.2913261422770725,0.9089442232277384,-0.985870182404323,0.985870182404323,0.0,0.0,21.16530456910829,21.16530456910829,|,-0.2386738577229197,10.928673857722917,6.419595123503139,6.2771963246813955,6.277196324681395,6.419595123503139,6.18092126578022,0.8939927110794039,-0.09627505890117583,0.09627505890117583,0.0,0.0,12.839190247006279,12.839190247006279
57,|,0.2128036753186171,6.277196324681383,5.2913261422770725,4.905468806682902,4.905468806682902,4.905468806682902,4.905468806682902,0.903983662203128,0.5986610109127879,0.0,4.190627076389515,0.0,0.0,4.190627076389515,|,-0.985870182404323,6.51587018240431,6.419595123503139,4.905468806682902,4.905468806682902,5.891338989087225,4.905468806682902,0.9104304517914957,0.5282561344159147,0.0,2.1130245376636587,0.0,23.5653559563489,25.678380494012558,|,-0.09627505890117583,10.786275058901172,4.509078734219774,4.905468806682902,4.905468806682901,4.509078734219774,4.412803675318598,0.8940837149695343,-0.492665131364304,0.492665131364304,0.0,0.0,9.018157468439547,9.018157468439547
58,|,0.5986610109127879,5.891338989087212,5.891338989087225,4.7454568368374535,4.7454568368374535,4.7454568368374535,4.7454568368374535,0.905476171052722,1.7445431631625592,0.0,12.211802142137914,0.0,0.0,12.211802142137914,|,0.5282561344159147,5.001743865584071,4.509078734219774,4.7454568368374535,4.7454568368374535,4.7454568368374535,4.7454568368374535,0.9118227496693648,0.2918780317982348,0.0,1.1675121271929392,0.0,18.981827347349814,20.149339474542753,|,-0.492665131364304,11.182665131364299,6.277196324681395,4.7454568368374535,4.745456836837455,5.2381219682017575,4.7454568368374535,0.8957301117844029,1.0390743564796372,0.0,2.0781487129592744,0.0,10.476243936403515,12.55439264936279
59,|,1.7445431631625592,4.74545683683744,4.7454568368374535,6.8582602012888945,6.858260201288895,6.490000000000013,6.490000000000013,0.9063732217156861,-0.3682602012888818,0.3682602012888818,0.0,13.669818671843291,0.0,13.669818671843291,|,0.2918780317982348,5.238121968201751,5.2381219682017575,6.858260201288895,6.858260201288895,5.529999999999992,5.529999999999992,0.9095048511606363,-1.328260201288903,1.328260201288903,0.0,0.0,22.11999999999997,22.11999999999997,|,1.0390743564796372,9.65092564352036,4.905468806682901,6.858260201288895,6.858260201288896,5.944543163162538,5.944543163162538,0.8950938441205764,-0.9137170381263573,0.9137170381263573,0.0,0.0,11.889086326325076,11.889086326325076
60,|,-0.3682602012888818,6.858260201288882,5.529999999999992,5.104805338210441,4.736545136921559,5.473065539499323,5.104805338210441,0.9078797577651475,0.05693446050066964,0.0,0.39854122350468746,0.0,0.0,0.39854122350468746,|,-1.328260201288903,6.858260201288888,5.944543163162538,4.736545136921559,4.736545136921559,5.944543163162538,4.616282961873635,0.9104780013602378,-0.12026217504792402,0.12026217504792402,0.0,0.0,23.778172652650152,23.778172652650152,|,-0.9137170381263573,11.603717038126355,4.745456836837455,4.736545136921559,4.73654513692156,4.745456836837455,3.831739798711098,0.8938065677480296,-0.904805338210461,0.904805338210461,0.0,0.0,9.49091367367491,9.49091367367491
61,|,0.05693446050066964,6.06480533821045,5.944543163162538,5.160903640770044,5.529163842058925,5.160903640770044,5.160903640770044,0.9093543534692341,0.8405739828931633,0.0,5.884017880252143,0.0,0.0,5.884017880252143,|,-0.12026217504792402,5.650262175047909,4.745456836837455,5.529163842058925,5.897424043347809,4.745456836837455,4.625194661789531,0.9092094675341081,-0.9039691802693941,0.9039691802693941,0.0,0.0,18.98182734734982,18.98182734734982,|,-0.904805338210461,11.59480533821046,6.858260201288896,5.897424043347809,6.2656842446366845,6.80222938155827,5.897424043347809,0.8957468118989897,0.05603081973062629,0.0,0.11206163946125258,0.0,13.60445876311654,13.716520402577792
62,|,0.8405739828931633,5.649426017106838,4.745456836837455,6.160623207015913,6.160623207015912,5.5860308197306185,5.5860308197306185,0.9093051745831607,-0.5745923872852945,0.5745923872852945,0.0,21.32886941603013,0.0,21.32886941603013,|,-0.9039691802693941,6.802229381558263,6.80222938155827,6.160623207015912,5.79236300572703,6.80222938155827,5.898260201288876,0.9101132722816185,-0.2623630057270363,0.2623630057270363,0.0,0.0,27.20891752623308,27.20891752623308,|,0.05603081973062629,11.002229381558248,4.73654513692156,5.79236300572703,5.055842603149269,4.792575956652186,4.792575956652186,0.8945418492845946,-0.9997870490748442,0.9997870490748442,0.0,0.0,9.585151913304372,9.585151913304372
63,|,-0.5745923872852945,7.064592387285295,6.80222938155827,6.915165475849608,6.340573088564313,6.80222938155827,6.2276369942729755,0.9091252598315871,-0.6875284815766323,0.6875284815766323,0.0,25.521057236124587,0.0,25.521057236124587,|,-0.2623630057270363,5.792363005727022,4.792575956652186,6.340573088564313,6.340573088564315,4.792575956652186,4.53021295092515,0.9064095186854664,-1.8103601376391634,1.8103601376391634,0.0,0.0,19.170303826608745,19.170303826608745,|,-0.9997870490748442,11.321526847785957,6.2656842446366845,6.340573088564315,6.7088332898531995,6.2656842446366845,5.26589719556184,0.8933295537069044,-1.0746758930024747,1.0746758930024747,0.0,0.0,12.531368489273369,12.531368489273369
64,|,-0.6875284815766323,6.602936094291337,4.792575956652186,5.4749818512002175,5.362045756908881,4.792575956652186,4.105047475075554,0.9065666134246194,-1.3699343761246636,1.3699343761246636,0.0,50.85196404174751,0.0,50.85196404174751,|,-1.8103601376391634,7.340360137639152,6.2656842446366845,5.362045756908881,5.936638144194173,6.2656842446366845,4.455324106997521,0.9052196344175194,-0.9067216499113595,0.9067216499113595,0.0,0.0,25.062736978546738,25.062736978546738,|,-1.0746758930024747,11.764675893002472,5.055842603149269,5.936638144194173,6.5112305314794625,5.055842603149269,3.9811667101467947,0.8894503756071558,-1.9554714340473787,1.9554714340473787,0.0,0.0,10.111685206298539,10.111685206298539
65,|,-1.3699343761246636,7.172405894548032,6.2656842446366845,6.319736870539475,5.637330975991444,6.2656842446366845,4.895749868512021,0.9041664967535216,-1.423987002027454,1.423987002027454,0.0,52.85839751525909,0.0,52.85839751525909,|,-0.9067216499113595,7.011314037196641,5.055842603149269,5.637330975991444,5.750267070282782,5.055842603149269,4.14912095323791,0.9024619764294016,-1.4882100227535338,1.4882100227535338,0.0,0.0,20.223370412597077,20.223370412597077,|,-1.9554714340473787,13.220063821332666,6.7088332898531995,5.750267070282782,5.288610777288827,6.7088332898531995,4.753361855805821,0.8884082006844041,-0.9969052144769615,0.9969052144769615,0.0,0.0,13.417666579706399,13.417666579706399
66,|,-1.423987002027454,6.54405262590279,5.055842603149269,6.398146217244506,6.344093591341716,5.055842603149269,3.6318556011218153,0.8980786632121348,-2.7662906161226903,2.7662906161226903,0.0,102.68470767047425,0.0,102.68470767047425,|,-1.4882100227535338,7.705738504330153,6.7088332898531995,6.344093591341716,7.026499485889747,6.7088332898531995,5.220623267099666,0.9010292610982944,-1.1234703242420503,1.1234703242420503,0.0,0.0,26.835333159412798,26.835333159412798,|,-0.9969052144769615,11.799841308768293,6.5112305314794625,7.026499485889747,7.595969286146438,6.5112305314794625,5.514325317002501,0.8863493070609378,-1.5121741688872463,1.5121741688872463,0.0,0.0,13.022461062958925,13.022461062958925
67,|,-2.7662906161226903,7.8323036140952365,6.7088332898531995,3.9823521771350183,2.640048563039782,6.7088332898531995,3.942542673730509,0.8991021956608466,-0.03980950340450917,0.03980950340450917,0.0,1.4777287663753804,0.0,1.4777287663753804,|,-1.1234703242420503,8.0234047003667,6.5112305314794625,2.640048563039782,2.6941011889425717,3.7635188872818324,2.640048563039782,0.9017655017326094,2.74771164419763,0.0,10.99084657679052,0.0,15.05407554912733,26.04492212591785,|,-1.5121741688872463,12.88458006343527,5.288610777288827,2.6941011889425717,2.06574792029733,4.206275357829818,2.6941011889425717,0.8872086132868912,1.0823354194590094,0.0,2.1646708389180187,0.0,8.412550715659636,10.577221554577655
68,|,-0.03980950340450917,3.763518887281819,3.7635188872818324,5.647427921322044,8.373909034040224,3.7635188872818324,3.723709383877323,0.8953755900493527,-1.9237185374447208,1.9237185374447208,0.0,71.40843210994802,0.0,71.40843210994802,|,2.74771164419763,4.20627535782981,4.206275357829818,8.373909034040224,9.71621264813546,6.953987002027448,6.953987002027448,0.90012121970956,-1.4199220320127761,1.4199220320127761,0.0,0.0,27.815948008109793,27.815948008109793,|,1.0823354194590094,9.661717206443772,7.595969286146438,9.71621264813546,11.004463636327909,8.678304705605449,8.678304705605449,0.8873670605532998,-1.037907942530012,1.037907942530012,0.0,0.0,17.356609411210897,17.356609411210897
69,|,-1.9237185374447208,8.37390903404021,6.953987002027448,2.715058847612693,0.8311498135724831,4.638777385057414,2.715058847612693,0.8961516653778264,2.3152096169700345,0.0,16.206467318790242,0.0,0.0,16.206467318790242,|,-1.4199220320127761,9.716212648135453,8.678304705605449,0.8311498135724831,0.0,2.251071845585259,0.8311498135724831,0.9003492185849191,6.427232860020189,0.0,25.708931440080757,0.0,9.004287382341037,34.713218822421794,|,-1.037907942530012,13.070211556625242,2.06574792029733,0.0,0.0,1.037907942530012,0.0,0.8873670605532998,1.027839977767318,0.0,2.055679955534636,0.0,2.075815885060024,4.13149584059466
70,|,2.3152096169700345,2.251071845585246,2.251071845585259,4.000453216569606,5.924171754014326,4.000453216569606,4.000453216569606,0.8972744060750875,0.5658282459856876,0.0,3.960797721899813,0.0,0.0,3.960797721899813,|,6.427232860020189,1.0379079425300048,1.037907942530012,5.924171754014326,5.912749488908839,5.924171754014326,5.924171754014326,0.901944653465924,1.5409690485358754,0.0,6.163876194143501,0.0,23.696687016057304,29.860563210200805,|,1.027839977767318,11.004463636327912,11.004463636327909,5.912749488908839,4.559023609708113,5.912749488908839,5.912749488908839,0.8891575576527428,6.119554125186388,0.0,12.239108250372777,0.0,11.825498977817677,24.064607228190454
71,|,0.5658282459856876,5.924171754014313,5.924171754014326,4.326255828962045,4.326255828962045,4.326255828962045,4.326255828962045,0.8984615772509384,2.163744171037968,0.0,15.146209197265776,0.0,0.0,15.146209197265776,|,1.5409690485358754,5.9127494889088315,5.912749488908839,4.326255828962045,2.4025372915173246,4.326255828962045,4.326255828962045,0.9030778518889815,3.1274627084826685,0.0,12.509850833930674,0.0,17.30502331584818,29.814874149778856,|,6.119554125186388,4.559023609708117,0.0,2.4025372915173246,0.49024101917809304,2.4025372915173246,2.4025372915173246,0.8898689328339143,3.7170168336690637,0.0,7.434033667338127,0.0,4.805074583034649,12.239108250372777
72,|,2.163744171037968,4.326255828962031,4.326255828962045,5.498899959225845,5.498899959225846,5.498899959225845,5.498899959225845,0.8999315039444048,0.9911000407741684,0.0,6.9377002854191785,0.0,0.0,6.9377002854191785,|,3.1274627084826685,2.4025372915173175,2.4025372915173246,5.498899959225846,5.498899959225846,5.498899959225846,5.498899959225846,0.9044809508227573,0.031100040774147075,0.0,0.1244001630965883,0.0,21.995599836903384,22.119999999999973,|,3.7170168336690637,5.04926462888621,4.559023609708113,5.498899959225846,7.422618496670566,5.498899959225846,5.498899959225846,0.8914632514280433,2.7771404841513307,0.0,5.5542809683026615,0.0,10.997799918451692,16.552080886754354
73,|,0.9911000407741684,5.498899959225833,5.498899959225846,3.1400558196183654,3.1400558196183646,3.1400558196183654,3.1400558196183654,0.9007519476852548,3.349944180381649,0.0,23.449609262671544,0.0,0.0,23.449609262671544,|,0.031100040774147075,5.498899959225839,5.498899959225846,3.1400558196183646,3.1400558196183646,3.1400558196183646,3.1400558196183646,0.9052640944605499,2.3899441803816286,0.0,9.559776721526514,0.0,12.560223278473458,22.119999999999973,|,2.7771404841513307,7.9128595158486625,0.49024101917809304,3.1400558196183646,3.1400558196183646,3.1400558196183646,3.1400558196183646,0.8923531248600233,0.12732568371105923,0.0,0.25465136742211847,0.0,6.280111639236729,6.534763006658848
74,|,3.349944180381649,3.1400558196183512,3.1400558196183646,6.084010785662887,6.084010785662887,6.084010785662887,6.084010785662887,0.9023039101814053,0.40598921433712665,0.0,2.8419245003598865,0.0,0.0,2.8419245003598865,|,2.3899441803816286,3.1400558196183566,3.1400558196183646,6.084010785662887,6.084010785662887,5.529999999999993,5.529999999999993,0.9053215733998149,-0.5540107856628937,0.5540107856628937,0.0,0.0,22.119999999999973,22.119999999999973,|,0.12732568371105923,10.562674316288934,7.422618496670566,6.084010785662887,6.084010785662887,6.084010785662887,6.084010785662887,0.8940364215005985,1.4659333947187383,0.0,2.9318667894374766,0.0,12.168021571325774,15.09988836076325
75,|,0.40598921433712665,6.084010785662873,5.529999999999993,3.067574048921902,3.067574048921903,3.067574048921902,3.067574048921902,0.9030681520062686,2.8684151654152177,0.0,20.078906157906523,0.0,0.0,20.078906157906523,|,-0.5540107856628937,6.08401078566288,6.084010785662887,3.067574048921903,3.0675740489219034,3.6215848345847967,3.067574048921903,0.9060622091167044,2.46242595107809,0.0,9.84970380431236,0.0,14.486339338339187,24.336043142651548,|,1.4659333947187383,9.224066605281255,3.1400558196183646,3.0675740489219034,3.067574048921905,3.0675740489219034,3.0675740489219034,0.8948653369541422,1.5384151654151994,0.0,3.076830330830399,0.0,6.135148097843807,9.211978428674206
76,|,2.8684151654152177,3.621584834584783,3.6215848345847967,5.191296281485547,5.191296281485547,5.191296281485547,5.191296281485547,0.904334605503196,1.2987037185144672,0.0,9.09092602960127,0.0,0.0,9.09092602960127,|,2.46242595107809,3.0675740489218963,3.0675740489219034,5.191296281485547,5.1912962814855454,5.191296281485547,5.191296281485547,0.9072895440558412,0.3387037185144468,0.0,1.3548148740577872,0.0,20.76518512594219,22.119999999999976,|,1.5384151654151994,9.151584834584796,6.084010785662887,5.1912962814855454,5.1912962814855454,5.1912962814855454,5.1912962814855454,0.8962389635218656,2.431129669592541,0.0,4.862259339185082,0.0,10.382592562971091,15.244851902156173
77,|,1.2987037185144672,5.191296281485533,5.191296281485547,2.8465172635490177,2.8465172635490177,2.8465172635490177,2.8465172635490177,0.9050150855526194,3.6434827364509967,0.0,25.504379155156975,0.0,0.0,25.504379155156975,|,0.3387037185144468,5.191296281485538,5.1912962814855454,2.8465172635490177,2.8465172635490177,2.8465172635490177,2.8465172635490177,0.907949005253642,2.6834827364509746,0.0,10.733930945803898,0.0,11.38606905419607,22.11999999999997,|,2.431129669592541,8.258870330407454,3.067574048921905,2.8465172635490177,2.8465172635490177,2.8465172635490177,2.8465172635490177,0.8969770288965213,2.6521864549654284,0.0,5.304372909930857,0.0,5.693034527098035,10.997407437028892
78,|,3.6434827364509967,2.8465172635490035,2.8465172635490177,4.010240765661774,4.010240765661774,4.010240765661774,4.010240765661774,0.9059574986808704,2.479759234338241,0.0,17.358314640367688,0.0,0.0,17.358314640367688,|,2.6834827364509746,2.8465172635490106,2.8465172635490177,4.010240765661774,4.010240765661774,4.010240765661774,4.010240765661774,0.9088623088705609,1.5197592343382187,0.0,6.079036937352875,0.0,16.040963062647094,22.11999999999997,|,2.6521864549654284,8.037813545034567,5.1912962814855454,4.010240765661774,4.010240765661774,4.010240765661774,4.010240765661774,0.8979991933217271,3.8332419707892003,0.0,7.6664839415784005,0.0,8.020481531323547,15.686965472901948
79,|,2.479759234338241,4.010240765661759,4.010240765661774,6.267838572305519,6.267838572305519,6.267838572305519,6.267838572305519,0.9073935673315323,0.22216142769449565,0.0,1.5551299938614696,0.0,0.0,1.5551299938614696,|,1.5197592343382187,4.0102407656617665,4.010240765661774,6.267838572305519,6.267838572305519,5.529999999999992,5.529999999999992,0.9084564135410058,-0.7378385723055265,0.7378385723055265,0.0,0.0,22.11999999999997,22.11999999999997,|,3.8332419707892003,6.856758029210795,2.8465172635490177,6.267838572305519,6.267838572305518,6.267838572305519,6.267838572305519,0.8995567886510537,0.41192066203269917,0.0,0.8238413240653983,0.0,12.535677144611038,13.359518468676436
